abstract-region;['product', 'wiskundige product'];Wiskunde
physical-object;['mixer', 'handmixer', 'mengmachine'];Keukengereedschap
physical-object;['kathodestraalbuis', 'beeldbuis', 'cathode ray tube', 'crt-scherm', 'kathode straalbuis', 'fosfor', 'crt', 'crt-monitor', 'kathodestraalbuizen'];Elektronenbuis voor het weergeven van bewegende beelden
physical-object;['bibliotheekbus', 'bibliobus', 'boekenbus', 'bookmobile', 'mobiele bibliotheek'];bus die dient als bibliotheek
physical-object;['lijkwagen', '[[tweejarige]] [[hinde]]', 'baldakijn', 'graf', 'lijkauto', 'lijkkist', 'lijkkoets', 'overhuiving', 'rouwkoets', 'rouwauto', 'begrafeniswagen', 'lijkwagens'];Voertuig voor het vervoer van lijkkist met overledene erin
physical-object;['slee', 'slede', 'ar', 'arrenslede', 'arrenslee', 'arreslede', 'arreslee', 'opvouwbare slee', 'sleeen', 'sleeën', 'sleden'];Dorp in Rusland
physical-object;['slee', 'slede', 'ar', 'arrenslede', 'arrenslee', 'arreslede', 'arreslee', 'opvouwbare slee', 'sleeen', 'sleeën', 'sleden'];Voertuig zonder wielen voorzien van 2 glijbomen
physical-object;['luchtvaartuig', 'vliegtuig', 'kist', 'toestel', 'vliegmachine', 'zij is bewusteloos', 'luchtschip', 'luchtvoertuig', 'vliegende machine', 'vliegtuigen', 'zwaarder-dan-lucht', 'zwaarder-dan-lucht vlucht'];Voertuig dat in staat is om zich voort te bewegen door de atmosfeer
physical-object;['elektrische auto', "elektrisch aangedreven auto's", 'elektrische wagen', 'elektrisch', 'elektrische', "elektrische auto's", 'volledig elektrische auto'];Auto aangedreven met elektromotor
physical-object;['tractor', 'trekker', 'motortrekker', 'wieltrekker', 'traktor', 'tractoren', 'tractors', 'landbouw tractor', 'landbouwtractor'];Landbouwvoertuig
physical-object;['meiboom', 'lintendans', 'mei-den', 'meiboomdans', 'meyboom', 'maypole dans', 'meiboom dans'];hoge houten paal of boom opgericht als onderdeel van verschillende Europese volksfeesten
physical-object;['megaliet', 'megalieten', 'megalithisch', 'megalithisch monument', 'megalithische monumenten', 'megalitische culturen', 'hunebed', 'megalithische', 'megalithische monument', 'megalithische structuur'];Grote steen opgericht door mensen
physical-object;['wolkenkrabber', 'skyscraper', 'wolkenkrabbers', 'houten wolkenkrabber', 'torenhuis', 'kantoortoren', 'superhoge'];Een bijzonder hoog gebouw dat gebruikt wordt om in te wonen of te werken
physical-object;['vissersboot', 'vissersschip', 'visserman', 'visserschip', 'vissersvaartuig', 'ringzegenvaartuig', 'vissersboten', 'visserspink', 'vissersvaartuigen'];Een voor de visvangst ingericht schip
physical-object;['schip', 'kiel', 'boot', 'vaartuig', 'scheeptype', 'zeeschepen', 'zeeschip', 'schepen'];Transportmiddel
physical-object;['puck', 'hockey puck'];Ijshockey
physical-object;['horloge', 'zakhorloge', 'horloge fob'];Zak horloge ipv polshorloge
physical-object;['noria'];Molen
physical-object;['pijl en boog', 'boog', 'boog en pijlen', 'schietboog', 'handboog', 'pijl-en-boog', 'en pijl boog'];Wapen
physical-object;['spinnenweb', 'spinrag', 'web', 'kobbenet', 'spinneweb'];Door spinnen gemaakte constructie
physical-object;['wagon', 'motorrijtuig', 'rijtuig', 'treinwagon', 'railvoertuig', 'spoorvoertuig', 'spoorrijtuig', 'spoorwagen', 'motorwagen', 'metrovoertuig', 'spoorwegvoertuig', 'spoorvoertuigen', 'spoorweg auto', 'trein auto', 'treinwagons'];Een zelfrijdend spoorrijtuig voortgedreven door een verbrandingsmotor.
physical-object;['rijtuig', 'wagon', 'break', 'brik', 'janplezier', 'spoorvoertuig', 'spoorwagen', 'koets', 'paardenrijtuig', 'paard en wagen', 'rijtuigen'];rijtuig getrokken door paarden
physical-object;['stola', 'diakenstola', 'stool', 'gestolen'];Liturgie
physical-object;['bovenlicht', 'boogvormig bovenlicht', 'waaierraam', 'raam boven deur', 'spiegel'];Soort raam
physical-object;['roll on'];Muziekalbum van Alabama
physical-object;['schandpaal', 'kaak', 'geselpaal', 'gerechtspaal', 'schandblok', 'schandbord', 'aan de schandpaal genageld', 'zweepslagen post'];Paal waaraan iemand als strafmaatregel werd vastgebonden en te kijk werd gesteld
physical-object;['kruk', 'krukken'];Hulpmiddel
physical-object;['chiton'];Kledingstuk
physical-object;['inbussleutel', 'inbus', 'binnenzeskantstiftsleutel', 'imbussleutel', 'een inbussleutel'];gereedschap
physical-object;['betatron', 'betatrom', 'inductie gaspedaal'];Deeltjesversneller
physical-object;['trekker', 'double-action', 'enkele actie', 'pistool', 'single-action', 'single-action revolver'];Wapen
physical-object;['brug', 'lijst van romeinse bruggen', 'beweegbare brug', 'verkeersbrug', 'spoorbrug', 'bruggenbouw'];Constructie die het mogelijk maakt om een obstakel over te steken
physical-object;['ijzeren long', 'kunstlong', 'stalen long'];apparaat ter ondersteuning van de ademhaling bij mensen die niet in staat zijn zelf adem te halen
physical-object;['helikopter', 'hefschroefvliegtuig', 'wentelwiek', 'helikopters', 'helicopter', 'moderne helicopter', 'reddingshelikopter', 'heli', 'whirlybird'];Vervoermiddel
physical-object;['luchthaven', 'vliegveld', 'vlieghaven', 'airport', 'aërodroom', 'luchthavens', 'vliegvelden', 'airside', 'drome', 'landzijde'];Locatie waar vliegtuigen opstijgen en landen met faciliteiten
physical-object;['luchthaven', 'vliegveld', 'vlieghaven', 'airport', 'aërodroom', 'luchthavens', 'vliegvelden', 'airside', 'drome', 'landzijde'];Locatie waar vliegtuigen opstijgen en landen
physical-object;['pibgorn', 'hornpipe', 'horlepiep', 'hoornpijp', 'horlepijp', 'stockhorn'];Blaasinstrument
physical-object;['ballista', 'mangonel', 'trebuchet', 'slingerarm', 'katapult', 'slingerblijde', 'arbalest', 'onager', 'ballist', 'stoomkatapult', 'bricole', 'arbalist', 'armboorst', "ballista's", 'ballistas', 'catapault', 'katapulten', 'trebucket'];Type slingerarm
physical-object;['ballista', 'mangonel', 'trebuchet', 'slingerarm', 'katapult', 'slingerblijde', 'arbalest', 'onager', 'ballist', 'stoomkatapult', 'bricole', 'arbalist', 'armboorst', "ballista's", 'ballistas', 'catapault', 'katapulten', 'trebucket'];Middeleeuwse artilleriewapenklasse
physical-object;['sjofar', 'ramshoorn', 'shofar', 'sjevarim', 'tekia', "teroe'a", 'sjoufer', 'shophar'];hoorn die in de joodse eredienst wordt gebruikt
physical-object;['stele', 'gedenksteen', 'stèle', 'grafstele', 'stelae', 'steles', 'funeraire stele', 'stenen tablet', 'stèles'];archeologische term voor een tablet of pilaar, met gebeeldhouwde voorstelling en/of tekst
physical-object;['slinger', 'pendel', 'slingerbeweging', 'slingerlengte', 'slingertijd'];Natuurkunde
physical-object;['reactor', 'chemische reactor', 'reactievat'];Scheikunde
physical-object;['heliograaf'];apparaat om met hulp van spiegels en het licht van de zon berichten over grote afstanden te versturen
physical-object;['seinpaal', 'semafooralfabet', 'seintoren', 'semafoor', 'vlag semafoor'];Alfabet voor semafoorseinen
physical-object;['magnetron', 'magnetronoven', 'microgolf', 'microgolfoven', 'magnetron of microgolf', 'microwave', 'magnetron koken', 'magnetrons'];Oven
physical-object;['beugel', 'buitenboordbeugel', 'retentiebeugel', 'beugels', 'bretels', 'orthodontische beugels', 'tandheelkundige beugel', 'tandheelkundige brace'];Tandheelkunde
physical-object;['hanenkam', 'strek', 'jack boog', 'platte boog', 'rechte boog', 'vlakke boog'];Metselwerk
physical-object;['muur', 'wand', 'ommuring'];Bouwsel
physical-object;['sokkel', 'voetstuk', 'plint', 'piëdestal', 'pedestal', 'piedestal', 'buitenplint', 'zuilplint', 'footstall', 'plinten'];Onderste deel van een bouwwerk
physical-object;['sokkel', 'voetstuk', 'plint', 'piëdestal', 'pedestal', 'piedestal', 'buitenplint', 'zuilplint', 'footstall', 'plinten'];Onderstuk van een beeldhouwwerk
physical-object;['markt', 'marktplaats', 'marktplein', 'marktkramer', 'standwerker', 'straathandel', 'warenmarkt', 'weekmarkt', 'marktkoopman', 'mart', 'openbare markt', 'straat markt'];Verkoopgelegenheid op straat
physical-object;['cistern'];Muziekalbum van Jherek Bischoff
physical-object;['vrachtwagen', 'camion', 'vrachtauto', 'transportwagen', 'truck', 'vrachtwagens', 'vrachtwaggel', 'motortruck', 'zware voertuigen'];Motorvoertuig gemaakt voor het vervoeren van goederen
physical-object;['iconoscoop'];een verouderd type opneembuis in televisiecamera's, waarin een bundel elektronen een foto-emissie mozaïekrooster raakt
physical-object;['bus', 'autobus', 'busbar', 'computer bus', 'elektrische bus', 'rail'];Electronica
physical-object;['condensator', 'capacitor', 'filter', 'elektrische condensator', 'capaciteit', 'capacitieve', 'condensatoren', 'elektrische condensor'];Elektrische component dat elektrische lading en elektrische energie opslaat
physical-object;['weerstand', 'verzetsstrijder', 'elektrische weerstand', 'elektrische geleiding', 'resistieve', 'weerstanden'];Component
physical-object;['elektriciteitscentrale', 'energiecentrale', 'krachtcentrale', 'electriciteitscentrale', 'elektrische centrale', 'centrale', 'centrales', 'motor', 'power plant'];Faciliteit waar elektriciteit wordt opgewekt
physical-object;['blender', 'mengbeker', 'menger', 'mixer', 'hakmolen', 'blenders', 'liquidizer'];Apparaat
physical-object;['tuner', 'radio', 'radiotoestel', 'afstemeenheid', 'afstemmer', 'receiver', 'tuner-versterker', 'radio-ontvanger', 'tv-tuner'];Radio
physical-object;['leidse fles', 'leiden jar'];Elektrisch vat voor lading
physical-object;['tank', 'pantservoertuig', 'gevechtswagen', 'legertank', 'tanks', 'pantserrupsvoertuig', 'pantservoertuigen', 'gepantserde gevechtsvoertuigen', 'gepantserde gevechtsvoertuig', 'tank commandant'];Gepantserd militair gevechtsvoertuig
physical-object;['armenhuis', 'stadsarmenhuis', 'aalmoezeniershuis', 'arme boerderij', 'arme huis', 'armenhuizen'];Tehuis voor minvermogende mensen
physical-object;['landmijn', 'mijn', 'boobytrap', 'landmijnen', 'antipersoneelsmijn', 'antipersonenmijn', 'antipersoonsmijn', 'ondermijnen', 'magnetische mijn', 'grond-geborgen mijne', 'mijnenvelden'];Explosief
physical-object;['dorsvlegel', 'vlegel', 'strijdvlegel', 'dorsvloer'];Landbouwwerktuig
physical-object;['sikkel', 'zicht', 'plukken haak'];Landbouwwerktuig
physical-object;['borstel', 'tandenborstel', 'kwast', 'stoffer', 'haarborstel', 'verfborstel', 'borstels'];Gereedschap
physical-object;['golfclub', 'club', 'golfstick', 'stick', 'golf-club'];Gereedschap
physical-object;['draadschaar', 'zijkniptang', 'metaalschaar', 'zijsnijtang', 'kniptang'];Gereedschap
physical-object;['gereedschap', 'gerei', 'utensiliën', 'werktuig', 'instrument', 'hulpmiddel', 'handgereedschap'];Hulpmiddel voor het uitvoeren van bewerkingen
physical-object;['gum', 'gom', 'gummetje', 'vlakgom', 'bordenwisser', 'radeermesje', 'radeerpenseel', 'stuf'];Materiaal
physical-object;['harpoen'];Film uit 1948
physical-object;['pulp', 'triviaallectuur', 'pulpliteratuur', 'pulp fiction', 'pulp held', 'pulp magazine', 'pulp roman', 'pulp science fiction', 'pulp tijdschrift', 'pulp tijdschriften'];Literatuur
physical-object;['basketbal'];Voorwerp
physical-object;['volleybal', 'volleyball'];Bal
physical-object;['karavanserai', 'caravanserai', 'karavaanserai', 'karavanserij', 'sarayi', 'sarayı', 'caravansarai', 'caravan inn', 'karavansera', 'karavanserais'];Wikimedia-lijst
physical-object;['verpleeghuis', 'verpleegtehuis', 'verpleeginrichting', 'bejaardencentrum', 'bejaardenhuis', 'bejaardenoord', 'bejaardentehuis', 'home', 'verzorgingscentrum', 'verzorgingstehuis', 'accommodatie voor afhankelijke ouderen', 'tehuis', 'rusthuis', 'verpleeghuizen', 'woon-en zorgcentrum'];Instelling waar patiënten worden verzorgd
physical-object;['theodoliet', 'doorvoer', 'transitogoederen'];Landmeetkundig instrument voor hoekmeting
physical-object;['sextant', 'astrolabium', 'spiegelboog', 'octant', 'sextanten'];Navigatie
physical-object;['regenmeter', 'pluviometer', 'hyetometer', 'ombrometer', 'udometer', 'regen gage'];Meteorologisch instrument
physical-object;['gravimeter', 'dichtheidsmeter'];Meetinstrument voor het meten van dichtheid
physical-object;['spectrometer', 'massaspectrometer', 'spectrograaf', 'spectroscoop', 'massaspectrometrie', 'spectrometers'];instrument dat wordt gebruikt om eigenschappen van licht te meten
physical-object;['weegschaal', 'bascule', 'schaal', 'weegtoestel', 'balans', 'waag'];Meetinstrument
physical-object;['telefoon', 'telefoontoestel', 'hoe gaat het?', 'verrespreker', 'telefoons', 'vaste telefonie'];Telecommunicatie-apparaat
physical-object;['muziekinstrument', 'instrument', 'muziekinstrumenten'];Instrument om muziek mee te maken
physical-object;['microprocessor', 'lijst van microprocessoren', 'lijst van computerprocessors', 'microprocessors'];Één enkele geïntegreerde schakeling die alle of de meeste functies van een processor bevat
physical-object;['bunker'];Golf
physical-object;['pastorie', 'pastorij', 'parochiecentra', 'parochiehuis', 'parochiale huis', 'vicariaat'];Gebouwen voor seculiere bijeenkomsten van leden van een bepaalde kerk
physical-object;['mijnlamp', 'veiligheidslamp', 'davylamp', 'mijnwerkerslamp', 'davy', 'davy lamp'];Veilgheidslamp
physical-object;['zolder', 'zolderkamer', 'loft', 'vliering', 'zolderverdieping', 'loft appartement', 'lofts', 'manhattan loft', 'zeil loft'];deel van een gebouw
physical-object;['soek', 'souk', 'suq', 'souq', 'soeks', 'souks'];Arabische markt
physical-object;['periscoop', 'periscopen'];optisch instrument
physical-object;['cassette', 'cassettenplafond', 'cassetteplafond', 'bekisting', 'koffer', 'verzonken', 'verzonken plafond'];Architectuur
physical-object;['garage', 'garagebedrijf', 'garages'];Gebouwen of delen van gebouwen waar motorvoertuigen worden geparkeerd of gehuisvest, meestal tijdelijk
physical-object;['schuur', 'loods', 'tuinschuur', 'opberghuis', 'opberghuisje', 'remise', 'tuinhuis', 'loodsen', 'tuinhuisje', 'werpen'];Verwijst naar bescheiden bijgebouwen bestemd voor onderdak of opslag
physical-object;['schuur', 'loods', 'tuinschuur', 'opberghuis', 'opberghuisje', 'remise', 'tuinhuis', 'loodsen', 'tuinhuisje', 'werpen'];Een grote overdekte opslagplaats, meestal gebruikt voor handels- of industriële goederen
physical-object;['balkon', 'zijbalkon', 'frans balkon', 'balkons'];Een bouwkundig onderdeel op een etage dat uit de gevel naar voren springt
physical-object;['metro', 'metrosysteem', 'rapid transit', 'u-baan', 'u-bahn', 'mass rapid transit', 'rapid transit-systeem', 'snelle-transit', 'snelle doorvoer'];Vervoermiddel
physical-object;['kachel', 'haard', 'kacheltje', 'verwarmingstoestel', 'oven', 'gasfornuizen', 'houtkachel', 'kachels'];warmtebron
physical-object;['ventiel', 'klep', 'ventielklep', 'kleppen'];Techniek
physical-object;['wapenplatform', 'platform', 'wapens platform'];Drager van een wapentype
physical-object;['tuniek', 'tunica', 'gymnastiekpakje', 'gympakje', 'tunieken'];Rome
physical-object;['formica'];Kunststof
physical-object;['crème', 'verzachtend', 'crème de la crème', 'gel', 'verzachtend middel', 'zalf', 'gezichtscreme', 'gezichtscrème', 'creme', 'créme'];Huidsmeersel
physical-object;['pyxis', 'ciborie', 'hostiekelk', 'pyx'];Kerk
physical-object;['koor', 'bema', 'stiltegebied', 'presbyterium', 'hoogkoor', 'priesterkoor', 'bima', 'koor boog'];Podium voor spreker
physical-object;['borstplaat', 'aegis', 'borstschild', 'borststuk', 'borstplaten'];Mythologie
physical-object;['meubel', 'meubilair', 'meubelstuk', 'meubels', 'meubelen', 'meubelontwerper', 'woninginrichting', 'artikel van meubilair', 'meubelontwerp'];Meubilair is een verzamelnaam voor allerhande meubels die worden gebruikt in en om het huis, een kasteel of een kerk
physical-object;['botenhuis', 'boothuis', 'boot huis'];Overdekte opslagplek voor boten
physical-object;['tender', 'offerte motor'];Wagon met brandstof en water voor stoomlocomotief
physical-object;['windwijzer', 'weerhaan', 'windhaan', 'haan', 'staartmolen', 'windvaan', 'windijzer'];Meteorologisch instrument
physical-object;['tennisbal', 'tennisballen'];Bal die wordt gebruikt bij tennis
physical-object;['tiendschuur', 'tiendenschuur', 'kloosterschuur', 'abdijschuur', 'tiendeschuur'];het gebouw waarin tijdens de middeleeuwen en het Ancien Régime de belasting van pachters en boeren aan een kasteelheer of een klooster werd opgeslagen
physical-object;['bumper', 'boord', 'botser', 'stootblok', 'stootkussen', 'stootrand', 'autobumper'];Auto
physical-object;['kogellager', 'rollager', 'naaldlager', 'rollend lager', 'kogelkussen', 'rollenblok', 'wentellager', 'kegellager', 'bielde', 'diabololager', 'kogelblok', 'naaldlagers', 'kogellagers', 'rollagers'];Rollend lager dat de wrijving van een draaibeweging vermindert
physical-object;['deken', 'beddedeken', 'beddendeken', 'dek', 'gestikte deken', 'sprei'];Beddengoed
physical-object;['kist', 'houten kist', 'dekenkist', 'borst'];Verpakking
physical-object;['kist', 'houten kist', 'dekenkist', 'borst'];verpakking
physical-object;['kandelaar', 'kandelaber', 'kaarsenstandaard', 'kaarshouder', 'armkandelaar', 'kandelaar toren', 'luchter'];Kaarshouder of luchter met meerdere armen
physical-object;['tweekantige steek', 'steek', 'bicorne', 'bicorn'];Hoofddeksel
physical-object;['fabriek', 'papierfabriek', 'staalfabriek', 'textielfabriek', 'papiermolen', 'fabrieken', 'fabrieksgebouwen', 'fabrieksterrein', 'productiebedrijf', 'productielocatie', 'fabricage', 'fabrieksarbeider'];Verwijst naar een gebouw of groep gebouwen bedoeld als behuizing van activiteiten of processen die leiden tot de fabricage of productie van goederen of andere zaken, vóór of na de Industriële Revolutie die halverwege de 19de eeuw plaatsvond
physical-object;['paalwoning', 'steltenhuis', 'meeroeverdorp', 'paalwoningen', 'meer woning', 'palafito', 'stapel woning'];Bouwwerk
physical-object;['big ben', 'elizabeth tower'];Klok in City of Westminster, Verenigd Koninkrijk/Engeland
physical-object;['kous', 'kousje', 'kniekous', 'naadkous', 'visnetkous', 'kousen'];Kledingstuk
physical-object;['strijken', 'strijkgoed', 'strijkijzer'];Kreuken uit kleren halen met een strijkijzer
physical-object;['archief', 'archiefbewaarplaats', 'archiefgebouw', 'archieven'];Gebouwen met archieven, instellingen die niet-actieve openbare archieven of andere belangrijke historische documenten opslaan, onderhouden en verzorgenwaarin een archief wordt bewaard
physical-object;['wisselrichter', 'ondulator', 'inverter', 'invertor', 'statische omvormer', 'omvormer', 'elektrische omvormer'];Apparaat dat wisselspanning opwekt uit gelijkspanning
physical-object;['gelijkrichter', 'dubbelfasige gelijkrichting', 'enkelfasige gelijkrichting', 'siliciumgelijkrichter', 'gelijkrichters'];Component voor het omzetten van wisselspanning naar gelijkspanning
physical-object;['poeder', 'gezichtspoeder'];Make-up
physical-object;['villa', "villa's", 'hof van plaisantie', 'huis van plaisantie', 'lusthuis', 'plaisantie', 'villawijk'];Gebruikt sinds de Romeinse tijd als aanduiding voor landhuizen, over het algemeen van enig aanzien, en vaak met inbegrip van hun bijgebouwen en de tuinen
physical-object;['schoeisel'];Schoenen en andere voetgerelateerde kleding
physical-object;['adapter', 'reisstekker', 'verloopstekker', 'wereldstekker', 'verloopstuk'];Toebehoren voor het aanpassen of aansluiten van twee apparaten of twee delen
physical-object;['sportuitrusting', 'sportvoorwerp', 'sportattribuut', 'sporthulpmiddel', 'sportartikelen'];Spullen die worden gebruikt bij het bedrijven van een sport
physical-object;['waterpas', 'timmermanswaterpas'];Instrument gebruikt in de bouwkunde
physical-object;['warmtepomp', 'warmtepompen', 'koeltechnisch principe', 'lucht/lucht warmtepomp', 'lucht/water warmtepomp', 'water/water warmtepomp'];Apparaat dat warmte naar warmere omgeving verplaatst
physical-object;['lorgnet', 'lorgnon', 'face-à-main', 'handbril', 'knijpbril', 'neusknijper', 'pince-nez'];Bril met aan een zijde een stokje of handvat
physical-object;['venetiaans glas'];glasbewerking traditie uit Venetië, Italië
physical-object;['luier', 'pamper', 'pampers', 'luiers', 'wegwerpluiers'];Vochtabsorberend ondergoed om ontlasting en urine op te vangen
physical-object;['klomp', 'geta', 'patijn', 'holsblok', 'klompschoen', 'krijg een', 'schoenklomp', 'trip', 'klompen', 'holleblok', 'holleblokken', 'patten', 'pattens', 'voet van pilaar'];houten schoeisel
physical-object;['klomp', 'geta', 'patijn', 'holsblok', 'klompschoen', 'krijg een', 'schoenklomp', 'trip', 'klompen', 'holleblok', 'holleblokken', 'patten', 'pattens', 'voet van pilaar'];houten overschoenen, voorlopers van klompen
physical-object;['galvanometer', 'spiegelgalvanometer'];Meetinstrument
physical-object;['micrometer', 'schroefmaat', 'micrometer remklauw'];Instrument
physical-object;['jaloezie', 'lamel', 'lamellen', 'luxaflex', 'jaloezieën', 'venster blind', 'zonwering'];Zonwering
physical-object;['kerk', 'kerkgebouw', 'godshuis', 'bedehuis'];Gebouwen voor openbare christelijke erediensten die historisch worden onderscheiden van kapellen en oratoria, dat gebouwen zijn die in enig opzicht privé, of in de ruimste zin, niet publiek, zijn.
physical-object;['koppelomvormer', 'torque converter', 'mekydro'];type vloeistofkoppeling
physical-object;['telefooncel', 'telefoonkot', 'telefoonkotje', 'callbox', 'noodoproep doos'];Hokje met openbare telefoon.
physical-object;['vlakglas', 'spiegelglas', 'plaatglas'];Glas voor deuren en ramen, vensterglas
physical-object;['zonnebril', 'donkere bril', 'tinten', 'zonnebrillen'];hulpmiddel dat het licht dat in de ogen valt tempert
physical-object;['faience', 'faïence', 'plateel'];Aardewerk met tinglazuur aan beide kanten
physical-object;['brug', 'brug met gelijke leggers', 'brug gelijk', 'herenbrug', 'bars', 'parallelle staven'];Turntoestel
physical-object;['handschoen', 'want', 'handschoenen', 'lederen handschoen', 'leren handschoenen', 'wanten'];Kledingstuk
physical-object;['gordijn', 'voorhangsel', 'doek', 'lijkkleed', 'gordijnen', 'bloemetjesgordijn', 'altaar doek'];Afscherming
physical-object;['dreadnought', 'dreadnaught', 'onvervaard', 'dreadnought slagschip', 'dreadnoughts', 'semi-dreadnought', 'super-dreadnought'];Scheepstype
physical-object;['fiets', 'rijwiel', 'stalen ros', 'velo', 'kar', 'bicyclette', 'ijzeren ros', 'tweewieler', 'zwijntje', 'de fiets', 'fietser', 'fietsers', 'fietsen'];Voertuig met trapaandrijving
physical-object;['i-profiel', 'profiel', 'aluminiumprofiel', 'h-profiel', 'kunststofprofiel', 'staalprofiel', 'i-balk', 'h-balk'];stalen balk in de vorm van een hoofdletter i
physical-object;['handwagen', 'kar', 'skelter', 'trapauto', 'ossenwagen', 'handkar', 'karren', 'paard en wagen'];Voertuig met twee wielen
physical-object;['zoeker', 'vizier'];hulpmiddel op camera
physical-object;['gres', 'steengoed', 'keramiek', 'grès', 'steenwerk'];Keramisch materiaal dat gemaakt is van een kleisoort die tegen hoge temperaturen bestand is
physical-object;['cardigan', 'vest'];Kledingstuk
physical-object;['slagschip', 'zeeslag', 'battlewagon', 'slagschepen'];Groot type oorlogschip
physical-object;['refractor', 'lichtbrekende telescoop', 'refractor telescoop'];Telescoop
physical-object;['witgoed', 'huishoudelijk apparaat', 'grote apparaat', 'grote apparaten', 'huishoudelijke apparaten'];Elektrisch huishoudelijk apparatuur
physical-object;['carrousel', 'draaimolen', 'paardenmolen', 'mallemolen', 'paardemolen', 'zweef', 'zweefmolen', 'zwiermolen', 'paardjesmolen', 'carrousels', 'merry-go-round'];Kermisattractie bestaande uit een draaiend, cirkelvormig platform met plaatsen voor mensen
physical-object;['balzaal', 'danszaal', 'ballroom', 'dancing', 'dansgelegenheid', 'danstent', 'disco', 'discobar', 'discotheek', 'balzalen', 'danspaleis'];Grote ruimte ingericht voor formele dansgelegenheden
physical-object;['bulldozer', 'laadschop', 'bulldozers', 'platgewalst'];Machine
physical-object;['contrabas', 'bas', 'basviool', 'staande bas', 'bas viool', 'basgamba', 'contrabassen', 'contrabassist', 'double-bassist', 'snarige bas', 'stand-up bass', 'stier viool'];Viersnarig muziekinstrument
physical-object;['kraan', 'hijskraan', 'hefkraan', 'autokraan', 'hijskranen', 'werfkraan', 'torenkraan', 'hijsen', 'hamerhaai kraan'];Machine
physical-object;['laser', 'laser licht', 'laserlicht', 'lasershows', 'gepulste laser', 'lasers', 'optische maser'];Licht
physical-object;['led', 'light-emitting diode', 'light emitting diode', 'aled', 'knipperled', 'leds', 'licht-emitterende diode', 'licht emitterende diode', 'lichtdiode', 'light-emitting diodes', 'light emitting diodes'];Led is een diode die voornamelijk gebruikt wordt als lichtbron
physical-object;['kite'];Georgia
physical-object;['blazer', 'colbert', 'colbertjas', 'sport jas', 'sport-jas', 'sportcoat', 'sportjasje', 'tweed jasje'];Kleding
physical-object;['klavechord', 'klavichord', 'clavichord', 'pedaalclavichord', 'pedaalklavechord'];Muziekinstrument
physical-object;['bolo', 'bolo mes'];Mes
physical-object;['balk', 'bint', 'draagbalk', 'biels', 'ligger'];Bouwkunde
physical-object;['fundament', 'fundering', 'basis', 'bedding', 'grondslag', 'grondvest', 'grondvesting', 'funderen', 'onderconstructie'];Gebouwcontructie in de bodem
physical-object;['porselein', 'porcelein', 'porseleinen', 'chinees porselein'];Op hoge temperatuur gebakken kaolien of porseleinklei
physical-object;['aardewerk', 'keramiek', 'aardewerkfabriek'];verzamelnaam voor uit klei gebakken keramiek, zoals vaatwerk, potten, schalen, drinkbekers, kruiken en tegels
physical-object;['draailier', 'draaiorgel', 'straatorgel', 'pierement', 'draaivedel', 'druif', 'hurdy gurdy', 'hurdygurdy', 'handdraaiorgel', 'grind orgel', 'hand orgel', 'orgeldraaier'];Muziekinstrument voor op straat, kermis en vroeger om bij te dansen
physical-object;['metselwerk', 'verband', 'metselverband', 'vlaams verband', 'drieklezoor', 'halfsteensverband', 'keperverband', 'kettingverband', 'klezoor', 'klisklezoor', 'koppenverband', 'noors verband', 'staand verband', 'visgraatverband', 'wildverband', 'bakstenen muur', 'halfsteens verband'];Constructie van een laag bakstenen met cement ertussen
physical-object;['elektrometer', 'elettrometro', 'electrometer'];Wikimedia-doorverwijspagina
physical-object;['bolometer'];een instrument dat het vermogen van invallende elektromagnetische straling meet door middel van de opwarming van materiaal, met behulp van een temperatuurafhankelijke elektrische weerstand
physical-object;['waterklok', 'wateruurwerk', 'wateruuwerk', 'clepsydra', 'klepshydra', 'water klokken'];klok die de tijd meet door middel van stromend water
physical-object;['kuras', 'harnas', 'borstharnas', 'harnassen'];borstharnas
physical-object;['gamelle', 'gamel', 'gammel', 'galauniform', 'puinhoop kit'];Vat om voedsel in warm te houden
physical-object;['stijgbeugel', 'stijgbeugelriem', 'stijgbeugels'];Voetsteun
physical-object;['malie', 'aglet', 'nestel', 'veterstift', 'buisje'];Veter
physical-object;['maser', 'masers'];Straling
physical-object;['ski', "ski's", 'skiën'];Voortbewegingsmiddel
physical-object;['bathyscaaf', 'bathyscaphe', 'bathyscape'];Kleine duikboot speciaal ontworpen om op grote diepte in de oceanen te verblijven, de enorme waterdruk weerstaand
physical-object;['tampon', 'tampons'];Menstruatie
physical-object;['paleis', 'paleizen', 'koninklijke residentie', 'palazzo', 'vorstelijke'];Grote woning, in het bijzonder huis voor een koninklijk of gekozen staatshoofd
physical-object;['bord', 'dienblad', 'plaat', 'ontbijtbord'];Plat serviesstuk waarop voedsel kan worden geserveerd
physical-object;['winkelketen', 'winkelketens', 'grootwinkelbedrijf', 'keten restaurant', 'restaurant ketens'];Aantal winkels van hetzelfde merk met een centraal management, die meestal dezelfde wijze van bedrijfsvoering hebben
physical-object;['teugel', 'tuigage', 'breidel', 'lei', 'leidsel', 'leiriem', 'toom', 'tuig', 'teugels'];Rij- of trekdier
physical-object;['herenhuis', 'stadshuis', 'patriciërshuis', 'rijtjeshuis', 'herenhuizen'];Afzonderlijke vrijstaande stedelijke woningen
physical-object;['dwarsligger', 'biels', 'biel', 'spoorbalk', 'spoorbiels', 'spoorweg stropdas', 'ballastloos spoor', 'bielzen'];Spoor
