abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
physical-body;['ດາວເຄາະນ້ອຍ'];ດາວເຄາະນ້ອຍ (ອັງກິດ: Asteroid ຫຼື ບາງຄັ້ງເອີ້ນວ່າ Minor Planet / Planetoid) ແມ່ນວັດຖຸທາງດາລາສາດທີ່ມີຂະໜາດນ້ອຍກວ່າດາວເຄາະ ແຕ່ໃຫຍ່ກວ່າສະເກັດດາວ (ຊຶ່ງໂດຍປົກກະຕິມັກຈະມີຂະໜາດປະມານ 10 ແມັດ ຫຼື ນ້ອຍກວ່າ) ແລະ ບໍ່ແມ່ນດາວຫາງ.
physical-body;['ຈັກກະວານ', 'ເອກະພົບ'];ຈັກກະວານ ແມ່ນເອກກະພົບໃນຮູບແບບຊັບຊ້ອນແລະເປັນລະບຽບ ກົງຂ້າມກັບຄວາມຫຍຸ້ງເຫຍີງ.
physical-body;['ຈັກກະວານ', 'ເອກະພົບ'];ເອກະພົບ ຫຼື ຈັກກະວານ ໂດຍທົ່ວໄປແມ່ນຜົນລວມຂອງການດຳລົງຢູ່ ລວມທັງດາວເຄາະ ດາວເລີກ ດາລາຈັກ ສິ່ງທີ່ບັນຈຸຢູ່ໃນອະວະກາດລະຫວ່າງດາລາຈັກ ສະສານແລະພະລັງງານທັງໝົດ.
physical-body;['ໂລກ', 'ດາວໂລກ', 'ໂລກາ'];ໂລກ ຫລື ດາວໂລກ ແມ່ນ ດາວເຄາະໜ່ວຍທີສາມ ຈາກ ດວງຕາເວັນ ໃນ ລະບົບສຸລິຍະ
physical-body;['ດາວອັງຄານ', 'ອັງຄານ', '♂'];ດາວອັງຄານ (ອັງກິດ: Mars) ຫຼື ດາວໄຟ ແມ່ນດາວເຄາະໃນລະບົບສຸລິຍະທີ່ຢູ່ຫ່າງຈາກດວງອາທິດເປັນອັນດັບທີສີ່ ຊື່ໃນພາສາລາແຕັງແມ່ນ Mars ມາຈາກເທບພະເຈົ້າແຫ່ງສົງຄາມຂອງໂຣມັງຫຼືກົງກັບເທບ Ares ຂອງເກຼັກເພາະເປັນດາວອັງຄານປະກົດເປັນສີແດງຄ້າຍສີໂລຫິດ ບາງຄັ້ງຈຶ່ງເອີ້ນວ່າດາວແດງ ຫຼື "Red Planet".
physical-body;['ດາວພຸດ', 'ພຸດ'];ດາວພຸດ ຫຼື ດາວນ້ຳ ແມ່ນດາວເຄາະທີ່ຢູ່ໃກ້ດວງອາທິດຫຼາຍທີ່ສຸດ ແລະແມ່ນດາວເຄາະທີ່ນ້ອຍທີ່ສຸດໃນລະບົບສຸລິຍະ.
physical-object;['ຊີພີຢູ'];ຊີພີຢູແມ່ນຮາດແວພາຍໃນລະບົບຄອມພິວເຕີທີ່ເຮັດວຽກ ຫຼື ປະມວນຜົນຕາມຄຳສັ່ງຈາກຊອຟແວ ເວົ້າໄດ້ວ່າຊີພີຢູເປັນສະໝອງຂອງຄອມພິວເຕີ ເຮັດໜ້າທີ່ຄຳນວນ ຈາກຄຳສັ່ງທີ່ໄດ້ຮັບ ເຊັ່ນ ການຄິດໄລ່ທາງຄະນິດສາດ ໆລໆ.
physical-object;['ລົດຖີບ'];ລົດຖີບ ແມ່ນ ລົດທີ່ໂດຍທົ່ວໄປ ຈະມີ 2​ ກົງ, ຂັບເຄື່ອນໂດຍແຮງຖີບ ຂອງ ຜູ້ຂີ່.
physical-object;['ຈັກພິມ'];ຈັກພິມ (printer) ໝາຍລວມເຖິງ ອຸບປະກອນການພິມທັງໝົດ ແຕ່ ບົດຄວາມນີ້ ຈະເນັ້ນໃສ່ ຈັກພິມ ທີ່ ແມ່ນອຸບປະກອນ ການພິມ ຂອງ ຄອມພິວເຕີ.
physical-object;['ໂທລະຄົມມະນາຄົມ'];ການໂທລະຄົມມະນາຄົມແມ່ນ: ການສົ່ງ, ການຮັບ ຫຼື ການແຜ່ກະຈ່າຍ ເຄື່ອງໝາຍ, ສັນຍານ, ຮູບພາບ ແລະ ສຽງ ຫຼື ການເຮັດໃຫ້ເຂົ້າໃຈກັນຂອງທຳມະຊາດໃດນຶ່ງ ໄປຕາມສາຍ, ຄື້ນວິທະຍຸ, ສາຍໄຍແກ້ວ ແລະ ອື່ນໆ ດ້ວຍລະບົບຄື້ນແມ່ເຫຼັກໄຟຟ້າ.
physical-object;['ລົດ', 'ລົດໃຫຍ່'];ລົດ (ຄຳເຄົ້າ: ຣົຖ, ອັງກິດ: automobile ຫຼື car) ແມ່ນ ຍານພາຫະນະ ເຄື່ອນທີ່ ໂດຍ ໂມເຕີ.
physical-object;['ລົດຈັກ', 'ຣົຖຈັກ'];ລົດຈັກ (ຄຳເຄົ້າ: ຣົຖຈັກຣ) ແມ່ນ ລົດຖີບທີ່ຂັບເຄື່ອນໂດຍແຮງຈັກ.
physical-object;['ເຮືອຂ້າມຟາກ', 'ເຮືອໄວ'];ເຮືອຂ້າມຟາກ (ອັງກິດ: ferry, ຝະລັ່ງ: ferry) ຫຼື ເຮືອໄວ ແມ່ນເຮືອເຊິ່ງໃຊ້ໃນການນຳພາຜູ້ໂດຍສານ, ຍານພາຫະນະ, ຫຼື ສິນຄ້າ ຂ້າມຟາກນ້ຳ.
physical-object;['ຮ້ານອາຫານ'];ຮ້ານອາຫານ, ໂຮງເຂົ້າແກງ, ຫຼື ພັດຕະຄານ ແມ່ນຮ້ານຄ້າທີ່ຄອຍເຝົ້າບໍລິການຂອງກິນຕາມຄວາມຕ້ອງການຂອງລຸກຄ້າ.
physical-object;['ໂຮງໂສເພນີ'];ໂຮງໂສເພນີ ຫຼື ຊ່ອງໂສເພນີ ແມ່ນບ່ອນຄ້າປະເວນີ ແມ່ນບ່ອນທີ່ຄົນຊື້ບໍລິການເພື່ອມີເພດສຳພັນກັບຜູ້ໃຫ້ບໍລິການໄດ້.
physical-object;['ຕັກຊີ', 'ລົດຮັບຈ້າງ', 'ລົດຕັກຊີ'];ຕັກຊີ ແມ່ນການໂດຍສານສາທາລະນະປະເພດໜຶ່ງສຳລັບຜູ້ໂດຍສານຄົນດຽວ ຫຼືກຸ່ມນ້ອຍໆ.
physical-object;['ຍານພາຫະນະ', 'ລົດ', 'vehicle'];ຍານພາຫະນະ (ອັງກິດ: vehicle, ຝະລັ່ງ: véhicule) ໝາຍເຖິງ ວັດຖຸຫຼືສິ່ງປະດິດເຊິ່ງບໍ່ແມ່ນສິ່ງມີຊີວິດເຊິ່ງສາມາດເຄື່ອນຍ້າຍຂົນສົ່ງໄປໄດ້.
physical-object;['ລິບສະຕິກ'];ລິບສະຕິກ ເປັນ ຜະລິດຕະພັນເຄື່ອງສໍາອາງ ທີ່ມີ ເມັດສີ, ນ້ໍາມັນ, waxes ແລະ Emollients ທີ່ໃຊ້ສີ, ໂຄງສ້າງ, ແລະການປົກປ້ອງເພື່ອທີ່ ຮິມຝີປາກ.
physical-object;['ເກີບ', 'ປາທຸກາ'];ເກີບ ແມ່ນເຄື່ອງນຸ່ງຫົ່ມທີ່ຜູ້ຄົນເອົາມາໃຊ້ກັບຕີນ ເພື່ອຄຸ້ນກັນອັນຕະລາຍອັນເກີດຈາກການສຳຜັດພື້ນຜິວຕ່າງໆ ຫຼືການເຈັດປວດຕີນຈາກການຍ່າງຫຼືການແລ່ນ.
physical-object;['ມີດຕັດ', 'ມີດຕະໄກ'];ມີດຕັດ (ອັງກິດ: scissors. ຝະລັ່ງ: ciseaux) ຫຼື ຕະໄກ ແມ່ນເຄື່ອງມືທີ່ໃຊ້ສຳລັບຕັດວັດສະດຸບາງ ໆ ໂດຍໃຊ້ແຮງກົດເລັກນ້ອຍ ໂດຍໃຊ້ຕັດວັດສະດຸເຊັ່ນ ເຈ້ຍ ເຈ້ຍແຂງ ແຜ່ນເຫຼັກບາງ ພະລາສະຕິກບາງ ອາຫານບາງຢ່າງ ຜ້າ ເຊືອກ ແລະສາຍໄຟ ເປັນຕົ້ນ.
physical-object;['ໜັງສືພິມ'];ໜັງສືພິມ (ຄຳເຄົ້າ: ໜັງສືພິມພ໌, ອັງກິດ: newspaper, ຝະລັ່ງ: journal) ແມ່ນສິ່ງພິມທີ່ສະເໜີຂ່າວ ການເຄື່ອນໄຫວໃໝ່ໆ ທັງພາຍໃນແລະພາຍນອກປະເທດ ມີກຳໜົດການອອກທີ່ແນ່ນອນຕາຍໂຕ ໂດຍສ່ວນໃຫຍ່ຈະອອກເປັນລາຍມື້.
physical-object;['ໜ້າຈໍ'];ໜ້າຈໍຄອມພິວເຕີ ແມ່ນ ອຸບປະກອນໄຟຟ້າ ທີ່ ສະແດງໂຕໜັງສື, ຮູບ ທີ່ ຄອມພິວເຕີສ້າງຂຶ້ນ.
physical-object;['ກຳແພງເມືອງຈີນ'];Wall ທີ່ຍິ່ງໃຫຍ່ຂອງຈີນແມ່ນກໍາແພງຫີນບູຮານໃນປະເທດຈີນ.
physical-object;['ໂທລະສັບມືຖື'];ໂທລະສັບມືຖື (ຄຳເຄົ້າ: ໂທຣສັພທ໌ມືຖື, Mobile Phone) ແມ່ນອຸປະກອນສື່ສານແບບເອເລັກໂຕຣນິກ ທີ່ບໍ່ມີສາຍໂທລະສັບ ແລະ ສາມາດພົກພາຕິດໂຕໄດ້.
physical-object;['ໂຮງໜໍ'];ປະຈຸບັນບ້ານເມືອງນ້ອຍຍັງບໍ່ທັນໄດ້ມີໂຮງຫມໍຫລືສາທາລະນະສຸກເທື່ອ, ແຕ່ນັ້ນກໍ່ບໍ່ໄດ້ແມ່ນບັນຫາເພາະພວກເຮົາສາມາດອອກໄປ ໂຮງຫມໍເມືອງໄຊເສດຖາ ໂດຍຂີ່ລົດພຽງ 30 ຫລື 25 ນາທີ.
physical-object;['ຄີບອດ'];ຄີບອດ ຫຼື ກະລາເວຍ ແມ່ນ ສ່ວນປະກອບ ຂອງ ອຸບປະກອນ ສຳລັບເອົາໄວ້ພິມໂຕໜັງສື ໃນ ຄອມພິວເຕີ.
physical-object;['ເຂື່ອນຮູເວີ', 'hoover dam'];ເຂື່ອນຮູເວີ (ອັງກິດ: Hoover Dam) ຫຼື ບາລາດຮູເວີ (ຝະລັ່ງ: Barrage Hoover) ແມ່ນເຂື່ອນເບຕົງຂະໜາດໃຫຍ່ກັ້ນແມ່ນ້ຳໂກໂລລາໂດ ໂຕຢູ່ເທິງເຂດແດນຂອງລັດເນວາດາ ແລະລັດອາລີໂຊນາ ໃນສະຫະລັດອາເມລິກາ.
physical-object;['ອະນຸສາວະລີເທພີເສລີພາບ', 'statue of liberty', 'ເທພີເສລີພາບ'];ອະນຸສາວະລີເທພີເສລີພາບ ຫຼື ເທພີເສລີພາບ (ອັງກິດ: Statue of Liberty ແຕ່ຄຳເກົ່າຊື່ວ່າ Liberty Enlightening the World, ຝະລັ່ງ: Statue de la Liberté) ແມ່ນອະນຸສາວະລີອັນຍິ່ງໃຫຍ່ຫຼວງ ແລະມີຄຸນຄ່າທາງຈິດທາງໃຈ.
physical-object;['ຈອຍສະຕິກ'];ຈອຍສະຕິກ ແມ່ນ ຊື່ລວມ ຂອງ ຮາດແວທີ່ ສື່ສານເຂົ້າ ຄອມພິວເຕີໂດຍ ການຍູ້ໄປມາ.ໂດຍທົ່ວໄປ ມັນມັກຖືກໃຊ້ ເພື່ອ ຫຼິ້ນ ເກມຄອມພິວເຕີ.
physical-object;['ລົດໄຟ', 'train'];ລົດໄຟ (ຄຳເຄົ້າ: ຣົຖໄຟ, ອັງກິດ, ຝະລັ່ງ: train) ແມ່ນ ຍານພາຫະນະ ປະເພດນຶ່ງ ເຊິ່ງຖືກປະດິດຂຶ້ນໃຊ້ແຕ່ຕົ້ນສັດຕະວັດທີ 19 ຢູ່ ປະເທດອັງກິດ, ມີໂຄງສ້າງຫຼັກ ປະກອບດ້ວຍ ຕູ້ ແລະ ກົງ ເຊິ່ງແລ່ນຢູ່ເທິງລາງ ໂດຍເຄື່ອງຈັກອາຍນ້ຳ ແລະ ນ້ຳມັນ ເປັນຕົ້ນ.
physical-object;['ລົດໄຟ', 'train'];ວັນເສົາ ແມ່ນມື້ທີຫົກ ໃນ 7 ມື້ ຂອງ ໜຶ່ງອາທິດ, ຫຼັງຈາກ ວັນສຸກ ແລະ ກ່ອນ ວັນອາທິດ.
physical-object;['ໄມ້ຖູ່'];ໄມ້ຖູ່ ແມ່ນອຸປະກອນໃນການກິນອາຫານມີລັກສະນະເປັນແທ່ງສອງແທ່ງມີຂະໜາດໃກ້ຄຽງກັນ ໃຊ້ເປັນອຸປະກອນຫຼັກໃນການກິນອາຫານ ໃນປະເທດຈີນ ຍີ່ປຸ່ນ ເກົາຫຼີ ແລະ ຫວຽດນາມ.
physical-object;['ສານ'];ສານ ແມ່ນ ອົງກອນຕຸລາການ ທີ່ ມີ ອຳນາດຕຸລາການ ຫຼື ອຳນາດໃນການຕັດສິນວ່າ ການກະທຳໃດໜຶ່ງ ຖືກຫຼືຜິດ ກົດໝາຍ ໃນປະເທດໃດໜຶ່ງ.ມັນ ແມ່ນ ໜຶ່ງ ໃນ 3 ອຳນາດລັດຄື (1)ອຳນາດນິຕິບັນຍັດ(ສະພາ), (2)ອຳນາດບໍລິຫານ(ລັດຖະບານ) ແລະ (3)ອຳນາດຕຸລາການ(ສານ).
physical-object;['ທຣານຊິສເຕີ'];ທຣານຊິສເຕີແມ່ນອຸປກຮນ໌ສາຮກຶ່ງຕัວນຳທີ່ສາມາຮຖທຳຫນ້າທີ່ ຂຍາຍສัຢຢານໄຟຟ້າ ເປິດ/ປິດສัຢຢານໄຟຟ້າ ຄງຄ່າແຮງດัນໄຟຟ້າ ຫຮືອກລ້ຳສัຢຢານໄຟຟ້າ ເປັນຕ້ນ ກາຮທຳງານຂອງທຮາສຊິສເຕອຮ໌ເປຮີຍບໄດ້ກัບວາລ໌ວທີ່ຖູກຄວບຄຸມດ້ວຍສัຢຢານໄຟຟ້າຂາເຂ້າ ເພື່ອປຮัບຂນາດກຮະແສໄຟຟ້າຂາອອກທີ່ມາຈາກແຫລ່ງຈ່າຍແຮງດັນ.
physical-object;['ດີອົດ', 'diode'];ດີອົດ (ຝະລັ່ງ: diode) ຫຼື ໄດໂອດ (ອັງກິດ: diode) ແມ່ນອຸປະກອນເອເລັກຕະໂລນິກຊະນິດສອງຂັ້ວ ເຊິ່ງອອກແບບແລະຄວບຄຸມທິດທາງການໄຫຼຂອງປະຈຸໄຟຟ້າ ມັນຈະຍອມໃຫ້ກະແສໄຟຟ້າໄຫຼໃນທິດທາງດຽວ ແລະກັ້ນການໄຫຼໃນທິດທາງກົງກັນຂ້າມ.
physical-object;['ແທັງເກີ'];ແທັງເກີ ແມ່ນ ກຳປັ່ນປະເພດໜຶ່ງ ທີ່ຖືກອອກແບບ ແລະ ສ້າງເພື່ອການຂົນສົ່ງ ທາດແຫຼວ.
physical-object;['ກາເຟ', 'ຮ້ານຄາເຟ'];ເຮືອນຄົວ ແມ່ນ ໂຮງ ຫຼື ຫ້ອງສຳລັບແຕ່ງກິນ.
physical-object;['ຕຶກ', 'ການກໍ່ສ້າງ', 'ອາຄານ'];ຕຶກ ແມ່ນສິ່ງກໍ່ສ້າງເຊິ່ງສ້າງໂດຍມະນຸດ ໃນຮູບຊົງຂອງໂຮງ ເຮືອນ ຮ້ານ ຫຼືຮູບແບບຢ່າງອື່ນສຳລັບການນຳໃຊ້ ແຕ່ໃນກົດໝາຍຄວບຄຸມໄດ້ລວມ ເຂື່ອນ ຂົວ ອຸໂມງ ທໍ່ ປ້າຍແລະອື່ນໆ ໄວ້ໃນນິຍາມຄຳວ່າຕຶກນຳ.
physical-object;['ເຮືອດຳນ້ຳ'];ເຮືອດຳນ້ຳ (ອັງກິດ: submarine, ຝະລັ່ງ: sous-marin) ແມ່ນເຮືອທີ່ໃຊ້ໃນສົງຄາມ ສ້າງຈາກເຫຼັກແຕ່ມີຄວາມສາມາດໃນການເຄື່ອນທີ່ພາຍໃຕ້ຜິວນ້ຳ.
physical-object;['ຂົວໂກນເດນເກດ', 'golden gate bridge'];ຂົວໂກນເດນເກດ (ອັງກິດ: Golden Gate Bridge) ແມ່ນຂົວຊຶ່ງທອດຍາວຂ້າມອ່າວຕອນເໜືອຂອງເມືອງຊານຟະລານຊິສະໂກ ລັດກາລິຟອກນີ ສະຫະລັດອາເມລິກາ.
physical-object;['ໂມງ', 'ນາລິກາ'];ໂມງ (ອັງກິດ: clock, ຝະລັ່ງ: horloge) ແມ່ນເຄື່ອງມືອສຳລັບໃຊ້ບອກເວລາ ສ່ວນຫຼາຍຈະມີຮອບເວລາ 12 ຊົ່ວໂມງ ຫຼື 24 ຊັ່ວໂມງ ສຳລັບໂມງທົ່ວໄປ ມີເຄື່ອງໝາຍບອກຊົ່ວໂມງ ນາທີ ຫຼື ວິນາທີ.
physical-object;['ຍານອາວະກາດ', 'ຍານອະວະກາດ'];ຍານອາວະກາດ (ຄຳເຄົ້າ: ຍານອວກາສ, ອັງກິດ: spacecraft, ຝະລັ່ງ: véhicule spatial) ແມ່ນ ຍານພະຫະນະ ທີ່ ຄົນສາມາດ ຂັບຂີ່ໄປສູ່ ອາວະກາດ.
physical-object;['ລົດເມ', 'ລົດ', 'ລົດບັດ'];ລົດເມ (ຄຳເຄົ້າ: ຣົຖເມລ໌, ອັງກິດ: bus, ຝະລັ່ງ: autobus) ແມ່ນລະບົບຂົນສົ່ງມວນຊົນລະບົບນຶ່ງທີ່ໃຫ້ບໍລິການເທິງຖະໜົນ ໂດຍມີລັກສະນະເປັນລົດຂະໜາດໃຫຍ່ທີ່ບັນທຸກຜູ້ໂດຍສານເປັນຈຳນວນຫຼາຍ ໂດຍກຳໜົດເສັ້ນທາງ ແລະສ່ວນໃຫຍ່ເອິ້ນຊື່ເສັ້ນທາງເປັນໂຕເລກ ເຊັ່ນ ສາຍ 1 ສາຍ 2 ແລະມີເກັບຄ່າໂດຍສານໂດຍວິທີຕ່າງໆ ກັນໄປ.
physical-object;['ລົດພະລັງງານໄຟຟ້າ', 'electric car'];ລົດພະລັງງານໄຟຟ້າ (ອັງກິດ: electric car, ຝະລັ່ງ: voiture électronique) ແມ່ນລົດເຊິ່ງຂັບເຄື່ອນດ້ວຍໂມເຕີໄຟຟ້າໂດຍໃຊ້ພະລັງງານໄຟຟ້າເຊິ່ງເກັບຢູ່ໃນບັດເຕລີຫຼືອຸປະກອນເກັບພະລັງງານໄຟຟ້າແບບອື່ນໆ ແລະດ້ວຍຂໍ້ດີຂອງໂມເຕີໄຟຟ້າທີ່ໃຫ້ແຮງບິດໄດ້ທັນທີເຮັດໃຫ້ລົດພະລັງງານໄຟຟ້າມີອັດຕາເພີ່ມຄວາມໄວທີ່ຮຽບແລະໄວວາ.
physical-object;['ລົດໂຮງໝໍ', 'ລົດພະຍາບານ', 'ລົດສຸກເສີນ'];ລົດໂຮງໝໍ (ຄຳເຄົ້າ: ຣົຖໂຮງໝໍ, ອັງກິດ: ambulance, ຝະລັ່ງ: ambulance) ແມ່ນຍານພາຫະນະທີ່ຂົນສົ່ງຜູ້ຄົນທີ່ເຈັບໄຂ້ໄດ້ປ່ວຍ ຫຼື ໄດ້ຮັບຄວາມບາດເຈັບ ຈາກ ຫຼື ໄປສູ່ ສະຖານທີ່ທີ່ຮັກສາຜູ້ປ່ວຍເຊັ່ນ ໂຮງໝໍ.
physical-object;['ກຳປັ່ນ'];ກຳປັ່ນ ໂດຍທົ່ວໄປ ຈະໝາຍເຖິງ ເຮືອຂະໜາດໃຫຍ່ ຂັບເຄື່ອນໂດຍແຮງຈັກ ແລະ ທີ່ສາມາດເດີນທະເລທາງໄກໄດ້.
physical-object;['ບິກ'];ບິກ ຫຼື ປາກກາ ແມ່ນເຄື່ອງມືທີ່ໃຊ້ສຳລັບການຂຽນ ບິກຈະໃຊ້ເມິກໃນການຂຽນລົງໄປເທິງພື້ນຜິວຮາບ ໆ ສ່ວນຫຼາຍຈະແມ່ນເຈ້ຍ ບິກມີເມິກຫຼາຍສີໃຫ້ເລືອກໃຊ້ ເຊັ່ນ ສີຟ້າແກ່ ສີແດງ ສີດຳ ສີຂຽວ ແລະສີອື່ນ ໆ ແຕ່ທີ່ນິຍົມຫຼາຍກໍຈະເປັນເມິກສີຟ້າແກ່ ແລະເມິກສີແດງ.
physical-object;['ຂົວ'];ຂົວ ແມ່ນ ສິ່ງປຸກສ້າງ ທີ່ເຊື່ອມຕໍ່ ສອງ ຫລື ຫລາຍຈຸດຫາກັນ ຂ້າມ ອຸປະສັກ ເຊັ່ນ ຫ້ວຍ, ແມ່ນ້ຳ, ເຫວ, ຫົນທາງ, ລາງລົດໄຟ ແລະອື່ນໆ.
physical-object;['ເຮລີກົບແຕ', 'ເຮລິຄອບແຕ', 'ເອລີກົບເທີ', 'helicopter', 'ເຮລີກົບແຕກ'];ເຮລີກົບແຕກ (ອັງກິດ: helicopter, ຝະລັ່ງ: hélicoptère) ແມ່ນ ຍົນ ບໍ່ມີປີກ ມີໃບພັດຂະໜາດໃຫຍ່ຕິດຕັ້ງເໜືອລຳໂຕ ໃບພັດໝຸນຮອບໂຕໃນແນວນອນ ເຮັດໜ້າທີ່ຊ່ອຍພະຍຸງໂຕແລະບັງຄັບໃຫ້ບິນໄປຕາມທິດທາງທີ່ຕ້ອງການໄດ້ ໃຊ້ເຄື່ອງຍົນຂັບເຄື່ອນແລະບິນຂຶ້ນລົງໃນແນວດິ່ງໄດ້ ສາມາດເຄື່ອນທີ່ໄດ້ຢ່າງສະດວກເຖິງແມ່ນແຕ່ໃນບ່ອນແຄບກໍຂຶ້ນລົງໄດ້ຢ່າງສະບາຍ.
physical-object;['ເດີ່ນຍົນ', 'ສນາມບິນ', 'ເດີ່ນບິນ', 'ສະໜາມບິນ'];ເດີ່ນຍົນ (ຄຳເຄົ້າ: ເດີ່ນຍົນຕ໌, ອັງກິດ: Airport, ຝະລັ່ງ: Aéroport) ຫຼື ສະໜາມບິນ (ຄຳເຄົ້າ: ສນາມບິນ) ແມ່ນສະຖານທີ່ສຳລັບຈອດຍົນ ເພື່ອ ຂົນສົ່ງຜູ້ໂດຍສານ ຂົນສົ່ງສິນຄ້າ ສ້ອມແປງ ບຳລຸງຮັກສາ ແລະແວພັກ.
physical-object;['ຂອງຫຼິ້ນ', 'ຂອງຫລິ້ນ'];ຂອງຫຼິ້ນ (ອັງກິດ: toy, ຝະລັ່ງ: jouet) ແມ່ນ ສິ່ງຂອງໃດ ໆ ທີ່ສາມາດນຳມາໃຊ້ຫຼິ້ນໄດ້.
physical-object;['ລົດມ້າ'];ລົດມ້າ (ຄຳເຄົ້າ: ຣົຖມ້າ) ແມ່ນ ລົດທີ່ຂັບເຄື່ອນ ຫຼື ລາກໂດຍມ້າແລະ ໃຊ້ເພື່ອຂົນສົ່ງທັງຜູ້ໂດຍສານ ແລະ ເຄື່ອງໄດ້.
physical-object;['ໂຕຕ້ານໄຟຟ້າ'];ໂຕຕ້ານໄຟຟ້າ ແມ່ນ ສ່ວນປະກອບເອເລັກໂຕຣນິກ ທີ່ມີສອງສົ້ນ ມີໄວ້ເພື່ອເຮັດໃຫ້ຄວາມດັນໄຟຟ້າຫຼຸດລົງ ຕາມ ຫຼັກເກນໂອມ: V = I R {\displaystyle V=IR}.
physical-object;['ເຄື່ອງຮັບວິທະຍຸ'];ເຄື່ອງຮັບວິທະຍຸ (ອັງກິດ: radio receiver, ຝະລັ່ງ: récepteur radio) ແມ່ນເຄື່ອງມືສື່ສານທາງດຽວ.
physical-object;['ຢາງລຶບ'];ຢາງລຶບ ແມ່ນເຄື່ອງຂຽນຊະນິດນຶ່ງ ໃຊ້ສຳລັບລຶບຮອຍສໍດຳຫຼືບິກທີ່ຂຽນເທິງວັດສະດຸຢ່າງນຶ່ງເຊັ່ນເຈ້ຍ ໂດຍໃຊ້ຢາງລຶບຖູໄປມາຈົນຮອຍຂຽນຫາຍໄປ.
physical-object;['ໂທລະສັບ'];ໂທລະສັບ (ຄຳເຄົ້າ: ໂທຣສັພທ໌, ອັງກິດ: Telephone) ແມ່ນລະບົບໂທຄະມະນາຄົມເຊິ່ງໃຊ້ອຸປະກອນທາງໄຟຟ້າ ເປັນເຄື່ອງມືສື່ສານໃຫ້ຕິດຕໍ່ເວົ້າເຖິງກັນໄດ້ໃນໄລຍະໄກໂດຍໃຊ້ສາຍໂຕນຳໂຍງຕິດຕໍ່ເຖິງກັນ ແລະອາໄສອຳນາດແມ່ເຫຼັກໄຟຟ້າເປັນຫຼັກສຳຄັນ.
physical-object;['ຮາດແວ'];ຮາດແວແມ່ນໂດຍທົ່ວໄປຄຳສັບສະແດງອອກມາທາດທໍາມະຊາດຄອມພິວເຕີ,ການປຽບທຽບຄຳສັບຊອຟແວ.
physical-object;['ລົດອັກຄີໄຟ'];ລົດອັກຄີໄຟ (ຄຳເຄົ້າ: ຣົຖອັຄຄີໄຟ, ອັງກິດ: fire truck, ຝະລັ່ງ: fourgon d'incendie ) ແມ່ນຍານພາຫະນະທີ່ຜະລິດມາເພື່ອດັບໄຟ ໂດຍນຳພານັກດັບໄຟໄປຍັງສະຖານທີ່ທີ່ເກີດໄຟໄໝ້ ໂດຍມີນ້ຳແລະອຸປະກອນດັບໄຟອື່ນໆ ນຳໄປນຳ.
physical-object;['ໂທລະພາບ', 'ທີວີ', 'ໂທລະທັດ'];ໂທລະພາບ (ຄຳເຄົ້າ: ໂທຣພາພ) ເປັນລະບົບໂທລະຄົມມະນາຄົມສຳລັບການກະຈາຍແລະຮັບພາບເຄື່ອນໄຫວແລະສຽງໄລຍະໄກ.
physical-object;['ໂຮງງານ'];ໂຮງງານ ແມ່ນສະຖານທີ່ຫຼືອາຄານ ອັນມີການໃຊ້ເຄື່ອງຈັກຫຼືໂຣບົດອັນມີກຳລັງແຮງມ້າຫຼືກຳລັບທຽບເທົ່າລວມຕັ້ງແຕ່ 5 ແຮງມ້າຂຶ້ນໄປ ຫຼືມີໃຊ້ຄົນງານໃນການປະກອບການຕັ້ງແຕ່ 7 ຄົນຂຶ້ນໄປ.​ ໃນການຜະລິດສິນຄ້າຊະນິດໃດໜຶ່ງ ໂດຍມີທັງໂຮງງານສ່ຳນ້ອຍ ໂຮງງານສ່ຳກາງ ແລະໂຮງງານສ່ຳໃຫຍ່.
physical-object;['ເຄື່ອງນຸ່ງຫົ່ມ', 'ເສື້ອຜ້າ'];ເຄື່ອງນຸ່ງຫົ່ມ ຫຼື ເຄື່ອງແຕ່ງກາຍ ຫຼື ເສື້ອຜ້າ ຫຼື ສົ້ງເສື້ອ ຫຼືບາງຄັ້ງເອີ້ນສັ້ນ ໆ ວ່າ ເຄື່ອງ ແມ່ນສິ່ງຂອງທີ່ມະນຸດສວມໃສ່ເພື່ອປົກປ້ອງຮ່າງກາຍຈາກສະພາວະອາກາດ ສະພາບແວດລ້ອມ ຄວາມປອດໄພ ຄວາມສະດວກສະບາຍ ຄວາມສຸພາບ ແລະເພື່ອສະທ້ອນເຖິງ ສັງຄົມ ສາສະໜາ ວັດທະນະທຳ ລວມເຖິງ ລົດສະນິຍົມສະເພາະໂຕບຸກຄົນນຳ.
physical-object;['ລົດຖີບ'];ລົດຖີບ ແມ່ນ ລົດທີ່ໂດຍທົ່ວໄປ ຈະມີ 2​ ກົງ, ຂັບເຄື່ອນໂດຍແຮງຖີບ ຂອງ ຜູ້ຂີ່.
