abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
physical-object;['qori', 'hub'];Quri, Qoray ama Bunduq waa qori ama biskoolada iyo wax walboo ay ka dhacdo rasaasta wax disha, wuxuu hal mar ridi karaa xabad iyo ka badan, waxaa loo adeegsadaa dagaalada iyo iska hor imaadyada, waxaa hubka la adeegsado ugu caansan AK-47 waxaa lagu sameeyay ruushka waxaana loo iib geeyaa oo haysta dowladaha caalamka badankood.
physical-object;['bakoorad'];Bakoorad waa ul af ama madax laaban oo la qaato si loo cuskado ama wax la isaga celiyo mar marna loogu xaragoodo, waxaa kaloo loo yaqaan Baakoor ama Matoobo.
physical-object;['qalin'];Qalin waa shey loo adeegsado qorida gaar ahaan ku qorida warqad,
physical-object;['buundo'];Buundo wa qaab loo talagaley gudbaanta farqiga, halista ama daloolka waddo ku yaal, sida webi, dooxada iyo jidka.
physical-object;['helicopterka'];Helikopter waa nooc ka mid ah dareenka oo kor u kici karo iyo xoojin ayaa laga helaa raajiyayaal.
physical-object;['gego diyaarad'];Kani waa maqaal ku saabsan guud ahaan Gegada Diyaaradaha.
physical-object;['walhade'];Walhade
physical-object;['derbi'];Derbi waa sagxad toosan.
physical-object;['louvre'];Louvre (faransiiska Musée du Louvre)) waa guri dhaqameed kuyaala magaalda Paris waana guri dhaqameedka caalmka ugu muhiimsan waxa uu ku yaalaa daanta waqooyi ee wabiga siin waxa uu leeyahay barxada ugu wayn ee caalamka farshaxan lagusoo bandhigo.
physical-object;['taleefoon', 'lambarka telefonka'];Taleefoon waa qalab loogu talagalay inuu qabto siina gudbiyo cod siiba kan dadka, waxaa jiray saynis yahano badan oo isku dayay iney soo saaraan laakiin markii ugu horey ku waxaa guuleystay Alexander Graham Bell
physical-object;['sheybaar'];.
physical-object;['qalab muusig', 'qalabka muusiga'];Qalabka Muusiga waa dhamaan agabka loo isticmaalo in dhawaqa muusig lagu sameeyo si loogu qurxiyo iyo macaaneeyo hees, gabay iyo ereyo loogu talogalay in dad lagu madadaaliyo.
physical-object;['computer hardware', 'computer hadware'];Computer Hardware waa qayka mid ah xubnaha Kombuyuutarku uu ka kooban yahey.
physical-object;['ileys', 'iftiin'];Kani waa maqaal ku saabsan "Ileyska ili-qabateyga ah".
physical-object;['dab damis'];Mashiinka dabka waa gaari loogu talagalay hawlaha dab-demiska.
physical-object;['saabaan'];Saabaan waa alaabta guryaha ama xafiisyada la dhigto, sida kuraasta, miisaska iyo wixii la mid ah.
physical-object;['telefishin', 'tv'];Boga "tv" halkan aya laga soo toosiyay.
physical-object;['big ben'];Big Ben waa magac neenaas ah oo loogu yeero saacada Palace of Westminster ee magaalada London.
physical-object;['kaniisad'];Kaniisad waa meel dadka heeysta diinta Masiixiyada ay ku cibaadeeystaan.
physical-object;['baaskiil', 'bushkuleeti', 'baskiil'];Baaskiil, Bushkuleeti waa nooc ka mid ah gaadiidka oo ku shaqeeya dhaqdhaqaaq bin aadanka, waxayna shaqaysaa ama orodaa markii la cadaadiyo badeelka ku xiran siliska oo isna sii cadaadiya giraanta dambe ee baaskiilka,Baaskiilku waa hal raadle, macnaha hal raad buu ka tagaa, baaskiilku wuxuu ka mid yahay aaladaha aan lahayn aasaaska sugnaashaha dhinacyada, marka uu taaganayahay, wuxuuna kala mid yahay {{{mootada}}}, dhaqaaqa cagta hore iyo tan dambe aya waxaa u dhexeeya kala duwanaansho aad u yar marka uu dhaqaaqu bilaabanayo.
physical-object;['saxan'];Saxan
physical-object;['kaabayaal', 'dhisme adeeg bulsho'];Kaabayaal waa waxyaabaha aasaasiga ah ee isku xidha isla markaana u adeega magaalo, degmo, gobol, wadan iyo wixii la mid ah.
physical-object;['tooreey'];Tooreey waa Mindi la farsameeyay oo labada gees ka afeesan.
physical-object;['kabriid', 'taraq', 'taraqa'];Kabriid sidoo kale loo yaqaan Taraq waa aalad loo isticmaalo in lagu shido dab.
physical-object;['internet'];Internet waa hab aduunka oo dhan u furan iney isku dhaafsadaa waranka, cilmiga, ganacsiga iwm.
physical-object;['rajabeeto'];Rajabeeto waa calal suuf ka samaysan oo dumarku ku celiyaan qaybta hore ee xabadka.
physical-region;['qaansa roobaad', 'jeegaan', 'qaanso'];Qaansa Roobaad
political-geographic-object;['romania', 'rumaaniya', 'roomaaniya'];Romania (af-Romani: România).
political-geographic-object;['orlando', 'orlando, florida'];Kani waa maqaal ku saabsan caasimada Orlando, Florida, Maraykanka.
political-geographic-object;['nanjing'];Nanjing waa caasimada gobolka Jiangsu ee wadanka Shiinaha.
political-geographic-object;['hargeysa', 'hargaysa', 'hargeisa'];Hargeysa ama Hargaysa waa caasimada dalka Somaliland.
political-geographic-object;['xalab', 'aleppo'];Xalab waa magaalo iyo gobol oo kutaalo dalka Suuriya.
political-geographic-object;['edirne'];Edirne, waa magaalo ku taal qabta yurub ee Turkiga.
political-geographic-object;['ho chi minh city'];Ho Chi Minh City, Saigon waa caasimada gobolka Dong Nam Bo ee wadanka Vietnam.
political-geographic-object;['los angeles', 'la'];Los Angeles waa magaalad oo ku taalo gobalka Kalifornia ee dalka Mareykanka
political-geographic-object;['jineefa'];jineefa (af-faransiiska Genève) af-jarmalka Genf) waa magaalo ku taala wadanka Iswisarland waana magaalda ugu wayn wadankaas waana magaalda labaad ee wadankaas.waxaa lagu qiyaasaa dadka kunool 206 109 waxa ay kutaalaa koonfur galbeed awdanka waana magaalda ugu wayn qaybta af-faransiiska ku hadasha jeneefa waxa ay saldhig u tahay hayadop badan oo caalmka katirsan sida jamciyada quruumaha ka dhaxaysa waxaa saldhigyo kuleh hayada sida OMS/WHO (Ururka Caafimaadka Aduunka) (International Red Cross) hay'ada laanqayrta cas waxa kale oo kamida hayada saldhiga kuleh magaalda jineefa hayada (Human Rights Watch).
political-geographic-object;['magaalada utrecht', 'utrecht'];Magaalada Utrecht waa magaalo ka mid ah magaalooyinka gobolka Utrecht ee dalka Holland.
political-geographic-object;['saint petersburg'];Saint Petersburg (Af-Ruush: Санкт-Петербу́рг) horay waxa loogu magacaabi jiray Leningrad( Ленингра́д 1924-1991 intaas kahor waxa ay lahayd magaca Petrograd (Петрогра́д 1914-1924) waa magaalo kutaala dalka Ruushka waxa ay kutaalaa waqooyi galbeed wadanka Ruushka waxa ay kutaalaa duleedka [[Wabiga Neva] Bariga Gacanka Finland ee Bada Baltikska.
political-geographic-object;['mekka', 'makka', 'gobol', 'gobolka makka', 'makkah', 'makkah al-mukarama', 'makki', 'makko', 'mako'];Makkah Makka Mekka Makkah Makkah al-Mukarama waa caasimad ku taala Xijaas, iyo magaalo-madaxda Gobolka Makka ee dalka Sacuudi Carabiya.
political-geographic-object;['abu dabi', 'abú dhabí'];Abu Dhabi waa magaalo-madaxda iyo caasimada labaad ee ugu dadka badan Imaaraatka Carabta.
political-geographic-object;['waqooyiga kuuriya', 'woqooyi korea'];Woqooyi Korea ama Jamhuuriyadda Dimoqraadiga Shacabka ee Kuuriya waa wadan yar oo ku yaalo bariga qaarada Aasiya.
political-geographic-object;['norway', 'noorweey', 'kongeriket noreg', 'kongeriket norge', 'noreg', 'norge', 'norwey'];Norway ama Boqortooyada Norway waa wadan ku yaalo qaarada Yurub.
political-geographic-object;['holland', 'nederland', 'netherlands', 'pays-bas'];Holland ama Boqortooyada Holland, waa wadan ku yaala waqooyi Galbeed ee qaarada Yurub, waxaa ku nool in kabadan 16 milyan oo qof, caasimada wadanku waa Amistardam, xarunta wadanka looga taliyo waa Den Haag magaalooyinka ugu waa weyn waxaa ka mida magaalada Rotterdam oo ah caasimada labaad ahna Dekeda ugu weyn ee Yurub, waa boqortooyo baarlamaani ah oo dimuquraadi ah wadanka waxaa gacanta ku haysa boqorada oo magaceedu yahay Beatrix, Ra'iisulwasaaraha waa Mark Rutte.
political-geographic-object;['lesotho', 'losooto'];Lesotho ama Boqortooyada Lesotho waa wadan yar oo ku yaalo koonfurta hoose ee qaarada Afrika.
political-geographic-object;['jabaan', 'jabbaan', 'japaan', 'japan'];Jabaan
political-geographic-object;['monako', 'moonako'];'Dawlada Monaco.
political-geographic-object;['jamhuuriyadda bartamaha afrika', 'jamhuuriyadda afrikada dhexe', 'jamhuuriyadda dhaxbartanka afrika'];Jamhuuriyadda Bartamaha Afrika waa wadan Dhul Xiran oo ku yaalo Bartamaha qaarada Afrika, waxoo xuduud la leeyahay wadamada Jad, Suudaan, Jamhuuriyadda Kongo, Jamhuuriyada Dimuqaraadiga Kongo iyo Kamiruun.
political-geographic-object;['jabuuti', 'djabuti', 'djibouti', 'djibuti', 'jamhuuriyada jabuuti'];Jabuuti loona yaqaan Jamhuuriyada Jabuuti waa dal yar ee ku yaala bariga Geeska Afrika.
political-geographic-object;['malaysiya', 'malaysia'];<tr class="mergedrow"> <tr class="mergedbottomrow"> Malaysiya waa wadan ku yaalo koonfurta bari ee qaarada Aasiya.wadankaan wuxuu xuduud la leeyahay wadamada Filibiin, Tayland,Barunay,Singabuur iyo Indunisiya.
political-geographic-object;['nambiya', 'namiibiya', 'namibiya', 'namibie'];Namibiya waa wadan ku yaalo koonfurta hoose ee qaarada Afrika.
political-geographic-object;['antigua iyo barbuda'];Antigua iyo Barbuda waa wadan jasiirad ah oo ku yaalo Karabiya.
political-geographic-object;['mauritania', 'muritaaniya'];Mauritania,, si rasmi ah Jamhuuriyadda Islaamiga ah ee Mauritania,, Mauritania
political-geographic-object;['belise', 'belize'];Belise wa wadan yar oo ku yaalo Bartamaha Ameerika, dhinaca Badda Karabiya.
political-geographic-object;['equatorial guinea'];Guinea ama Jamhuuriyadda Ikweetiga Guinea, waxee ka mid tahay wadamada ugu yar Afrika.Waxeena ku taalaa galbeedka bartamaha Afrika.
political-geographic-object;['komoros', 'komooros', 'comoros'];Komoros ama Jasiirada Qumur Af farnsiiska: République fédérale islamique des Comores, af carabiga.جمهورية القمر الإتحادية الإسلامية waa wadan aad u yar oo ku yaalo Badweynta Hindiya.Komoros waxee ka koobanyahay sadex jasiiradood, caasimada neh waa Moorooni.
political-geographic-object;['dominika', 'domeenika'];Dominika waa wadanka jasiirad ah oo ku yaalo bariga badda Karabiya, Wadankaan waxoo ka koobanyahay jasiirado aad u yar yar oo aad u quxbadan.
political-geographic-object;['ingiriiska', 'ingriis', 'ingris'];Ingiriiska waa gobolka ugu wayn Midowga boqortooyada Britan Waxey xuduud la leedahay iskotland oo ay xaga waqooyi xuduud ka wadaagan, dhanka galbeedna waxa ay xuduud ka wadaagaan wels iyo bada Ireland goobta hada loo yaqaano ingiriisku waxa uu ka koobmay dhaqamo iyo qoomido badn waxana uu taariikh soo jireena leeyahay ilaa 35.000 oo sano laakiin marka la eego magaca ingiriis asal ahaan waxa uu kayimi mid kamida qabiiladihii dagay halkaas ee katagay wadamada waqooyiga yurub somali ahaana magacan marka lagu dhawaaqayo waxa uu noqon karaa ee maaha in la odhan karo ingiriis waayo taasi waxa ay sheegaysaa luqada ingiriisku waxa uu dawlad midaysan noqday sanadii 927 taariikhda miilaadiga xiligii horu marka iyo warshada oo bilaabmay qarnigii 15aad waxa uu ingiriisku caalamka ku yeeshy raad dhaqan iyo mid cilmi iyo mid shaqo oo aad u wayn luqada ingiriisaga sharciga ingiriiska oo ah mid maanta meelakasta laga isticmaalo waxa ay ka imaadeen wadanka ingiriiska daka kunool ingiriiska tiradoodu waa ilaa 51 milyon waa 84% dadka kunool boqortooyada midawday ama uk dawladan ingiriisku waxa ay lamidawday dhamaan boqortooyooyinka kale ee uk sanadii 1800 o ay la bexeen magaca Great Britain
political-geographic-object;['waqooyiga ayrland', 'woqooyiga irland'];waa wadamada aduunyada ugu hore marsanad waxaanay kamid ahayeen wadamada g britain laysku yidhaahdo caasimada wadan ka waxa layidhaahdaa Belfast waxaanay kamid tahay wadamada ay yurub ku gaadhay heshiiska qaxoontiga ee wadamada kale isk adhiiba inlaga qaado faraha haddii uu qofka qaxoontiga
political-geographic-object;['iswisarland', 'swiiserlaand', 'ch', 'iswiisarland', 'iswiizerlaan', 'switzerland'];Iswisarland (afka jarmalka: die Schweiz.
political-geographic-object;['imaaraatka carabta', 'imaaraadka carabta ee midoobay', 'imaaraadka carabta'];Dawlada Imaaraatka Carabta: Waa isku tega 7 imaaradood, dhacdo koofur bari Jaziirad u ekeda Carabta ee koofur galbeed qaarada Aasiya kaabiga ku heyso gacanka carabta Sacuudi Carabiya iyo Cumaan.
political-geographic-object;['midowga sofiyet', 'midowgii sofiyet', 'soviet union'];Midowgii Sofiyet ama markii la soo gaabiyo СССР, wuxuu ahaa dowlad ku taalay bariga Yurub iyo Aasiya gaar ahaan wadanka hadda loo yaqaano Ruushka.
political-geographic-object;['frankfurt'];Frankfurt waa magaalo ku taala dalka Jarmalka.
political-geographic-object;['luksemburg', 'luksemboorg', 'luksemborg', 'luksimborg'];Template:Lead too long Template:Use dmy dates Luksemborg waa wadan yar oo ku yaalo galbeedka Yurub.
political-geographic-object;['marooko', 'maroc', 'maroko'];w:kab:Ameṛṛuk Marooko
political-geographic-object;['midowga boqortooyada britan', 'boqortooyada ingiriiska', 'midowga boqortooyada britan iyo woqooyiga ireland', 'united kingdom', 'biritaaniya', 'uk'];<tr class="mergedbottomrow"> Boqortooyada Ingiriiska waa wadan ku yaalo waqooyi galbeed qaarada Yurub.
political-geographic-object;['isbania', 'isbeyn', 'españa', 'isbayn', 'spain', 'spania'];Isbaaniya ama boqortooyada Isbaaniya waa wadan ku yaalo Koonfurta Galbeed ee qaarada Yurub.
political-geographic-object;['sacuudi carabiya', 'saudi arabia', 'sucuudiga'];w:zh:沙特阿拉伯 Sacuudiga ama Boqortooyada Sacuudi Carabiya waa wadan muslin ah oo ku yaala qaarada Aasiya, gaar ahaan mandiqada bariga dhexe.
political-geographic-object;['jad', 'jaad', 'tchad', 'tjad'];Jad waa wadan oo kuyaala qaarada afrika, waxaa bari ka xiga suudaan woqooyi liibiya, galbeed niger iyo nigeria, koonfur cameron iyo central africa, waxaa koonfur galbeed ka saaran laakta tchad.
political-geographic-object;['tadsjikistan', 'tajikistan'];Jamhuuriyadda Tadsjikistas ama Tadsjikistas waa wadan oo Dhul xiran oo kuyaalo qarada Aasiya.
political-geographic-object;['yugandha', 'ugaanda', 'ugaandha', 'uganda'];Yugaandha ama Jamhuuriyadda Yugaandha, Waa waddan Dhex kujir ah oo ku yaalla bariga Afrika.
political-geographic-object;['belarus'];Belarus waa wadan Dhul xiran oo ku yaalo bariga Yurub.
political-geographic-object;['malaawi', 'malawi'];Malaawi waa wadan ku yaala qaarada Afrika waxa hore u gumaysan jiray ingiriiska.waxa ay gumaysiga ka madaxbanaanaatay sanadii 1964 == Halka ay kutaalo == Malaawi waxa ay kutaalaa koonfur galbeed qaarada Afrika waxaana u caasimada magaalada Lilongwe dhanka waqooyi waxa kaxiga wadanka Tansaaniya waqooyi barina waxa kaxiga Musanbiig bariga iyo koonfurna waxa kaxiga wadanka Saambiya dhinaca bari waxa kaga taala Harada malaawi malaawi waa wadan yar mana laha wax bada.
political-geographic-object;['simbaabwi', 'simbaabwe'];Simbaabwi ama Jamhuuriyadda Simbaabwi waa wadan ku yaalo Koonfurta Afrika.
political-geographic-object;['aserbiijaan', 'azerbajaan', 'azerbaijan'];Aserbiijaan waa dowlad kamida ah lixda dawladood oo asal ahaan kasoojeeda wadanka turkiga kuna yaala inta u dhaxaysa yurub iyo aasiya gaar ahaan wadankan waxa uu ku yaalaa mandaqada aadka u baaxda wayn ee qafqaas waxa uu dhanka bari xuduud kala leeyahay Bada Qaswiin dhanka waqooyina wadanka ruushka wadanka joorjiya dhanka waqooyi galbeed dhanka galbeed kana wadanka Armania dhanka koonfureedna wadanka iiraan waxa kale oo wadankani uu xuduud aad u yar la leeyahay wadanka turki Azerbaijan: Azərbaycan [Azərbaycan [ɑːzæɾbɑjdɛʒɑn]Azerbaijan: Azərbaycan Cumhuriyeti [ɑːzæɾbɑjd͡ʒɑn ɾespublikɑsɯ]
political-geographic-object;['qargistan', 'kirgistaan', 'قرغيزستان'];Qargistan Rush ahaan, Waa dal ku yaala Eshiyada dhaxe waxa ay xad la leedahay shiinaha, Tajakistan,uzbakistan iyo Qasagistan, Magaala madaxdeedu waa Bashkik.
political-geographic-object;['usbekistan', 'uusbakistaan'];Usbekistan Waa dawlad kutaala badhtamaha Aasiya waana dawlada ugu dadka badan dawladaha Badhtamaha Aasiya.
political-geographic-object;['maali', 'mali'];Mali waa wadan kamida wadamada kuyaala galbeedeka Afrika xuduudaha maali waa sidan dhanka waqooyi waxa kaga aadan wadanka Aljeeriya barigana waxa kaxiga wadanka Nayjar.
political-geographic-object;['kasakhstan', 'kasaakhistaan'];"Kazakhstan: IPA: [kəzɐxstan]Kazakh: Қазақстан Ҷумҳурии, translation.
political-geographic-object;['mongolia', 'mongooliya', 'mongoliya'];Bogga "Mongoliya" halkan ayaa laga soo toosiyay." Mongoliya waa dawlad kutaala bariga badhtamaha aasiya waxa ay u dhaxaysaa wadamada Ruush iyo Shiinaha waxaana u caasimada magaalada Ulan Bator waxa ay kujirataa meel xidhan mana laha wax dakada amaba meelna bad ugama dhawa.mangoliya waxa gumaysanaysay waedanka shiinaha intii u dhaxaysay 1691 ilaa 1911 kadib waxa gacanta kudhigay wadankii Midowga Sofiyet1919 ilaa 1929 kadib waxa ay madaxbanaani qaadatay sanadii 1929 laakiin waxa ay kuxidhnayd midawgii saofiyet ilaa intii uu kadhacay 1990.mangoliya waxa lagaga hadlaa luqada rasmiga ha ee wadanka oo looyaqaano Lahalah luqada ugu isticmaalka badani waa luqada ruushka.
political-geographic-object;['liverpool'];Liverpool waa magaalad oo kuyaalo dalka Ingiriiska.
political-geographic-object;['illinois', 'ilinoys'];Ilinoys, Illinois waa gobol ka mid ah 50ka gobol ee wadanka Maraykanka, kaasi oo magaalo madax u tahay caasimada Shikaago.
political-geographic-object;['minnesota'];Minasota waa Gobol ku yaalo, dalka Mareykanka.
political-geographic-object;['beljim', 'biljam'];Beljim ama Belgium Somalina waaxa lagu dahaa Biljim.
political-geographic-object;['swasiland', 'eswatini', 'iswaasilaand'];Swasiland ama Boqortooyada Swasiland waa wadan yar oo ku yaalo koonfurta hoose ee qaarada Afrika.
political-geographic-object;['bakistaan'];w:it:pakistan Bakistaan
political-geographic-object;['bangladesh', 'bangaaladheesh'];Bangladhesh sida dowliga ah loo yaqaano Jamhuuriyadda shacabka Bangladesh waa wadan ku yaalo Koonfurta Aasiya.
political-geographic-object;['afgaanistan', 'afgaanistaan', 'afgaanisataan', 'afghanistan', 'afqaanistan'];w:it:Afghanistan Afqaanistan ama Jamuuriyadda islaamiga Afqaanistan Farsi جمهوری اسلامی افغانستان
political-geographic-object;['austriya', 'awstriya', 'awsteriya', 'austria', 'ostariya'];Awstriya Jamhuuriyadda Awstriya ama waa wadan Dhul xiran oo ku yaalo dhaxbartanka Yurub macnaha Austaria waxa ay kadhigantahay marka somali loorogo Jammhuuriyada bariga.waa xubin kamida jamciyada quruumaha ka dhaxaysa ilaa 1955 laga bilaabo 1995 waxay kamid noqotay wadamada Midawga Yurub dhanka waqooyi waxa kaga aadan wadanka Jamhuuriyadda Fadaraaliga ah ee Jarmalka iyo Jamhuuriyadda Jek Dhanka barina wadamada Isloveeniya iyo Taliyaaniga Koonfurna waxa kaga toosan wadamada Iswisarland iyo Liechtenstein.
political-geographic-object;['laos'];Laos ama shacabka Jamhuuriyadda dimuqaraadiga Laos, waa wadan Dhax kujir ah oo ku yaalo Koonfur bari ee qaarada Aasiya.
political-geographic-object;['burma', 'myanmar', 'mayanmar'];w:tr:Myanmar Burma ama Midowgii Myanmar hore waxa loo dhihi jiray mayanmar.
political-geographic-object;['kambodiya', 'كمبوديا'];Kambodiya ama Boqortooyada Kambodiya af-khmer: ព្រះរាជាណាចក្រកម្ពុជា.
political-geographic-object;['australia', 'awstaraaliya', 'ustareliya'];w:oc:Austràlia Australia waa qaarad iyo wadan oo ku taalo Konnfurta fog, waxoo u dhaxeeyaa jasiiada new Zealand oo ka xigta woqooyi bari iyo Indonesia oo ka xigta koonfur.
political-geographic-object;['hobart'];Hobart waa magaalad oo kuyaalo dalka Australia.
political-geographic-object;['konakri', 'conakry', 'konakry'];Konakri waa caasimada Guinea waana dakad ku taala Badweynta Atlaantik waxa ku nool ku dhawaaad dad gaadhaya 2.000.000 sida lagu sheegay tirakoob lagasameeyay magaaladaa sanadii
political-geographic-object;['mombaaso', 'mombasa'];Kenya Mombaaso waa magaalada labaad oo ugu ween, dalka Kiinya.
political-geographic-object;['göteborg'];Göteborg waa magaalada labaad ee ugu weyn wadan Iswiidhan waxaana ku nool dad tiradoodu ay kor u dhaafayso 500,000 oo qof magaalada si heer sare ah ayaa loo dhisay waano magaalo qaraami ah marka aduunka kale loo eego waayo tan iyo markii aduunka la dhisay waa ay taagneyd ayadu.Waxa ay kutaalaa wadanka Iswiidhan.
political-geographic-object;['yaafa'];Yaafa waa mid ka mida magaalooyinkii ugu qadiimsanaa wadanka falastiin, maanta waxay hoostagtaa talaabiibta Israaiil, waxay saarantahay xeebta bari ee badda cad, qudus waxay ka fogtahay 55 kiilo mitir galbeed, meel istaraatiiji ah bay ku taalay falastiiniyiintana waxay u ahayd magaalooyinka ugu muhimsan, waagii qabtii waynayd ku dhacday falastiin sanadkii 1948 markii in badan ee carabtii degenayd ah laga qixiyay, ku dhawaad waxaa degen 60,000 oo qof uu yuhuud u badan, iyo tiro aad u yar oo carab ah.
political-geographic-object;['makaw'];Macau, si rasmi ah Macao Gaarka ah ee Shiinaha ee Shiinaha, waa dhul madax-bannaan dhinaca galbeedka ee ku taalla Webiga Pearl River ee ku yaala Bariga Aasiya.
political-geographic-object;['butaan', 'bhutan'];Butaan ama Boqortooyada Butaan waa wadan Dhul xiran oo ku yaalo koonfurta Aasiya
political-geographic-object;['lombardia'];Lombardia waa gobol oo kuyaalo dalka Talyaaniga.
political-geographic-object;['katalooniya', 'catalonia'];Katalooniya waa gobol ka mid ah 12 gobol ee dalka Isbain.
political-geographic-object;['turkmenistan'];Turkmenistan waa wadan ku yaalo bartamaha Aasiya.
political-geographic-object;['joorjiya', 'saqartaweelo', 'georgia. جورجيا'];Joorjiya waa wadan ku yaalo Bariga Yurub iyo Galbeedka Aasiya.
political-geographic-object;['ruwanda'];Ruwanda sida dowliga ah loo yaqaano Jamhuuriyada Ruwaanda waa dowlad boqortooyo oo ku taala Bariga Afrika iyo Badhtamaha Afrika taasi oo lagu tilmaamo mid ka mid ah dowlada ugu baaxada yar qaarada Afrika.
political-geographic-object;['saambiya'];Saambiya ama Zaambiya, waa wadan oo kutaalo qaarada ee Afrika.
political-geographic-object;['jamhuuriyada dimuqaraadiga kongo', 'jamhuuriyadda dimuquraadiga kongo', 'jamhuuriyadda kongo ee dimoqraadiga', "saa'iir", "za'iir"];Jamhuuriyada Dimuqaraadiga Kongo waa wadan ku yaala qaarada Afrika.
political-geographic-object;['honduras', 'jamhuuriyada honduras'];Kani waa maqaal ku saabsan wadanka Honduras ee Badhtamaha Ameerika.Honduras sida dowliga loo yaqaano Jamhuuriyada Honduras, waa wadan jamhuuri ah oo dhaca Bartamaha Ameerika.
political-geographic-object;['guatemala', 'guwaatamaala', 'guwatimala'];Guatemala ama Jamhuuriyadda Guatemala waa wadan ka mida wadamada kuyaala deegaanka Bartamaha Ameerika
political-geographic-object;['kosta rika', 'kosta riika', 'crc', 'costa rica'];Kosta Rika waa wadan ku yaala ameerikada dhexe waxa uu xuduudo la wadaaga laba wadan oo kala ah banama iyo wadanka nikragwa waxa uu dhanka waqooyi xuduud kala wadaagaa wadanka nikragwa dhanka koonfurna wadanka banama dhanka galbeed waxa uu xuduud ka leeyahay bada Badweynta Baasifik dhanka barina bada Badda Karabiya waxa qabsaday boqortooyadii isbayn sanadii 1563 waxa ay madaxbanaanida qaadatay sanadii 1821 kadib waxa gacanta ku dhigatay wadanka Meksiko waxa ay madax banaanidoodii kalasoo noqdee maksiko sanadii 1848 masaaxo ahaan dhulka ay ku fadhido dawlada costa rica waa 50700 klm dadka kunool tiradooda waxa lagu qiyaasaa 2066,000 kun oo qof caasimada wadankani waa magaalada Sankhose == Dadka == Inta badan dadka kunool costarica waxa ay kasoo jeedaan wadanka isbayn waxa kale oo kunool xoogaa aan sidaas usiibadnayn oo ah dadka looyaqaano hindida cas == ciidanka qalabka sida == costa rica waxa ay ka mid tahay wadmada aan lahayn ciidamo malateri oo habaysan ciidanka wadankan waxa lakala diray sanadkii 1948.wadankani waa mid kamida wadamada soosaara muuska.
political-geographic-object;['hungaria', 'hungary', 'hangeri'];Dalka jamhuuriyada Hungary.
political-geographic-object;['boland', 'booland'];Boland ama Bolska ama Jamhuuriyadda Bolska waa wadan ku yaalo bartamaha Yurub.
political-geographic-object;['burundi'];}} Burundi waa wadan ku yaalla bartamaha qaarada Afrika, caasimadiisu waa Bujumbura, waa dowlad dhexda ku jirta badna aan lahayn, waxay ka mid tahay wadamada ku yaal Gobolka harooyinka waaweyn, woqooyi waxaa ka xiga Ruwanda, koonfur iyo bari Tansaaniya galbeedna waxaa ka xiga Kongo Za'iir.
political-geographic-object;['tansaaniya'];w:sw:Tanzania Midowga Jamuuriyadda Tansaaniya waa dal madax banaan oo ku yaal bariga Afrika.
political-geographic-object;['guinea', 'gini'];Guinea waa wadan ku yaalo Galbeedka Afrika.
political-geographic-object;['soomaaliya', 'jamhuuriyadda federaalka soomaaliya', 'jamhuuriyadda soomaaliyeed', 'soomaaliyeey toosoo', 'assomal', 'jamhuuriyadda soomaaliya', 'somaaliya', 'somalia', 'somaliya', 'soomalia', 'soomaliya'];w:tr:Somali Soomaaliya sida dowliga ah loo yaqaano Jamhuuriyadda Soomaaliya, waa Dowlad iyo wadan dhacda Geeska Afrika ee Bariga Afrika.
political-geographic-object;['fiyetnam', 'fiyetnaam', 'vietnam'];Fiyetnam waa dawlad kutaala koonfurta bari ee qaarada Asiya.
political-geographic-object;['libiya', 'liibiya', 'libya'];w:kab:Libya w:oc:Libia Libiya waa wadan ku yaalo Woqooyiga qaarada Afrika.
political-geographic-object;['jarmalka', 'jarmal', 'germany'];Jamhuuriyadda federaalka ee jarmalka ama Jarmalka waa wadan u dhisan dhinaca federaalka, waxoona ka koobanyahay 16 Gobol.
political-geographic-object;['suudaan', 'sudan', 'suudan'];Jamhuuriyada Suudaan ee Carabta waxa la bedely magaicii hore ee suudaan kadib markii Koonfur Suudaan ay ka goday waqoogiyiga Suudaan, wadankani waxa uu ku yaalaa Woqooyiga Afrika.
political-geographic-object;['masar'];w:ar:مصر w:arc:ܡܨܪܝܢ Masar sida dowliga ah loo yaqaano Jamhuuriyada Masar ee Carabta, جمهورية مصر العربية waa wadan ku yaalo Woqooyiga Afrika, wadankaan waxee leedahay buundo dhulka ah oo la dhoho Siinaa, waxeena isku xirta afrika iyo aasiya.
political-geographic-object;['guyana'];Guyana ama Jamhuuriyadda islashaqeenta Guyana waa wadan ku yaalo dhinaca woqooyi bari ee qaarada Koonfur Ameerika.
political-geographic-object;['surinam', 'suriname', 'surinaam'];Surinam waa wadan ku yaalo Koonfur Ameerika.
political-geographic-object;['fanansuwela', 'fenisuweela', 'venezuela'];Waxa uu ku yaalaa wadankani ameerikada waqooyi.
political-geographic-object;['aljeeriya', "jasaa'ir"];w:kab:Dzayer Algeria / Arabic: الجزائر al-Jazāir, Carabi Algerian Carabi: الدزاير al-dzāyīr. Luqadaha Berber: ⴷⵣⴰⵢⴻⵔ. Faransiis: Algerian
political-geographic-object;['hindiya', 'india', 'indiya'];w:or:india Hindiya ama Jamhuuriyadda Hindiya waa wadan ku yaala Aasiya waana wadanka Aduunka ugu dadka tirada badan marka laga reebo Shiinaha.
