abstract-region;['limiet', 'limieten'];In de wiskunde is e limiet e weirde die deur e functie in 't oneindige kan wordn benoaderd.
geographical-object;['donau'];De Donau is met 2.850 kilometers de twidde langste riviere van Europa achter de Wolga.
geographical-object;['melanesië'];Melanesië is tegoare mè Polynesië en Micronesië êen van de drie grôte eilandngroepn in de Stilln Oceoan die t'hope Oceanië vormn.
geographical-object;['eurazië', 'euroazië', 'euroazje'];Eurazië is e supercontinent, 't grotste continent ip eirde, die heel Europa en Azië omvat.
geographical-object;['groenland'];Groenland is een autonoom gebied binn 't Keunienkryk Denemarkn, geleegn tusschn de Nôordelyke Yszêe en den Atlantischn Oceoan, ten ôostn van de Canadeesche Arctische Eilandn.
geographical-object;['stillen oceoan', 'grôotn oceoan', "still'n oceoan", 'stilln oceoan'];De Stillen Oceoan of Grôotn Oceoan is den oceoan tussn Amerika, Oost-Oazië en Australië.
geographical-object;['thems', 'thames', 'theems'];Den Thems es e riviere die strôomt in't zuud'n van Ingeland van apeupri 346 kilomèiters lank.
geographical-object;['zuudelykn oceoan', 'antarctischn oceoan'];De Zuydelyk'n Oceoan, ook wel Antarctischn Oceoan, Zuydpoolzeie of Zuydelyke Yszeie genoemd, is e toamelyk recente definiesje van de zuydelyke gedeiltes van d'n Indischn Oceoan, d'n Atlantischn Oceoan en de Stiln Oceoan.
geographical-object;['dardanelln', "dardanell'n", 'hellespont'];De Dardanelln ofte de Hellespont es 'n zêestroate tusschn Europa en Klêen-Azië, o de nôordwestkantn van Turkeye.
gestalt;['vierkant'];E vierkant, dat is in de meetkunde e vlakke vorme worvan da d'oekn 90 groadn zyn en worvan dat de zydn even lank zyn.
gestalt;['trapezium'];Nen Trapezium es nen specioaln vorm van nen vieroek.
gestalt;['veelhoek'];E veelhoek of polygone is e vlakke geometrische figeure, die gevormd wordt deur minstns drie puntn mè mekoar te verbiendn deur lynstikkn, woadeure dat er e plat vlak omslootn wordt.
gestalt;['vieroek', 'vierhoek'];Nen vieroek es de mêest algemêne vorm van een vlakke figure die vier oek'n eit.
gestalt;['rute', 'rutte'];Een rute es nen specioaln vorm van een vieroek.
gestalt;['rechtoek', 'rechthoek'];Nen rechtoek es nen specioaln vorm van nen vieroek.
gestalt;['parallellogram'];Nen parallellogram es een specioale vorm van nen vieroek.
gestalt;['beeldouwer', 'beeldhouwer'];Ne beeldouwer is etwien die de beeldouwkunste uutoefent.
gestalt;['gelykzydigen drieoek', 'gelikziddigen drieoek', 'gelikzydigen drieoek', 'gelykzydigen driehoek', 'gelykzydign driehoek'];Nen gelykzydigen drieoek es nen specioaln vorm van nen drieoek.
gestalt;['rechtoekigen drieoek'];Nen rechtoekigen drieoek es nen specioaln vorm van nen drieoek.
gestalt;['gelykbênigen drieoek', 'gelikbênigen drieoek'];Nen gelykbênigen drieoek es nen specioaln vorm van nen drieoek.
information-encoding-system;['dichtkunste', 'poëzie'];De dichtkunste of poëzie is e vorm van littrateure die gebruuk makt van schôoneids- en rytmiesche kwalieteitn van de toale—lik de schôoneid van klankn, betêeknis van klankn, en metrum— vo bykommnde betêeknissn ip te roepn, of om ze in de platse te stelln van de prozajiesche geweune betêeknisse.
information-object;['richterschoale', 'schoale van richter'];De Richterschoale is een maniere woarup da de seismischn energie van een eirdbevienge gemeetn wordt.
information-object;['glottisslag'];De glottisslag es e korte ounderbrekienge, eigentlik ne nasoaln stoot, by d'uutsproake van sommigste klankn.
information-object;['beaufortschoale', 'schoale van beaufort'];De Beaufortschoale is een empiriesche maniere vô wiendsnelheid te beschryvn, en is voarol gebasèrd up d' omstandigheedn up zêe ounder verschillende wiendsnelheedn.
information-object;['beta'];De beta, is de tweide letter van 't Grieks alfabet.
information-object;['beet', 'bet', 'beth'];De beet, bet, beth of Nederlands-Jiddisch beis is de twidde letter uut 't Hebreeuws alfabet.
information-realization;['postnummer', 'postcode'];Een postnummer of postcode es een cyfercode van 4 nummers, gebruukt deur de post voe 't sorteern van brievn gemakkelikker te moakn.
information-realization;['stanza'];In de dichtkunste is e stanza e gegroepeerd antal lynn in e gedicht, geweunlik van andre stanzas geschêen deur e witte lyne of deur 'n insproenk.
information-realization;['lithografië', 'lithografie'];Lithografië ofwel stêendruk is een techniek die in 1798 deur den Beiersen tonêelspeelder en muzikant Alois Senefelder is uutgevoundn vô 't ofdrukkn van partiteurn.
information-realization;['legende'];E legende is e vertellienge over heilign, woarin dat er dikwyls e wounder beschreevn wordt.
information-realization;['beeldouwer', 'beeldhouwer'];Ne beeldouwer is etwien die de beeldouwkunste uutoefent.
information-realization;['têrzyne', 'terza rima', 'terzine', 'terzyne'];E têrzyne of terza rima uut de dichtkunste is e stanza-vorm mê rymn, vôgns e bepoald in mekoar oaknd drielynig vers-scheema.
information-realization;['graveerkunste', 'groafische kunst'];Graveerkunste of grafische kunste is e vorm van beeldende kunste woaby dat de kunstnoare gebruuk makt van allerhande druktechniekn.
information-realization;['bybel'];Den Bybel is 't geloofsboek van de Christenn.
language;['west-germoans'];Et West-Germoans (ca.
language;['germaansche toaln', 'germaans', "germaansche toal'n", 'germoans', 'germoansche toaln', 'germoansche toale'];De Germaansche toalfamilie is e familie van styf verwante toaln, die up zyn toer dêel uutmakt van 't Indo-Europees.
language;['keltische toaln', 'keltische toale', 'keltische tale'];De Keltische toaln vormn de westelikke tak van de Indo-Europese toaln.
language;['slaviesche toaln', 'sloaviesche toaln', 'sloavische toaln'];De Slaviesche toalfamilie, of Sloavische toalfamilie is e dêel van de Indo-Europeesche toaln.
language;['oeraalsche toaln'];De Oeraalsche toaln zyn e toalfamilie van à peu près 39 toaln en 25 meljoen sprekers.
language;['deens', 'da', 'dan', 'dêens'];Deens is e Nôord-Germoansche toale met à peu près 5,5 miljoen sprekers.
language;['turksche toaln'];De Turksche toaln zyn toaln van e zeste toalfamilie, die ekout zyn van de Middellandsche Zêe over Centroal-Azië toet in Nôord-Ôost-Rusland.
language;['esperanto'];Esperanto is een kunsttoale gemakt in 1887 deur Lejzer Zamenhof.
language;['iengels', 'engels', 'ingels'];Iengels is e West-Germoansche toale die ountstoan is in Angelsaksisch Iengeland en die nu de mêest gebruukte toale is ter weireld.
language;['afrikoans'];Afrikoans is e West-Germoansche toale die surtout in Zuud-Afrika en Namibië wordt geklapt.
language;['latyn'];Latyn is een Indo-Europeesche toale ofkomstig van de streke Latium.
language;['goidelisch', 'gaelic', 'gaelisch', 'goidelic'];Goidelisch, Goidelic, Gaelisch of Gaelic is êen van de twêe groepn van Eyland-Keltische toaln.
language;['oudiengels'];Oudiengels wos e West-Germoansche toale die in Iengeland gesprookn wos in de periode 450 tout round 1100.
language;['gotiek'];De gotiek of gotische kunste wos de belangrykste kunststromienge in West-Europa tusschn de 13e en 16e eeuwe.
language;['vlams', 'vloms'];Vlams is de benoamienge die oltemets gebruukt is voun olle toalvariantn die vôornkommn in Vloandern, te benoemn, zowel de standoardtoale
language;['iers', 'gaeilge', 'iers-gaelisch'];Iers of Iers-Gaelisch is e Keltische toale van de groep Goidelische toaln, die gesprookn wordt in Ierland.
language;['schots'];Dat artikel goat over de Germoansche toale.
language;['indo-europees'];De Indo-Europeesche toalfamilie is e verzoamelienge va toaln die dezeste ôorsproeng en uut Proto-Indo-Europeesche toaln.
language;['manx', 'manx-gaelic', 'manx-gaelisch'];'t Manx ook Manx-Gaelisch, historisch ook Manks gespeld, is e Keltische, Goidelische toale die deur e dêel menschn gesprookn wierd ip 't Eyland Man os êeste toale, moa die uutgestorvn is by de dôod van de latste spreker Ned Maddrell in 1974.
language;['schots gaelic', 'schots-gaelisch'];Schots Gaelic of Schots-Gaelisch, Gàidhlig in de toale zelve, is e Keltische toale ofkomstig van Schotland.
language;['oudgrieks', 'oed-grieks', 'oedgrieks', 'oud-grieks', 'oud grieks'];Oedgrieks is e verzoamelnoame vo de dialect'n die in 't oede Griek'nland en d' antieke weireld gebruykt wierd'n roend de 9ste eiwe vo Christus toet de 6e eiwe achter Christus.
language;['romaansche toaln', "romaansche toal'n", 'romoansche toale', 'romoansche toaln'];De Romaansche toalfamilie is e verzoamelienge van toaln die up makoar trekkn en ollemoale ountstoan zyn uut Latynsche dialectn.
language;['occitaans'];Het Occitaans es e West-Romaansche toale die gekout es in 't zuudn van Vrankryk, Noord-Spanje en Noord-Itoalië.
language;['spoans', 'castilioans', 'spaans'];Et Spoans es e Romoansche toale en achter 't Iengels en et Chinees de grotste weireldtoale.
language;['aroabiesche toale', 'arabisch', 'aroabisch'];D' Aroabiesche toale is de klassieke Aroabiesche toale van de 6ste êewe en zyn teegnwôordige ofgeleide vormn mêt uutzoendrienge van 't Maltêes.
language;['pools'];Pools is e West-Sloavische toale met à peu près 40 miljoen sprekers.
language;['duuts'];'t Duuts is een West-Germoanse toale.
language;['nederlands', 'neederlands'];Nederlands is e West-Germoansche toale die geklapt wordt deur de mêeste inweuners van Holland, Vloandern en Surinoame, de drie leedn van de Nederlandse Taalunie, 'n internationale instellienge die ounder andere de regels vo 't Standaardnederlands vastelegt.
locative-role;['firenze', 'florence'];Firenze of Florence is e stad in Italie mi round de 360.000 inweuners.
locative-role;['brugge', 'bruhhe', 'brugs'];Dit artikel es geschreevn in 't Brugs, en da zou best ozô bluuvn.
locative-role;['punta arenas'];Punta Arenas es e stad en gemêente in Chili, hillegansn in't zuud'n van't land by de Stroate van Magelloan.
locative-role;['ho chi minhstad'];Ho Chi Minhstad, vroeger Saigon genoemd, is de grotste stad van Vietnam.
locative-role;['marseille'];Marseille es en oavnstad in 't zuudôostn van Vrankryk, 't es d'n ôofdstad van't departement Bouches-du-Rhône en ôok van de regio Provence-Alpes-Côte d'Azur.
locative-role;['utrecht'];Utrecht es e stad en gemêente in Holland en den hoofdstad van de provinsje Utrecht.
locative-role;['sint-petersburg'];Sint-Petersburg is e stad in Rusland.
locative-role;['verona'];Verona es ne stad in 't nôorden van Itoalië.
locative-role;['tanger'];Tanger [Tanzjee] is e belangryke stad in Nôord-Marokko met e bevolkienge van oengevêer 850 000 inweuners.
locative-role;['pretpark', 'portaal:attractieparken'];E pretpark of attractiepark es e stik land woarip allerhande attracties stoan lik achtboann of droaimeulns.
locative-role;['monaco'];Monaco is e klêene stoat in Zuud-Europa.
locative-role;['byzantyns ryk', 'byzantynsche ryk'];'t Byzantyns Ryk was in oofdzaake e Griekstoalige vôortzettienge van den ôostelyke êlft van 't Romeins Ryk in de loate Oed'eid en in de Middelêeuwn.
locative-role;['mayenne'];Mayenne es 'n departement in de regio Pays de la Loire in't westn van Vrankryk.
locative-role;['haute-normandie', 'hoog-normandië'];Haute-Normandie ofte Ôog-Normandië wos tout 't ende van 2015 e regio in 't noôrdwestn van Vrankryk mè twi departementn: Eure en Seine-Maritime med ôofdstad Rouen.
locative-role;['ges', 'gas', 'gras', 'has', 'hes', 'peloeze'];Gas of ges is e plante die vele vôornkomt.
locative-role;['pruussn', 'pruusn'];Pruussn was een historische stoat in Centroal-Europa die vôortgroeide uut et hertogdom Pruussn en et markgroafschap Brandenburg.
locative-role;['bretagne'];Bretagne is e regio van Vrankryk ip 't gelyknoamig schiereiland en 't bestoat uut de departementn Côtes-d'Armor, Finistère, Ille-et-Vilaine en Morbihan.
locative-role;['zuudôost-azië'];Zuudôost-Azië is e subregio van Azië in 't ôostn van Indië, in 't zuudn van China, in 't westn van Nieuw-Guinea en in 't nôordn van Australië.
locative-role;['frankfurt', 'frankfurt am main'];Frankfurt is 'n stad in Duutsland.
locative-role;['ulster'];Ulster is één van de vier traditionele Iersche provinsjes, geleegn in 't noordn van Ierland.
locative-role;['servië', 'србија'];Servië, officieel de Republiek Servië, is e land in 't zuudoostn van Europa.
locative-role;['centre-val de loire', 'centre'];Centre-Val de Loire is e regio van Frankryk die bestoat uut de departementn Cher, Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher en Loiret.
locative-role;['ippervlak', 'ippervlakte'];Een ippervlakte of ippervlak is e grôoteid die were gift oe groat dat e twi-dimensionoal gebied is.
locative-role;['corner'];Ne corner of hoekschop in voetbol is e maniere van et spel te herstartn at den bol achter de achterlyne èit gewist.
locative-role;['hof', 'of', 'lochting'];Onder hof,.
locative-role;['bordeaux'];Bordeaux es 'n stee in 't zuudwestn van Vrankryk, 't es d'n ôofdstad van't departement Gironde en ôok van de regio Nouvelle-Aquitaine.
locative-role;['antwerpn', 'antwerpen', "antwerp'n", 'antwerp’n'];Antwerpn is noar inweuneroantal de grotste gemêente van Belgie.
locative-role;['bergn', 'bergen'];Bergn is een stad in de Nôorse provincie van Hordaland en achter Oslo de grotste stad van Nôorweegn, met omtrent 250.000 inweuners.
locative-role;['mantsjoerye'];.
locative-role;['nord-pas-de-calais', 'nôord-nauw van kales', 'noord-nauw van kales'];Nord-Pas-de-Calais was toet 't ende van 2015 de mêest nôordelikke Fransche regio.
locative-role;['andalusië'];Andalusië is één van de 17 zelfstandige regio's van Spanje.
locative-role;['île-de-france', 'ile-de-france', 'île de france'];Île-de-France, ook région parisienne genoemd, is e regio van Frankryk met hoofdstad Parys.
locative-role;['litouwn', 'litaun', 'litouwen'];Litouwn is e Nôord-Europees land, 't grotste en 't zudelikste van de drie Baltische stoatn.
locative-role;['genua', 'genoa', 'genova'];Genua es 'n stad in't nôordwestn van Itoalië, an den Ligurischn Zêe.
locative-role;['dorp', 'gehucht'];E dorp is e beweunde plekke die klinder is of e stad mè minder wienkels, vorzieniengn en industrie, moa wel met een eign kerke.
locative-role;['siebeerje', 'siberië'];Siebeerje of Siberië is e grôote eirdrykskunige streeke, en ku in de bridste betêeknisse gezien wordn lik Nôord-Oazje.
locative-role;['pays de la loire'];De Pays de la Loire zyn e regio in 't westn van Frankryk geleegn an de moundienge van de Loire.
locative-role;['gallië'];Den term Gallië verwyst noa 't geogroafisch gebied in West-Europa, da surtout bevolkt was deur Keltn of Galliërs, die uut wel 60 verschillige stammn bestoundn.
locative-role;['lorraine'];Lorraine was van 1982 toet 2015 e regio in 't nôordôostn van Frankryk mè vier departementn: Meurthe-et-Moselle, Meuse, Moselle en Vosges met hoofdstad Metz.
locative-role;['bristol'];Bristol is e stad, unitary authority en ceremonieel groafschap in 't zuudwestn van Iengeland.
locative-role;['nymegen', 'nymeegn', 'neymeegn', 'nijmegen'];Nymeegn es de tienste grôotste gemêente van Holland en de grôotste stee van de provinsje Gelderland.
locative-role;['düsseldorf'];Düsseldorf is d'n hoofdstad van de Duutsche dêelstoat Noordreyn-Westfalen.
locative-role;['gemêente', 'gemeente', 'gemeênte'];E gemêente is e e verzoamelienge van dorpkes of steden die tope lokaal bestuur èn.
locative-role;['wales'];Wales makt dêel uut van 't Verênigd Keunienkryk.
locative-role;['ionië'];Ionië was in d'n antiek'n tyd e landstreke langst de wèstkust van Anatolië.
locative-role;['rotterdam'];Rotterdam es de grôotste stee van Zuud-Holland, 't makt dêel uut van de Randstad en 't is de twêede gemêente van Holland.
locative-role;['middn-ôostn'];'t Middn-Ôostn is e gebiêd da gedêeltelyk in West-Azië en gedêeltelyk in Nôordôost-Afrika ligt.
locative-role;['münchen'];München is e stad in 't zuudn van Duutsland en d' hoofdstad van de dêelstoat Beyern.
locative-role;['milaan', 'miloan'];Milaan is de twidde grotste stad van Italië en hoofdstad van de regio Lombardeye in Nôord-Italië.
locative-role;['valparaíso'];Valparaíso is e stad in Chili die ca.
locative-role;['rio de janeiro'];Rio de Janeiro is e stad in Brazilië.
locative-role;['lêge landn', 'lage landen', 'leege landn', 'lege landn', 'nederlandn'];De Lêge Landn es de noame vo 't istorisch gebied van de Nederlandn.
locative-role;['centroal-amerika'];Centroal-Amerika is e stroke land die Noord-Amerika en Zuud-Amerika mè mekoar verbiendt.
locative-role;['venetië'];Venetië is e stad in 't nowrdowst'n van Itoalië en d'n hoofdstad van de regio Veneto.
method;['monarchie'];E monarchie is e regeringsvorme woa da ene miens ol de macht hèit.
non-agentive-physical-object;['boai', 'baaj'];Nen boai es een klêdiengstik da je droagt ip uw boovnlichaam.
non-agentive-physical-object;['grieks kruus', 'kruus'];E Grieks kruus es en kruus woavan da de vier oarms dezelste lengte hèin.
non-agentive-physical-object;['puut', 'puutn', 'peut', 'anura', 'puutachtign', 'puutn en paddn'];Puutn zyn êen van de drie groepn van d' amfibieën, tope met de salamanders en de wormsalamanders.
non-agentive-physical-object;['kappe'];E kappe of capuchong is e stik die an jen boai hangt of an e veste.
non-agentive-physical-object;['derm', 'lanse'];De derm of de lanse es 'n twadde da je keunt bezigen vo de ounder andere de blomn in jen of woater te geevn, uw zwembad te vulln of unen auto te kuusn.
non-agentive-physical-object;['champs-élysées'];De Champs-Élysées vuluut Avenue des Champs-Élysées is e grôte gekende loane in Parys.
non-agentive-physical-object;['wegomlegginge', 'wegoumlegginge'];'n Wegomlegginge is e plekke woa da 't verkèèr langs 'n andre boane geleid wordt on ze weegnwerkn doen en 't normoal verkèèr nie me deure kut.
non-agentive-physical-object;['leverplekke'];Een leverplekke is een licht gepigmentèrde, scherp ofgetêkende plekstjie up 't vel van oudere mensn die mêestol vôornkommn in 't gezicht en de rugge van den hand en den ounderoarm, die 't mêeste an de zunne zyn blôotgesteld.
non-agentive-physical-object;['sifong', 'sifoung'];Dit artikel es geschreevn in 't Brugs, en da zou best ozô bluuvn.
non-agentive-physical-object;['koave', 'kave'];E koave is en ofvoerkanoal voor rookgassen.
non-agentive-physical-object;['artesische brounne', 'artesischn pit'];Een Artesische brounne es e sorte van brounne woaby dat 't groundwoater van styf diepe en direct met redelik grôot debiet noa boovn lopt.
non-agentive-physical-object;['via appia'];De Via Appia es êen van belangrykste oude Romeynsche heirboan'n uut den Klassiekn Oudeyd, tôope mè de Via Latina, de Via Flaminia en de Via Salaria.
non-agentive-physical-object;['plankys', 'plankier', 'plankis', 'trottoir', 'voetpad'];'t Plankys, plankier of trottoir es een stroke vo voetgangers langs de stroate.
non-physical-collection;['astrologie'];Astrologie is e verzoamelnoame vo gedachtn over 't verband tusschen 't leevn van menschen en gebeurtenissn op d'eirde ênerzyds, en de stand van sterrn en planeetn anderzyds.
non-physical-collection;['romoanschn styl', 'romoans', 'romoansche styl'];De romoanschn styl is de benoamienge van de kunstvormn in Europa van ca.
non-physical-collection;['gotiek'];De gotiek of gotische kunste wos de belangrykste kunststromienge in West-Europa tusschn de 13e en 16e eeuwe.
non-physical-collection;['islam'];Den islam is een weireldwyde godsdienst woar ze geloovn in êne God, letterlik vertoald in 't Arabisch Allah.
non-physical-collection;['christndom', "christ'ndom", 'christendom'];'t Christndom is 't geloof da gebaseerd is ip 't leevn va Jezus van Nazareth lik oe da 't beschreevn is in 't Nieuw Testament.
non-physical-place;['ekozôone'];'n Ekozôone is 't grotste biologiesch-eirdrykskundig oendredeel van de ippervlakte van d' eirde, gesteund ip de verdêeliengspatrôonn van d' organismn.
organized-collection;['rij'];Nieuwmunster is e klêen polderdorptje in de Belgische provinsje West-Vloandern en e dêelgemêente van Zuunkerke.
parameter;['noene'];De noene es den tyd tusschn de nuchtend en den oavend.
parameter;['gulden snee'];De Gulden snee es een specioale veroudienge tussn twêe getallen.
phenomenon;['aggregoatietoestand'];Den aggregoatietoestand is de stoat woarin dat e stoffe kan vôornkommn, ofhankelik van de temperateure of druk.
phenomenon;['plasma'];In de nateurkunde es plasma e foaze woarin da deeltjes van e stoffe tout up zeker' ogte g'ioniseerd geroakn.
phenomenon;['dwoallucht'];Dwoalluchtn of dwoasluchtn zyn luchtjes da je soms kut ziene boovn moerassn of kerkoovn.
phenomenon;['kettingreactie'];Dit artikel es geschreevn in 't Brugs, en da zou best ozô bluuvn.
phenomenon;['homoseksualiteit', 'janet'];Homoseksualiteit is e seksuele vôorkeure vo menschn van 't zelfste geslacht.
phenomenon;['viezn'];Viezn of vierzn, is 't fosforesceern van de zêe veroorzakt deur êencellige algsjes.
phenomenon;['eirdbevienge'];Een eirdbevienge is een trillienge of schokkende bewegienge van d' eirdkorste.
phenomenon;['vloeistoffe'];E vloeistoffe es een van de toestandn van materie.
phenomenon;['vaste stoffe'];Vast es een van de vier toestandn woarin da materie kut voorkommn.
phenomenon;['goaze', 'gaze'];Goaze es een van de vier toestandn van materie.
physical-body;['moane', 'maan'];De Moane is d' ênigste nateurlike moane van d' Eirde.
physical-body;['asteroïde', 'asteroiedn', 'planetoïde'];Asteroiedn of planetoiedn zyn hemellichaamn die in grotte tussn meteoroiedn en echte planeetn volln, en die under mêestol binnen de boane van Jupiter beweegn.
physical-body;['eirde', 'weireld'];D'eirde is e planete in nuus zunnestelsel.
physical-body;['mars', '♂'];Mars is vanof de zunne geteld de vierde planete van ons zunnestelsel, round de zunne draoiend in een boane tusschn die van d' Eirde en Jupiter.
physical-body;['betelgeuze'];Betelgeuze is achter Rigel de strafste sterre in 't sterrebeeld Orion.
physical-object;['boge'];E boge es e droagende, geboogn overdekkienge van e kleen' openienge.
physical-object;['pinoakel'];Ne pinoakel, fioal of fioel es en sierlik, decoratief torretje up ne steunbeir of en luchtboge.
physical-object;['vieloo', 'velo', 'veloo', 'villo', 'vèlo'];E vieloo of veloo is e voertuug dat deur spierkracht wordt angedreevn.
physical-object;['schof', 'schuif'];E schof, is e meubelstik dat an de bovenkant open is en da met e schuufmechanisme in-en uutgeschoovn kan wordn in e meubel.
physical-object;['trompette'];E trompette is 't ôogste instrument by de koperbloazers.
physical-object;['ast'];Een ast is e droogoven vo mout of chicoreie.
physical-object;['gemêentuus', 'staduus'];E gemêenthuus is een overheidsgebouw woa dat d'ambtenoarn van de gemêente, de burgemêester en scheepns werkn en woa dat de gemêenteroad vergoadert.
physical-object;['gemêentuus', 'staduus'];E gemêenthuus is een overheidsgebouw woa dat d'ambtenoarn van de gemêente, de burgemêester en scheepns werkn en woa dat de gemêenteroad vergoadert.
physical-object;['luchtboge'];E luchtboge es e specioale sorte van steunbeir da in de lucht hangt.
physical-object;['kortwoagn', 'bakwagen', 'bakwagn', 'bakwoagn', 'korrewoagn', 'pupegoale', 'puypegoale'];E kortwoagn, korrewoagn, pupegoale of bakwoagn is e sôorte karre met êen of twêe wieln, die deur en twien geduuwd wordt an d'andoavn an den achterkant.
physical-object;['abdy', 'abdye', 'abdyen'];Abdy es de noame dan ze geevn an e gebouw of e verzoamelinge gebouwn woa da et er ôofdzoakelyk e plekke es vôorzien vô te leezn.
physical-object;['schoe'];E schoe is de mêest voorkommnde vorm van schoeisel.
physical-object;['boai', 'baaj'];Nen boai es een klêdiengstik da je droagt ip uw boovnlichaam.
physical-object;['zwoard', 'zweird'];'t Zwoard of zweird is e gevechtswoapn.
physical-object;['gazette', 'gazet'];Een gazette is een publicoatie met allerhande informoatie.
physical-object;['brouwery', 'brouwer'];Een brouwery es een bedryf of een bedryfke woadat er bier gemakt wordt.
physical-object;['atlant', 'telamon'];Een atlant is e piloare in de vorm van e vint die e gebouw oundersteunt.
physical-object;['veister'];E veister is e gat in de meur van e gebouw, woa dat er lucht deure noa binn kan komn, en woadeure da j' noa buutn ku kykn.
physical-object;['brandblusscher'];Een brandblusscher is een apparoat vô 't vier van een klênen brand uut te doovn.
physical-object;['oamer', 'amer', 'hamer', 'hoamer'];En oamer is e sôorte aloam die setoe gebruukt is voun noagels in out te sloan, naasn e masse aar dieng die dermei edoan zyn.
physical-object;['kappe'];E kappe of capuchong is e stik die an jen boai hangt of an e veste.
physical-object;['klinieke'];E klinieke is een instellienge wo da zieke menschn verzorgd wordn, of wo dat 'er professionele gezoundeidszorg gegeevn wordt.
physical-object;['piere'];E piere is e vastn dyk die vanof de kust en ende in de zêe lopt.
physical-object;['cello'];De cello is e snoarinstrument van de violefamilie die bestoat uyt de viole, d' altviole en de cello.
physical-object;['remorke', 'remork'];E remorke es e karre met twee of meer wieln an voe achter nen auto, een autobus of ê tracteur t'angn.
physical-object;['tring'];E tring is e reke voertuugn die a mekoar gekoppeld zyn.
physical-object;['rakel', 'roakel'];Een rakel of reefe is ee stik tuungereedschap da gebruikt kan wordn voer een dêel van den hof dat al grof effn ligt fynder nog meer 't effenn.
physical-object;['sletse', 'sluffer', 'sloef', 'sliffer'];E sluffer, slis, slyfer of savatte is schoeisel voe binn.
physical-object;['sletse', 'sluffer', 'sloef', 'sliffer'];E sletse is e sôorte schoeisel da j' makkelik uut en an ku doen.
physical-object;['moor'];Ne moor is e sôorte van kookketel.
physical-object;['toespelle'];Een toespelle of sluutspelle is een dienk voe twi stîkkn stoffe an mekoar vaste te makn.
physical-object;['oopnboar vervoer', 'openboar vervoer'];Oopnboar vervoer is persôonsvervoer dat oopnboar toeganklik is.
physical-object;['pilaster'];Ne pilaster es en platte of holfrounde piloare of zule mèi kapiteel en voetstuk da en bitje, noois meer dan 'n hèilt, uut ne meur spriengt.
physical-object;['tabouret'];E tabouret is e meubel vor ip te zittn.
physical-object;['klarinette'];E klarinette is e bloasinstrument da volt ounder de outbloazers.
physical-object;['saxofong', 'saxofonne'];De saxofong of saxofonne is e bloasinstrument dat uutgevondn is deur Adolphe Sax en da gerekend wordt by d' houtbloazers.
physical-object;['moundmuzik', 'mondmuziek', 'moendmuziek', 'moendstik', 'mondmuzik'];E mondmuzik is e muziekinstrument die qua tôonvorminge enorm trekt up de trekzak.
physical-object;['puppe'];E puppe is e sôorte speelgoed.
physical-object;['piano'];E piano es e grôot spellement woarip daj muzyk kut speeln.
physical-object;['arcade', 'galery'];En arcade es e boge da gedreegn es deur twee zuuln.
physical-object;['torre'];E torre is een oog gebouw da boovn d'andre gebouwn uutstikt.
physical-object;['karyatide'];E karyatide is e beeld van e vrouwefigeure die gebruukt wordt vor oundersteunienge in de bouwkunst, in de plekke van e piloare.
physical-object;['viertorre'];E viertorre is e torre die dient vo 's nachts of os 't stormt ip belangryke of gevoarlike puntn an scheepn de weg te toogn deur luchtsignoaln.
physical-object;['fronton', 'frontong'];Een fronton es et driehoekig stik an 'n boovnkant van façoades.
physical-object;['buus', 'autobus', 'ottobuus', 'ottobuus/'];Nen autobus is e motorvoertuug en oopnboar vervoermiddel woa da je mêer of acht menschn in kut vervoern.
physical-object;['trekteur', 'tracteur'];Nen trekteur of tracteur is een voertuug geconstrueerd vo 't werk in de landbouw te verlichtn.
physical-object;['kobbenette'];E kobbenette es e nette die deur kobbn wierd gemakt voun vliegn en aar fernient te vangn.
physical-object;['harmonium'];Ne harmonium, tredorgel of tertorgel is e muziekinstrument die gereeknd wordt tot de orgels.
physical-object;['vliegpling', 'vliegplein', 'vliegpleine', 'vliegveld'];E vliegpling of de vliegpleine is e plekke woa da vliegers kunn ipstygn en landn.
physical-object;['louvre'];De Louvre is e museum in Parys.
physical-object;['speelbucht', 'speelgoed'];Speelbucht is tuug da gebruukt wordt vo mee te speeln.
physical-object;['basilicoale kerke'];En basilicoale kerke es e religieus gebouw woavan dat et groundplan gebaseerd es up da van en Romeinse basilica.
physical-object;['bylle', 'appe', 'byle'];E byle of een appe is e zwoar stik alloam met een scherpe snee da gebruukt is vo te kappn.
physical-object;['bustel'];E bustel is e dienk voun te voagn of te kuuschn.
physical-object;['alloam', 'aloam', 'alaam'];Aloam of alaam is de noame vor instrumentn die uutgevoundn zyn en gebruukt wordn vo 't werk gemakkelikker te moakn.
physical-object;['muziekinstrument'];E muziekinstrument is e vôorwerp, gelyk ut wuk materioal, bedoeld om muziek te moakn.
physical-object;['seule', 'ketel', 'sulle'];E seule, 'n êemer, nen oaker of ne ketel is en opslagvat, dat is lik en tunne, mor zounder ulle.
physical-object;['outbloazers', 'houtbloazers'];De outbloazers zyn e groep van instrumentn bin 't klassieke orkest.
physical-object;['schoeisel'];Schoeisel is de algemêne benaminge vo voetbeklêdinge.
physical-object;['kerkgebouw'];E kerke is e gebouw woa dan der by de christenen messn deuregoan.
