abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
physical-object;['시장', '공설 시장', '공설시장', '도매 시장', '도매시장', '상설 시장', '상설시장', '소매 시장', '소매시장', '장마당', '장터', '재래 시장', '재래시장', '장'];물건이나 가축 등을 판매하는 장소
physical-object;['장난감', '완구', '토이', '놀음감', '놀이감', '놀잇감'];가지고 놀 수 있는 대상
physical-object;['바실리카', '공회당', 'basilican'];예배를 위한 건물
physical-object;['아이코노스코프', '송상기'];초기 텔레비전 카메라에 사용된 최초의 비디오 카메라 튜브
physical-object;['발전소', '동력 장치', '생성 역'];전기를 생산하는 시설
physical-object;['라이덴병', '라이덴 병', '라이든 병'];정전기를 축적하는 축전기
physical-object;['요트', '요트 경주'];레저용 선박
physical-object;['필기구', '필기 도구', '구현 쓰기'];쓰기에 사용되는 물건
physical-object;['노', '나래'];물살을 저어 배를 앞으로 나아가게 하는, 긴 나무로 만든 도구
physical-object;['아쿼버스', '아르케부스', '아케부스', '아퀘버스', '아퀘부스', '아퀴버스', '하켄부크세', '하쿼버스', '화승총', 'arquebusier', 'caliver', 'hagbut', '화 숭총'];머스킷이 개발되기 전 사용된 원시적 전장총.
physical-object;['목사관', '교구 목사의', '교구 목사의 직'];한 명 또는 디수의 사제나 종교 지도자의 거주지
physical-object;['지하철', '고속 도시 철도', '도시 고속 철도', '도시 철도 망', '도시 철도 시스템', '도시 철도 체계', '도시 철도망', '도시철도 망', '도시철도 시스템', '도시철도 체계', '도시철도망', '메트로', '서브웨이', '전철', '지하철 망', '지하철 시스템', '지하철 체계', '지하철망', '지하 철도', '지하철도', '급속한 교통 시스템입니다', '빠른 교통', '질량 빠른 교통'];지하에 부설된 철로를 통해 승객을 나르는 도시철도
physical-object;['소방차', '불자동차', '직원이되고 싶어하는'];화재 진압을 목적으로 만들어진 특수한 자동차
physical-object;['갑옷', '갑주', '장갑', '가죽갑옷', 'cataphract', '갑옷의 양복을', '메일의 코트'];무기로부터 피해를 막고자 입는 옷
physical-object;['장미꽃 무늬 창', '장미 창', '장미꽃무늬창'];원형 창에 적용되는 총칭적인 용어로 자주 사용되지만, 특히 고딕 건축 양식의 교회들의 건축물에 사용되고 중간 문설주와 트레이서리의 조각들로 세분화 되는 양식이다.
physical-object;['장미꽃 무늬 창', '장미 창', '장미꽃무늬창'];원형 창에 적용되는 총칭적인 용어로 자주 사용되지만, 특히 고딕 건축 양식의 교회들의 건축물에 사용되고 중간 문설주와 트레이서리의 조각들로 세분화 되는 양식이다.
physical-object;['스타킹', '여성 스타킹', '하루살이 양말', '하루살이양말', '양말'];발에서 다리를 거쳐 무릎 또는 그 위 부분을 감싸는 양말류
physical-object;['빌라', 'villa', '별장', '별서', '별업'];교외의 경치 좋은 곳에 마련한 집
physical-object;['방화벽'];화재의 확산을 막기 위해 설계된 벽
physical-object;['송곳', '나사 오거', '송곳으로 구멍을 뚫다'];도구
physical-object;['볼펜', '원주필', '볼포인트 펜', 'ballpen', '바이로', '볼펜 펜'];심 끝에 달린 금속구에 잉크가 분비되는 펜
physical-object;['전위계'];위키미디어 동음이의어 문서
physical-object;['뉴스 미디어', '언론 매체 목록', '언론 매체', '뉴스 매체', '뉴스미디어', '언론 기관', '언론기관', '언론매체', '언론사'];신문, 방송, 출판, 통신사 등의 총칭.
physical-object;['궁전', '궁궐', '왕궁', '궁', '궐', '대궐', '대전', '어전', '전당', '호화로운'];왕과 왕실이 거주하던 공간
physical-object;['정규 음반', '음반', '앨범', '스튜디오 앨범', '스튜디오 음반', '스튜디오앨범', '스튜디오음반', '음악 앨범', '정규 앨범', '정규앨범', '정규음반', '음악앨범', 'lp 앨범', '녹음실 앨범', '녹음실 음반', '디지털 앨범', '레코드 앨범', '뮤직 앨범', '오디오 앨범', '오리지날 앨범', '오리지널 앨범', '데뷔 앨범', '앨범입니다', '음악 앨범입니다'];보통 10곡 이상이 실리는 음반의 형태
physical-object;['정규 음반', '음반', '앨범', '스튜디오 앨범', '스튜디오 음반', '스튜디오앨범', '스튜디오음반', '음악 앨범', '정규 앨범', '정규앨범', '정규음반', '음악앨범', 'lp 앨범', '녹음실 앨범', '녹음실 음반', '디지털 앨범', '레코드 앨범', '뮤직 앨범', '오디오 앨범', '오리지날 앨범', '오리지널 앨범', '데뷔 앨범', '앨범입니다', '음악 앨범입니다'];음악의 모음
physical-object;['점프 수트', '낙하복', '점프 슈트', '점프수트', '점프슈트', '죄수복'];바지와 상의가 일체화 되어있는 의복
physical-object;['유채', '오일 페인트'];기름으로 갠 물감을 사용한 그림
physical-object;['bb탄 총', 'bb탄', '총', 'bb 총'];BB탄을 사용하는 공기총
physical-object;['닻', '지상 태클'];배를 한 곳에 머물도록 하기 위해 물의 밑바닥과 배를 줄을 연결하는 장치
physical-object;['공항 터미널', 'terminal', '공항터미널', '에어 터미널', '에어포트 터미널'];공항에서 사람이 항공기에 타고 내릴 수 있는 공간
physical-object;['버스 터미널', '정류장', '터미널', '고속터미널', '버스 터미날', '고속 터미날', '고속 터미널', '고속터미날', '버스터미날', '버스터미널', '버스 기지', '코치 역'];시설물. 버스 정류장 보다 크다. 도시와 도시 사이를 오가는 버스가 승객들을 태우거나 내리게 하는 장소이다.
physical-object;['타이츠', '타이즈'];허리부터 발까지 착 달라붙는 스타킹 모양의 긴 바지
physical-object;['통기타', '어쿠스틱 기타', '포크 기타', '포크기타', '통 기타', '어코 스틱 기타'];기타의 한 종류로, 금속 줄을 사용한다. 클래식 기타와 구별하여 포크 기타라고도 하지만 주로 통기타로 통용된다.
physical-object;['내진', '가대'];위키미디어 동음이의어 문서
physical-object;['신랑', '네이브', '중랑', '바퀴통'];회중석으로 이용되는 교회당 중앙부
physical-object;['바이올린', '피들', '바이올리니스트', '바이올린 연주자', '피들러', '제금', 'fiddlers', 'fiddles', '바이올린을 켜다', '조롱'];완전 5도로 조율하는 현이 넷인 찰현악기
physical-object;['플랜지'];위키미디어 동음이의어 문서
physical-object;['한외현미경', '한외 현미경', 'ultramicroscope', '어두운 필드 현미경'];고해상도 현미경의 일종
physical-object;['그릇', '콘테이너', '용기', '컨테이너'];뭔가를 담을 수 있도록 속이 비어있는 것
physical-object;['철도역', '역', '기차역', '기차 정거장', '철도 정거장', '정차장', '철도의 종착역', '화물역', '철도 터미널', '정거장', '기차역입니다', '중단했다', '철도 역', '철도 정류장입니다', '철도 중단'];기차가 어떠한 목적으로 잠시 정차하는 곳
physical-object;['수목원', '식물원', '樹木園'];나무들의 관찰과 연구를 위해 서식지를 재현하고 기르는 곳
physical-object;['촛대'];초를 꽂기 위한 기구
physical-object;['브래지어', '브라', '브라자', '가슴띠', '부라', '부라자', '부라쟈', '브라쟈', '브래이지어', '브레지어', '젖싸개', '머리띠', '여자의 머리에 감는 가느 다란 리본'];유방을 가리고 지탱해 주는 옷의 한 형태
physical-region;['가공 전차선', '가공가선', '가공전차선', '전차선', '쇠사슬 모양'];카터너리식 전주, 콘크리트 전주에 브라켓 등에 의해 지지되는 전기설비
plan;['섭생'];위키미디어 동음이의어 문서
political-geographic-object;['루마니아', '로마니아', '로므니아', '루마니아 공화국', 'roumania'];발칸 반도 북동쪽에 위치한 나라
political-geographic-object;['브롱크스', 'bronx', '브롱스', '더 브롱스', '더 브롱크스', '브롱스 카운티', '브롱스군', '브롱크스 구', '브롱크스 군', '브롱크스군'];미국 뉴욕주 뉴욕의 5개 자치구 중 하나
political-geographic-object;['교토시', '교토 시', '교또 시', '쿄토 시', '경도시', '교토'];일본 교토에 위치한 정령 지정 도시. 부청 소재지
political-geographic-object;['뤄양', '낙양', '뤄양시', '뤄양 시', 'luoyang', '낙읍', '낙양시', 'loyang'];중국 하남성의 도시
political-geographic-object;['worcester'];성씨 (Worcester)
political-geographic-object;['하르키우', '카르키프', '카리프', '하르코프', '하리코프', '카르코프', '카르키브', '카리코프', '하르키브', '하르키프', '하리꼬브', 'kharkov', '하르 키우'];우크라이나 북동부의 도시
political-geographic-object;['부산', '부산광역시', 'pusan-gwangyŏksi', '釜山', '釜山廣域市', 'busán', '부산시', '부산 광역시', '부산부', '부산직할시'];대한민국의 광역시 중 하나
political-geographic-object;['로스앤젤레스', '로스엔젤레스', '엘에이', 'l. a.', 'l.a.', '로스 앤젤레스', 'la', 'l. a', 'l.a', '로스 앤절러스', '로스 앤젤리스', '로스 엔절러스', '로스 엔젤레스', '로스 엔젤리스', '로스안젤러스', '로스안젤레스', '로스앙헬레스', '로스앤절러스', '로스앤젤러스', '로스앤젤레스 시', '로스앤젤리스', '로스엔젤러스', '로스엔젤리스', '천사의 도시'];미국 캘리포니아주 남부에 위치한 도시
political-geographic-object;['후쿠오카시', 'fukuoka', '후쿠오카', '후꾸오까', '복강시'];일본국 후쿠오카 현의 현청 소재지
political-geographic-object;['브로츠와프', '브레슬라우', '브레스라우', '브로츨라프', '브로클라우', 'breslau'];폴란드 돌니실롱스크 주의 도시
political-geographic-object;['아부다비', 'abú dhabí', '아부 다비', '아랍 에미리트의 수도'];아랍에미리트의 수도
political-geographic-object;['조선', '조선민주주의인민공화국', '북조선', '북한', '조선 민주주의 인민 공화국', '공화국', 'd.p.r.k', 'd.p.r.k.', 'dprk', '朝鮮民主主義人民共和國', '김씨 조선', '노스 코리아', '노스코리아', '북조선인민공화국', '북한국', '사회주의 조선', '사회주의조선', '조선 민주주의 인민공화국', '조선 인민 민주주의 공화국', '조선민주주의 인민공화국', '주체조선', '조선 인민 공화국', '한국의 민주주의 인민 공화국'];동아시아 한반도에 북측 국가.
political-geographic-object;['노르웨이', '나위', '노레그', '노르게', '노르게 왕국', '노르웨이 왕국', '노르웨이왕국', '락위', 'noreg', '노르', '노르웨이의 왕국'];북유럽에 위치한 나라
political-geographic-object;['네덜란드', '네델란드', '유럽 네덜란드', '네덜란트', '네덜랜드', '네데를란드', '네데를란트', '화란', '네덜란드의 왕국'];서유럽에 위치한 국가
political-geographic-object;['레소토', '바수톨란드', '레소토 왕국', 'basutoland'];남아프리카에 위치한 국가
political-geographic-object;['일본', '일본국', '닛폰', '닛폰코쿠', '일본 군주국', '일본군주국'];동아시아 섬 본토으로 일본의 현 국가입니다.
political-geographic-object;['행정 구역', '나라의 행정 구역', '국가의 행정 구역', '국가의 행정구역', '나라의 행정구역', '한 국가의 행정 구역', '한 국가의 행정구역', '한 나라의 행정 구역', '한 나라의 행정구역', '행정 구획', '행정구역', '행정구획', 'subnational', '영토 분할', '행정 부서'];행정기관의 권한이 미치는 범위의 일정한 구역.
political-geographic-object;['빈민굴', '슬럼', '빈민가', '도시 빈민가', '빈민촌', '슬럼가', '슬럼 지역'];쇠락한 도시로 인식되는 도시내 고밀도 주거 지역
political-geographic-object;['잉글랜드', '영국', '영길리', '영란', '잉글런드'];영국의 4개 지역 중 하나.
political-geographic-object;['북아일랜드', '북 아일랜드', '노던 아일랜드', '노던아일랜드'];영국의 4개 지방 중 하나
political-geographic-object;['스위스', '스위스 연방', 'ch', '쉬스', '슈바이츠', '스비즈라', '스비체라', '스위스연방', '콘페더라치오 헬베티카', '헬베티아 연방', '헬베티카 연방', 'schweiz', 'svizzera'];중유럽에 위치한 나라
political-geographic-object;['아랍에미리트', '아랍에미리트 연합', 'uae', '아랍 에미리트 연방', 'u.a.e.', '아랍 번왕국 연합', '아랍 에미리트', '아랍 에미리트 연합', '아랍 에미리트 연합국', '아랍 추장국', '아랍 토후국', '아랍 토후국 연방', '아랍에미레이트', '아랍에미리트 연방', '아랍에미리트 연합국', '아랍에미리트연방', '아랍추장국', '아랍토후국'];남아시아의 국가
political-geographic-object;['소련', '소비에트 사회주의 공화국 연방', '소비에트 연방', 'cccp', 'sssr', 'ussr', 'ссср', '소련 연방', '소련 점령하 만주', '소비에트 련방', '소비에트 사회주의 공화국 동맹', '소비에트 사회주의 연방 공화국', '소비에트 사회주의 연방공화국', '소비에트 사회주의 연방국', '소비에트 연방 사회주의 공화국', '소비에트 연방국', '소비에트사회주의공화국연방', '소비에트사회주의연방공화국', '소비에트연방', '소연방', '쏘련', '쏘베트 사회주의 공화국 련맹', '쏘베트사회주의공화국련맹', '쏘비에트 련방', '쏘비에트련방', '자치 소비에트 사회주의 공화국', '구소련', '소련 사회주의 공화국의 연합'];유라시아에 존재했던 국가
political-geographic-object;['삿포로', '삿포로시', '삿포로 시', 'sapporo', '삽뽀로', '삽뽀로 시', '삿뽀로', '삽포로', '찰황', '찰황시'];일본 홋카이도의 도시. 정령 지정 도시
political-geographic-object;['모로코', '모로코 왕국', '마그리브 왕국', '마로끄', '마로크', '알마그리브', 'maroc', 'marruecos', '알 - magrib'];아프리카의 서북쪽에 있는 국가
political-geographic-object;['영국', '연합 왕국', '그레이트브리튼 북아일랜드 연합왕국', '대브리튼 연합 왕국', '그레이트브리튼 북아일랜드 연합 왕국', 'ukogbani', 'united kingdom', 'united kingdom of great britain and northern ireland', '그레이트 브리튼 및 북아일랜드 연합 왕국', '그레이트 브리튼 북아일랜드 연합 왕국', '그레이트 브리튼 북아일랜드 연합왕국', '대브리텐 및 북아일랜드 련합왕국', '대브리튼 및 북아일랜드 연합 왕국', '대브리튼 북아일랜드 연합 왕국', '대영 연합왕국', '영연합왕국', '유나이티드 킹덤', '유나이티드킹덤', 'uk', '영국의', '영국의 영국과 북 아일랜드'];서유럽의 국가
political-geographic-object;['스페인', '에스파냐', '서반아', '스페인 왕국', '스페인령', '스페인왕국', '에스빠냐', '에스파냐 왕국', '에스파니아', '스페인의 왕국'];남서부유럽에 위치한 입헌군주국
political-geographic-object;['벨라루스', '벨로루시', '백러시아', '베라루스', '벨라루스 공화국', '벨로루시 공화국', '벨라루시', '벨라루씨', '벨로러시아', '벨로루시야', 'belorussia', 'byelarus', 'byelorussia', '백 러시아'];동유럽에 있는 내륙국
political-geographic-object;['몽골', '몽골 인민공화국', '외몽골', '몽골 인민 공화국', '몽고', '몽고 인민 공화국', '몽고 인민공화국', '몽고인민공화국', '몽골인민공화국', '몽고국', '몽골 공화국', '몽골 울스', '몽골공화국', '몽골국', '몽골리아', '몽골울스', '외부 몽골'];고비 사막에 걸친 내륙국
political-geographic-object;['도시', '메트로폴리스', '시내', '광역권', '대도시', '시', '장', '지역', '도시 센터', '도심'];거대 도시(巨大都市)를 의미한다
political-geographic-object;['톈진시', '톈진 시', '천진', '천진시', '톈진', '톈진 직할시', '톈진직할시', "t'ien - 칭"];중화인민공화국의 직할시
political-geographic-object;['일리노이주', '일리노이 주', 'illinóis', '일리노이', '일리노이스', '일리노이스 주', 'il', '링컨의 나라', '프레리 주'];미국 중서부의 주
political-geographic-object;['미시간주', '미시간 주', 'michigan', '미시간', '미시건', '미시건 주', '미시건주', '오대호 주', '울버린 주'];미국의 주
political-geographic-object;['네브래스카주', '네브래스카 주', '네브라스카', 'nebraska', '내브래스카 주', '네바라스카', '네브라스카 주', '네브라스카주', '네브래스카', 'cornhusker 주'];미국 대평원에 있는 주
political-geographic-object;['벨기에', '벨기에 왕국', '벨기에왕국', '백이의', '벨기엔', '벨지끄', '벨지움', '벨지크', '벨히어', '벨히에', 'belgique'];서유럽에 위치한 국가
political-geographic-object;['통가', '통가 왕국', '통가 제도', '통가왕국', '프렌들리 제도', '친절한 제도'];위키미디어 목록 항목
political-geographic-object;['아프가니스탄', '아프가니스탄 이슬람국', '아프간', '아프가니스탄 이슬람 공화국', '아프가니스탄 회교 공화국', '아프가니스탄이슬람국', '아프카니스탄', '아프가니스탄의 이슬람 주'];중앙아시아의 국가
political-geographic-object;['라오스', '라오스 인민 민주주의 공화국', '라오 인민 민주 공화국', '라오스 인민 민주 공화국', '라오스 인민민주공화국', '라오스 인민민주주의공화국', '라오스의 농업', '라오인민민주공화국'];동남아시아 인도차이나 반도에 있는 국가
political-geographic-object;['코네티컷주', '코네티컷 주', 'connecticut', '커네티컷', '커네티컷 주', '커네티컷주', '커넥티컷', '커넥티컷 주', '커넥티컷주', '코네티컷', '코넥티컷', '코넥티컷 주', '코넥티컷주', '콘넥티커트', '콘넥티커트 주', '육두구 주', '헌법 주'];미국 뉴잉글랜드 지역의 주이다.
political-geographic-object;['쓰촨 성', '쓰촨성', '사천', '쓰촨', '사천성', '사천 성', '스촨성'];중화인민공화국 서부 내륙 지방에 있는 성
political-geographic-object;['코나크리', 'conakry', '꼬나크리', 'konakri', '기니의 수도', '코나 크리'];기니의 수도
political-geographic-object;['뉴캐슬어폰타인', 'newcastle upon tyne', '뉴캐슬 어폰 타인', '뉴캐슬', '뉴캐슬 -시 - tyne'];잉글랜드 북부의 도시
political-geographic-object;['캐스트리스', 'castries'];세인트루시아의 수도
political-geographic-object;['카탈루냐', '카탈루냐 지방', '카탈로니아', '까딸로니아', '까딸루냐', '까딸루냐 지방', '까탈루냐', '카탈루냐주', '카탈루니아'];스페인의 자치 지방 중 하나
political-geographic-object;['몰리세주', '몰리세 주', 'molise', '몰리세', '몰리 세'];이탈리아 중부에 있는 주이다.
political-geographic-object;['투르크메니스탄', '투르크멘', '뚜르크메니스딴', '투르코마니아', '투르크메니스탄 공화국', '투르크메니아', '튀르크메니스탄', 'turkmenia', 'turkomen', '투르크 메니스탄'];중앙아시아에 있는 공화국
political-geographic-object;['조지아', '그루지야', '그루지아', '게오르기아', '그루지야 공화국', '사카르트벨로', '사카트르벨로', '조지아 공화국', '조지아국', 'sakartvelo'];동유럽에 위치한 국가
political-geographic-object;['잠비아', '북로디지아', '잠비아 공화국', 'zmb', '북 로디지아'];남아프리카의 국가
political-geographic-object;['코스타리카', '코스타리카 공화국', '코스타 리카', '꼬스따 리까', '꼬스따리까'];중앙아메리카의 국가
political-geographic-object;['헝가리', '마쟈르', '헝가리 공화국', '마자로르사그', '마자르', '마자르 공화국', '마쟈르 공화국', '머저로르사그', '머저르', '머저르 공화국', '머저르 쾨즈타르셔사그', '운가른', '웽그리아', '웽그리야', '흉아리', 'magyarorszag'];중앙유럽에 위치한 내륙국
political-geographic-object;['폴란드', '뽈스까', '뽈스카', '폴란드 공화국', '폴란드 제3공화국', '폴랜드', '폴런드', '폴스카', '폴스카 공화국', 'polska', '폴란드의 공화국'];중앙유럽에 위치한 국가
political-geographic-object;['탄자니아', '탄자니아 연합 공화국', '탄자니아 연합공화국', '탄자니아 합중국'];동아프리카의 나라
political-geographic-object;['소말리아', '소말리아 연방공화국'];동아프리카의 소말리아 반도에 있는 공화국
political-geographic-object;['베트남', '월남', '윁남', '베트남 사회주의 공화국', '공화 사회주의 비엣남', '공화사회주의월남', '공화사회주의윁남', '베트남사회주의공화국', '비에트남', '비엣남', '비엣남 사회주의 공화국', '비엩남', '월남 사회주의 공화국', '월남 사회주의공화국', '월남사회주의공화국', '윁남사회주의공화국', 'annam'];동남아시아의 한 나라
political-geographic-object;['리비아', '리비아 공화국', '리비아국', '리비야', '사회주의 인민 리비아 아랍 자마 히 리야'];북아프리카에 위치한 국가
political-geographic-object;['독일 민주 공화국', '동독', '도이치 민주 공화국', '도이칠란트 민주 공화국', '독일 민주공화국', '독일민주공화국', '동독일', '동부 독일'];유럽의 옛 공산주의 국가
political-geographic-object;['독일', '도이칠란트', '독일연방공화국', '덕국', '도이체', '도이췰란드', '도이췰란트', '도이치 연방 공화국', '도이칠란드', '도이칠란드 연방 공화국', '도이칠란트 연방 공화국', '도이칠란트 연방공화국', '독일 연방 공화국', '독일 연방공화국', 'frg'];서유럽에 있는 나라
political-geographic-object;['수단', 'sudan', '수단 공화국', '북수단'];아프리카 북동부에 있는 나라이다. 아랍어로 "흑인들의 땅(빌라드 앗수단)"을 뜻한다.
political-geographic-object;['수리남', '수리남 공화국', '수리나메', '쉬리나머', '쉬리나메', '네덜란드 기아나'];남아프라카의 나라 중 하나
political-geographic-object;['베네수엘라', '베네주엘라', '베네수엘라 공화국', '베네수엘라 볼리바르 공화국', '볼리바르 베네수엘라', '볼리바르 베네수엘라 공화국'];남아메리카에 있는 나라
political-geographic-object;['인도', '인도 공화국', '인디아', '바라트', '바라트 공화국', '인도 연방', '인도 중부', '인도공화국', '인디아 공화국', '천축', 'bharat', '인도의 공화국'];남아시아에 있는 나라
political-geographic-object;['인도네시아', '네덜란드령 동인도', '네덜란드령 동인도 제도', '네덜란드령 인도', '인니', '인도네시아 공화국', '인도네시아의 농업', '인도네시야', '네덜란드 령 동인도'];동남아시아에 있는 나라
political-geographic-object;['그리스', '그리스 공화국', '그라이키아', '그리이스', '엘라다', '엘라스', '헬라', '헬라스', '헬라스 공화국', '헬레닉 공화국', '희랍', '알마'];유럽의 남부에 위치한 나라
political-geographic-object;['우크라이나', '우끄라이나', '우크라이나 공화국', 'ukrayina'];동유럽의 국가
political-geographic-object;['대한민국', '한국', '남조선', '남한', '코리아', '조선', '우리나라', '대한', 'south korea', '大韓民國', '남한국', '대한 민국', '리퍼브릭 오브 코리아', '리퍼블릭 오브 코리아', '사우스 코리아', '사우스코리아', '신한국', '조선민국'];동아시아의 국가
political-geographic-object;['가나', '영국령 골드코스트', '가나 공화국', '아프리카 서부의 공화국'];서아프리카의 공화국
political-geographic-object;['가봉', 'gabon', '가봉 공화국', 'gabonese 공화국', 'gabun'];아프리카 중서부에 있는 나라
political-geographic-object;['프랑스', '불란서', '프랑스 공화국', '법국'];서유럽에 있는 나라
political-geographic-object;['에콰도르', '에콰도르 공화국', '에꽈도르', '에꾸아도르', '에쿠아도르'];은 남아메리카 북서부에 있는 나라이다
political-geographic-object;['아일랜드', '아일랜드 공화국', '아일랜드섬', '아이얼랜드', '아일랜드공화국', '에이레', '아일란드', '애란', '에이레 공화국', '에이레 섬', 'eire'];유럽의 북서쪽 나라
political-geographic-object;['마다가스카르', '마다카스카르', '마다가스카르 공화국', '말라가시', '말라가시 공화국'];아프리카 동쪽에 있는 공화국이다.
political-geographic-object;['파나마시티', '파나마 시', '빠나마 시', '시우다드 데 파나마', '시우다드데파나마', '파나마', '파나마 시티', '파나마시', '파나마 수도', '파나마의 수도'];파나마의 수도
political-geographic-object;['필리핀', '필리핀 공화국', '비률빈', '비율빈', '필리피나스', '필리핀 군도', '필리핀 제도', '필리핀스', '필리핀의 농업'];동남아시아의 군도로 이루어진 공화국
political-geographic-object;['제노바', '제노아', '게누아'];이탈리아의 북부에 있는 지중해의 항구 도시이다.
political-geographic-object;['블라디보스토크', '해삼시', '해삼위', 'vladivostok', '블라디', '블라디보스톡', '블라디보스톡 시', '블라지보스또크', '울라지보스또크'];러시아 프리모르스키 지방에 위치한 도시
political-geographic-object;['수도', '도읍'];국가의 정치, 행정 중심이 되는 도시
political-geographic-object;['리히텐슈타인', '리히텐슈타인 공국', '리히텐슈타인 대공국', '리히텐슈타인 후국', '리히텐슈타인공국', '리히텐슈타인의 공국'];유럽에 위치한 국가
political-geographic-object;['안도라', '안도라 공국', '안도라공국', '안도라의 공국'];유럽의 스페인과 프랑스 사이에 있는 공국
political-geographic-object;['오리건주', '오리건 주', 'orégon', '오레곤', '오레건', '오레건 주', '오레건주', '오레곤 주', '오레곤주', '오리건', '오리곤', '오리곤 주', '오리곤주', '비버 주'];미국 서북부에 자리한 주
political-geographic-object;['빅토리아주', '빅토리아', 'victoria'];오스트레일리아 남동부에 있는 주(州)이며, 본토에 있는 주 중 가장 작은 주이다.
political-geographic-object;['뉴멕시코주', '뉴멕시코 주', '뉴 멕시코', '뉴 멕시코 주', '뉴 멕시코주', '뉴맥시코 주', '뉴멕시코', '마법 부여의 나라'];미국 남서부의 주
political-geographic-object;['하와이', '하와이주', '하와이 주', '알로하 스테이트'];미국의 하와이제도에 자리한 주
political-geographic-object;['하원 의원 선거구', '의회 지역'];위키미디어 목록 항목
political-geographic-object;['구', '지구', '영토', '디스트릭트', '일반구', '행정구', '땅', '바닥', '영토 통치'];몇몇 국가에서 사용하는 행정 구역 단위
political-geographic-object;['다마스쿠스', '디마슈크', '앗샴', '다마섹', '다마스커스', '다마스코', '다메섹', '디마스끄', 'dimash', '시리아의 수도'];시리아의 수도
political-geographic-object;['페르세폴리스', 'persépolis'];2007년 영화
political-geographic-object;['요르단', '요르단 왕국', '요르단 하심 왕국', '우르둔', '요르단의 hashemite 왕국'];중동에 있는 입헌 군주국
political-geographic-object;['티베트', '티베트 자치구', '시짱', '티벳', '서장', '서장 자치구', '서장자치구', '시짱 자치구', '시짱 티베트 자치구', '시짱자치구', '티베트자치구', '티벳 자치구', 'sitsang', 'thibet'];아시아에 위치한 고원 지역
political-geographic-object;['바티칸 시국', '바티칸', '바티칸 시', '바티칸시티', '바티칸 시티', '교황령', 'vatican city', '바띠깐', '바띠깐 시국', '바티칸 시국의 로마 가톨릭교회', '바티칸시', '바티칸시국', '바티칸인', 'citta 델 vaticano'];남부 유럽의 가톨릭 신정 국가
political-geographic-object;['피지', '피지 공화국', '피지 제도 공화국', '피지 섬'];오세아니아에 위치한 나라
political-geographic-object;['세인트빈센트 그레나딘', '세인트 빈센트 그레나딘', '세인트빈센트그레나딘'];카리브 해에 있는 섬나라이다.
political-geographic-object;['키리바시', '키리바티', 'kiribati', '키리바시 공화국', '키리바스', '키리바티 공화국'];오세아니아에 있는 섬 나라이다. 수도는 사우스타라와이다.
political-geographic-object;['아이슬란드', '아이슬란드 공화국', '아이스란드', '아이스랜드', '아이슬란드공화국', '아이슬랜드', '이슬란드'];북대서양의 섬나라
political-geographic-object;['리스본', '리스보아', '리스 보아', '포르투갈의 수도'];포르투갈의 수도
political-geographic-object;['아바나', '하바나', '라 아바나', '라 하바나', '라아바나', '라하바나', '산 크리스토발 데 라 아바나', '쿠바 수도', '쿠바의 수도'];쿠바의 수도
political-geographic-object;['프라하', '쁘라하', '프라그', '프라하 시', 'prag', '체코어 자본'];체코의 수도
political-geographic-object;['누악쇼트', 'nouakchott', '누악쇼뜨', '누악 쇼트'];모리타니의 수도
political-geographic-object;['평양직할시', '평양', '평양시', '평양부', '류경', '혁명의 수도', '평양 직할시', '평양특별시', '북한의 수도'];조선민주주의인민공화국(북한)의 수도.
political-geographic-object;['베이징시', '베이징', '북경', '베이핑', '북경시', '북평', '북평시', '연경', '베이징 직할시', '베이징직할시', '북경 시', '페킹', 'peiping', '레드 중국의 수도'];중화인민공화국의 수도
political-geographic-object;['태국', '타이', '타이 왕국', '쁘라텟 타이', '쁘라텟타이', '사이암', '섬라', '타이랜드', '타이의 농업', '타일랜드', '프라텟 타이', '프라텟타이', '시암', '태국의 왕국'];동남아시아의 나라.
political-geographic-object;['에티오피아', '이디오피아', '에티오피아 연방 민주 공화국', '아비시니아', '에디오피아', '에티오피아 연방민주공화국', '이티오피아', 'yaltopya', '아비시 니아'];동북 아프리카의 국가
political-geographic-object;['베냉', '다호메이 왕국', '베넹', '베닌', '베냉 공화국', '배냉', '베닝', '다오 메이'];아프리카 서부의 나라
political-geographic-object;['베냉', '다호메이 왕국', '베넹', '베닌', '베냉 공화국', '배냉', '베닝', '다오 메이'];과거에 아프리카 서부에 있었던 나라
political-geographic-object;['러시아 소비에트 연방 사회주의 공화국', 'rsfsr', 'рсфср', '러시아 sfsr', '러시아 소비에트 사회주의 연방 공화국', '러시아 소비에트 사회주의 연방공화국', '러시아소비에트사회주의연방공화국', '러시아소비에트연방사회주의공화국', '소비에트 러시아', '러시아어 소비에트 연방 사회주의 공화국', '소련 러시아'];소비에트 연방의 공화국이다.
political-geographic-object;['시카고', 'chicago', '시카고 시', '시카고시', '씨카고', '바람의 도시'];일리노이, 미국의 도시
