abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
parameter;['gia tốc', 'tăng tốc', 'tốc hướng tâm'];Sự biến đổi về độ lớn hoặc hướng của vận tốc theo thời gian
parameter;['tần số cực cao', 'uhf', 'băng tần decimet', 'băng tần đêximét', 'sóng decimet', 'sóng đêximét', 'siêu cao tần', 'tần số siêu cao'];phạm vi 300-3000 MHz của phổ điện từ
parameter;['dị ứng', 'sốc phản vệ', 'rối loạn dị ứng', 'phản ứng dị', 'phản ứng dị ứng'];phản ứng của hệ thống miễn dịch đối với một chất mà hầu hết mọi người dung nạp tốt
parameter;['phản vệ', 'sốc phản vệ', 'phản ứng vệ'];phản ứng dị ứng đe dọa tính mạng
parameter;['bệnh rận mu', 'cua', 'rận mu'];Một căn bệnh do loài rận mu gây ra
parameter;['bí mật', 'quyền bảo vệ đời tư', 'bí mật quân sự', 'quyền riêng tư', 'riêng tư'];Ko cho ai biết tài khoản tôi nha
parameter;['tỷ lệ vàng', 'tỉ lệ vàng', 'tỷ số vàng', 'hình chữ nhật vàng', 'tiêu chuẩn vàng', 'phần vàng', 'vàng', 'vàng phần'];Vẻ đẹp toán học của mẹ tự nhiên
parameter;['tỷ lệ', 'tỉ lệ', 'tỉ số', 'tỷ số'];Tỉ lệ.
parameter;['tốc độ ánh sáng', 'ttốc độ ánh sáng', 'tốc độ ánh sáng trong chân không', 'vận tốc ánh sáng', 'vận tốc ánh sáng trong chân không', 'lightspeed', 'tốc ánh sáng', 'tốc độ của ánh sáng'];Một hằng số vật lý cơ bản rất quan trọng trong nhiều lĩnh vực vật lý
parameter;['tuổi thơ', 'thời thơ ấu'];Độ tuổi từ khi sinh đến tuổi vị thành niên
parameter;['hoàng hôn', 'bình minh', 'chạng vạng', 'chạng vạng tối', 'mặt trời lặn', 'nhá nhem', 'nhá nhem tối', 'chạng vạng', 'crepuscle', 'crepuscule', 'evenfall', 'gloam', 'hoàng hải lý', 'lúc mặt trời lặn', 'lúc thiên văn', 'tối tăm'];Giai đoạn giữa ban ngày và ban đêm cùng với bình minh
parameter;['hertz', 'chu kỳ trên giây', 'hz', 'mhz', 'chu kỳ mỗi giây', 'chu kì', 'chu kì mỗi giây', 'chu kì trên giây', 'chu kỳ', 'gigahertz', 'gigahéc', 'héc', 'khz', 'megahertz', 'thz', 'tê-ra-héc', 'têrahéc', 'chu kỳ / giây', 'cps'];tên gọi cũ của đơn vị tần số hertz
phenomenon;['phản ứng hóa học', 'phản ứng hoá học', 'chuyển hóa', 'hóa học', 'phản ứng'];Quá trình biến đổi từ chất này thành chất khác
phenomenon;['trạng thái vật chất', 'pha vật chất', 'trạng thái của vật chất', 'trạng thái vật lý'];các dạng khác nhau của các pha vật chất
phenomenon;['lưới thức ăn', 'lưỡi thức ăn', 'thực phẩm chu kỳ', 'thực phẩm web', 'web dinh dưỡng'];Một phần của hệ sinh thái
phenomenon;['plasma', 'khí ion hóa', 'nguồn plasma', 'vật lý plasma'];Trạng thái thứ tư của vật chất.
phenomenon;['ánh sáng', 'ánh sáng nhìn thấy', 'ánh nắng', 'ánh đèn', 'sóng ánh sáng', 'có thể nhìn thấy bức xạ', 'nguồn ánh sáng', 'phản chiếu ánh sáng'];Từ phổ thông dùng để chỉ các bức xạ điện từ có bước sóng nằm trong vùng quang phổ nhìn thấy được bằng mắt thường của con người
phenomenon;['tương tác mạnh', 'lực mạnh', 'lực hạt nhân mạnh', 'lực màu', 'lực tương tác mạnh', 'màu lực', 'mạnh mẽ lực lượng', 'mạnh mẽ tương tác'];lực giữ các hạt bên trong hạt nhân nguyên tử
phenomenon;['công suất', 'đơn vị đo công suất'];Đại lượng Vật lý
phenomenon;['swing-by', 'hỗ trợ hấp dẫn', 'trọng lực hỗ trợ', 'súng cao su hấp dẫn'];sử dụng chuyển động tương đối và lực hấp dẫn của một thiên thể khác để thay đổi đường đi và tốc độ của tàu vũ trụ
phenomenon;['lốc xoáy', 'vòi rồng', 'bão táp', 'tornado', 'ống hút khổng lồ', 'cơn lốc xoáy'];Hiện tượng thời tiết cực đoan
phenomenon;['ngủ trưa', 'giấc ngủ trưa', 'nghi trưa'];Một giấc ngủ ban ngày ngắn của người vào giờ nghỉ trưa, thời gian khoảng buổi trưa hoặc đầu giờ chiều
phenomenon;['nấc cụt', 'charles osborne', 'cái nấc', 'nấc cục', 'nấc', 'ách nghịch', 'nấc nục', 'nấc cục', 'singultus', 'trục trặc'];người Mỹ nấc cụt suốt 68 năm liền
phenomenon;['hangul', 'chosongul', "chosŏn'gŭl", 'chữ hangul', 'chữ hàn', 'chữ triều tiên', 'hangeul', 'hangŭl', 'hàn văn'];hệ thống chữ viết cho tiếng Hàn tạo ra bởi vua Sejong Đại đế
phenomenon;['bão tuyết', 'bão tuyết lớn', 'trận bão tuyết', 'tuyết đổ', 'bao tuyết', 'cơn bão mùa đông'];Phân loại của bão tuyết
phenomenon;['vòi rồng nước', 'máng xối', 'vòi rồng'];Hiện tượng thời tiết cực đoan, thực chất là lốc xoáy hình thành, di chuyển trên mặt nước
phenomenon;['bão', 'bão táp', 'bão tố', 'bão gió', 'bạo lực bão', 'cơn bão'];Thiên tai
phenomenon;['điện một chiều', 'một chiều', 'dòng một chiều', 'dòng điện một chiều', 'nguồn một chiều', 'nguồn điện một chiều', 'dc hiện tại', 'dòng điện một chiều', 'dòng điện trực tiếp', 'trực tiếp hiện tại'];dòng chuyển dời đồng hướng của các electron
phenomenon;['sóng vô tuyến', 'sóng radio', 'sóng vô tuyến điện', 'bức xạ vô tuyến', 'phát xạ vô tuyến', 'đài phát thanh bức xạ', 'đài phát thanh sóng'];loại bức xạ điện từ có bước sóng trong quang phổ điện từ dài hơn ánh sáng hồng ngoại
phenomenon;['siêu lạm phát', 'lạm phát xoắn ốc'];Lạm phát cao
phenomenon;['kê gian', 'tình dục hậu môn', 'giao hợp hậu môn', 'giao hợp qua đường hậu môn', 'làm tình qua hậu môn', 'quan hệ tình dục hậu môn', 'tình dục đường hậu môn', 'thô tục', 'anal giao hợp', 'anal sex', 'qua đường hậu môn', 'quan hệ tình dục qua đường hậu môn', 'sự kê gian', 'thâm nhập qua đường hậu môn'];đưa dương vật vào hậu môn hoặc các hoạt động tình dục khác liên quan đến hậu môn
phenomenon;['nguyên phân', 'mitoses', 'phân bào'];một phần của chu kỳ tế bào
phenomenon;['giảm phân', 'meiosis', 'phân bào giảm nhiễm', 'giảm phân chia'];Một hình thức phân bào giảm nhiễm và hình thành giao tử.
phenomenon;['giảm phân', 'meiosis', 'phân bào giảm nhiễm', 'giảm phân chia'];quá trình phân bào giảm nhiễm trong hình thành giao tử
phenomenon;['hiệu ứng doppler', 'hiệu ứng đốp-le', 'xung đốp-lơ', 'doppler shift'];Hiệu ứng vật lý
phenomenon;['thủy điện', 'đập thủy điện', 'thuỷ điện', 'nhà máy thủy điện', 'trạm thủy điện', 'năng lượng thủy điện'];nguồn điện tạo thành từ năng lượng của nước
phenomenon;['năng lượng mặt trời', 'nhà máy điện năng lượng mặt trời'];Ánh sáng bức xạ và nhiệt từ Mặt trời được khai thác bằng cách sử dụng một loạt các công nghệ như sưởi ấm bằng năng lượng mặt trời hay quang điện
phenomenon;['tăng phát', 'tăng lạm phát', 'reflation'];Chính sách tăng tỷ lệ lạm phát
phenomenon;['thủ dâm', 'thủ dâm phuong tien thu dam', 'sự thủ dâm', 'quay tay', 'tự thỏa mãn tình dục', 'xóc lọ', 'sự thủ dâm', 'masturbates'];Là hình thức dùng tay, đồ chơi tình dục vào cơ quan sinh dục tạo khoái cảm
phenomenon;['liếm dương vật', 'bú cặc', 'mút cặc', 'blowjob', 'bj', 'bíu bìu', 'bú buồi', 'bú chim', 'bú cu', 'bú dái', 'liếm buồi', 'liếm cu', 'liếm cặc', 'mút buồi', 'mút chim', 'mút cu', 'mút dương vật', 'ngậm cặc', 'công việc thổi', 'fellatio', 'fellation', 'khi mút'];dùng miệng để để kích thích khoái cảm cho dương vật
phenomenon;['liếm âm hộ', 'cunnilingus', 'bú lồn', 'vét máng', 'liếm lồn', 'lếu lều', 'mút lồn', 'ăn lồn', 'cunnilinctus'];Tình dục bằng miệng trên nữ giới
phenomenon;['mưa đá', 'hạt mưa đá'];Hiện tượng thời tiết
phenomenon;['hoạt động tình dục của con người', 'hành vi tình dục', 'hành vi tình dục của con người', 'gặp gỡ tình dục', 'hoạt động tình dục', 'làm cho tình yêu', 'làm tình', 'quan hệ tình dục', 'tình dục đáng tiếc', 'tình yêu cuộc sống', 'tình yêu dục'];Bản năng động vật của con người.
phenomenon;['tình dục an toàn', 'an toàn tình dục', 'tình dục có bảo vệ', 'quan hệ tình dục không an toàn', 'biện pháp tránh thai hàng rào'];Các cách để giảm nguy cơ mắc STD (bệnh lây truyền qua đường tình dục)
phenomenon;['loạn luân', 'quan hệ loạn luân', 'phi luân', 'tội loạn luân'];Hoạt động tình dục cận huyết hay có họ trong gia đình
phenomenon;['động đất', 'chấn động', 'sự động đất', 'địa chấn', 'trận động đất', 'chấn động đất', 'cuộc động đất', 'hoạt động địa chấn', 'moonquake', 'một', 'rung rinh', 'trận động đất'];Kết quả của sự giải phóng năng lượng bất ngời ở lớp vỏ Trái Đất tạo ra các cơn sóng địa chấn
phenomenon;['quan hệ tình dục', 'giao hợp', 'giao cấu', 'giao phối', 'sự giao cấu', 'giao hoan', 'làm tình', 'sinh hoạt tình dục', 'tình dục qua đường âm đạo', 'ái ân', 'ân ái', 'đụ', 'hành vi tình dục', 'hành vi tình dục của con người', 'giao hợp âm đạo', 'gặp gỡ tình dục', 'hoạt động tình dục', 'hoạt động tình dục của con người', 'hành động quan hệ tình dục', 'kiến thức xác thịt', 'quan hệ tình dục hành động', 'sự giao cấu', 'sự giao hợp', 'tình dục liên quan', 'tình dục đáng tiếc', 'tình dục đại hội', 'xác thịt kiến thức'];Hành vi đưa bộ phận sinh dục nam/đực vào bên trong bộ phận sinh dục nữ/cái để tạo khoái cảm tình dục, hoặc với mục đích sinh sản
phenomenon;['sinh sản', 'autogamy', 'sự sanh đẻ', 'sự tự thụ thai lấy', 'sự thật của cuộc sống'];Ở sinh vật
phenomenon;['di truyền', 'tính di truyền', 'thừa kế di truyền', 'thừa sinh học'];hiện tượng truyền đạt các tính trạng của bố mẹ, tổ tiên cho các thế hệ con, cháu
phenomenon;['xuất tinh', 'phóng tinh'];nứng cặc
phenomenon;['đa nhiệm máy tính', 'hợp tác đa nhiệm', 'multiprogramming', 'máy tính đa nhiệm', 'đồng thời thực hiện'];Thực thi đồng thời nhiều tác vụ (trong điện toán)
phenomenon;['từ trường', 'cường độ từ trường', 'cảm ứng từ', 'cảm ứng từ trường', 'mật độ từ tích hiệu dụng', 'trường từ', 'từ thông', 'đường sức từ'];Môi trường vật chất đặc biệt sinh ra quanh các điện tích chuyển động
phenomenon;['hoại tử', 'hoại thư', 'bệnh thối hoại', 'chứng hoại tử', 'hoại tử mô', 'mô hoại tử'];Mô cơ thể chết
phenomenon;['hoại tử', 'hoại thư', 'bệnh thối hoại', 'chứng hoại tử', 'hoại tử mô', 'mô hoại tử'];tình trạng nghiêm trọng và có khả năng đe dọa tính mạng
phenomenon;['động năng', 'k.e.'];Một dạng năng lượng của vật chất
phenomenon;['sự sống', 'cuộc sống', 'cuộc đời', 'các biểu hiện của sự sống', 'sống'];Một quá trình diễn ra từ lúc sinh vật được tạo thành cho đến lúc nó phân rã
phenomenon;['tiêu hóa', 'hệ tiêu hóa', 'sự tiêu hóa', 'bộ phận tiêu hoá'];Quá trình tiêu hóa
phenomenon;['quỹ đạo', 'quĩ đạo', 'đạn đạo'];Đường đi của một đối tượng chuyển động
phenomenon;['thủy năng', 'thủy điện', 'waterpower', 'điện hydel', 'điện nước', 'điện thủy lực'];Một dạng năng lượng của vật chất
phenomenon;['chất lỏng', 'lỏng', 'thể lỏng', 'trạng thái lỏng', 'chất lỏng nhà nước', 'đoạn lỏng'];Nhung dieu quy uoc
phenomenon;['khí', 'chất khí', 'khí tê', 'dạng khí', 'thể khí', 'trạng thái khí', 'khí nhà nước'];một trong 4 trạng thái cơ bản của vật chất
phenomenon;['mộng du', 'somnambulism', 'noctambulation', 'somnambulation', 'trạng thái thụy du'];hội chứng rối loạn giấc ngủ
phenomenon;['mưa', 'mưa rào', 'nước mưa', 'lượng mưa', 'cơn mưa', 'mưa bão'];hiện tượng tự nhiên do sự ngưng tụ của hơi nước trên bầu trời
physical-body;['sao chổi', 'sao chổi'];thiên thể nhỏ cấu tạo chủ yếu từ băng thuộc Hệ Mặt Trời
physical-body;['hạt sơ cấp', 'hạt cơ bản', 'cơ bản hạt', 'tiểu học hạt'];các hạt hạ nguyên tử
physical-body;['ion hydro'];Trang định hướng Wikimedia
physical-body;['photon', 'quang tử', 'phô tôn', 'phô tông', 'foton', 'lượng tử ánh sáng', 'phô-tôn', 'phôton', 'phôtôn'];Hạt cơ bản trong vật lý
physical-body;['neutron', 'nơtron', 'hạt nơtron', 'nơ-trôn', 'nơ tron', 'nơ trôn', 'nơtrôn', 'điện tử trung hòa', 'neutron miễn phí'];Hạt hạ nguyên tử không mang điện tích, là một trong hai loại hạt chính cấu tạo nên hạt nhân nguyên tử
physical-body;['electron', 'điện tử', 'chùm electron', 'êlectron', 'negatron', 'điện tử'];Hạt hạ nguyên tử mang điện tích âm
physical-body;['mặt trăng', 'trăng', 'lịch sử mặt trăng', 'moon', 'thái âm'];Vệ tinh tự nhiên của Trái Đất
physical-body;['tiểu hành tinh', 'asteroid', 'tiểu tinh cầu'];Các thiên thể nhỏ trôi nổi trong Hệ Mặt Trời
physical-body;['vũ trụ', 'hệ vũ trụ', 'hình dạng vũ trụ', 'vạn vật', 'thế giới', 'thế giới vật chất', 'vu trụ bao la', 'vĩ mô'];Toàn bộ hệ thống không gian và thời gian chứa vật chất và năng lượng
physical-body;['vệ tinh galileo', 'các vệ tinh galileo', 'galilê vệ tinh', 'mặt trăng galilê', 'vệ tinh galilê'];4 vệ tinh tự nhiên lớn nhất của Sao Mộc
physical-body;['trái đất', 'địa cầu', 'quả đất', 'thế giới', 'hoàn cầu', 'hòn bi xanh', 'đất mẹ', 'quĩ đạo trái đất', 'toàn cầu', 'trái ðất', 'giới', 'đất'];Hành tinh thứ ba tính từ Mặt Trời
physical-body;['sao hoả', 'hỏa tinh', 'sao hỏa', '♂', 'hoả tinh', 'red planet'];Hành tinh thứ tư tính từ Mặt Trời
physical-body;['rigel', 'sao rigel', 'beta orionis'];Rigel một ngôi sao sáng nhất trong chòm sao Lạp Hộ
physical-body;['sao thiên lang', 'sirius', 'sao sirius', 'sirius b', 'thiên lang', 'chòm sao thiên lang', 'sothis'];ngôi sao sáng nhất trên bầu trời đêm
physical-body;['io'];Vệ tinh tự nhiên của sao Mộc
physical-object;['vòm', 'cong', 'intrados'];Cấu trúc cong hỗ trợ tải trọng
physical-object;['xe đạp', 'xe đạp'];Một chiếc xe bao gồm hai bánh xe được tổ chức trong một khung, đẩy bằng bàn đạp và lái với tay lái gắn vào bánh trước.
physical-object;['quán trà', 'phòng trà', 'tiệm trà', 'phòng trà', 'tearoom', 'trà parlor', 'trà phòng khách', 'xưởng làm trà'];tiệm đồ uống phục vụ trà
physical-object;['mạng máy tính', 'mạng', 'hệ thống', 'mạng lưới', 'hệ thống mạng', 'liên mạng dữ liệu', 'mạng lưới máy tính', 'mạng dữ liệu', 'datacom', 'giao tiếp máy tính'];Mạng viễn thông kỹ thuật số cho phép nút mạng chia sẻ tài nguyên
physical-object;['bộ nhớ chỉ đọc', 'rom', 'read-only memory', 'cố định lưu trữ', 'lưu trữ chỉ đọc'];Loại bộ nhớ không khả biến dùng trong các máy tính hay hệ thống điều khiển
physical-object;['xe hơi', 'ô tô', 'ôtô', 'xe ô tô', 'công nghệ ô tô', 'xe ô-tô', 'xe ôtô', 'ô-tô', 'xe'];Phương tiên giao thông
physical-object;['vũ khí nhiệt hạch', 'bom nhiệt hạch', 'bom h', 'bom hydro', 'bom hidro', 'bom hidrô', 'bom khinh khí', 'thiết kế teller-ulam', 'fusion bom', 'hydrogen bom', 'nhiệt hạch bom'];một loại vũ khí hạt nhân sử dụng năng lượng từ phản ứng phân hạch hạt nhân chính
physical-object;['nhà kính', 'hiệu ứng nhà kính', 'vườn ươm'];Công trình dùng để trồng rau quả, tránh tác động nhất thời của thời tiết
physical-object;['tangram'];balo
physical-object;['world wide web', 'web', 'www', 'hệ thống mạng toàn cầu', 'mạng lưới toàn cầu', 'mạng máy tính toàn cầu', 'mạng toàn cầu', 'web trên toàn thế giới', 'lướt web', 'world-wide web'];Hệ thống tài liệu siêu văn bản liên kết được truy cập qua Internet
physical-object;['giày'];Loại trang phục cho chân
physical-object;['chai cháy', 'bom xăng', 'bom molotov', 'cocktail molotov', 'molotov cocktail', 'xăng bom'];vũ khí gây cháy
physical-object;['xe tay ga', 'scooter', 'xe ga', 'xe máy tay ga', 'motorscooter', 'xe gắn máy tay ga'];Một dạng xe máy
physical-object;['máy bơm', 'máy bơm nước', 'bơm', 'bơm hơi', 'bơm điện'];Thiết bị điện dùng để vận chuyển dòng nước lên cao bằng đường ống
physical-object;['thiết bị hiển thị', 'màn hình', 'hiển thị video', 'màn hình video'];thiết bị thể hiện hình ảnh
physical-object;['màn hình máy tính', 'màn hình', 'đơn vị hiển thị hình ảnh'];Công cụ hiển thị kết quả tính toán đến người sử dụng máy tính
physical-object;['màn hình tinh thể lỏng', 'màn hình lcd', 'lcd', 'liquid crystal display'];Công nghệ hình ảnh cấu tạo bởi các điểm ảnh chứa tinh thể lỏng, còn được gọi là LCD
physical-object;['thần phong', 'kamikaze', 'kamikazes', 'máy bay tự sát'];Hình thức tấn công cảm tử bằng máy bay nổi tiếng của Nhật Bản
physical-object;['tuyến phòng thủ maginot', 'phòng tuyến maginot', 'tuyến phòng ngự maginot', 'maginot dòng'];Phòng tuyến quân sự hạng nặng trải dài ven biên giới Pháp-Đức
physical-object;['áo sơ mi', 'sơ mi', 'áo'];phần trang phục mặc ở phần trên cơ thể
physical-object;['bren', 'bren gun', 'gun bren', 'khẩu súng máy bren', 'súng bren'];súng máy hạng nhẹ Anh
physical-object;['tàu chiến', 'chiến thuyền', 'tầu chiến', 'chiến hạm', 'chiến tranh tàu', 'chống tàu'];Tàu được chế tạo để sử dụng trong chiến tranh thế giới thứ 1
physical-object;['đục', 'cái đục', 'trầm trồ'];Dụng cụ để cắt và chạm khác gỗ, đá, kim loại hay những vật liệu cứng khác
physical-object;['máy bay cường kích', 'máy bay tiêm kích', 'máy bay tấn công', 'máy bay tấn công mặt đất', 'khu trục cơ', 'máy bay chống tăng', 'máy bay khu trục', 'máy bay tiêm kích-bom', 'máy bay tiêm kích-ném bom', 'máy bay tiêm kích chiến thuật', 'phi cơ cường kích', 'tiêm kích cơ', 'danh sách máy bay tiêm kích', 'máy bay chiến đấu'];Một loại máy bay chiến đấu trong quân chủng không quân
physical-object;['tàu corvette', 'hộ vệ hạm', 'tàu hộ tống nhỏ', 'tàu hộ tống', 'hạm đội loại nhỏ'];Tàu chiến nhỏ
physical-object;['rầm cửa', 'jambs', 'thanh dọc ở cửa'];trang định hướng Wikimedia
physical-object;['lưỡi lê', 'bayoneted', 'dao găm', 'phí lưỡi lê'];Vũ khí cận chiến gắn vào đầu súng.
physical-object;['khu bến cảng', 'cầu cảng', 'bến cảng', 'bến tàu', 'quai', 'staithe'];kết cấu hạ tầng giao thông gồm một hay nhiều bến cảng
physical-object;['dinh thự', 'biệt thự', 'biệt thự'];nhà ở lớn và sang trọng
physical-object;['trống trầm', 'bass drum', 'trống bass', 'gran casa', 'trống âm bass', 'trống âm trầm cho dàn nhạc', 'trống đá'];nhạc
physical-object;['siêu thị', 'bách hóa tiêu dùng', 'chuỗi siêu thị', 'siêu thị'];Siêu thị mua sắm , hệ thống phân phối các sản phẩm thiết bị siêu thị , công nghệ ...
physical-object;['xe bán tải', 'bakkie', 'chiếc xe tải nhỏ', 'pickup truck', 'xe tải pick-up'];Loại xe vừa chở được người, vừa vận chuyển được một số hàng hóa
physical-object;['máy ảnh', 'máy ảnh tĩnh', 'máy chụp hình', 'máy chụp hình tĩnh', 'camera', 'flash máy ảnh', 'chụp ảnh camera'];Thiết bị chụp hình hoặc quay phim
physical-object;['máy bơm', 'máy bơm nước', 'bơm', 'bơm hơi', 'bơm điện'];Thiết bị điện dùng để vận chuyển dòng nước lên cao bằng đường ống
physical-object;['sơ mi', 'áo sơ-mi', 'áo sơ mi', 'buổi tối áo sơ mi', 'áo sơ mi màu', 'áo sơ mi oxford'];loại hàng may mặc
physical-object;['vệ tinh', 'vệ tinh nhân tạo', 'nhân tạo vệ tinh', 'tàu quỹ đạo'];Vật thể nhân tạo được phóng lên quỹ đạo của một hành tinh, thường là quỹ đạo của Trái Đất
physical-object;['phương tiện truyền thông', 'phương tiện thông tin', 'media'];Trung gian lưu trữ và truyền tải thông tin hoặc dữ liệu
physical-object;['giảm xóc', 'choáng', 'hệ thống treo', 'ống nhún ở xe'];Một bộ phận giảm chấn cho xe
physical-object;['nhạc cụ gõ', 'percussion', 'định âm', 'bộ gõ', 'bộ gõ nhạc cụ', 'percusion', 'percussionists', 'percussions', 'âm nhạc bộ gõ'];nhạc cụ sử dụng vật dụng để gõ nhằm tạo tiết tấu
physical-object;['lựu pháo', 'súng cối', 'cối', 'moọc-chê', 'pháo cối', 'pháo lựu', 'pháo', 'rãnh vữa', 'vữa', 'vữa rãnh', 'vữa spigot', 'đại bác lòng ngắn'];loại vũ khí đơn giản, nhẹ, có thể di chuyển được
physical-object;['súng ngắn bán tự động', 'súng ngắn phản lực', 'khẩu súng lục bán tự động', 'bán tự động', 'bán tự động khẩu súng lục', 'bán tự động súng ngắn'];Sung ngan ban tự động
physical-object;['đạn', 'viên đạn', 'slug'];loại vũ khí
physical-object;['máy truyền hình', 'ti vi', 'tivi', 'tv', 'bộ tivi', 'bộ truyền hình', 'bộ tv', 'máy tivi', 'máy tv', 'máy thu hình', 'boob ống', 'dụng cụ của vô tuyến truyền hình', 'goggle hộp', 'ngốc hộp', 'thu truyền hình', 'truyền hình nhận', 'tv bộ'];Ti vi
physical-object;['nhà vệ sinh', 'lav'];Nhà xí (WC)
physical-object;['com lê', 'quần áo tây', 'âu phục', 'comple', 'suit', 'phù hợp với quần áo', 'áo khoác'];trang phục kinh doanh
physical-object;['cửa hàng', 'cửa hàng thời trang', 'boutique', 'shop quần áo', 'shop thời trang', 'cửa hàng khái niệm', 'ăn mặc cửa hàng'];Phiên bản nâng cấp của những cửa hiệu nhỏ bán quần áo
physical-object;['tàu khu trục', 'khu trục hạm', 'tầu khu trục', 'hướng dẫn khu trục tên lửa', 'tàu khu trục phóng ngư lôi', 'tàu khu trục tàu thả mìn'];Tàu chiến nhanh, cơ động, có sức bền lâu dùng để hộ tống các tàu lớn hơn trong một hạm đội
physical-object;['tàu pháo', 'pháo hạm', 'gunvessel', 'pháo hạm'];Tàu thủy hải quân được thiết kế để mang một hoặc nhiều khẩu súng để bắn phá các mục tiêu ven biển
physical-object;['ghi-ta', 'tây ban cầm', 'guitar', 'đàn ghi-ta', 'ghi ta', 'ghita', 'cây đàn', 'lục huyền cầm', 'hạ uy cầm', 'đàn guitar', 'guitar hawaii', 'guitare', 'guitare hawaienne', 'đàn ghita', 'guitar rock'];Là một loại nhạc cụ có phím và dây, có ứng dụng rộng rãi trong các loại nhạc, có thể đệm cho hát, hòa tấu hoặc chơi độc tấu.
physical-object;['tàu ngầm', 'tiềm thủy đĩnh', 'tiềm thủy đỉnh', 'tầu ngầm', 'pigboat', 'tàu lặn của đức'];loại tàu đặc biệt hoạt động dưới nước
physical-object;['com lê', 'quần áo tây', 'âu phục', 'comple', 'suit', 'phù hợp với quần áo', 'áo khoác'];trang phục kinh doanh
physical-object;['hệ thống điện', 'điện lưới', 'mạng lưới truyền tải điện', 'lưới điện', 'mạng lưới điện'];Mạng lưới để truyền tải điện năng từ nhà sản xuất đến người tiêu dùng
physical-object;['đồng hồ', 'cái đồng hồ', 'đồng hồ cơ khí'];Một công cụ dùng để đo khoảng thời gian trôi qua trong ngày
physical-object;['thấu kính', 'thấu kiếng', 'độ bội giác của thấu kính hội tụ', 'thấu kiếng quang học', 'thấu kính hội tụ', 'thấu kính lồi', 'thấu kính phân kỳ', 'thấu kính quang học', 'hệ thống ống kính', 'lense', 'thấu kính mặt khum', 'ống kính', 'ống kính hình cầu'];Dụng cụ quang học
physical-object;['xe ngựa chiến', 'chiến xa', 'xe ngựa', 'chiến tranh xe ngựa'];loại xe do người đánh xe điều khiển, sử dụng ngựa để cung cấp động cơ nhanh
physical-object;['đại học stanford', 'stanford', 'đại học tổng hợp stanford', 'xtan-phò', 'xtan-phợt', 'xtanfot', 'xtanfơt', 'stanford university', 'viện đại học stanford'];Viện Đại học tư thục tại bang California
physical-object;['đại học oxford', 'trường đại học oxford', 'university of oxford', 'viện đại học oxford', 'đại học ốcxfớt', 'oxford university', 'trường đại học tổng hợp oxford', 'đại học worcester'];Viện Đại học Công lập tinh hoa của Anh Quốc
physical-object;['đại học harvard', 'harvard university', 'trường đại học harvard', 'viện đại học harvard', 'đại học havơt'];Viện đại học nghiên cứu tư thục ở Cambridge, Massachusetts, Hoa Kỳ
physical-object;['xe chạy điện', 'xe điện', 'điện', 'điện ô tô'];Phương tiện vận tải chạy bằng điện
physical-object;['súng', 'súng cầm tay'];Một loại vũ khí dùng sức đẩy của thuốc phóng để phóng/bắn đạn tới mục tiêu. được trang bị cho cá nhân hoặc một nhóm sử dụng
physical-object;['vũ khí hạt nhân', 'bom nguyên tử', 'bom hạt nhân', 'vũ khí nguyên tử', 'đầu đạn hạt nhân', 'bom khinh khí', 'bom a', 'vũ khí phóng xạ', 'các loại vũ khí hạt nhân', 'nguyên tử vũ khí', 'quả bom nguyên tử', 'thiết bị hạt nhân'];Thiết bị nổ với sức mạnh hủy diệt từ các phản ứng hạt nhân
physical-object;['viện bảo tàng louvre', 'bảo tàng louvre', 'louvre', 'musée du louvre', 'grand louvre'];viện bảo tàng nghệ thuật và lịch sử nằm tại Quận 1, thành phố Paris, nước Pháp
physical-object;['chùa', 'tháp', 'pagodă', 'tháp chùa', 'phật tháp', 'chùa chiền', 'ngôi chùa', 'nhà chùa', 'tự viện'];kiến trúc Phật giáo cao nhiều tầng có mái
physical-object;['klytron', 'klitroon', 'klystron', 'klystron ống'];Ống chân không dùng để bộ khuếch đại sóng vô tuyến
physical-object;['xe tăng', 'phương tiện chiến đấu bọc thép', 'xe chiến đấu bọc thép', 'phương tiện bọc giáp chiến đấu', 'phương tiện bọc thép chiến đấu', 'phương tiện chiến đấu bọc giáp', 'thiết giáp xa', 'xe bọc thép', 'xe thiết giáp', 'tăng thiết giáp', 'bọc thép chiến đấu xe', 'huy xe tăng', 'loại xe chiến đấu bọc thép', 'quân đội xe tăng'];phương tiện quân sự
physical-object;['xe đạp tập thể dục', 'máy đạp xe', 'xe đạp tập', 'xe đạp tập trong nhà', 'exercycle', 'tập thể dục xe đạp', 'xe đạp'];Thiết bị có yên hoặc không có yên, bàn đạp và một số dạng tay lái được bố trí như trên xe đạp, nhưng được sử dụng làm thiết bị tập thể dục hơn là vận chuyển.
physical-object;['máy quang phổ', 'phổ kế', 'khối phổ', 'khối phổ kế', 'quang phổ kế', 'quang phổ kế'];công cụ để đo đạc thành phần và tính chất của ánh sáng
physical-object;['điện thoại', 'phôn', 'dây nói', 'máy điện thoại', 'telephone', 'điện thoại cố định', 'đặt điện thoại'];Thiết bị viễn thông dùng để trao đổi thông tin
physical-object;['thay khớp', 'nhân tạo doanh'];thuật phẫu thuật chỉnh hình
physical-object;['kính tiềm vọng', 'kính viễn vọng'];thiết bị để quan sát từ một vị trí kín
