abstract-region;['iolraí', 'il'];Sa matamaitic
agentive-physical-object;['cyathea medullaris', 'airgid raithneach', 'crann airgead raithneach', 'crann dubh raithneach', 'silver raithneach', 'sáig raithneach'];speiceas plandaí
agentive-physical-object;['uropsilus soricipes', 'asiatic dallóg caochún', 'soricipes uropsilus'];Speiceas mamach
agentive-physical-object;['xylosma', 'xylosma congestum'];géineas plandaí
agentive-physical-object;['fundulus heteroclitus', 'mummichog'];speiceas iasc
agentive-physical-object;['gilín', 'lepisma saccharina', 'silverfish'];speiceas feithidí
agentive-physical-object;['seriphus politus', 'queenfish'];Speiceas iasc
agentive-physical-object;['rón ite portán', 'crabeater séala', 'portán-ithe séala'];Speiceas mamach
agentive-physical-object;['mugil curema', 'bán milléad'];Speiceas iasc
agentive-physical-object;['gambusia affinis', 'mosquitofish'];Speiceas iasc
agentive-physical-object;['diphylla ecaudata', 'bat vampire hairy-legged'];Speiceas mamach
agentive-physical-object;['pelecanus onocrotalus', 'peileacán bán', 'sean domhan bán peileacánach'];Speiceas éan
agentive-physical-object;['lutjanus analis', 'caoireoil snapper', 'muttonfish'];speiceas iasc
agentive-physical-object;['ceolaire buíphrompach', 'dendroica coronata', 'raideog warbler', 'raideog éan'];speiceas éan
agentive-physical-object;['lithobates clamitans', 'clamitans rana', 'frog glas'];speiceas amfaibiach
agentive-physical-object;['diodon holocanthus', 'balloonfish', 'tetraodontidae'];Speiceas iasc
agentive-physical-object;['selene vomer', 'iasc lookdown', 'lookdown'];Speiceas iasc
agentive-physical-object;['lagodon rhomboides', 'pinfish', 'rhomboides lagodon'];Speiceas iasc
agentive-physical-object;['hydromantes brunus', 'aolchloiche salamander'];Speiceas amfaibiach
agentive-physical-object;['okapia johnstoni', 'okapi', 'ócáipe'];Speiceas mamach
agentive-physical-object;['liza', 'mugil liza'];Speiceas iasc
agentive-physical-object;['ortalis', 'chachalaca'];Géineas éan
agentive-physical-object;['siorc gorm', 'liamhán gorm', 'craosaire', 'prionace glauca', 'siorc gorm mór'];Speiceas iasc
agentive-physical-object;['ceann cait', 'asio otus'];Speiceas éan
agentive-physical-object;['hemorrhois hippocrepis', 'coluber hippocrepis', 'whipsnake chrú'];Speiceas reiptílí
agentive-physical-object;['woodsia alpina', 'alpach woodsia', 'bláth-cupán raithní', 'thuaidh woodsia'];Speiceas plandaí
agentive-physical-object;['scomberesox saurus', 'cololabis adocetus', 'saury'];speiceas iasc
agentive-physical-object;['scomberesox saurus', 'cololabis adocetus', 'saury'];Speiceas iasc
agentive-physical-object;['seirbheal', 'leptailurus', 'leptailurus serval', 'serval', 'felis serval'];Speiceas mamach
agentive-physical-object;['valbaí carraige', 'carraig-wallaby', 'carraig kangaroo', 'carraig wallaby'];Géineas mamach
agentive-physical-object;['cnámhiasc', 'bonefish', 'albula vulpes'];Speiceas iasc
agentive-physical-object;['fistulariidae', 'cornetfish'];Géineas iasc
agentive-physical-object;['thamnophis sauritus', 'nathair ribín'];Speiceas reiptílí
agentive-physical-object;['sleamhnóg', 'carraig gunnel', 'pholis gunnellus'];Speiceas iasc
agentive-physical-object;['cóála', 'phascolarctos cinereus', 'koala', 'iompróidh an dúchais', 'kangaroo iompróidh', 'koala bear', 'koalas'];speiceas marsúipiach
agentive-physical-object;['sceloporus undulatus', 'laghairt fál thoir', 'laghairt péine'];Speiceas reiptílí
agentive-physical-object;['geanphearóid', 'éan suirí', 'lovebird'];Géineas éan
agentive-physical-object;['feithid', 'feithidí', 'insecta', 'daol', 'míol'];Aicme inveirteabrach
agentive-physical-object;['bonnán caol', 'bonnán seang', 'bhuinneán ar a laghad', 'ixobrychus exilis', 'lú bunan'];Speiceas éan
agentive-physical-object;['súdhiúlaí', 'sphyrapicus', 'sapsucker'];Géineas éan
agentive-physical-object;['dreoilín cíbe', 'cistothorus platensis', 'cíb dreoilín', 'gearr-mbille riasc dreoilín'];speiceas éan
agentive-physical-object;['pithecia', 'saki moncaí'];Géineas mamach
agentive-physical-object;['anolis carolinensis', 'dactyloidae', 'anole', 'anoles', 'carolinensis', 'carolinensis anolis', 'meiriceánach chameleon'];Speiceas reiptílí
agentive-physical-object;['muinseac', 'muntjac', 'fia barking', 'fianna muntjac', 'fianna tafann', 'muntjak', 'tafann fianna'];Géineas mamach
agentive-physical-object;['felis chaus', 'cat jungle', 'chaus'];speiceas mamach
agentive-physical-object;['thalassoma bifasciatum', 'bluehead'];Speiceas iasc
agentive-physical-object;['pedionomus torquatus', 'wanderer plain'];Speiceas éan
agentive-physical-object;['myrmecobius fasciatus', 'numbat', 'anteater banded'];Speiceas mamach
agentive-physical-object;['myotis velifer', 'uaimh myotis'];Speiceas mamach
agentive-physical-object;['regulus', 'kinglet', 'regulidae'];Géineas éan
agentive-physical-object;['cánóg dhubh', 'chánóg dhubh', 'puffinus', 'puffinus puffinus'];Speiceas éan
agentive-physical-object;['sléibhín', 'faoileán cochallach', 'droimneach beag', 'ag gáire faoileán', 'larus ridibundus', 'laughing faoileán', 'pewit faoileán'];Speiceas éan
agentive-physical-object;['sléibhín', 'faoileán cochallach', 'droimneach beag', 'ag gáire faoileán', 'larus ridibundus', 'laughing faoileán', 'pewit faoileán'];Speiceas éan
agentive-physical-object;['notropis atherinoides', 'emerald shiner', 'atherinoides notropis'];Speiceas iasc
agentive-physical-object;['macroramphosus', 'snipefish', 'bellows iasc'];géineas iasc
agentive-physical-object;['paracheirodon axelrodi', 'cardinal tetra'];Speiceas iasc
agentive-physical-object;['ceolaire coille', 'rhadina sibilatrix', 'phylloscopus sibilatrix', 'domhan nua warbler'];speiceas éan
agentive-physical-object;['cyanerpes', 'honeycreeper'];Géineas éan
agentive-physical-object;['lepomis gibbosus', 'pumpkinseed'];Speiceas iasc
agentive-physical-object;['chamaea fasciata', 'dreoilín-gcioch'];Speiceas éan
agentive-physical-object;['cryptotis parva', 'dallóg ar a laghad'];Speiceas mamach
agentive-physical-object;['pseudacris crucifer', 'earrach peeper', 'hyla crucifer', 'peepers earrach'];Speiceas amfaibiach
agentive-physical-object;['donnóg', 'bráthair an dreoilín', 'dunnock', 'bod ar dris', 'caochán', 'máthair chéile', 'fhálú gealbhan', 'prunella modularis'];speiceas éan
agentive-physical-object;['éan oighinn', 'smólach talún', 'ovenbird', 'seiurus aurocapillus'];Speiceas éan
agentive-physical-object;['caipín dubh', 'sylvia atricapilla', 'bod na dtor', 'máirín an triúis', 'blackcap', 'silvia atricapilla'];speiceas éan
agentive-physical-object;['anua', 'bubalus depressicornis', 'anoa', 'anoa depressicornis', 'dwarf bíosún'];Speiceas mamach
agentive-physical-object;['notoryctes', 'caochún marsupial', 'caochún pouched', 'notoryctus typhlops'];Géineas mamach
agentive-physical-object;['earcán caoch', 'earcán', 'anguis fragilis', 'mall-worm', 'slowworm'];Speiceas reiptílí
agentive-physical-object;['bláthnaid ghallda', 'mustela', 'bláthnaid', 'easóg', 'flannóg', 'weasel', 'weasels'];Géineas mamach
agentive-physical-object;['tragulus kanchil', 'kanchil'];Speiceas mamach
agentive-physical-object;['hyla arenicolor', 'canyon treefrog'];speiceas amfaibiach
agentive-physical-object;['breacóg', 'calidris alpina', 'cearc ghainimh', 'circín trá', 'dearg-tacaíocht ghobadán', 'erolia alpina'];Speiceas éan
agentive-physical-object;['cadhan', 'gé dhubh', 'branta bernicla', 'brent gé', 'brant', 'brant gé', 'brent', 'goose brant'];Speiceas gé
agentive-physical-object;['píolótach', 'píolótach fadeiteach', 'globicephala', 'míol mór píolótach', 'blackfish coitianta', 'globicephala melaena', 'míol mór píolótach long-finned', 'míolta móra píolótach'];Speiceas mamach
agentive-physical-object;['gealóg phlúiríneach', 'indigo bunting', 'indigo finch', 'indigo stiallbhratacha', 'indigo éan', 'passerina cyanea'];Speiceas éan
agentive-physical-object;['luibh na seacht ngábh', 'asplenium ruta-muraria', 'balla rue', 'balla rue fionncha', 'ruta-muraria'];Speiceas plandaí
agentive-physical-object;['fíbí oirthearach', 'sayornis', 'phoebe éan', 'sayornis phoebe'];Speiceas éan
agentive-physical-object;['metacarcinus magister', 'ailse magister'];Speiceas crústach
agentive-physical-object;['fia buí', 'poc fionn', 'fia donnbhuí', 'dama dama', 'fianna branar'];speiceas mamach
agentive-physical-object;['praslacha shamhraidh', 'gargánach', 'spatula querquedula', 'anas querquedula', 'garganey'];Speiceas éan
agentive-physical-object;['praslacha shamhraidh', 'gargánach', 'spatula querquedula', 'anas querquedula', 'garganey'];speiceas éan
agentive-physical-object;['ialtóg fheascrach', 'pipistrel', 'pipistrelle', 'pipistrellus pipistrellus'];Speiceas mamach
agentive-physical-object;['asplenium ceterach', 'ceterach officinarum', 'scaly raithneach', 'scála raithneach'];Speiceas plandaí
agentive-physical-object;['lasair choille', 'coinnleoir muire', 'buíán óir', 'buíóg an chinn óir', 'carduelis carduelis'];Speiceas éan
agentive-physical-object;['déas', 'déas coitianta', 'leuciscus leuciscus'];Speiceas iasc
agentive-physical-object;['deargán sneachta', 'redwing', 'turdus iliacus'];Speiceas éan
agentive-physical-object;['ceolaire cíbe', 'acrocephalus schoenobaenus', 'cib warbler', 'cib éan', 'cíb ceolaire', 'schoenobaenus acrocephalus'];Speiceas éan
agentive-physical-object;['meirliún', 'colm seabhac', 'falco columbarius'];Speiceas éan
agentive-physical-object;['histrio histrio', 'iasc sargassum'];Speiceas iasc
agentive-physical-object;['gealbhan iávach', 'gealbhanjiáva', 'java finch', 'java gealbhan', 'java sparrow', 'padda oryzivora'];speiceas éan
agentive-physical-object;['capall mara', 'hippocampus', 'seahorse', 'seahorses'];Géineas iasc
agentive-physical-object;['pilséar', 'sairdín', 'seirdín', 'pilchard', 'pilchards', 'sairdíní', 'sardina pilchardus'];Speiceas iasc
agentive-physical-object;['contopus sordidulus', 'an iarthair adhmad pewee'];Speiceas éan
agentive-physical-object;['peprilus triacanthus', 'poronotus triacanthus'];Speiceas iasc
agentive-physical-object;['salvinia natans', 'azolla caroliniana', 'carolina lochán raithneach', 'mosquito raithneach'];Speiceas plandaí
agentive-physical-object;['gupaí', 'poecilia reticulata', 'guppy', 'lebistes reticulatus', 'rainbow éisc'];speiceas iasc
agentive-physical-object;['phalanger', 'phalangeriformes', 'possum', 'possums'];Géineas mamach
agentive-physical-object;['bolmán cruinn', 'bhabhta scad', 'cigarfish', 'decapterus punctatus', 'quiaquia'];Speiceas iasc
agentive-physical-object;['gearg', 'gearg ghoirt', 'cearca', 'gearga'];ainm ginearálta ar éin éagsúla
agentive-physical-object;['garal', 'garal himiléach', 'goral', 'naemorhedus goral'];Géineas mamach
agentive-physical-object;['garal', 'garal himiléach', 'goral', 'naemorhedus goral'];Speiceas mamach
agentive-physical-object;['fia odhar', 'fia rua', 'capreolus', 'capreolus capreolus', 'pis fianna'];Speiceas mamach
agentive-physical-object;['cocaitíl', 'cockatiel', 'cockateel', 'cockatoo parrot', 'nymphicus hollandicus'];Speiceas éan
agentive-physical-object;['vulpes velox', 'vulpes macrotis', 'prairie sionnach', 'sciobtha sionnach'];Speiceas mamach
agentive-physical-object;['vulpes velox', 'vulpes macrotis', 'prairie sionnach', 'sciobtha sionnach'];Speiceas mamach
agentive-physical-object;['parula americana', 'parúl tuaisceartach', 'ceolaire gormliath', 'parula warbler', 'thuaidh parula', 'tuaisceart parula'];speiceas éan
agentive-physical-object;['foitheach píbdhubh', 'dubh-necked grebe', 'grebe eared', 'podiceps nigricollis', 'sníofa grebe'];speiceas éan
agentive-physical-object;['anaxyrus debilis', 'buaf glas meiriceánach', 'bufo debilis'];speiceas amfaibiach
agentive-physical-object;['acanthisitta chloris', 'éan rifleman'];Speiceas éan
agentive-physical-object;['ammospermophilus', 'antalóp chipmunk', 'citellus leucurus', 'iora antalóip', 'iora antalóp', 'iora antalóp whitetail'];Géineas mamach
agentive-physical-object;['gealbhan binne', 'gealbhán binne', 'passer domesticus', 'béarla gealbhan', 'teach gealbhan', 'teach sparrow'];speiceas éan
agentive-physical-object;['sphyrna tiburo', 'bonnethead', 'shovelhead', 'siorc bhoinéid'];Speiceas iasc
agentive-physical-object;['moschus', 'fianna musk', 'moschidae', 'moschus moschiferus', 'musk fianna'];géineas mamach
agentive-physical-object;['hypsiprymnodon moschatus', 'musk kangaroo'];Speiceas mamach
agentive-physical-object;['alcedo atthis', 'murlach mara', 'eurasian cruidín'];Speiceas éan
agentive-physical-object;['testudo graeca', 'turtar na heorpa'];Speiceas reiptílí
agentive-physical-object;['iora eitilte deisceartach', 'glaucomys volans', 'volans glaucomys', 'ó dheas eitilte iora'];Speiceas mamach
agentive-physical-object;['rhyacotriton olympicus', 'oilimpeacha salamander'];Speiceas amfaibiach
agentive-physical-object;['regnellidium', 'regnellidium diphyllum'];Speiceas plandaí
agentive-physical-object;['regnellidium', 'regnellidium diphyllum'];géineas plandaí
agentive-physical-object;['blattella germanica', 'croton bug', 'crotonbug', 'gearmáinis cockroach'];speiceas feithidí
agentive-physical-object;['hamstar buí', 'hamster siria', 'hamster órga', 'mesocricetus auratus', 'órga hamstar'];Speiceas mamach
agentive-physical-object;['homarinus capensis', 'homarus capensis', 'rinn gliomach'];Speiceas crústach
agentive-physical-object;['creabhair meiriceánach', 'scolopax minor', 'meiriceánach chreabhar', 'meiriceánach woodcock', 'philohela mion-'];Speiceas éan
agentive-physical-object;['dipsosaurus dorsalis', 'iguana desert'];Speiceas reiptílí
agentive-physical-object;['moncaí iorach', 'moncaí iora', 'mhoncaí iora', 'moncaí iora coitianta', 'saimiri sciureus'];Speiceas mamach
agentive-physical-object;['kajikia albida', 'bán marlin', 'makaira albida'];Speiceas iasc
agentive-physical-object;['labhras', 'laurus nobilis', 'labhras milis', 'crann labhrais', 'bhá labhrais', 'bá crann', 'fíor labhrais', 'uasmhéid rhododendron'];speiceas plandaí
agentive-physical-object;['bultúr éigipteach', 'cearc pharaoh ar', 'neophron percnopterus', 'percnopterus', 'vulture éigipteach'];speiceas éan
agentive-physical-object;['ephestia kuehniella', 'anagasta kuehniella', 'moth plúr na meánmhara'];Speiceas feithidí
agentive-physical-object;['sitotroga cerealella', 'angoumois moth', 'moth gráin angoumois'];Speiceas feithidí
agentive-physical-object;['ephestia elutella', 'cócó moth', 'moth tobac'];Speiceas leamhan
agentive-physical-object;['éigrit shneachtúil', 'egret snowy', 'chorr éisc snowy', 'egretta thula'];Speiceas éan
agentive-physical-object;['órshúileach ceannsceadach', 'buabhallach', 'bufflehead', 'bucephela albeola'];Speiceas éan
agentive-physical-object;['lophodytes cucullatus', 'merganser cochallacha', 'merganser hooded', 'sheldrake cochallacha'];Speiceas éan
agentive-physical-object;['gealóg rua-chaipíneach', 'chipping gealbhan', 'chipping sparrow', 'spizella passerina'];Speiceas éan
agentive-physical-object;['megascops asio', 'scréachóg reilige', 'megascops', 'otus asio', 'scread-owl', 'ulchabhán scread'];Speiceas éan
agentive-physical-object;['fionncha glas', 'asplenium viride', 'glas fionncha'];Speiceas plandaí
agentive-physical-object;['gleoiseach', 'carduelis cannabina', 'coinnleoir óir', 'gealbhan lín', 'glasán', 'glasán lín', 'eurasian linnet', 'lintwhite'];speiceas éan
agentive-physical-object;['geothlypis', 'yellowthroat'];Géineas éan
agentive-physical-object;['contopus', 'contopus virens', 'adhmad pewee', 'pewee', 'virens contopus'];Speiceas éan
agentive-physical-object;['contopus', 'contopus virens', 'adhmad pewee', 'pewee', 'virens contopus'];Géineas éan
agentive-physical-object;['perognathus flavus', 'luch póca silky'];Speiceas mamach
agentive-physical-object;['nathair shligreach adharcach', 'crotalus cerastes', 'rattlesnake horned'];Speiceas reiptílí
agentive-physical-object;['saidhbhéar', 'rissa'];Géineas éan
agentive-physical-object;['píolóta', 'iasc píolótach', 'naucrates ductor', 'pilotfish'];Speiceas iasc
agentive-physical-object;['spheniscus demersus', 'jackass penguin'];Speiceas éan
agentive-physical-object;['eudyptes', 'crested penguin', 'carraig hopper'];Géineas éan
agentive-physical-object;['steinbeac', 'steenbok', 'raphicerus campestris', 'steinbok'];Speiceas mamach
agentive-physical-object;['feadóg phíopaireachta', 'charadrius melodus', 'píobaireachta bhuí'];Speiceas éan
agentive-physical-object;['oncorhynchus nerka', 'blueback bradán', 'bradán sockeye', 'dearg bradán', 'kokanee bradán', 'sockeye'];Speiceas iasc
agentive-physical-object;['carphophis amoenus', 'nathair toirneach'];speiceas reiptílí
agentive-physical-object;['thylogale', 'pademelon', 'paddymelon'];Géineas mamach
agentive-physical-object;['lus na seilge', 'asplenium trichomanes', 'maidenhair fionncha'];Speiceas plandaí
agentive-physical-object;['perognathus flavescens', 'luch póca plains'];Speiceas mamach
agentive-physical-object;['oncorhynchus kisutch', 'airgead bradán', 'coho', 'coho bradán', 'gorm jack'];Speiceas iasc
agentive-physical-object;['luathrán', 'luatharán', 'ladhrán geal', 'sanderling', 'laidhrín geal', 'crocethia alba'];Speiceas éan
agentive-physical-object;['falaróp', 'phalaropodinae', 'phalarope'];Géineas éan
agentive-physical-object;['gastrophryne olivacea', 'iarthair caol-mouthed buaf'];speiceas amfaibiach
agentive-physical-object;['siscín', 'carduelis spinus', 'píobaire', 'spinus spinus', 'siskin'];speiceas éan
agentive-physical-object;['falcóg bheag', 'alle alle', 'dovekie', 'crosán', 'auk beag', 'auk little', 'plautus alle'];Speiceas éan
agentive-physical-object;['illicium anisatum', 'anise réalta seapáinis'];Speiceas plandaí
agentive-physical-object;['illicium floridanum', 'ainíse corcra'];Speiceas plandaí
agentive-physical-object;['sonora semiannulata', 'nathair talamh'];speiceas reiptílí
agentive-physical-object;['microdipodops', 'francach póca dwarf'];Géineas mamach
agentive-physical-object;['bairdiella chrysoura', 'mademoiselle'];speiceas iasc
agentive-physical-object;['decapterus macarellus', 'ronnach scad', 'ronnach sead'];Speiceas iasc
agentive-physical-object;['morone americana', 'péirse bán'];Speiceas iasc
agentive-physical-object;['genyonemus lineatus', 'chenfish'];Speiceas iasc
agentive-physical-object;['spilogale putorius', 'spilogale', 'chonaic skunk', 'beag chonaic skunk'];Géineas mamach
agentive-physical-object;['spilogale putorius', 'spilogale', 'chonaic skunk', 'beag chonaic skunk'];Speiceas mamach
agentive-physical-object;['poecilogale albinucha', 'nathair muishond'];Speiceas mamach
agentive-physical-object;['brannóg', 'gustún', 'gobio gobio'];Speiceas iasc
agentive-physical-object;['gealóg cheoil', 'amhrán gealbhan', 'melospiza melodia'];Speiceas éan
agentive-physical-object;['clochrán', 'oenanthe', 'caislín cloch'];Géineas éan
agentive-physical-object;['riabhóg', 'gobadán na cuaiche', 'anthus', 'riabhóg mhóna', 'pipit', 'gobadán', 'titlark'];Géineas éan
agentive-physical-object;['saguinus', 'saguinini', 'tamarin', 'leon marmoset', 'leon moncaí', 'leoncita', 'tamarin leon', 'tamarins'];Géineas mamach
agentive-physical-object;['prunellidae', 'prunella', 'accentor'];géineas éan
agentive-physical-object;['kogia breviceps', 'míol mór sperm fhraoigh'];Speiceas mamach
agentive-physical-object;['rón beag', 'rón coiteann', 'gnáthshéala', 'cuan séala', 'phoca vitulina', 'rón', 'rónta cuain'];Speiceas mamach
agentive-physical-object;['liopardchat', 'liopard cat', 'felis bengalensis'];Speiceas mamach
agentive-physical-object;['gabha dubh', 'cinclidae', 'gabha uisce', 'lon uisce', 'dippers', 'uisce creige'];Géineas éan
agentive-physical-object;['tamias striatus', 'hackee', 'iora breac', 'thoir chipmunk'];Speiceas mamach
agentive-physical-object;['gasail', 'gazella', 'gazelle', 'gazelles'];Géineas mamach
agentive-physical-object;['gnamhán', 'liparidae', 'snailfish', 'gioradán', 'liparis liparis', 'seilide farraige'];Speiceas iasc
agentive-physical-object;['agama', 'agama africana'];Géineas reiptílí
agentive-physical-object;['agama', 'agama africana'];speiceas reiptílí
agentive-physical-object;['vipera berus', 'feithid', 'nathair', 'viper coitianta'];Speiceas reiptílí
agentive-physical-object;['enterobius', 'snáthphéist', 'pinworm', 'enterobius vermicularis', 'pinworms', 'threadworm'];Géineas cruinnphéisteanna seadánacha
agentive-physical-object;['gastrophryne carolinensis', 'thoir caol-mouthed buaf'];Speiceas amfaibiach
agentive-physical-object;['tamandua', 'tamandua tetradactyla', 'anteater níos lú', 'tamandu'];Géineas mamach
agentive-physical-object;['tamandua', 'tamandua tetradactyla', 'anteater níos lú', 'tamandu'];Speiceas mamach
agentive-physical-object;['tunga penetrans', 'chigoe', 'chigoe flea', 'flea chigoe'];Speiceas feithidí
agentive-physical-object;['búbaí', 'sula', 'gainéad', 'booby'];Géineas éan
agentive-physical-object;['ruabhreac', 'artach char', 'salvelinus alpinus'];Speiceas iasc
agentive-physical-object;['cheilanthes gracillima', 'myriopteris gracillima', 'lása raithneach'];speiceas plandaí
agentive-physical-object;['cheilanthes gracillima', 'myriopteris gracillima', 'lása raithneach'];speiceas plandaí
agentive-physical-object;['aspidophoroides monopterygius', 'alligatorfish'];Speiceas iasc
agentive-physical-object;['panonychus ulmi', 'tetranychus urticae', 'dearg spider mite', 'dearg spider', 'mite spider dearg'];speiceas artrapód
agentive-physical-object;['panonychus ulmi', 'tetranychus urticae', 'dearg spider mite', 'dearg spider', 'mite spider dearg'];Speiceas artrapód
agentive-physical-object;['bubulcus ibis', 'eallach egret', 'eallaigh egret', 'ibis'];speiceas éan
agentive-physical-object;['aspidelaps lubricus', 'hafraice choiréil nathair'];Speiceas reiptílí
agentive-physical-object;['viciúna', 'vicugna vicugna', 'vicuña', 'vicuñas'];Speiceas mamach
agentive-physical-object;['cadhóit', 'canis latrans', 'coyote', 'coyotes', 'latrans', 'prairie mac tíre', 'scuab mac tíre'];Speiceas mamach
agentive-physical-object;['halichoeres bivittatus', 'dick sleamhain', 'halicoeres bivittatus'];Speiceas iasc
agentive-physical-object;['choeronycteris mexicana', 'hognose bat'];Speiceas mamach
agentive-physical-object;['rhea pennata', 'ria', 'nandu', 'pterocnemia pennata'];Speiceas éan
agentive-physical-object;['giobún', 'hylobates lar', 'gibbon', 'gibbon lar'];Speiceas mamach
agentive-physical-object;['síolta gheal', 'smiú', 'smew', 'mergus albellus'];Speiceas éan
agentive-physical-object;['actinomyces'];Géineas baictéar
agentive-physical-object;['hydrobates pelagicus', 'peadairín na stoirme', 'guairdeall', 'éan an anró', 'gearr róid', 'súipín', 'gearr úisc', 'pelagicus', 'stoirme petrel', 'thuaidh gearr róid'];speiceas éan
agentive-physical-object;['eala bhalbh', 'eala mute', 'cygnus olor'];Speiceas éan
agentive-physical-object;['spriongboc', 'antidorcas', 'springbok', 'antidorcas euchore', 'antidorcas marsupialis', 'springbuck'];géineas mamach
agentive-physical-object;['gribhéad', 'chlorocebus pygerythrus', 'vervet moncaí', 'cercopithecus aethiops pygerythrus', 'vervet'];speiceas mamach
agentive-physical-object;['armadailín tríbhandach brasaíleach', 'apar', 'tolypeutes tricinctus', 'trí-banded armadillo'];Speiceas mamach
agentive-physical-object;['caracara plancus', 'carancha', 'polyborus plancus'];Speiceas éan
agentive-physical-object;['procyon cancrivorus', 'portán-ithe racún'];Speiceas mamach
agentive-physical-object;['carduelis cucullata', 'siscín rua', 'dearg siskin'];speiceas éan
agentive-physical-object;['dendroaspis polylepis', 'augusticeps dendroaspis', 'dubh mamba', 'mamba dubh'];speiceas reiptílí
agentive-physical-object;['poecile carolinensis', 'carolina chickadee', 'parus carolinensis'];Speiceas éan
agentive-physical-object;['colaptes chrysoides', 'chrysoides colaptes', 'gilded preabadh', 'óraithe preabadh'];Speiceas éan
agentive-physical-object;['cnóire', 'nucifraga'];Géineas éan
agentive-physical-object;['breac donn', 'fionnóg', 'breac geal', 'salmo trutta'];speiceas iasc
agentive-physical-object;['reathaí an bhóthair', 'geococcyx californianus', 'californianus geococcyx', 'roadrunner', 'coileach chaparral', 'roadrunners'];Speiceas éan
agentive-physical-object;['reathaí an bhóthair', 'geococcyx californianus', 'californianus geococcyx', 'roadrunner', 'coileach chaparral', 'roadrunners'];Géineas éan
agentive-physical-object;['streipteacocas', 'streptococci', 'streptococcus', 'ionfhabhtú streptococcal', 'strep', 'streptococcal'];Géineas baictéar
agentive-physical-object;['stafalacocas', 'staph', 'staphylococci', 'staphylococcus', 'staphylococcal'];Géineas baictéar gram-dheimhneach
agentive-physical-object;['clostridium', 'clostridia'];Géineas prócarót
agentive-physical-object;['diodon hystrix', 'diodontidae', 'iasc torcáin', 'porcupinefish', 'cuán mara'];Speiceas iasc
agentive-physical-object;['fionncha dubh', 'asplenium adiantum-nigrum', 'dubh fionncha'];Speiceas plandaí
agentive-physical-object;['cyclopes didactylus', 'anteater silky', 'dhá-toed anteater'];Speiceas mamach
agentive-physical-object;['eala', 'cygnini', 'cygnus', 'géis'];géineas éan
agentive-physical-object;['polypodium scouleri', 'chósta polypody', 'leathery polypody'];speiceas plandaí
agentive-physical-object;['scodalach dubheiteach', 'cosardach dubheiteach', 'cró thuas ar breac', 'dubh-winged cró thuas ar', 'himantopus himantopus', 'pied chosa croise'];Speiceas éan
agentive-physical-object;['cosardach pibdbubh', 'black-necked cró thuas', 'dubh-necked cró thuas ar', 'himantopus mexicanus'];Speiceas éan
agentive-physical-object;['himantopus leucocephalus', 'bán-i gceannas ar chosa croise', 'bán-i gceannas cró thuas ar', 'leucocephalus himantopus himantopus'];Speiceas éan
agentive-physical-object;['acrostichum aureum'];speiceas plandaí
agentive-physical-object;['elagatis bipinnulata', 'tuar ceatha dara háit'];Speiceas iasc
agentive-physical-object;['faolchú talún', 'proteles lalandii', 'aardwolf', 'proteles cristata'];Speiceas mamach
agentive-physical-object;['fóifíneach', 'aloè', 'aló'];Géineas plandaí
agentive-physical-object;['sclamhaire earrbhuí', 'ocyurus chrysurus', 'snapper yellowtail', 'yellowtail snapper'];Speiceas iasc
agentive-physical-object;['oreamnos americanus', 'gabhair sléibhe', 'gabhar rocky mountain', 'gabhar sliabh', 'gabhar sléibhe'];Speiceas mamach
agentive-physical-object;['acanthurus chirurgus', 'dochtúir-iasc', 'doctorfish'];speiceas iasc
agentive-physical-object;['gabhlán gainimh', 'gaineamh martin', 'bruachalán', 'bainc martin', 'bainc swallow', 'banc swallow', 'riparia riparia'];speiceas éan
agentive-physical-object;['riascbhláth órga', 'lus buí bealtaine', 'caltha palustris', 'riasc marigold', 'bearnán bealtaine', 'bealtaine blob', 'marsh-marigold', 'marsh marigold', 'móinéir geal'];speiceas plandaí
agentive-physical-object;['eala thundra', 'cygnus columbianus columbianus', 'cygnus columbianus', 'tundra eala', 'eala bewick'];Speiceas éan
agentive-physical-object;['eala thundra', 'cygnus columbianus columbianus', 'cygnus columbianus', 'tundra eala', 'eala bewick'];fospeiceas éan
agentive-physical-object;['callisaurus draconoides', 'draconoides callisaurus', 'gridiron-tailed laghairt', 'séabra-tailed laghairt'];Speiceas reiptílí
agentive-physical-object;['giorria', 'brian bearnach', 'míol buí', 'patachán', 'giorriacha', 'jack coinín', 'jackrabbits'];Géineas mamach
agentive-physical-object;['cynomys ludovicianus', 'marmat machaire earrdhubh', 'blacktail prairie madra'];Speiceas mamach
agentive-physical-object;['cynomys gunnisoni', 'whitetail prairie madra'];Speiceas mamach
agentive-physical-object;['saileachán francach', 'lus tine', 'lus na tine', 'chamaenerion angustifolium', 'chamerion angustifolium', 'epilobium angustifolium', 'rosebay saileachán', 'fireweed', 'ollmhór saileachán', 'wickup'];speiceas plandaí
agentive-physical-object;['echinococcus', 'eicíneacocóis', 'ribíneach'];Géineas péisteanna
agentive-physical-object;['heteroscelus incanus', 'polynesian tattler'];Speiceas éan
agentive-physical-object;['smólach odhar', 'veery', 'hylocichla fuscescens', 'smólach wilson'];Speiceas éan
agentive-physical-object;['leadán úcaire', 'dipsacus fullonum', 'teasel coitianta'];speiceas plandaí
agentive-physical-object;['mustela frenata', 'fad-tailed weasel', 'longtail weasel'];Speiceas mamach
