abstract-region;['極限', 'limit'];極限係話一隻函數嗰自變量靠近嘚某隻特定值嗰時間，函數嗰變化趨勢，好似函數
physical-object;['報', '報紙'];報或者叫報紙係用來報告新聞嗰印刷品。
physical-object;['博物館', 'museum'];博物館係弆到、展示、研究人類嗰文化遺產或自然嗰物質遺產嗰地方，佢通常係不使錢嗰非盈利機構，對得全社會公眾開放。
physical-object;['話筒', 'microphone'];話筒（英文：Microphone）係種搦聲氣換做電子信號嗰換能器。
physical-object;['襠袋'];襠袋係14世紀到16世紀末，歐洲作興嗰一款男客人嗰衣裳飾具，佢主要係嵌到卡裡，廅得下檔，故係末後佢拕滴子人當做作煋嗰資本，望裡頭緊築填充物。
physical-object;['長城'];萬里長城係話中國嗰明長城，佢由東頭鴨綠江嗰虎山長城，一逕到西頭嗰嘉峪關，全長7300喇公里，合14600里，ð µ¹就叫做萬里
physical-object;['燈泡', 'incandescent light bulb'];燈泡係一種透過通電，靠電阻搦條線（箇下會用鎢絲）熱到白熾發光嗰燈。
physical-object;['手機', 'mobile phone'];手機係墈垃哩都講得正嗰電話，冇規定固定地點用。
physical-object;['病院', '中醫院'];病院，或醫院係整病救人嗰場化。
physical-object;['圓頂', 'dome'];圓頂係一隻建築款式，相起來像半粒球龕嘚屋頂，箇款半球形係應用拱形嗰（arch）嗰一種建築法。
physical-object;['冰櫃', 'refrigerator'];冰櫃係一隻擺喫嗰嗰電器，食物擺進去會變到冰冷，舞得細菌生長變慢，故係可以弆好久。
physical-object;['自由女神像'];自由神像（英文：Statue of Liberty；法文：Statue de la liberté）係法國到1876年送到美國嗰獨立 100 週年嗰禮物，佢位到美國紐約嗰哈德遜河口附近。
physical-object;['和單'];和單（uo dan）係一樣床上用品，天熱嗰時間會經常用到佢，好似空調房間裡頭鋪嘚和單困覺，就不會拕涼。
physical-object;['相機', 'camera'];相機係拍相用嗰光學設備。
physical-object;['火車', 'train'];火車係話嘚鐵路軌道上行駛嗰車，通常由多節車廂所組成。
physical-object;['和服', 'kimono'];和服（日本話：wafuku）或吳服（gofuku）、着物（kimono）係日本嗰傳統衣裳。
physical-object;['衛星', 'satellite', '衞星'];衛星係話人類做嗰，用火箭或者太空船射進太空，好似天然衛星ð µ¹兜得地球或者別嗰行星躂绕嗰
physical-object;['太空站', 'space station'];太空站係太空裡頭人造嗰太空艙，合嘚人類居住，可以供太空人停歇同得做事。
physical-object;['集成電路', 'integrated circuit'];集成電路係用半導體裏头舞嗰微型電路。
physical-object;['眼鏡', '眼鏡子', '眼镜子', 'glasses'];眼鏡係嵌嘚框架子裡頭嗰透鏡鏡片，戴嘚眼睛嗰前首，拕用做改善視力、保護眼睛或裝飾。
physical-object;['電梯', 'elevator'];電梯係垂直上落、載人、載貨嗰交通工具。
physical-object;['箭', 'arrow'];箭，又叫矢，係由弓或弩射出嗰武器，係人類自古時間就開始利用嗰武器。
physical-object;['機關槍', 'machine gun'];機關槍，簡稱機槍，係種全自動同可快速連續發射子彈嗰槍。
physical-object;['美術館', 'art museum'];美術館係弆到、展示藝術作品嗰地方，佢主要搦視覺藝術為中心。
physical-object;['晶體管', 'transistor'];晶體管（transistor）係種固體半導體電子器件，搦佢做放大、開關、穩壓、信號調製跟到別嗰滴子功能。
physical-object;['二極管', 'diode'];二極管（diode）係電子零件，二極管通正電路，電子凈向一隻方向行嘚正，舞倒嘚就舞不正。
physical-object;['駄', 'wheel'];駄係丩圓嗰環加上軸，得以轉動嗰機械裝置。
physical-object;['溜溜板'];溜溜板係一般到公園、學堂、遊樂場相得到嗰一款娛樂器械。
physical-object;['爆竹'];爆竹係焰火嗰一種，有2000喇年嗰歷史。
physical-object;['電池', 'battery'];電池係儲化學能嗰裝置，用嗰時間佢會有電化學反應，搦完整嗰電路放電出來。
physical-object;['潛水艇', 'submarine'];潛水艇係種專途密嘚水裡駛嗰船，第一次世界大戰開始大量用。
physical-object;['鐘', '钟', 'clock'];鐘係用來計算時間嗰東西。
physical-object;['透鏡', 'lens'];透鏡係搦光線聚合或分散嗰光學設備，時常係玻璃做嗰。
physical-object;['陀螺儀', 'gyroscope'];陀螺儀係種用得感測跟到維持方向嗰裝置，揸得角動量守恆嗰理論設計出來嗰。
physical-object;['船', 'ship'];船（音同算）係浮嘚水上行嗰交通工具，縱橫於海、江、河、湖之上。
physical-object;['弓', 'bow'];弓係種武器，佢利用弓身跟得弓弦弓起來嗰力來射箭，佢拕用做打獵、比賽或者挭仗。
physical-object;['槍', 'firearm'];槍係指利用火藥燃氣能量發射彈丸，口徑細過20毫米嗰身管射擊武器。
physical-object;['核武器', 'nuclear weapon'];核武器係一種武器。
physical-object;['橋', 'bridge'];橋係一種交通設施，橋係供人或係車行嗰。
physical-object;['直升機', 'helicopter'];直升機係利用主旋翼嗰高速旋轉來得著升力嗰飛行器。
physical-object;['鐘擺', 'pendulum'];鐘擺係款力學嗰實驗儀器，簡單滴子可以係一條索、一根桿，同得一隻埵。
physical-object;['壁'];壁係一棟建築用來隔斷外部空間嗰一隻建築結構。
physical-object;['塔', 'pagodă', 'tower'];塔（梵文：स्तूप，stūpa；巴利文：thupa）係亞洲時常相得到嗰一類傳統建築。
physical-object;['電容', 'capacitor'];電容係一種電子零件，佢可以利用兩塊片之間嗰電場囤ð ´¼
physical-object;['坦克車', 'tank'];坦克車，有時間光係叫坦克，係一隻有履帶，有裝甲嗰戰鬥車。
physical-object;['電話', 'telephone'];電話係用電信號傳送話音到际边嗰通訊器材。
physical-object;['望遠鏡', 'telescope'];望遠鏡係款觀察得正撈遠嗰設備，望遠鏡要接收特定嗰電磁輻射，好似可見光或者微波等等。
physical-object;['顯微鏡', 'microscope'];顯微鏡係款用來觀察眼睛直接望不到細小物什嗰設備。
physical-object;['聲納', 'sonar'];聲納係種利用聲波到水下底嗰傳播特性，通過電聲轉換同得信息處理，扤正水里探測同得通訊任務嗰電子設備。
physical-object;['樂器', 'musical instrument'];樂器係話用得來舞出音樂嗰一類物什。
physical-object;['光'];光，到一般人嗰生活中，係一種摸伓到嗰、有顏色嗰、幫人望到東西嗰幅射。
physical-object;['灶', 'stove'];灶或爐係隻封閉嗰加熱空間，佢拕封到係為得加熱團近嗰空間或灶上頭嗰東西。
physical-object;['家具'];家具係日常生活裡頭日日要接觸得到嗰家庭配件，好似交椅、杌子、櫥子、沙發、茶几、床等等。
physical-object;['被服', '被和'];被服（pi-fok，或靖安話嗰pi-pok）係一樣床上用品，簡單來話係一類大面積嗰布類產品，鋪嘚床上睏覺用嗰。
physical-object;['電視', 'television'];電視係隻通訊媒介，搦來廣播有聲嗰相。
physical-object;['衣裳'];衣裳係穿得身上，位到遮到文身上下嗰一類物什。
physical-object;['褯片'];褯片係為到不曉得啷自家屙尿嗰毛伢子而拕發明出來嗰。
physical-object;['腳踏車', 'bicycle'];腳踏車，也叫自行車或單車，贛語更稱之為「線車（嘚）」、「鋼絲車」、「腳踏車嘚」，係最常用嗰陸上小型車輛。
physical-object;['激光', '激光器', 'laser'];激光（laser）係話狹幅頻率嗰光輻射線，通過受激輻射放大同得必要嗰反饋共振，產生准直、單色、相干嗰光束嗰光學儀器。
physical-object;['無線電', 'radio'];無線電係指用電磁波通過任何空間（真空都做得）傳播訊號技術，ð µ¹就作不搦電線都通得
physical-object;['鑊', 'wok'];鑊（音woh）係款燶菜用嗰炊具，有大有細好幾種。
physical-object;['電池', 'battery'];電池係儲化學能嗰裝置，用嗰時間佢會有電化學反應，搦完整嗰電路放電出來。
physical-object;['捺扣'];捺扣係禶嘚衣裳、褲子上，舞得兩片布合到嗰配件，時常係圓型，大多係塑料、金屬箇滴子材料做嗰。
physical-object;['水族館', '水族馆'];水族館係用來展出同到陳列各種魚類嗰場館。
physical-object;['雷達', 'radar'];雷達搦電磁能量以定向方式發射嘚空間裡頭，藉得接收空間內存在嗰物體所反射嗰電波，算出箇隻物體嗰方向、高度同得速度。
physical-object;['衫袖'];衫袖（袖音同就）係一件衣裳包得手嗰部份，也係衣裳最易厊厏嗰部件，有時間會套隻衫袖套避免舞厊厏衫袖。
physical-object;['三稜鏡', 'prisma', 'prism'];擗
physical-object;['武器', 'weapon'];武器廣泛嗰話係指任何扤壞得正生命或者財產嗰家什，通常用得來喝人同得防禦嗰。
physical-object;['互聯網', 'internet', '網絡'];互聯網（Internet），係一隻聯繫艮個世界嗰公開網絡，靠連到世界伓同嗰電腦網絡斣正。
physical-quality;['線', 'line'];線係一隻點到平面或空間揸得一定方向運動嗰跡。
political-geographic-object;['南京'];南京，也簡稱寧，又叫金陵、石城，佢位於長江嗰末游，目前係中華人民共和國江蘇省嗰省會，也係中華民國名義上嗰首都。
political-geographic-object;['德里', 'delhi'];德里（印地話：दिल्ली，烏爾都話：دہلی 或 دلّی‎，旁遮普話：ਦਿੱਲੀ）係印度第二大嗰都市。
political-geographic-object;['胡志明市'];胡志明市係越南最大嗰城市，越南隻直轄市（thành phố trực thuộc trung ương，城舖直屬中央）。
political-geographic-object;['洛杉磯', 'los angeles'];洛杉磯（英文：Los Angles；音標：）係美國第二大嗰城市，加利福尼亞州嗰頭大嗰城市，佢通常拕叫做L.A或「天使之城」（The City of Angels）。
political-geographic-object;['臺中市', 'taichung', '臺中'];臺中市係臺灣中部嗰城市，到2011年有271萬人以上，面積有2215平方公里，全市攏共有29隻市轄區。
political-geographic-object;['麥加', 'mecca'];麥加（阿拉伯語：مكّة المكرمة‎；音標：）係沙特阿拉伯嗰一隻城市。
political-geographic-object;['西安'];西安市，古時間又叫長安等，眼下佢係陝西省嗰省會，位到中國嗰內陸中間腰，係中國嗰地理中心。
political-geographic-object;['朝鮮民主主義人民共和國', '北朝鮮'];北韓（朝鮮文：북한）係亞洲東北邊嗰一隻國。
political-geographic-object;['挪威', 'noreg', 'norge', 'norway'];挪威王國（挪威話：Kongeriket Norge）位到斯堪的納維亞半島嗰西部，東面同瑞典接壤，西面就係大西洋。
political-geographic-object;['荷蘭', 'netherlands'];荷蘭王國（荷蘭話：Koninkrijk der Nederlanden，音標：，「低矮嗰地」嗰意思）係歐洲西北首嗰一隻議會民主制嗰君主立憲國。
political-geographic-object;['日本', '日本人', '日本國'];日本國（日文：日本国，Nippon-koku）係亞洲東邊嗰一隻島國。
political-geographic-object;['馬來西亞'];馬來西亞（馬來話：Malaysia；泰米尔语:மலேசியா）係亞洲嗰一隻國家。
political-geographic-object;['蘇聯'];蘇維埃社會主義共和國聯盟（俄語：Союз Советских Социалистических Республик）係早以歐洲 / 亞洲嗰一隻共產主義國家。
political-geographic-object;['法蘭克福'];法蘭克福（Frankfurt，正式名係緬因河畔嗰法蘭克福（Frankfurt am Main），咁就同德國東首嗰奧得河畔法蘭克福（Frankfurt an der Oder）區別開，佢位到黑森州嗰緬因河嗰北舷上。
political-geographic-object;['英國', 'united kingdom'];大不列顛及北愛爾蘭聯合王國（英文：United Kingdom of Great Britain and Northern Ireland），有時間拕叫做聯合王國（United Kingdom或UK）或不列顛（Britain）係位到歐洲大陸嗰西北海岸對首嗰一隻主權國家。
political-geographic-object;['西班牙', 'spain'];西班牙王國（Reino de España，音標：）係歐洲南部嗰一隻國家，佢嗰首都係馬德里（Madrid），總格人口大約4049萬（2008年7月），約莫有94%人信天主教。
political-geographic-object;['沙特阿拉伯', 'saudi arabia'];沙特阿拉伯（阿拉伯語：المملكة العربية السعودية‎，羅馬字：Al-Mamlakah al-‘Arabīyah al-Su‘ūdīyah）係阿拉伯半島上頭面積最大嗰國家。
political-geographic-object;['天津'];天津係中國華北地區嗰一隻直轄市，位到渤海舷上，係中國第三大嗰都市，海河係隻城市嗰主要河川。
political-geographic-object;['巴基斯坦', 'pakistan'];巴基斯坦伊斯蘭共和國（烏爾都話：اسلامی جمہوریہ پاکستان；英文：Islamic Republic of Pakistan）係位到南亞次大陸嗰西北部嗰一隻國家。
political-geographic-object;['孟加拉', 'bangladesh'];孟加拉人民共和國（孟加拉话：গণপ্রজাতন্ত্রী বাংলাদেশ，音標：）係隻南亞國家。
political-geographic-object;['老撾'];老撾人民民主共和國（老撾話：ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ），係亞洲嗰一隻國家，位到中南半島上頭。
political-geographic-object;['緬甸', 'burma'];緬甸聯邦（緬甸話：）係亞洲嗰一隻國家，有5500萬喇隻人。
political-geographic-object;['柬埔寨'];柬埔寨（高棉話：），全名係柬埔寨王國，先頭叫高棉，係東南亞中南半島嗰一隻國家，首都係金邊（Phnom Penh），陸地面積大約177,000平方公里，人口超過1400萬，鄰國有泰國、老撾同到越南。
political-geographic-object;['澳大利亞', 'australia'];澳大利亞聯邦（英語：Commonwealth of Australia）係隻南半球嗰國家，佢嗰領土含到世界頭上最細嗰大陸（也係最大嗰島）。
political-geographic-object;['四川'];四川省，簡稱川或蜀，係中國西南地區一隻省，省會係成都。
political-geographic-object;['澳門'];澳門全名嗰係澳門特別行政區（普通話發音 文件— 播放）；粵語：Ou3 Mun4（粵語發音 文件— 播放）；葡萄牙語：Região Administrativa Especial de Macau（葡萄牙語發音 文件— 播放）係中華人民共和國嗰一隻特別行政區。
political-geographic-object;['甘肅', 'gansu'];甘肅係中國嗰一隻省，佢嗰省會係蘭州。
political-geographic-object;['雲南', 'yunnán'];雲南係中國西南地區嗰一隻省，省會係昆明。
political-geographic-object;['剛果民主共和國', 'democratic republic of the congo'];剛果民主共和國（法文：République démocratique du Congo）位到非洲嗰中部，早以係叫柘以何（Zaïre）。
political-geographic-object;['波蘭', 'poland'];波蘭共和國（波蘭話：Rzeczpospolita Polska）係歐州中部嗰一隻國家，佢嗰西面同德國接壤，南部就同捷克同斯洛伐克為鄰，烏克蘭同白俄羅斯位到佢嗰東面，東北部同立陶宛同得俄羅斯接壤，北面就係波羅的海。
political-geographic-object;['越南', 'vietnam'];越南社會主義共和國（越南話：Cộng hòa Xã hội Chủ nghĩa Việt Nam；漢字：共和社會主義越南，音標：），係亞洲嗰中南半島上頭嗰一隻國家。
political-geographic-object;['東德'];德意志民主共和國（1949年 - 1990年）（德文：Deutsche Demokratische Republik，DDR），簡稱東德或「民主德國」，係隻1949年到1990年之間，存在到今日德國東頭嗰共產主義國家，之後同西德合併。
political-geographic-object;['德國', 'germany'];德意志聯邦共和國（德語：Bundesrepublik Deutschland，音標：），係中歐嗰一隻國家。
political-geographic-object;['埃及', 'egypt'];埃及阿拉伯共和國（阿拉伯語：جمهوريّة مصرالعربيّة‎）係北非嗰一隻國家。
political-geographic-object;['印度', 'india'];印度共和國（印地语：भारत गणराज्य ，羅馬轉寫Bhārata Gaṇarājya ，英文：Republic of India ）位於亞洲南部的印度次大陸，與孟加拉、緬甸、中華人民共和國、不丹、尼泊爾和巴基斯坦等國家接壤，與斯里蘭卡和馬爾代夫等國隔海相望。
political-geographic-object;['意大利', 'italy', '義大利'];意大利共和國（意大利話：Repubblica Italiana）係隻歐洲嗰國家。
political-geographic-object;['智利'];智利共和國（西班牙文：República de Chile；音標：[reˈpuβlika ðe ˈtʃile]）係隻南美洲嗰國家。
political-geographic-object;['印度尼西亞', 'indonesia'];印度尼西亞共和國（印尼話：Republik Indonesia）係東南亞嗰一隻國家，佢位到亞洲同大洋洲嗰中間，也位到印度洋同太平洋嗰中間，係世界最大嗰群島。
political-geographic-object;['希臘', 'greece'];希臘（希臘語: Ελλάδα 或 Ελλάς），佢係歐洲嗰一隻國家。
political-geographic-object;['烏克蘭', 'ukraine'];烏克蘭（Україна，音標：）係隻位到歐洲東部嗰國家。
political-geographic-object;['墨西哥', 'mexico'];墨西哥合眾國（西班牙話：Estados Unidos Mexicanos）係北美洲嗰一隻國家。
political-geographic-object;['伊拉克', 'iraq'];伊拉克共和國（阿拉伯文：جمهورية العراق）係中東同得西亞嗰一隻國家。
political-geographic-object;['韓國', '大韓民國', 'south korea'];大韓民國（朝鮮語：대한민국 ）係東北亞朝鮮半島最南嗰一隻國家。
political-geographic-object;['尼日利亞', 'nigeria'];尼日利亞聯邦共和國（英語：Federal Republic of Nigeria）位到非洲嗰西首，係隻立憲聯邦制嗰共和國。
political-geographic-object;['法國', 'france', '法国'];法蘭西共和國（法語：République française，音標：），係西歐嗰一隻國家，但佢到各隻大陸也有海外領土。
political-geographic-object;['愛爾蘭', 'republic of ireland'];愛爾蘭共和國（愛爾蘭話：Poblacht na hÉireann）係歐洲西北首嗰一隻國家，佢系一隻議會民主制嗰共和國。
political-geographic-object;['菲律賓', 'philippines'];菲律賓（菲律賓話：Repúbliká ng̃ Pilipinas）係亞洲嗰一隻國家。
political-geographic-object;['瑞典', 'sweden'];瑞典王國（瑞典話:Konungariket Sverige）係位到歐洲嗰斯堪的納維亞半島嗰一隻國家。
political-geographic-object;['阿拉斯加州', 'alaska'];阿拉斯加州（英語：State of Alaska），還有一隻名字係“頂後嗰荒野”。
political-geographic-object;['阿肯色州', 'arkansas'];阿肯色州（英文：Arkansas）係美國南面嗰一隻州，佢位到密西西比河嗰中下游，北面憑到密蘇裡州，西面憑到俄克拉荷馬州，南面憑到路易斯安那州，西南面係得克薩斯州嗰鄰舍。
political-geographic-object;['亞利桑那州', 'arizona'];亞利桑那州（英語：Arizona）係第48個加到美國聯邦嗰州，佢位到美國嗰西南面。
political-geographic-object;['阿拉巴馬州', 'alabama'];阿拉巴馬州（又拕叫做亞拉巴馬州，英語：Alabama）係美國東南面嗰一隻州，南邊憑到佛羅利達州，淆墨西哥灣係鄰舍。
political-geographic-object;['加利福尼亞州'];加利福尼亞州（英語：State of California）也拕叫做加州，在英語中拕叫做Cali。
political-geographic-object;['西藏'];西藏 （藏語： བོད་；拉丁字母：Bod：拉薩地方讀 pö ），簡稱藏，係中國嗰西部，位到青藏高原嗰上面。
political-geographic-object;['聖保羅', 'são paulo'];聖 保羅（葡萄牙文：São Paulo）係巴西、南美洲最大嗰城市，也係世界第七大嗰都會區。
political-geographic-object;['羅馬', 'rome'];羅馬（意大利話：Roma，音標：[ˈroma]）係意大利嗰首都，也係佢最大、最多人嗰城市。
political-geographic-object;['耶路撒冷', 'jerusalem'];耶路撒冷（希伯來文：יְרוּשָׁלַיִם；阿拉伯文：القُدس；唐朝景教根據敘利亞語「Ūrišlem 」譯做烏梨師斂）係以色列嗰首都同得佢嗰最大城市。
political-geographic-object;['柏林', 'berlin'];柏林（德文：Berlin）係德國嗰首都也係佢嗰十六隻州之一。
political-geographic-object;['北京', '北京市'];北京係中華人民共和國嗰首都，有過千年歷史。
political-geographic-object;['泰國', 'thailand'];泰王國（ราชอาณาจักรไทย，音標：）係亞洲東南部嗰一隻國家，簡稱泰國，佢嗰首都係曼谷，全國話泰語。
political-geographic-object;['埃塞俄比亞', 'ethiopia'];埃塞俄比亞聯邦民主共和國（Ge'ez：ኢትዮጵያ ʾĪtyōṗṗyā）係非洲東部嗰一隻國家，歷史都蠻久嗰。
political-geographic-object;['莫斯科', 'moscow'];莫斯科（俄文：Москвa；音標：[mɐˈskva]）係俄羅斯嗰首都，也係佢最大嗰城市，哈係歐洲最大嗰都會區。
political-geographic-object;['以色列', 'israel'];以色列國（希伯萊話：מְדִינַת יִשְׂרָאֵל‎）位到亞洲嗰西首、地中海嗰東頭。
political-geographic-object;['芝加哥', 'chicago'];芝加哥（英語：Chicago）位到美國嗰中西部，係伊利諾伊州嗰一個城市，東面憑到密歇根湖，轄區內有人口摸係290萬。
political-geographic-object;['孟菲斯', 'memphis'];孟菲斯（英語：Memphis）係美國田納西州謝爾比縣嗰縣城。
political-geographic-object;['芬蘭', 'finland'];芬蘭共和國（芬蘭話：Suomen tasavalta；瑞典話：Republiken Finland）係隻北歐國家，跟瑞典、挪威同得俄羅斯接壤，西南面拕波羅的海圍到，東南部係芬蘭灣，西面就係波的尼亞灣。
political-geographic-object;['亞特蘭大', 'atlanta'];亞特蘭大（英語：Atlanta）係美國佐治亞州嗰首府淆頂大嗰城市，也係富爾頓縣嗰縣城。
political-geographic-object;['波士頓', 'bóston'];波士頓（英語：Boston）係美國馬薩諸塞州嗰首府和最大城市，也係新英格蘭地區嗰最大城市。
political-geographic-object;['奥里萨邦', 'orissâ'];'奥里萨邦（英语：Odisha）係印度东部一名邦。
political-geographic-object;['聖地牙哥'];聖地牙哥（西班牙語：Santiago）係智利嗰首都，位到喺塞納河岸舷上，係智利大島嗰中心。
political-geographic-object;['倫敦', 'london'];倫敦（英文：London）係英國嗰首都，哈都係英格蘭嗰首府，更加係歐盟最多人嗰城市。
political-geographic-object;['巴黎', 'paris'];巴黎（法語：Paris）係法國嗰首都，位到喺塞納河岸舷上，係法蘭西大島嗰中心。
political-geographic-object;['雅典', 'athens'];雅典（希臘文：Αθήνα；音標：[aˈθina]）係希臘嗰首都，也係佢最大嗰城市，哈係世界最老嗰城市之一，佢有記載嗰歷史達3400喇年。
political-geographic-object;['印第安納波利斯', 'indianapolis'];印第安納波利斯， 係美國印地安納州嗰首府，在行政上頭佢淆佢位到嗰馬里恩縣拼在一起。
political-geographic-object;['東京'];東京係日本嗰首都，起先叫過「江戶」。
political-geographic-object;['首爾', 'seoul', '漢城'];首爾（서울）係韓國嗰首都，到1392年拕開建城池。
political-geographic-object;['臺北市', 'taïpei'];臺北市，臺灣頂大嗰城市，是中華人民共和國政府還勿曾實際管轄嗰臺灣省省會，從1949之後實質上成為中華民國中央政府所在地、首都。
political-geographic-object;['瓦尔帕莱索', 'valparaiso'];瓦尔帕莱索（西班牙文：Valparaíso）係到1536年起智利嗰最多人嗰城市。
political-geographic-object;['伊斯坦布爾', 'istanbul'];伊斯坦布爾（土耳其文：İstanbul）係土耳其最大嗰城市，也係歐洲最大嗰城市、第二大嗰都市區，哈係世界第四大嗰城市，佢有1260萬嗰人口。
political-geographic-object;['紐約市', '紐約'];紐約市（英文：City of New York、New York City或New York）係到1790年起美國嗰最多人嗰城市，佢也係世界第一多人嗰嗰都會區。
political-geographic-object;['費城'];費城（英語：Philadelphia），也拕叫做“菲利”（英語：Philly），係美國嗰第五大城市，也係賓夕法尼亞州人頂多、土地頂大嗰城市。
political-geographic-object;['巴西', 'brazil'];巴西聯邦共和國（葡萄牙文：República Federativa do Brasil）係隻南美洲嗰國家，佢係世界第五大面積嗰國家，佢幾乎佔得南美洲一般嗰面積。
political-geographic-object;['鳳凰城', 'phoenix'];菲尼克斯（英語：Phoenix），又拕叫做鳳凰城，係美國亞利桑那州嗰首府淆頂大嗰城市。
political-geographic-object;['丹佛', 'denver'];丹佛市縣（英語：City and County of Denver），係美國科羅拉多州嗰一隻合併市縣，也係科羅拉多州嗰頂大嗰城市淆首府。
political-geographic-object;['國家', 'country'];國家係一隻主權政府嗰全部領土所在。
qualitative-role;['變量', 'variable'];變量係話冇特定值嗰數，一般係搦非數字嗰符號表示，時常係拉丁字母。
quality;['印度教'];印度教係世界主要嗰宗教之一。
quality;['機率', 'probability'];機率係一場事發生、出現嗰可能度，可以數學嗰百份比表示，介於 0 同 1 之間。
quality;['信仰', '宗教', 'belief'];信仰係話人對神仙鬼怪箇滴子宗教內容崇拜、恐懼等行為，或對某滴子思想、主義箇滴子哲學內容嗰信服、實踐等行為。
quality;['信仰', '宗教', 'belief'];宗教係指當人類嗰社會發展到一定嗰階段，出現嗰一種文化現象。
quality;['色', 'color', '色氣', '顏色'];色，或者叫色氣、顏色，係人通過眼、腦同生活經驗所產生嗰一種對光嗰視覺反應。
quality;['學士'];學士係高等教育本科階段授予嗰學位名稱，揸得學科類別拕分做理學士、文學士、社會科學學士同得工商管理學士（或商學士）。
quality;['度量', 'measurement', '測定'];度量（英文：measurement）係話搦一定嗰基準去測量一隻東西嗰長度、尺度等屬性。
quality;['藍'];藍係一隻色，哈都係紅綠藍光嗰三原色當中波長最短，只係470納米。
quality;['自由意志', 'free will'];自由意志嗰主題係為到討論人類得舞自簡嗰想舞嗰事、做自簡要想做嗰東西嗰信念或哲學理論。
quality;['質量', 'mass'];質量（英文：mass）係話一樣物什含到嗰物質量。
quality;['無限', 'infinity'];無限（∞）係是表示無盡界嗰概念，神學、哲學、數學同得生活裡頭都用得正，但合隻領域嗰定義無共樣。
quality;['白'];白係一隻色氣，同烏色相反。
quality;['烏', '烏色', '黑', '黑色'];烏，又叫黑，係一隻色氣，乜烏嗰東西夜裡通常係相不到嗰。
quality;['紅色', '紅'];紅係人眼相得到最低頻可見光嗰色氣。
quality;['紅色', '紅'];紅係話人眼望得到最低頻可見光嗰色。
quality;['黃'];黃係一隻色。
quality;['基督教'];基督教，古代也叫景教, 跟佛教、伊斯蘭教合為世界三大宗教。
quality;['重量', 'weight'];重量（英文：weight）係話一樣物什拕萬有引力作用而產生嗰力嗰度量。
region;['秒', 'second'];秒 （SI：s），有時間拕寫做sec，係一隻時間單位，也係國際單位系統裡頭時間嗰基本單位。
region;['國際單位系統', 'international system of units', 'si', '國際單位制'];國際單位系統（法文：Le Système International d'Unités；英文：The International System of Units；簡稱SI）係公制系統嗰現代標準形式，佢通常採用嗰係十進位。
region;['公制', 'metric system'];公制（英文：metric system）係一套國際化嗰度量系統，佢起頭係1791年到法國採用嗰，箇下佢已經係全世界最通用嗰度量單位體系。
region;['數字', 'numerical digit'];數字係表達數嗰字，有正數同負數。
region;['度', 'degree'];度係用得度量角度嗰單位，符號係「°」。
region;['公升', 'l', 'litre', '升'];升（英文：litre）係隻度量容量嗰單位，符號係L。
region;['厘米'];厘米 ，又叫公分，係國際標準嗰長度計量單位，一百分之一米，符號 cm。
region;['複數', 'complex number'];數學上複數係一個數用
region;['平方根', 'square root'];平方根係非負實數 x {\displaystyle x} 自乘結果等於 x {\displaystyle x} 嗰實數，表示為± x {\displaystyle {\sqrt {x}}} （√x），讀做「正負根號下x或x嗰平方根」。
region;['歐', 'ω', 'ohm'];歐（英文：ohm；符號：Ω）係國際單位系統裡頭度量電阻嗰單位。
region;['牛', 'n', 'newton'];牛或牛頓（英文：newton）係公制裡頭嗰力度嗰單位。
region;['伏', 'volt'];伏（英文：volt；符號：V），係隻國際單位系統裡頭度量電壓嗰單位。
region;['瓦', 'watt'];瓦（watt，或者叫瓦特）係隻國際單位制嗰功率單位，符號係W。
region;['噸', 'gg', 'kt', 'mg', 't', 'ton', '頓'];噸或頓（英文：ton）係隻公制嗰質量單位。
region;['有理數', 'rational number'];有理數係全部可以用兩隻整數嗰比例表示得正嗰實數，即係分數。
region;['質數', 'prime number'];質數係個大過一嘅自然數，除吥自簡同一之外，冇別嗰自然數可以搦佢整除。
region;['整數', 'integer'];整數係自然數、佢個哩嗰負值同到0嗰統稱，係實數嗰一類。
region;['斤'];斤，係隻質量單位。
region;['實數', 'real number'];實數域（R）係隻完備嗰有序域（complete ordered field），係有理數域嗰完備化（completion），係複數域C嗰子域。
region;['公斤', 'hg', 'kg', 'mg', 'tg', 'kilogram', '千克'];公斤，也叫千克，係質量嗰國際標準基本單位，符號kg。
region;['100'];100係99同101之間嗰自然數。
region;['安', 'ampere'];安（英文：ampere；符號：A）係度量電流嗰國際單位。
region;['米', 'm', 'metre'];米（SI：m）係隻長度單位，m 代表 metre/meter。
region;['50'];50係49同51之間嗰自然數。
region;['40'];40係39同41之間嗰自然數。
region;['70'];70係69同71之間嗰自然數。
region;['60'];60係59同61之間嗰自然數。
region;['30'];30係29同31之間嗰自然數。
region;['9', '0'];9係8同10之間嗰自然數，係3嗰平方、81嗰平方根。
region;['19'];19係18同20之間嗰自然數。
region;['12'];12係11同13之間嗰自然數。
region;['16'];16係15同17之間嗰自然數。
region;['6'];6係5同7之間嗰自然數。
region;['5'];5係4同6之間嗰自然數。
region;['15'];15係14同16之間嗰自然數。
region;['10'];10係9同11之間嗰自然數。
region;['20'];20係19同21之間嗰自然數。
region;['3'];3係2同4之間嗰自然數。
region;['2', '二'];2係1同3之間嗰自然數。
region;['8'];8係7同9之間嗰自然數。
region;['7'];7係6同8之間嗰自然數。
