abstract-region;['वर्ग फलन'];बिजगणितमा, एक वा अधिक चरसँग बहुपद कार्यनै बहुपदिए फलन हो जसलाई डिग्री २ को बहुपद
physical-object;['चकटी'];परम्परागत रूपमा ग्रामीण महिलाहरू मकैको खोस्टा, पराल, बाबियो आदिबाट यस्ता चकटिहरु बुन्ने गर्छन । प्राकृतिक रुपमै उपलब्ध सामग्री हरूको प्रयोग, थोरै सिप भएका व्यक्तिहरूबाट पनि काम सम्पन्न हुने भएकोले यस्ता सामग्रीहरूको महत्त्व बेग्लै छ। तर आधुनिक सामग्रीहरूको प्रयोगमा आएको व्यापकताले यस्ता सामग्रीहरू ओझेलमा पर्दै गएका छन् ।
physical-object;['कन्ट्याक्ट लेन्स'];कन्ट्याक्ट लेन्स आँखाको अघिल्लो भाग माथि सिधै राखिने पारादर्शी र चाहिएको मात्रामा आँखाको देख्ने शक्ति सुधार्ने साधन हो। हेर्न मद्दत गर्नका साथै आँखाको नानीको रङ्ग इछानुसार अर्कै देखाउन पनि यसको प्रयोग गरिन्छ। एक पटक मात्र प्रयोग गर्न मिल्ने र जतन गरी राखेर फेरी प्रयोग गर्न मिल्ने गरी दुई प्रकारका कन्ट्याक्ट लेन्स बजारमा पाइन्छन। सामान्यता लेन्सहरू पारदर्शी प्लास्टिकजन्य पदार्थबाट बनेका हुन्छन । चश्मा लगाउँदा असहज अनुभव गर्ने खेलाडी, कलाकार लगायत जसकसैले पनि आँखाको गोलाइ अनुसार सिफारिस गरिएको यस्तो लेन्स प्रयोग गर्न सक्छन
physical-object;['कण्डम', 'कन्डम'];कण्डम परिवार नियोजनको साधन तथा यौन रोगहरू सर्नबाट बचाउने साधन हो। कण्डम यौन सम्पर्कको समयमा पुरुषले प्रयोग गर्ने बस्तु भए ता पनि आजभोलि भने बजारमा महिलाले प्रयोग गर्ने महिला कण्डम पनि उपलब्ध भैसकेका छन्। कन्डम पुरुषको उत्तेजित लिङ्गमा लगाउने परिवार नियोजनको साधन हो । कन्डम मात्र एउटा यस्तो साधन हो जसले गर्भवती हुन र यौनजन्य सङ्क्रमण जस्तै. एच.आई.भी.
physical-object;['अत्तर'];कुनै बोटका पात या पुष्पादि प्रयोग गरेर उत्पादन गरिने सुगन्धित पदार्थ जसले मानिसको शरीर स्वभाविक दुर्गन्ध विनाश गर्ने काम गर्दछ।कुनै कुनै सम्प्रदायमा यसलाई मंगलताको प्रतिक पनि मन्ने गरिएको पाइएको छ।
physical-object;['कोदालो'];सामान्य रूपमा खेतबारी खन्न र डल्ला फोर्न प्रयोग गरिने कृषि औजार । काठ र फलामबाट यसको निर्माण गरिएको हुन्छ.
physical-object;['ट्रान्सफर्मर'];ट्रान्सफर्मर एक किसिमको पावर सिस्टममा प्रयोग गरिने बिद्युतिय उपकरण हो जसले अल्टरनेटिङ इलेक्ट्रोमोटिभ फोर्स/एसी विद्युत अर्थात भोल्टेजको मात्रालाई फ्रिक्वेन्सि परिवर्तन नगराई बढाउन वा घटाउन प्रयोग गरिने विधुतिय उपकरणलाई ट्रान्सफर्मर भनिन्छ । == कार्यसिद्धान्त == ट्रान्सफर्मर एक बिद्युतचुम्बकिय उपपादनको सिद्धान्तको आधारमा काम गर्ने उपकरण हो । समयानुरूप परिवर्तन हुने करेण्ट जब ट्रान्सफर्मरको प्रार्इमरी वार्इन्डिङ्गमा प्रदान गरिन्छ, तब फराडेको बिद्युतचुम्बकिय उपपादनको असरबाट ट्रान्सफर्मर सेकेन्डरीमा समयानुरूप परिवर्तन हुने करेण्ट उत्पादन हुन्छ । == प्रकार == ट्रान्सफर्मर कार्यसम्पादनको आधारमा विशेषतः दुई प्रकारको हुन्छ : १.
physical-object;['ट्रान्सफर्मर'];ट्रान्सफर्मर एक किसिमको पावर सिस्टममा प्रयोग गरिने बिद्युतिय उपकरण हो जसले अल्टरनेटिङ इलेक्ट्रोमोटिभ फोर्स/एसी विद्युत अर्थात भोल्टेजको मात्रालाई फ्रिक्वेन्सि परिवर्तन नगराई बढाउन वा घटाउन प्रयोग गरिने विधुतिय उपकरणलाई ट्रान्सफर्मर भनिन्छ । == कार्यसिद्धान्त == ट्रान्सफर्मर एक बिद्युतचुम्बकिय उपपादनको सिद्धान्तको आधारमा काम गर्ने उपकरण हो । समयानुरूप परिवर्तन हुने करेण्ट जब ट्रान्सफर्मरको प्रार्इमरी वार्इन्डिङ्गमा प्रदान गरिन्छ, तब फराडेको बिद्युतचुम्बकिय उपपादनको असरबाट ट्रान्सफर्मर सेकेन्डरीमा समयानुरूप परिवर्तन हुने करेण्ट उत्पादन हुन्छ । == प्रकार == ट्रान्सफर्मर कार्यसम्पादनको आधारमा विशेषतः दुई प्रकारको हुन्छ : १.
physical-object;['कन्भेक्स लेन्स'];किनाराको भाग पातलो र बीचको भाग बाक्लो भएको लेन्सलाई कन्भेक्स लेन्स भनिन्छ । यो लेन्सले समानान्तर प्रकाशका किरणहरूलाई एउटै बिन्दुमा केन्द्रित गर्दछ । त्यै भएर कन्भेक्स लेन्सलाई कन्भर्जिङ लेन्स वा केन्दिकरण लेन्स पनि भन्ने गरिन्छ ।
physical-object;['पेटिकोट'];पेटिकोट महिलाहरूले सारी तथा स्कर्टको भित्र पट्टि लगाउने भित्री पहिरन हो.
physical-object;['येल विश्वविद्यालय'];येल विश्वविद्यालय न्यू हेवन, कनेक्टिकटमा अमेरिकी आइभी लीग अनुसन्धान विश्वविद्यालय हो। १७०१ मा स्थापित, संयुक्त राज्य अमेरिका मा उच्च शिक्षा को तेस्रो-सबै भन्दा पुरानो संस्था र अमेरिकी क्रांति देखि पहिले नौ चार्टर्ड कलेजहरु मध्ये एक हो । १९ औँ शताब्दीमा, कलेजले स्नातक र व्यावसायिक अनुदेशमा विस्तार गर्यो, पहिलो पी.एच.डी.
physical-object;['अक्सफोर्ड विश्वविद्यालय', 'अक्सफर्ड विश्वविद्यालय'];अक्सफोर्ड विश्वविद्यालय अक्सफोर्ड, अक्सफोर्डसायर, इङ्ल्यान्डमा रहेको एउटा कलेजिएट अनुसन्धान विश्वविद्यालय हो। यहाँ सन् १०६९ देखि नै अध्यापन हुँदै आइरहेको प्रमाणहरू भेटिएका छन्, जसले यस विश्वविद्यालयलाई अङ्ग्रेजी-बोल्ने विश्वको सबैभन्दा पुरानो विश्वविद्यालयको तथा नियमित सञ्चालनमा रहेको विश्वको दोस्रो पुरानो विश्वविद्यालयको रूपमा चिनाउँछन्। यसको द्रुतदर विकास सन् ११६७ देखि भएको पाइन्छ जति बेला हेनरी द्वितीयले अङ्ग्रेज विद्यार्थीहरूलाई पेरिस विश्वविद्यालयमा भर्ना हुनबाट रोक लगाएका थिए। सन् १२०९ मा विद्यार्थीहरू र अक्सफोर्ड नगरवासीहरू बीच विवास पश्चात् केही शिक्षाकर्मीहरू उत्तर-पूर्वी क्षेत्र क्याम्ब्रिज गए जहाँ उनीहरूले छुट्टै शिक्षालयको स्थापना गरे जुन क्याम्ब्रिज विश्वविद्यालय बन्यो। यी दुई अङ्ग्रेजी प्राचीन विश्वविद्यालयहरूका विभिन्न समान विशेषताहरू रहेका छन् र सामूहिक रूपमा अक्सब्रिजको नामले पनि चिनिन्छन्।
physical-object;['बस'];बस एकैपटक धेरै यात्री बोकेर हिड्नसक्ने आयताकार तथा ठूला सवारी साधन हुन ।
physical-object;['एम्बुलेन्स', 'यम्बुलेन्स'];एम्बुलेन्स बिरामी वा घाइते मान्छेलाई रोग वा चोट लागि उपचार गर्नको लागि अस्पताल सम्म पुर्याउन प्रयोग हुने सवारी साधन हो।
physical-object;['ट्रयाक्टर'];ट्रयाक्टर कृषि तथा सामान ढुवानीको प्रयोजनको लागि पनि प्रयोग गरिने एक यान्त्रिक साधन हो । यो यन्त्र विशेषत ढिलो गतिमा उच्चभार तान्ने क्षमता दिलाउने गरी निर्माण गरिएको हुन्छ ।
physical-object;['पानी जहाज', 'जहाज'];यो लेख पानी जहाजको बारेमा हो।
physical-object;['धनुष बाण'];धनुष बाण एक प्रकारको ऐतिहासिक हतियार प्रणाली हो जसमा एउटा लचकदार धनुष र लामो आकारको पातलो बाण हुन्छ। धनुष बाण खेल खेल्नको लागि धनुषको उपयोग गरेर बाण चलाउनको लागि कला, अभ्यास र कौशलको आवश्यकता हुन्छ। एउटा व्यक्ति जसले धनुषको उपयोग गरेर बाण चलाउँछ त्यसलाई धनुर्धारी भन्ने गरिन्छ।
physical-object;['बन्दुक'];बन्दुक लडाइमा प्रयोग गरिने हतियार हो ।
physical-object;['परमाणु बम', 'अणुबम'];नाभिकीय अस्त्र वा परमाणु बम एउटा विस्फोटक युक्ति हो जसको विध्वंशक शक्तिको आधार नाभिकीय प्रतिक्रिया हुन्छ। यो नाभिकीय संलयन वा नाभिकीय विखण्डन वा यी दुइटै प्रकारको नाभिकीय प्रतिक्रियाहरूका सम्मिलनदेखि बनाउन सकिन्छ। दुइटै नैं प्रकारका प्रतिक्रियाहरूका परिणामस्वरूप केही सामग्रीदेखि भारी मात्रामा उर्जा उत्पन्न हुन्छ। आजको एउटा हजार किलोदेखि थोरै ठूलो नाभिकीय हथियार यति उर्जा उत्पन्न गर्न सक्छ जति धेरै अरब किलोका परम्परागत विस्फोटकहरूबाट उत्पन्न हुन सक्छ। नाभिकीय हथियार महाविनाशकारी हथियार भनिन्छन्। दोस्रो विश्वयुद्धमा सबैभन्दा अधिक शक्तिशाली विस्फोटक, जो प्रयुक्त भएको थियो, त्यसको नाम 'ब्लकबस्टर' थियो। यसको निर्माणमा तबसम्म ज्ञात प्रबलतम विस्फोटक ट्राईनाइट्रीटोलीन को ११ टन प्रयुक्त भएको थियो। यस विस्फोटकदेखि २००० गुना अधिक शक्तिशाली प्रथम परमाणु बम थियो जसको विस्फोट टी.
physical-object;['कलम'];कलम, लेखनी वा पेन यस्तो वस्तु हो, जसबाट कागजमा मसी द्वारा लेखिन्छ । कलमको प्रयोग अन्य चीजहरूमा पनि लेखनको लागि गरिन्छ । प्राचिन काल देखि आजसम्म अनेक प्रकारले लेखन प्रयोजनको लागि प्रयोग गरिएका छन् जस्तै नरकटको कलम, प्वांखबाट बनेका कलम, फाउंटेन पेन, बाल-पोइंट पेन आदि ।
physical-object;['हार्मोनियम', 'harmonium'];हार्मोनियम एक प्रकारको सुर बाजा हो।हार्मोनियम शास्त्रीय संगीतका लागि महत्त्वपूर्ण बाजाहरू मध्ये एक हो।
physical-object;['पुल'];पुल एक प्रकारको ढाँचा हो जसको माध्यमबाट दुई किनारालाई जोडेर एक किनाराबाट अर्को किनारा पुग्न मद्दत पुर्याउछ। पुलहरू नदी, खोला, नाला, नहर, दुई पहाड मध्य, खाल्टा अथवा ब्यस्त शहरहरूमाथि बनाईन्छ। नदी नालामाथि पुल एक किनाराबाट अर्को किनारासम्म पुग्नलाई बनाईन्छ तर सडक माथी वैकल्पिक मार्गको रूपमा अथवा सडक पार गर्नको लागि बनाइएको पुललाई आकासे पुल भनिन्छ.
physical-object;['हेलिकोप्टर'];हेलिकोप्टरलाई चपर अथवा हेलो पनि भनिन्छ । बिना पखेटा उड्ने हवाई सवारी साधन हो । हेलिकोप्टरले माथिल्लो भागमा रहेको धारिलो पङ्खाको परिक्रमा द्वारा उत्पन्न हुने बलको सहयताले उडान भर्छ । हेलिकोप्टर बस्ने ठाउँलाई "हेलिप्याड" भनिन्छ ।
physical-object;['विमानस्थल'];विमानस्थल हवाइजहाज अवतरण गर्न तथा उडान भर्नको लागि तयार परिएको संरचना हो।
physical-object;['लुभ्र', 'लुभ्र दरवार', 'louvre', 'लुभ', 'लुभ्रे'];लुभ्र पेरिसमा रहेको एक सङ्ग्रहालय हो, जसमा रहेका कला सङ्ग्रहका कारण प्रत्येक वर्ष दशौँ लाख आगन्तुकहरू यहाँ आउछन्।
physical-object;['खेलौना'];खेलौना खेल्नको लागि प्रयोग गरिने मानव निर्मित साधन हो । यो प्राय केटाकेटीमा प्यारो हुन्छ ।
physical-object;['प्यागोडा', 'pagodă'];प्यागोडा वास्तुकलाको एक निर्माण शैली हो । यो निर्माण शैलीमा भवनहरूमा तलै पिच्छे पाली निकालेर बनाइन्छ । यो निर्माण शैली नेपाल, भारत, म्यानमार, इन्डोनेसिया, थाइल्याण्ड, चीन, जापान, कोरिया, भियतनाम लगायत एसियाली देशहरूमा प्रयोग भएको पाइन्छ ।
physical-object;['बन्चरो'];बन्चरो काठ वा दाउरा काट्ने एक फलामको औजार हो । एकापट्टि धार भएको अर्कापट्टिको दुलोमा काठको बिँड हालेर समात्न सजिलो पारेर दाउरा चिर्ने, जंगलबाट काठ काट्ने, वा युद्धमा एक हतियारका रूपमा प्रयोग गर्ने साधन हो । यो सबै जातीले व्यवहार गर्दछन् तापनि नेपाली बञ्चरो अरूभन्दा फरक हुन्छ। एक साधारण बन्चरोमा एक फलाम या इस्पातको टाउको र काठको बिँड हुन्छ। काठ खेति को लागि, बन्चरो आकार विभाजित र काठ काटन को लागि वर्षौं देखि प्रयोग गरिंदै आएको छ। यो एक हतियार को रूप मा, अनि एक औपचारिक रूपमा सम्मानको प्रतीक को रूप मा पनि प्रयोग गरिन्थ्यो। बन्चरो का धेरै रूपहरु छन् र यसलाई विशेष रूपमा उपयोग गरिन्छ, तर साधारण तरिका मा एक बिंड, भएको हुन्छ र यौटा बन्चरो टाउको हुन्छ। आधुनिक बन्चराहरु भन्दा पहिले, ढुँगे बन्चरा हुन्थे र यसका बींड हुँदैनथे बी.पी.
physical-object;['ट्रान्सफर्मर'];ट्रान्सफर्मर एक किसिमको पावर सिस्टममा प्रयोग गरिने बिद्युतिय उपकरण हो जसले अल्टरनेटिङ इलेक्ट्रोमोटिभ फोर्स/एसी विद्युत अर्थात भोल्टेजको मात्रालाई फ्रिक्वेन्सि परिवर्तन नगराई बढाउन वा घटाउन प्रयोग गरिने विधुतिय उपकरणलाई ट्रान्सफर्मर भनिन्छ । == कार्यसिद्धान्त == ट्रान्सफर्मर एक बिद्युतचुम्बकिय उपपादनको सिद्धान्तको आधारमा काम गर्ने उपकरण हो । समयानुरूप परिवर्तन हुने करेण्ट जब ट्रान्सफर्मरको प्रार्इमरी वार्इन्डिङ्गमा प्रदान गरिन्छ, तब फराडेको बिद्युतचुम्बकिय उपपादनको असरबाट ट्रान्सफर्मर सेकेन्डरीमा समयानुरूप परिवर्तन हुने करेण्ट उत्पादन हुन्छ । == प्रकार == ट्रान्सफर्मर कार्यसम्पादनको आधारमा विशेषतः दुई प्रकारको हुन्छ : १.
physical-object;['क्यापासिटर', 'विद्युतधरित्र'];विद्युतधरित्र english - Capacitor,विद्युत परिपथमा प्रयोग हुने एक मुख्य अबयब हो। यसको बिद्युतिय मार्गमा हुने विद्युतको संरक्षण गर्न प्रयोग गरिन्छ।
physical-object;['मेमोरी'];कम्प्युटरको भाषामा, मेमोरी भन्नाले कम्प्युटरको एउटा अङ्ग हो, जसले कम्प्युटरको डेटा र प्रोग्रामहरूलाई अस्थायी वा स्थायी रूपमा भण्डारण गर्ने कार्य गर्छ । मेमोरी कम्प्युटरको महत्त्वपूर्ण अङ्ग हो, जसलाई हामी हेर्न, छुन र महशुस गर्न सक्छौं । मेमोरी कम्प्युटरको केसिङ बक्स भित्र हुन्छ । यसलाई स्टोरेज डिभाईस् पनि भनिन्छ । सबै कम्प्युटरमा डेटा र प्रोग्राम भण्डारण गर्नका लागि मेमोरीको प्रयोग गरिएको हुन्छ । ई.स.
physical-object;['बम'];बम विभिन्न किसिमका विस्फोटक उपकरणबाट बनेको बिस्फोटक हतियार हो। बम ग्रीक शब्द βόμβος बाट आएको एक अनुकरणात्मक शब्द हो, जसको अर्थ अङ्ग्रेजी को 'बूम' शब्द सँग लगभग समान छ। परमाणु बम ले धेरै ठूलो परमाणुमा-आधारित रसायनिक विस्फोटकहरूको प्रयोग गर्दछ जसले धेरै ठूलो क्षति गर्न सक्छ।
physical-object;['हँसिया', 'हसिया', 'कचिया'];हँसिया लाई कचियाअथवा आँसी पनि भन्ने गरिन्छ ।यो फलामबाट बनेको धारिलो औजार हो । यसमा काठको बिँड लगाइएको हुन्छ.
physical-object;['औजार'];कुनै पनि काममा मद्दत गर्ने हतियारलाई औजार भनिन्छ। जस्तै कोदालो,कैँची।
physical-object;['भूकम्पमापक यन्त्र', 'भूकम्पमापी'];भूकम्पमापक यन्त्र भूगतिका एक घटकलाई प्रत्यक्ष वा अप्रत्यक्ष विधि भन्दा अधिक यथार्थतापूर्वक अभिलिखित कर्ता उपकरण हो। सुपरिचित प्राकृतिक भूकम्पहरु, भूमिगत परमाणु परीक्षण एवं पेट्रोलियम अन्वेषण आदिमा मनुष्यकृत विस्फोटहरु तथा तेज हवा, समुद्री तरङ्ग, तेज मानसून एवं समुद्री क्षेत्रमा तूफान वा अवनमन आदिदेखि उत्पन्न सूक्ष्मकंपहरु का कारण भूगति उत्पन्न हुन सक्छ। उचित रीतिदेखि अनुस्थापित, क्षैतिज भूकम्पमापक यन्त्र भूगतिका पूर्व पश्चिम वा उत्तर दक्षिणका घटकलाई अभिलिखित गर्दछ र ऊर्ध्वाधर भूकम्पमापक यन्त्र ऊर्ध्वाधर गति, अर्थात भूगतिका ऊर्ध्वाधर घटकलाई अभिलिखित गर्दछ। == इतिहास == १९ौं शताब्दीका मध्यकालका लगभग यान्त्रिक भूकम्पविज्ञानको नींव पडी, भूकम्पमापक यन्त्रहरूको निर्माण भयो र भूकम्प अभिलेखनका लागि वेधशालाहरुका जाल बिछ गए। यी दिनहरु रबर्ट मैलेट द्वारा गरिएको कार्य महत्त्वपूर्ण थियो। १८९२ ई०मा जापानमा जन मिल्न ले नट, यूईग र ग्रे का सहयोगदेखि सतह भूकम्पमापक यन्त्र विकसित गरे र तभीदेखि विश्वका अनेक भागहरुदेखि यथार्थ यान्त्रिक आँकडे एकत्र गर्नमा भूकम्पमापक यन्त्रहरूको उपयोग हुने लगा। भारतको केही प्रधान वहरुधशालाहरु मा मिल्न भूकम्पमापक यन्त्रहरूको उपयोग १८९८ ई०मा प्रारम्भ भयो। १९०५ ईमा शिमला, बंबई र कलकत्तेको वेधशालाहरूमा ओमोरी यूईग भूकम्पमापक यन्त्र आ गए थिए। यसका पछि अन्यान्य भूकम्पमापक यन्त्रहरूको उपयोग अनेक वेधशालाहरूमा प्रारम्भ भयो। == यान्त्रिक भूकम्पमापक यन्त्र == यान्त्रिक भूकम्पमापक यन्त्र मा एक क्षैतिज वा ऊर्ध्वाधर लोलक हुन्छ, जो उपलब्ध आधार शैलदेखि सन्निहित पाएमा चढा रहन्छ, वा पृथ्वीमा पर्याप्त गहिराईमा स्थित रहन्छ। काँपती पृथ्वीका कारण लोलकमा उत्पन्न कंपनहरूलाई उपयुक्त युक्तिदेखि प्रवर्धित र अभिलिखित गरिन्छ। अवांछित दोलनहरु लाई निस्यंदित गर्नका लागि लोलक प्राय: क्रान्तिक रूपले अवमंदित हुन्छ। जस्तो माथि स्पष्ट गरे जा चुका छ, केही भूकम्पलेखिहरूलाई भूकम्पमापक यन्त्रका रूपमा र केहीलाई त्वरणमापीका रूपमा अभिकल्पित गरिन्छ। यान्त्रिक भूकम्पलेखिहरूमा मिल्न श र वुड ऐंडरसन उपकरण प्रधान छन् र भारत एवं विदेशको अनेक वेधशालाहरूमा काममा आउँछन्। == मिल्न श क्षैतिज घटक भूकम्पमापक यन्त्रको उपकरणी विवरण == लोलकको आर्वतकाल १० देखि १२ सेकंडसम्म तथा अवमंदन अनुपात २० :१ हुन्छ। आवर्धन प्रकाशिक सहित यान्त्रिक छ र स्थैतिक आर्वधन १५० देखि २५०सम्म परिवर्तनीय हो। लगभग ०.५ किलो ग्राम भारको संहति ५० सहरुमी० लामा बल्ले देखि जोड दिए जान्छ। अवमंदन युक्तिका रूपमा ताँबोको एक पट्टिका लोलकदेखि जोड दिए जान्छ, जो चार नालचुंबकहरुका ध्रुवहरुका बीच गतिशील रहन्छ। चुंबकहरूको स्थितिको समंजन गर्न अवमंदनलाई समंजित गर्न सकिन्छ। == वुड-ऐंडरसन भूकम्पमापक यन्त्रको उपकरण विवरण == लगभग ०.७ ग्राम भारको ताँबो एक सानो बेलन एक तने भए उर्ध्वाधर तारमा उत्केन्द्रत: चढा हुन्छ। तारको मारोडी प्रतिक्रियादेखि नियन्त्रण हुन्छ। आर्वतकाल लगभग एक सेकंड हुन्छ। शक्तिशाली चुबंकका ध्रुवहरुका बीच लटकती संहतिका कारण क्रान्तिक अवमंदन हुन्छ। उपकरणको स्थैतिक आर्वधन प्राय: १,५०० देखि २,०००सम्म हो। == विद्युच्चुबंकीय भूकम्पमापक यन्त्र == विद्युच्चुबंकीय भूकम्पलेखी, वा भूकम्प मापीमा जडत्वीय द्रव्यमान चुबंकका ध्रुवहरुका मध्य गतिशाली रहन्छ। चालक तारको एक कुंडली संहतिका चारहरुतर्फ लपेट दिए जान्छ, जसदेखि त्यो विद्युज्जनित्र को प्रकार काम गर्न लाग्दछ। कुंडलीमा प्रेरित विद्युद्धारा जडत्वीय द्रव्यमान र चुंबकका बीचको सापेक्ष गति, अर्थात् पृथ्वीका कंपन,मा निर्भर गर्दछ। यस रीतिदेखि उत्पन्न विद्युद्धारालाई उपयुक्त धारामापी द्वारा अभिलिखित गर्न लिइन्छ। बैनियफ उपकरण यस प्रकारका भूकम्पमापक यन्त्रको राम्रो उदाहरण हो। यो उपकरण क्षैतिज र ऊर्घ्वाधर दुइटै प्रकारको हुन्छ। ये सबै उपकरण भूकम्प वा सूक्ष्मभूकम्पलाई अभिलिखित गर्नका लागि अभिकल्पित हुन्छन्। यिनको अतिरिक्त अनेक प्रकारका भूकम्पमापक यन्त्र छन्, जो साना, सुवाह्य एवं प्राय: विद्युच्चुबकीय सिद्धान्तका अनुसार उपयुक्त अवमंदन आदिका साथ अभिकल्पित छन् र अचेल तेल आदिका भूकंपी पूर्वेक्षणमा मनुष्यकृत विस्फोटनहरुदेखि उत्पन्न अल्पकालिक तरङ्गोलाई अभिलिखित गर्नमा काम आउँछन्। == भूकम्पमापक यन्त्रहरुका अभिलेखन == भूकम्पमापक यन्त्रहरूको अभिकल्पन विभिन्न प्रकारको भूकम्प तरङ्गहरु, प्रा, प्राथमिक, गौ, गौण तथा पृष्ठ तरङ्ग आदिको अभिलेखन गर्नका लागि हुन्छ, जो भूकम्पका स्त्रोतदेखि यस प्रकार प्रसर्जित हुन्छ कि कुनै पनि तिनको विभिन्न प्रावस्थाहरु का अन्तरलाई अभिलेखदेखि जान सक्छ। भूकम्पका अधिकेन्द्रको दूरी र फोकसको गहिराईका अध्ययनका दृष्टिकोणदेखि यो धेरै नैं महत्त्वपूर्ण हो। कुनै पनि प्रक्षण स्थलमा प्रा र गौ तरङ्गहरुका अभिलिखित अन्तराल देखि प्रा र गौ तरङ्गोको वेग ज्ञात गर्न लिइन्छ, जसदेखि भूकम्पका अघिकेन्द्रको दूरी सीधै सीधै ज्ञात हुन जान्छ। यसै प्रकार स्थानीय भूकम्पहरुका अभिलेखको अध्ययन पृथ्वीको पटलीय परतहरु र सुदूर हुने भूकम्पहरुदेखि सम्बद्ध पृथ्वीका अन्तराशको उपयोगी सूचनाहरु प्रदान गर्दछ। उल्लेखनीय छ कि भूकम्पमापक यन्त्रहरुका अभिलेखहरुका आधारमा जो ती दिनहरु पर्याप्त सूक्ष्मग्राही न थिए, ओल्डैम ले सुझाया कि पृथ्वीको क्रोड ठोस छैन, सम्भवत: तरल हो। आज जब भूकम्पविज्ञानको विकास भूकम्प इंजीनियरी र भूकम्प सर्वेक्षणका रूपमा हो चुका छ, भूकम्प र सूक्ष्मभूकम्पका अध्ययनका अतिरिक्त भूकम्पमापक यन्त्रहरुका महत्त्वको अत्युक्ति छैनको जा सकती । == बाह्य कडीहरू == The history of early seismometers A Java code applet demonstrating the operation of a damped-mass seismometer http://neic.usgs.gov/neis/seismology/keeping track.html Link to live Seismic Drum at Geonet's Mangatainoka River station in New Zealand The Lehman amateur seismograph, from Scientific American- not designed for calibrated measurement.
physical-object;['हाइड्रोमिटर'];विभिन्न वस्तुहरूको सापेक्षिक घनत्व र तरल पदार्थहरूको घनत्व नाप्न प्रयोग गरिने उपकरणलाई हाइड्रोमिटर भनिन्छ ।
physical-object;['प्रवेगमापक यन्त्र', 'त्वरणमापी'];प्रवेगमापक यन्त्र कुनै पनि वस्तुको प्रवेग मापन गर्ने यन्त्र हो । अङ्ग्रेजीमा एक्सलरोमिटर भनेर चिनिने यो यन्त्रमा प्रायः यी विद्युतयान्त्रिक युक्तीहरु हुन्छन् जो प्रवेगका संगत उपर्युक्त वैद्युत सङ्केत प्रदान गर्दछ । == उपयोग == प्रवेगमापक यदि कारमा लागेको छ भनें बताउन सक्छ कि कार कुनै ढलानमा चढ रहेको छवा छैन। step?
physical-object;['तराजु', 'जोख्ने यन्त्र'];तराजु एक प्रकारको यन्त्र हो, जसको मद्दतले हामी कुनैपनि निश्चित पिण्ड भएको वस्तुको जम्मा परिमाणलाई थाहा पाउन सक्दछौ । यो एक प्रचलित यन्त्र हो यसको प्रयोग नेपाल लगाएतका अन्य विकासोन्मुख राष्ट्रहरूमा समेत प्रयोग हुने गर्दछ । तर अन्य विकसित राष्ट्रहरूमा यस प्रकारको नाप यन्त्र कमै प्रयोग भएको पाइन्छ ।
