abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
information-object;['doctorado', 'doctorados', 'grado de doctor', 'título de doctor', 'broken/ph. d.', 'doctor', 'doctor en filosofia', 'doctor en filosofía', 'doctoral', 'doctorar', 'doctorándose', 'dr.', 'examen oral del doctorado', 'ph. d.', 'ph.d', 'ph d', 'ph d.', 'phd', 'phd.', 'titulo de doctor', 'doctorado de investigación', 'doctorado profesional', 'doctorado superior'];Uno de los más altos grados académicos conferido por una universidad.
information-object;['código fuente', 'codigo', 'código', 'codigo fuente', 'codigos fuente', 'códigos fuente', 'fichero fuente'];La forma en el que un programa informático es escrito por un programador.
information-object;['gesto', 'seña', 'ademán'];Movimiento realizado como indicación de intención.
information-object;['ala'];Parte de un aeroplano que le permite mantenerse en el aire.
information-object;['beta', 'β'];Segunda letra del alfabeto griego.
information-object;['silbido', 'chiflido', 'silbo'];Sonido alto y ruidoso hecho por el aire o el vapor cuando es forzado por una pequeña abertura.
information-object;['anamnesis', 'historia clínica', 'historial médico', 'historia médica', 'historial clínico', 'protocolo', 'historia clinica', 'historia medica', 'historiales clínicos', 'historiales médicos', 'historias clínicas', 'registros médicos'];(Medicina) Lista de diferentes enfermedades, síntomas, tratamientos, etc. que ha padecido un paciente durante su vida.
information-object;['canto', 'reclamo', 'canto de las aves', 'llamado', 'canto de los pájaros', 'vocalización pájaro'];El canto de las aves.
information-object;['letra', 'carácter', 'carácter alfabético', 'letras', 'letra del alfabeto'];Un símbolo en un alfabeto.
information-object;['inicial', 'sigla', 'iniciales', 'letra inicial'];Primera letra de una palabra o nombre.
information-object;['nombre de pila', 'nombre'];Nombre dado a una persona en su nacimiento y que precede al nombre de familia.
information-object;['plural', 'forma plural'];Número gramatical que se utiliza para varios objetos del mismo tipo.
information-object;['codo', 'vara', 'codo arabe', 'codo egipcio', 'codo griego', 'codo romano', 'codo árabe', 'codos'];Antigua unidad de longitud basada en la longitud del antebrazo.
information-object;['signo de puntuación', 'puntuación', 'puntuacion', 'puntuacion marca', 'signos de puntuación'];Carácter escrito utilizado para marcar la estructura de un texto escrito, ya sea entre oraciones o al interior de ellas.
information-object;['epónimo', 'eponima', 'eponimia', 'eponimo', 'epónima', 'homónimo', 'antepasado epónimo', 'epónimos', 'mismo nombre'];Una persona, real o ficticio, cuyo nombre se utiliza para designar un determinado objeto o actividad.
information-object;['nombre', 'nombre de pila', 'nombre de bautismo', 'nombre propio', 'nombre que se da', 'primer nombre'];Nombre dado a una persona en su nacimiento y que precede al nombre de familia.
information-object;['apellido', 'sobrenombre', 'apellidos', 'apellidar', 'apellido toponimico', 'apellido ocupacional', 'ic', 'nombre familiar', 'nombre habitacional'];El nombre de la familia
information-object;['número de teléfono', 'número', 'teléfono', 'número telefónico', 'numero de telefono', 'numero de teléfono', 'numero telefonico', 'numero telefónico', 'número de telefono', 'número telefonico', 'números de teléfono'];Secuencia de dígitos utilizada para acceder a una persona en particular en una red telefónica.
information-object;['do', 'doh'];Sílaba de solfeo utilizada para representar la primera y octava tónica de una escala importante.
information-object;['la', 'lah', 'a'];Nota musica situada entre sol e si.
information-object;['si', 'b', 'h', 'si bemol'];Séptima nota de la escala musical (B en notación anglosajona).
information-object;['dígrafo', 'digram', 'letra doble', 'digrafo', 'digrafos', 'digrama'];Par de letras usado para escribir un sonido.
information-object;['homógrafo', 'homografía', 'homograma', 'homógrafa', 'homografia', 'homografías', 'homógrafos'];Palabra que se escribe igual que otra, pero tiene un significado distinto y suele tener una etimología diferente.
information-object;['homónimo', 'homonimia', 'homonimo', 'homonímia', 'homonima', 'homónima', 'homónimos'];Palabra que suena e/o se escribe igual que otra pero que tiene diferente significado.
information-object;['homófono', 'homofonía', 'homófonos', 'homofonos', 'homófona', 'homófonas', 'palabras homofonas', 'palabras homófonas', 'homofona', 'homofonas', 'homofono', 'homofonia'];Palabra que se pronuncia igual que otra pero que difiere en etimología y sentido.
information-object;['sinónimo', 'sinonimia', 'sinonímia', 'sinonimo', 'sinónimos', 'sinonimos', 'palabra equivalente'];Una palabra o frase que tiene exactamente o casi exactamente el mismo sentido que otra palabra o frase.
information-object;['antónimo', 'contrario', 'antónimos', 'antonimo', 'antonimos', 'antonimia', 'palabra opuesta'];Una palabra o frase que tiene exactamente o casi exactamente el sentido contrario que otra palabra o frase.
information-object;['firma', 'signatura', 'firma manuscrita', 'firma olografa', 'firma ológrafa', 'rubrica', 'rúbrica', 'firmante', 'firmar', 'firmas'];El nombre de una persona escrito con su propia letra.
information-realization;['zodíaco'];Los doce signos del zodiaco. Cada signo corresponde a una de las constelaciones a lo largo del zodiaco.
information-realization;['copia de seguridad', 'respaldo', 'copia de respaldo', 'backup', 'copia de reserva', 'copias de seguridad', 'backups', 'copia de resguardo', 'copia de seguridad y recuperacion', 'copia de seguridad y recuperación', 'copiado de seguridad', 'recuperacion de archivos', 'recuperación de archivos', 'back-up', 'restauracion de los datos', 'restauración de los datos', 'restore', 'ordenador de copia de seguridad'];Copia del contenido de los discos de un computador en otro lugar para su resguardo.
information-realization;['comando', 'orden', 'instrucción', 'directiva', 'directriz', 'declaración', 'statement', 'arquitectura del conjunto de instrucciones', 'arquitecturas de conjuntos instrucciones', 'conjunto de instrucciones', 'densidad de código', 'programa de línea'];Lo que se impone, ordenado a una o varias personas por una autoridad superior.
information-realization;['interfaz de usuario', 'interfaz', 'intefaz al usuario', 'interfaces de usuario', 'interface de usuario', 'human machine interface', 'interfase hombre-máquina', 'interfaz web', 'la interfaz de usuario', 'protocolo'];El conjunto de medios por el que personas interactúan con una máquina, dispositivo o programa informático u otra herramienta compleja particular.
information-realization;['compilador', 'compilar', 'compilacion', 'compilación', 'proceso de traduccion de programas', 'proceso de traducción de programas', 'compiladores', 'este proceso de traduccion se conoce como compilacion', 'este proceso de traducción se conoce como compilación', 'compilado', 'código intermedio', 'compilar programa'];Programa que descifra las instrucciones escritas en un lenguaje de alto nivel y produce un programa en un lenguaje de ensamblaje.
information-realization;['controlador de dispositivo', 'controlador', 'manejador de dispositivo', 'controladores de dispositivos', 'controlador de dispositivos', 'controladores', 'controladores de dispositivo', 'device driver', 'driver de dispositivo', 'driver', 'drivers', 'manejador', 'controlador de software'];Programa que maneja la interacción entre el sistema operativo y un dispositivo de hardware.
information-realization;['programa', 'programa de ordenador', 'programa informático', 'programa de computación', 'programa de computador', 'programa informatico', 'aplicacion', 'aplicacion informatica', 'aplicación', 'aplicación informática', 'programa de computadora', 'programas de computacion', 'programas de computación', 'programas informáticos', 'código de software', 'programas de ordenador'];Aplicación de software o una colección de aplicaciones de software diseñadas para realizar tareas específicas.
information-realization;['ascii', 'american standard code for information interchange', 'codigo ascii', 'código ascii', 'ascii code', 'codigo-ascii', 'conjunto de caracteres ascii', 'código-ascii', 'us-ascii', 'us ascii', 'código estándar americano para intercambio de información'];Conjunto de caracteres representado con 7 bits y la codificación de esos caracteres.
information-realization;['sistema operativo', 'so', 'sistemas operativos', 'os', 's.o.', 's o', 's o.', 'sistemas operativo', 'operación del sistema'];Conjunto de programas computacionales que proveen la funcionalidad básica y el manejo del hardware y el software de un computador y sirven de plataforma para las aplicaciones informáticas.
information-realization;['software', 'programa', 'paquete', 'sistema software', 'elementos de programación', 'programa de computación', 'programa de ordenador', 'programa informático', 'paquete de programas informáticos', 'computer software', 'logicial', 'programa computacional', 'programa de informatica', 'programa de informática', 'programario', 'programas de ordenador o computadora', 'programas informaticos', 'programatica', 'programática', 'soft-ware', 'soft ware', 'software de programacion', 'software de programación', 'soporte logico', 'soporte lógico', 'programa de software', 'modularidad', 'módulo', 'programa software', 'programación modular', 'sistema de software', 'sistemas de software', 'software de ordenador', 'software del sistema', 'tecnología de software'];Aplicación de software o una colección de aplicaciones de software diseñadas para realizar tareas específicas.
information-realization;['software', 'programa', 'paquete', 'sistema software', 'elementos de programación', 'programa de computación', 'programa de ordenador', 'programa informático', 'paquete de programas informáticos', 'computer software', 'logicial', 'programa computacional', 'programa de informatica', 'programa de informática', 'programario', 'programas de ordenador o computadora', 'programas informaticos', 'programatica', 'programática', 'soft-ware', 'soft ware', 'software de programacion', 'software de programación', 'soporte logico', 'soporte lógico', 'programa de software', 'modularidad', 'módulo', 'programa software', 'programación modular', 'sistema de software', 'sistemas de software', 'software de ordenador', 'software del sistema', 'tecnología de software'];Término general para describir todos los diferentes programas que se pueden utilizar en un sistema informático. Puede dividirse en cuatro categorías principales: programas del sistema, programas de desarrollo, programas de interfaz con el usuario y programas para otros usos.
information-realization;['cese y desista', 'medida cautelar', 'conminación', 'enjoinment', 'entredicho', 'requerimiento judicial', 'medidas cautelares', 'carta documento', 'injunción', 'inyunción', 'medida de aseguramiento', 'cesar y desistir', 'orden de cese y desista', 'orden de protección', 'orden de restricción temporal', 'orden judicial', 'orden judicial permanente', 'ordenando', 'prohibir'];Decreto judicial o proceso de un tribunal de justicia, por el cual se ordena a una de las partes hacer o dejar de hacer ciertos actos.
information-realization;['pentagrama', 'pauta', 'personal', 'varas', 'pauta musical', 'pentagramas', 'pentagrama musical'];Serie de (usualmente cinco) líneas horizontales sobre las que es colocan notas musicales.
information-realization;['breviario', 'breviario romano', 'breviarios', 'breviarium'];Libro con oraciones, himnos, etc. para el uso diario en las horas canónicas.
information-realization;['histograma', 'histogramas'];Grafo que usa barras para mostrar la frecuencia de datos netre intervalos iguales.
information-realization;['contrato', 'contratos', 'legalmente vinculante', 'considerandos', 'eficacia contractual', 'teoria del contrato', 'teoría del contrato', 'acuerdo contractual', 'contractual', 'contratación', 'derecho contractual', 'garantías'];Acuerdo entre dos o más personas que crea una obligación de hacer o de no hacer una cosa particular.
information-realization;['álbum'];Libro en blanco diseñado especialmente para recibir fotografías, estampillas o autógrafos.
information-realization;['libro de cocina', 'libro de recetas', 'recetario', 'recetario de cocina', 'libro de gastronomia', 'libro de gastronomía', 'libro de cocinero', 'libros de cocina'];Libro que contiene recetas e instrucciones para cocinar.
information-realization;['biblia', 'escritura', 'sagrada escritura'];Libro considerado como referencia en su área.
information-realization;['best seller', 'bestseller', 'superventas', 'éxito de librería', 'best-seller', 'best-sellers', 'best sellers', 'bestsellers', 'súperventas'];Libro del que se vende gran cantidad de copias.
information-realization;['epítome', 'resumen'];Breve sumario, por ejemplo de un libro o artículo.
information-realization;['cédula de identidad', 'carnet de identidad', 'documento nacional de identidad', 'carné de identidad', 'carnet', 'credencial', 'dni', 'tarjeta de identificación', 'canadienses la tarjeta de salud', 'documento de identidad', 'documentos de identidad', 'tarjetas de identidad', 'tarjetas de identificación'];Tarjeta de identificación del portador, dando nombre, dirección y otros datos personales.
information-realization;['máscara mortuoria', 'máscara mortuaria', 'mascara mortuoria', 'máscaras mortuorias', 'mascaras mortuorias', 'mascarilla funeraria', 'mascarillas funerarias', 'máscara funeraria', 'máscaras funerarias', 'careta de la muerta'];Molde de la cabeza de una persona luego de su muerte, hecho de yeso o de cera.
information-realization;['obligaciones', 'obligación', 'bono', 'letra de cambio'];Certificado de reconocimiento de una deuda.
information-realization;['argot', 'jerga', 'dialecto', 'lengua vernácula', 'criptolecto', 'jerigonza', 'lunfardo', 'patois', 'argot críptico', 'vernáculo', 'coa', 'idioma', 'canto', 'cryptolect'];Terminología se define especialmente en relación a una actividad, profesión, grupo específico, o evento.
information-realization;['argot', 'jerga', 'dialecto', 'lengua vernácula', 'criptolecto', 'jerigonza', 'lunfardo', 'patois', 'argot críptico', 'vernáculo', 'coa', 'idioma', 'canto', 'cryptolect'];Lengua o dialecto nativo de una región, en cuanto distinto de la lengua normalizada.
information-realization;['argot', 'jerga', 'dialecto', 'lengua vernácula', 'criptolecto', 'jerigonza', 'lunfardo', 'patois', 'argot críptico', 'vernáculo', 'coa', 'idioma', 'canto', 'cryptolect'];Lengua hablada y comprendida únicamente por los miembros de un cierto grupo con el objetivo de comunicarse entre ellos, manteniéndose incomprensible para las personas externas al grupo.
information-realization;['círculo cromático', 'rueda cromática', 'circulo cromatico', 'circulo cromático', 'círculo cromatico', 'rueda de colores', 'círculo de color', 'rueda color', 'rueda de color'];Espectro de colores presentados en una rueda circular, con los colores ubicados en un orden predeterminado.
information-realization;['gráfico de barras', 'diagrama de barras', 'diagrama de columnas', 'grafica de barras', 'grafica de columnas', 'grafico de barras', 'grafico de columnas', 'gráfica de barras', 'gráfica de columnas', 'gráfico de columnas', 'gráfico barras'];Grafo en el que la longitud de una barra (rectángulo) se utiliza para representar un valor numèrico.
information-realization;['antología', 'florilegio', 'antologia', 'antólogo', 'antologa', 'antóloga', 'libro de cuentos', 'antología de poesía', 'antologías', 'antológicas'];Colección de trabajos de varios autores o de un mismo autor seleccionados para un fin determinado o con una perspectiva concreta.
information-realization;['acorde', 'acordes', 'acorde mayor', 'acorde menor', 'acorde musical', 'acordes de piano', 'acorde disminuido', 'símbolo de acorde'];Combinación de tres o más notas que combinan armoniosamente cuando suenan juntas.
information-realization;['etiqueta', 'marbete', 'billete', 'ticket'];Papel que da derecho a su dueño a utilizar un medio de transporte como un tren o un autobús.
information-realization;['etiqueta', 'marbete', 'billete', 'ticket'];Texto escrito a mano o impreso en papel, cartón o plástico que se adjunta a algo que indique su propietario, naturaleza, precio, etc.
information-realization;['orden de compra', 'orden', 'decisión', 'sentencia', 'mandato', 'pedido', 'nota de pedido', 'pre-pedido'];Documento sellado por una corte que contiene su decisión sobre un caso.
information-realization;['concierto', 'concerto', 'conciertos'];Obra musical en la que un instrumento solista es acompañado por una orquesta.
information-realization;['estudio', 'étude'];Composición cuyo objeto es desarrollar un aspecto de la técnica de la ejecución de un músico.
information-realization;['adagio', 'proverbio', 'dicho', 'refrán', 'aforismo', 'sentencia', 'máxima', 'estribillo', 'paremia', 'cita', 'adagio linguistica', 'dichos populares', 'refran', 'refranes', 'sinónimo'];Proverbio o dicho sensato.
information-realization;['adagio', 'proverbio', 'dicho', 'refrán', 'aforismo', 'sentencia', 'máxima', 'estribillo', 'paremia', 'cita', 'adagio linguistica', 'dichos populares', 'refran', 'refranes', 'sinónimo'];Oración ampliamente conocida, que expresa una máxima o una sabiduría en una manera corta y concisa.
information-realization;['conferencia de prensa', 'rueda de prensa', 'ruedas de prensa', 'conferencias de prensa', 'conferencia prensa'];Evento en el que corporaciones, políticos, instituciones, celebridades, etc. invitan a representantes de la prensa para dar una declaración o responder a preguntas de los periodistas.
information-realization;['subcontratista', 'subcontrato', 'subcontratar', 'subcontratación', 'subcontratistas'];Particular o empresa que firma un contrato para realizar una parte o todas las obligaciones del contrato de otro.
information-realization;['concesión', 'concesion', 'concesionaria', 'concesiones publicas', 'concesiones públicas', 'contrato de concesion', 'contrato de concesión', 'concesiones'];Cualquier rebaja, disminución, aceptación voluntaria de una reclamo o demanda, hecho típicamente por un gobierno o una autoridad que controla a un individuo o a una organización.
information-realization;['libro', 'libros', 'librario'];Una colección de hojas de papel unidas entre sí a la bisagra en un extremo, con adición de material impreso o escrito, imágenes, etc
information-realization;['falsificación', 'contrahechura', 'imitación', 'forjar', 'falsificador', 'delito de falsificacion', 'delito de falsificación', 'falsificacion', 'falsificacion de arte', 'falsificación de arte', 'falsificar'];Copia que se presenta como el original.
information-realization;['clásico'];Creación de la más alta excelencia.
information-realization;['reseña de libro', 'crítica literaria', 'reseña de libros', 'reseñas de libros'];Evaluación crítica de trabajos de literatura.
information-realization;['juggernaut', 'gigante', 'monstruo'];Fuerza literal o metafórica u objeto considerado como indetenible.
information-realization;['sistema de gestión de bases de datos relacionales', 'manejador de bases de datos relacional', 'sistema de gestión de bases de datos relacional', 'rdbms', 'sistema administrador de bases de datos relacionales', 'sistema de gestion de bases de datos relacionales', 'sistemas gestores de bases de datos relacionales', 'sistemas relacionales de bases de datos', 'base de datos relacional sistema de gestión'];Programa que le permite administrar información estructurada almacenada en tablas y que puede manejar bases de datos conformadas por varias tablas.
information-realization;['aplique', 'aplicación', 'encaje de aplicación', 'apliques', 'applique'];Técnica de costura en la que una figura de decoración textil se une a una pieza de tela más grande.
information-realization;['directorio telefónico', 'guía telefónica', 'agenda', 'guía de teléfonos', 'listín', 'listín de teléfonos', 'guia telefonica', 'directorio telefonico', 'guías telefónicas,', 'guia de telefono', 'guia de telefonos', 'guia de teléfono', 'guia de teléfonos', 'guia telefónica', 'guía de telefono', 'guía de telefonos', 'guía de teléfono', 'guía telefonica', 'listín telefónico', 'guías telefónicas', 'páginas blancas'];Directorio que contiene una lista alfabética de suscriptores de teléfono con sus números de teléfono.
information-realization;['negociación', 'diálogo', 'gestión', 'tramitación', 'negociaciones', 'negociacion', 'negociador', 'manejo de conflictos socioambientales', 'negociar'];Discusión con el propósito de producir un acuerdo.
information-realization;['permiso de construcción', 'licencia de obra', 'licencia de construcción', 'licencia urbanistica', 'licencia urbanística', 'permiso de construccion', 'permisos de construcción'];Autorización requerida por las instituciones públicas locales para la construcción de una estructura cerrada o para la alteración importante o ampliación de un edificio existente.
information-realization;['contrato constitutivo', 'escritura de constitución'];Acto que crea o modifica la personalidad jurídica de algo
information-realization;['derechos de autor', 'copyright', 'derecho de autor', 'autor', 'derecho de la primera publicación'];Derecho asignado por la ley de ser el ente que determina quien puede publicar, copiar y distribuir una obra escrita, musical, cuadro u otro trabajo de autor.
information-realization;['papiro'];Documento escrito en papiro.
information-realization;['ópera', 'opera', 'cantante de ópera', 'óperas', 'genero operistico', 'género operístico', 'música ópera', 'operas', 'operistica', 'operistico', 'operística', 'operístico', 'ópera barroca'];Forma de arte que consiste en una actuación dramática en concordancia con la música.
information-realization;['pluma', 'boli', 'bolígrafo', 'instrumento de tinta', 'pluma y tinta'];Utensilio, generalmente tubular, que contiene tinta y que es utilizado para escribir o dibujar signos.
information-realization;['diagrama', 'esquema', 'diagramas'];Plan, dibujo, esquema o esbozo para mostrar la forma en que algo funciona, o mostrar las relaciones entre las partes de un todo.
information-realization;['novela', 'romance', 'novelas', 'novela de ficción', 'novelista', 'novela moderna'];Forma principal de literatura. Usualmente, se refiere a una narrativa duradera y ficticia escrita por un solo autor, en prosa.
information-realization;['sonrisa', 'sonreír', 'sonrisa abierta', 'sonriente', 'sonreir', 'sonriso', 'sonriendo'];Movimiento ascendente de los lados de la boca que indica felicidad o satisfacción.
information-realization;['lema', 'eslogan', 'eslógan', 'divisa', 'mote', 'shibboleth', 'leyenda', 'eslogan publicitario', 'esloganes', 'eslogans', 'eslóganes', 'motto', 'slogan', 'lema heráldico', 'lemas'];Frase o lista corta de palabras escogidas para describir formalmente la motivación o la intención general de una entidad, de un grupo social, o de una organización.
information-realization;['muñeco de nieve', 'muneco de nieve', 'muñecos de nieve'];Figura de forma humana hecha de nieve.
information-realization;['cuestionario', 'encuesta', 'cuestionarios'];Documento que contiene una lista de preguntas para ser respondidas.
information-realization;['tratado', 'tratados', 'tractatus', 'tratadista'];Discurso formal usualmente extenso y sistemático sobre un tema.
information-realization;['kowtow', 'inclinarse', 'kow-tow'];Acto de respeto común en la China imperial, que consiste en arrodillarse e inclinarse tan bajo como para tocar la cabeza contra el suelo.
information-realization;['ejecutable', 'programa objeto', 'archivo ejecutable', 'objetivo del programa', 'objeto de programa', 'programa ejecutable'];Programa que puede hacerse funcionar sin la necesidad de otras aplicaciones.
information-realization;['nomenclátor', 'diccionario geográfico', 'nomenclator', 'directorio geográfico', 'índice de topónimos', 'índice geográfico', 'índice toponímico', 'gazeteer'];Diccionario de geografía, una importante referencia para la información sobre los lugares y topónimos, se utiliza junto con un atlas.
information-realization;['encogimiento de hombros', 'levantamiento de los hombros', 'encogerse de hombros'];Levantamiento de los hombros en señal de indiferencia.
information-realization;['perfil', 'profil'];Análisis que representa el grado a el cual algo exhibe varias características.
information-realization;['electroencefalograma', 'eeg', 'encefalograma', 'actividad cerebral', 'electroencefalografía', 'electroencefalográfica'];Gráfica de la actividad eléctrica macroscópica del cerebro.
information-realization;['odisea', 'la odisea', 'la odissea'];Uno de los dos poemas épicos de la antigua Grecia atribuidos a Homero. El poema cuenta los eventos ocurridos a Odiseo (Ulises) en su larga travesía desde la caída de Troya y cuando al fin regresa a su tierra natal de Ítaca.
information-realization;['ilíada', 'la ilíada', 'iliada', 'la iliada', 'la ilíada de homero', 'iliad'];Uno de los dos poemas épicos de la antigua Grecia atribuidos a Homero. El poema cuenta eventos ocurridos durante el décimo y último año del sitio a la ciudad de Troya.
information-realization;['cántico', 'cántico litúrgico', 'cantico', 'canticum', 'cantica', 'himno'];Himno (no incluyendo los salmos) tomado de la Biblia.
information-realization;['obligación', 'derecho de obligaciones', 'deber', 'derecho de las obligaciones', 'derecho contractual', 'compromiso', 'derecho de contratos', 'derecho patrimonial pasivo'];Responsabilidad jurídica basada en la cual una persona, llamada deudor, debe realizar un servicio de valor económico para otra persona, llamado acreedor.
information-realization;['testamento', 'voluntad', 'última voluntad y testamento'];Documento jurídico que establece quién recibirá los bienes de una persona después de su muerte.
information-realization;['absolución', 'descargo', 'absolver', 'absuelto', 'recibo'];Liberación o falta de condena por una ofensa, debido a un veredicto de un jurado o sentencia de una corte.
information-realization;['licencia', 'permiso', 'licencias', 'acuerdo de licencia', 'acuerdo licencia'];Término legal bajo el cual se permite utilizar un producto o un servicio o se autoriza a una persona a hacer cosas específicas.
information-realization;['escritura', 'acta', 'acto', 'tutela', 'título', 'actuación legal', 'escritura traslativa'];Algo realizado voluntariamente y de naturaleza tal que tiene asociadas ciertas consecuencias legales.
information-realization;['decreto', 'decretos', 'edicto', 'acto', 'auto', 'orden', 'sentencia', 'decreto presidencial', 'decreto ejecutivo', 'decreto supremo', 'decreta', 'decretar', 'decreto-ley', 'edictos', 'fíat', 'real decreto'];Acto administrativo de alto nivel generalmente emitido por un jefe de estado o. en algunos países, por el jefe de gobierno.
information-realization;['bagatela'];Pieza de música pequeña y alegre.
information-realization;['sinfonía', 'música sinfónica', 'sinfonías', 'sinfonia', 'sinfonias', 'sinfonismo'];Composición extensa generalmente para orquesta y que generalmente abarca cuatro movimientos.
information-realization;['causa', 'campaña', 'cometido', 'cruzada', 'empeño', 'misión', 'movimiento'];Serie de acciones realizadas para avanzar un principio o que tienden a un fin particular.
information-realization;['grimorio', 'grimorios'];Libro para aprender magia.
information-realization;['carta', 'mapa'];Mapa de navegación que delinea una proción del mar, indicando el borde de las costas y la posición de rocas, bancos de arena y otras accidentes geográficos del mar.
information-realization;['transformación conforme', 'mapa conformal', 'proyección conforme', 'proyección ortomórfica', 'representación conforme'];Transformación que preserva los ángulos.
information-realization;['bloque', 'bloque del motor', 'bloque de cilindros', 'bloque motor', 'monoblock', 'bloque de motor'];Estructura metálica que contiene los cilindros y conductos de enfriamiento de un motor.
information-realization;['litografía', 'litografías', 'litográfica', 'litografia', 'litografiar', 'litográficas', 'litográfico', 'litográficos', 'litografias', 'litografica', 'litograficas', 'litografico', 'litograficos', 'litografo', 'litógrafo', 'microlitografía'];Proceso de imprimir un litograma sobre una superficie dura y plana.
information-realization;['ortografía', 'sistema de escritura', 'escritura', 'falta de ortografia', 'falta de ortografía', 'ortografia fonetica', 'ortografia fonética', 'ortografica', 'ortografico', 'ortografía fonetica', 'ortografía fonética', 'ortográfica', 'ortográfico', 'reglas ortograficas', 'reglas ortográficas', 'sistemas de escritura', 'ortografia'];El estudio de la correcta escritura de las palabras de acuerdo con el uso establecido.
information-realization;['ortografía', 'sistema de escritura', 'escritura', 'falta de ortografia', 'falta de ortografía', 'ortografia fonetica', 'ortografia fonética', 'ortografica', 'ortografico', 'ortografía fonetica', 'ortografía fonética', 'ortográfica', 'ortográfico', 'reglas ortograficas', 'reglas ortográficas', 'sistemas de escritura', 'ortografia'];Sistema de caracteres usado para escribir uno o varios idiomas.
information-realization;['hipermedia', 'hipermedios', 'multimedia interactivos', 'sistema hipermedia', 'sistema multimedia interactivo'];Un medio de información generalmente no lineal producido por la combinación de gráficos, audio, video, textos e hipervínculos.
information-realization;['quinteto'];Composición musical para cinco voces o instrumentos.
information-realization;['trío'];Pieza musical escrita para tres músicos.
information-realization;['dúo', 'dueto', 'duo', 'duette', 'dupla', 'dúo musical', 'dueto musical', 'duo musical', 'duetino', 'duettino', 'duetto', 'duos', 'dùos', 'dúo de música'];Pieza musical escrita para dos músicos.
information-realization;['divertimento', 'serenata', 'divertimenti', 'divertissement'];Saludo musical a una persona querida o de jerarquía.
information-realization;['suite', 'suite orquestal', 'partita', 'suites'];Conjunto organizado de piezas instrumentales u orquestales tocadas en una sola representación.
information-realization;['adagio'];Marca de tiempo que indica que un pasaje debe ser ejecutado lentamente, con suavidad y elegancia.
information-realization;['contrapunto', 'contrapuntistico', 'contrapuntístico', 'musica contrapuntistica', 'música contrapuntística', 'contrapunctus'];En música, la combinación de dos o más líneas melódicas tocadas una contra otra.
information-realization;['rondó', 'rondo', 'forma rondo', 'forma rondó', 'rondeaux'];Composición musical, comúnmente de carácter animado, alegre, en la cual la primera parte se repite después de cada uno de las otras partes.
information-realization;['composición', 'composición musical', 'pieza', 'opus', 'pieza musical', 'obra', 'composicion', 'composicion musical', 'composición de música', 'pieza de música'];Creación musical.
information-realization;['encontronazo', 'intercambio', 'diálogo'];Expresión mutua de puntos de vista. discusión o disputa. altercado.
information-realization;['naumaquia', 'naumachy'];Espectáculo en el mundo antiguo romano que consiste en batallas navales.
information-realization;['sostenido', '♯'];Nota que se toca un semitono más alto que lo usual (notada con el nombre de la nota seguido del símbolo ♯).
information-realization;['nota', 'nota musical', 'tono', 'notas musicales', 'nota de musica', 'nota de música'];Símbolo de escritura usado para representar un tono en música.
information-realization;['coreografía', 'coreografiar', 'coreografías', 'coreógrafos'];Arte de crear y organizar bailes o ballets.
information-realization;['naturaleza muerta', 'bodegón', 'bodegon', 'bodegones', 'naturalezas muertas'];Obra de arte que representa objetos inanimados o animales muertos.
information-realization;['escritura', 'script'];Sistema de caracteres usado para escribir uno o varios idiomas.
information-realization;['cita', 'citación', 'cita literal', 'citas'];Pasaje o expresión que es reproducida textualmente.
information-realization;['extracto', 'fragmento', 'pasaje', 'excerpta', 'excerta', 'excerption'];Pasaje o segmento tomado de un trabajo más largo, como una composición literaria o musical, un documento, o una película.
information-realization;['mensual', 'revista mensual'];Revista que se publica una vez al mes.
information-realization;['semanal', 'semanario', 'revista', 'hebdomadario'];Publicación que aparece una vez por semana.
information-realization;['viñeta', 'diorama', 'dioramas'];Réplica de una escena tridimensional en la que figuras, elementos de paisaje y otros objetos se disponen de manera dramática delante de un fondo pintado o decorado.
information-realization;['fotografía', 'foto', 'exposición', 'figura', 'imagen', 'retrato', 'fotografías', 'fotoperiodicidad', 'fotos'];Imagen tomada con un aparato de fotografía o de otro tipo y reproducida como imagen, normalmente sobre una superficie sensitiva y formada por la acción química de la luz o de energía radiante.
information-realization;['arreglo', 'adaptación', 'arreglo musical', 'arreglos musicales', 'arreglador', 'arreglista', 'arreglista musical', 'arreglistas', 'arreglos', 'organizar'];Música adaptada para ser tocada con conjunto o un estilo musical diferente al original.
information-realization;['criptograma', 'criptogramas'];Mensaje o escrito en código o cifrado.
information-realization;['braille', 'alfabeto braile', 'alfabeto braille', 'braile', 'codigo braille', 'código braille', 'escritura braille', 'signografia braille espanol', 'signografia braille español', 'signografía braille espanol', 'signografía braille español', 'sistema braille', 'cecografía', 'idioma braille', 'célula braille'];Sistema de escritura en el que letras y algunas combinaciones de letras son representadas por puntos levantados arreglado en tres filas de dos puntos cada una y es leído usando las yemas de los dedos.
information-realization;['torch song', 'canción de despecho', 'canciones antorcha'];Canción, a menudo sentimental, cuya letra es un lamento por un amor no recompensado.
information-realization;['señal de tráfico', 'poste indicador', 'cipo', 'mojón', 'panel', 'señalizador', 'señales de tráfico'];Señal erigida a un lado de una vía para ofrecer información a los usuarios de ella.
