abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
geographical-object;['semenanjung arab', 'ujung arab', 'jazirah arab'];Ujung Arab utawa Jazirah Arab iku jazirah ing Asia Kidul-kulon ana ing simpangan antarané Afrika lan Asia.
geographical-object;['semenanjung sinai', 'ujung sinai'];Ujung Sinai (b.
geographical-object;['anatolia'];Anatolia, uga duwé jeneng ing Latin Asia Minor, ya iku kawasan ing Asia Kidul-kulon kang saiki bisa dipadhaké karo Turki bagéyan Asia.
geographical-object;['kali alabama', 'alabama'];Kali Alabama, ing praja Alabama, Amérikah Sarékat, iku kawangun déning Tallapoosa lan Coosa, kang nyawiji watara 6 mil sakdhuwuré Montgomery.
geographical-object;['kali yordan'];Kali Yordan iku siji kali ing Asia Kidul Kulon kang wiwitané ing sisih lor Israèl cedhak kibbutz Sede Nehemya lan mili liwat Segara Galiléa menyang Segara Mati.
geographical-object;['kali suriname'];Kali Suriname iku kali kang mili 480 km sadawaning nagara Suriname.
geographical-object;['kali volga'];Volga iku Kali paling dawa ing Éropah.
geographical-object;['laut mati'];Laut Mati iku tlaga kang mbujur ing laladan antarané Israèl, Laladan Otoritas Palestina lan Yordania.
geographical-object;['segara ireng'];Segara Ireng iku segara kang dumunung ing antarané Éropah kidul-wétan lan Asia Cilik utawa Anatolia.
geographical-object;['segara baltik'];Segara Baltik dumunung ing sisih wétan-lor bawana Éropah.
geographical-object;['teluk persia', 'lempongan pèrsi'];Lempongan Pèrsi iku terusané Lempongan Oman antara Jazirah Arab lan Iran.
geographical-object;['gunung krakatau', 'krakatau'];Krakatau iku gunung geni kang isih aktip lan dumunung ana ing Selat Sunda antara pulo Jawa lan Sumatra.
geographical-object;['grojogan'];Grojogan iku formasi géologi saka arus banyu kang mili liwat siji wewaton kang ngalami érosi lan tiba mudhun saka ndhuwur.
geographical-object;['lofoten'];Lofoten punika dhusun ingkang kapernah ing praja Nurwègen.
geographical-object;['tanjung', 'brebes'];Tanjung ya iku dharatan kang njorok marang segara, utawa dharatan kang diubengi déning segara ing katelu sisine.
geographical-object;['segara cina kidul'];Segara Cina Kidul ya iku segara pinggir minangka pérangané Samudra Pasifik sing nyakup laladan saka Singgapur nganti Selat Taiwan. watara 3.500.000 km² jembaré.
geographical-object;['krimea', 'krim'];Kriméa utawa Krim iku tanjung ing sakiduling Ukraina ing pinggiring Segara Ireng.
geographical-object;['montserrat'];Montserrat iku pulo ing Segara Karibia kang nduwé status wewengkon jaban rangkah Britania Raya.
geographical-object;['kali zambezi'];Kali Zambezi iku kali sing mili ing Afrika sisih kidul.
geographical-object;['kali niger', 'niger'];Kali Niger ya iku kali kang utama dumunung ana ing Afrika Kulon, kanthi dawa kurang luwih 2500 mil.
geographical-object;['kapuloan baleares'];Kapuloan Balears iku wewengkon otonomi Spanyol kang dumunung ing Laut Tengah.
geographical-object;['teluk benggala', 'lempongan banggala', 'lempongan benggala'];Lempongan Benggala ya iku lempongan kang ana ing sisih wétan-lor Samudra Hindia.
geographical-object;['segara aegea', 'segara aegean'];Segara Aegea Basa Yunani: Αιγαίο Πέλαγος, Aigaío Pélagos. Basa Turki: Ege Denizi, Adalar Denizi) iku segara anakané Segara Mediterranean, dumunung antara Balkan kidul lan Ujung Anatolia, lan antara Yunani lan Turki.
geographical-object;['segara adriatik'];Segara Adriatik iku bagéan saka Segara Mediterania kang misahaké Ujung Apennine saka Ujung Balkan lan Pagunungan Apennine saka Alpen Dinarik lan barisan pagunungan kang gegandhèngan.
geographical-object;['segara lor'];Segara Lor iku segara ing Samudra Atlantik, dumunung ing antara Norwegia lan Denmark ing sisih wétan, Inggris ing kulon, Samudra Atlantik ing sisih lor, lan Jerman, Walanda, Belgia, lan Prancis ing sisih kidul.
geographical-object;['kali gangga'];Kali Gangga iku kali gedhé ing anak bawana India mili mangétan ngliwati dhataran eponymous ing India lor nganti tekan Bangladesh.
geographical-object;['koréa', 'semenanjung koréa', 'ujung koréa', 'semenanjung korea', 'korea'];Koréa iku sawijining nagara kang biyèné manunggal kang ana ing Ujung Koréa ing Asia Wétan.
geographical-object;['koréa', 'semenanjung koréa', 'ujung koréa', 'semenanjung korea', 'korea'];Ujung Koréa ya iku ujung ana ing Asia wétan, kang dawané watara 1.100 kilomèter menyang arah kidul dharatan Asia kontinental nganti tekan Samudra Pasifik lan diubengi Segara Jepang ing sisih wétan, Segara China Wétan ing sisih Kidul, lan Segara Kuning ana ing sisih kulon.
geographical-object;['kali amur', 'amur', 'amur river'];.
geographical-object;['kali tigris', 'tigris'];Kali Tigris iku kali ing Mesopotamia kang mili saka pagunungan Anatolia ing Turki nganti Irak, dawané udakara 1.900 km.
geographical-object;['kali sindu', 'kali indus'];Kali Sindu {Urdu: سندھ Sindh. Sindhi: سنڌو Sindhu. Punjabi Sindhu. Hindi lan Sangsekerta: सिन्धु Sindhu. Pèrsin: Hindhuحندو . Pashto: Abasin ّآباسن"Bapaké Kali-kali". Tibetan: Sengge Chu "Kali Singa". Cina: 印度 Yìndù. Yunani: Ινδός Indos} iku kali kang paling dawa lan wigati ing Pakistan.
geographical-object;['kali brahmaputra', 'brahmaputra'];Kali Brahmaputra, uga diarani Tsangpo-Brahmaputra, iku sawijining kali lintas-wates lan salah siji saka kali-kali utama ing Asia.
geographical-object;['kali mekong', 'mékong'];Kali Mekong iku sawijining kali utama ing donya.
geographical-object;['antartika', 'antarktika'];Antarktika punika bawana ingkang njangkep Kutub Kidul Bumi.
geographical-object;['segara marmara'];Segara Marmara iku siji segara pedhalaman kang ngubungaké Segara Ireng menyang Segara Aegea, lan misahaké Turki Asia karo Turki Éropah.
geographical-object;['kaledonia anyar', 'kalédonia anyar', 'kaledonia baru'];Kalédonia Anyar iku pulo sing panggonané ana ing kiduling Samudera Pasifik.
geographical-object;['dhaptar pulo ing segara aegea', 'kapuloan égéa', 'daftar pulo ing segara aegea'];Daftar pulo ing nguisor iki wujud daftar pulo ing Segara Adriatik.
geographical-object;['martinique'];Martinique iku nagara pulo kanthi status wewengkon sebrang segara Perancis ing Laut Karibia bagéyan wétan.
geographical-object;['pulo wake'];Pulo Wake iku sawiining atol koral ing Samudra Pasifik pérangan lor, cedhak Hawaii.
geographical-object;['guadeloupe'];Guadeloupe iku nagara pulo ing Karibia.
geographical-object;['australasia'];Australasia iku sebutan tumrap kawasan ing Oséania kang nyakup Australia, Niu Selan lan pulo-pulo ing saubengé ing Samudra Pasifik.
geographical-object;['samudra arktika', 'samudra arktik'];Samudra Arktik, dunungé ana ing belahan lor bumi lan racaké dumunung ana ing wewengkon Arktik Kutub Lor, iku wujud samudra kang paling cilik lan paling cethèk ing antarané limang samudra kang ana ing donya.
geographical-object;['buwana amérikah', 'amérika', 'bawana amérika', 'banawa amérika', 'wanwa amerika'];Amérikah punika satunggaling bawana ing donya ingkang tegesipun wewengkon dharatan ing antaraning Samodra Pasifik lan Samodra Atlantik.
geographical-object;['pulo man'];Pulo Man iku siji dependensi makutha Britania kang dumunung ing Segara Irlandia, mèh padha adohé saka Inggris, Irlandia, Sekotlan lan Wales.
geographical-object;['samudra atlantika', 'samodra atlantik', 'samudra atlantik'];Samudra Atlantika iku samudra gedhé dhéwé kaloro ing donya, nyakup watara 1/5 lumahing bumi.
geographical-object;['kali danube', 'danube', 'donau', 'dunav'];Kali Danube iku kali paling dawa nomer loro ing Uni Éropah lan Éropah sawisé Kali Volga.
geographical-object;['grojogan angel'];Grojogan Angel utawa Salto Angel grojogan tiba-bébas paling dhuwur ing donya lan nduwèni dhuwur 979 meter kanthi tiba ora ana hambatan kurang luwih 807 meter.
geographical-object;['polinésia', 'polynesia'];Polinésia iku bagéyan saka tlatah Oséania, dumadi saka grup kapuloan luwih saka 1.000 kapuloan sing kasebar ing Samudra Pasifik tengah lan kidul.
geographical-object;['mèlanésia', 'melanesia'];Mèlanésia iku wewengkon sing mujur saka Pasifik kulon nganti tekan Segara Arafura, lor lan wétan-loré Australia.
geographical-object;['éurasia', 'eurasia'];Éurasia ya iku superbawana gabungan saka 2 bawana ya iku Éropah lan Asia.
geographical-object;['greenland', 'tanah ijo'];Tanah Ijo iku pulo ing Samudra Atlantik pérangan lor ing arah wétan-lor Kanada.
geographical-object;['tlaga victoria'];Kaca iki ngenani tlaga ing Afrika.
geographical-object;['samudra pasifik', 'samodra pasifik', 'samudera pasifik'];Samodra Pasifik utawi Lautan Pasifik mujudaken kumpulan toya paling ageng sa donya.
geographical-object;['majorca'];Majorca iku pulo kang gedhé dhéwé ing Spanyol.
geographical-object;['honshu'];Honshū ya iku pulo gedhé dhéwé ing Jepang.
geographical-object;['kali thames'];Thames kaalihaké tumuju kaca iki.
geographical-object;['kali yangtze'];Kali Yangtze utawa Chang Jiang iku kali kang paling dawa ing Asia lan nomer telu paling dawa ing donya, sawisé Kali Nil ing Afrika, lan Amazon ing Amérika Kidul.
geographical-object;['luzon'];Luzon iku pulo gedhé dhéwé lan akèh dhéwé padunungé ing Pilipina.
geographical-object;['hokkaido'];Hokkaido, biyèn jenengé Ezo, ya iku pulo lan jeneng prefektur Jepang kang manggon ing Pulau Hokkaido, Jepang.
geographical-object;['tlaga ontario'];Tlaga Ontario iku salah siji saka limang tlaga gedhé ing Amérika Lor.
geographical-object;['samudra kidul'];Samudra Antarktika utawa Samudra Kidul iku massa banyu segara sing ngubengi bawana Antartika.
geographical-object;['selat gibraltar'];Selat Gibraltar iku selat sing misahaké Samudra Atlantik karo Segara Tengah.
geographical-object;['dardanelles'];Dardanelles, wiwitanipun dipuntepang minangka Hellespontos
geographical-object;['sungapan', 'muara'];Sungapan utawa éstuari ya iku angga tirta payo ing pasisir sing saparoné kinubengan dharatan.
geographical-object;['niagara'];Grojogan Niagara ya iku sawijining grojogan gedhé kang dunungé ana ing Kali Niagara, ya iku ing tlatah tapel wates antara Kanada lan Amérikah Sarékat, misahaké Provinsi Ontario Kanada lan Praja New York Amérikah Sarékat.
geographical-object;['kali nil', 'nil'];Kali Nil punika satunggiling kali ageng ing Afrika ingkang mili ngalèr, minangka kali ingkang paling panjang ing donya.
gestalt;['pesagi'];Pesagi utawa pasagi iku wangun dhatar rong dhimènsi kang diwangun déning papat rusuk {\displaystyle } kang padha dawané lan duwé papat pojok kang kabèh wujud pojok siku-siku.
gestalt;['trapésium'];Trapésium iku wangun dhatar rong dhimènsi kang kawangun déning patang rusuk kang loro rusuk mau sejajar nanging dawané ora padha.
gestalt;['elips'];Sajeroning matématika, siji elips iku gambar sing mèmper lingkaran sing wis didawakaké menyang siji arah.
gestalt;['quadrilateral'];Sajeroning géomètri
gestalt;['reca liberty'];Liberty Enlightening the World, kondhang minangka Statue of Liberty utawa Reca Liberty, iku sawijining reca ukuran raseksa sing dumunung ing Pulo Liberty, ing sungapan Kali Hudson ing New York Harbor, Amérikah Sarékat.
gestalt;['sigaran kupat', 'belah ketupat'];Sigaran kupat iku wangun dhatar rong dhimènsi kang iwangun déning patang rusuk kang dawané padha, lan nduwèni rong pasang pojok dudu siku-siku kang sabenpojoké padha gedhéné karo pojok ing sangarepé.
gestalt;['pesagi dawa', 'segipapat'];Pesagi dawa utawa sajeroning Basa Indonésia: Persegi panjang
gestalt;['jajaran génjang'];Jajaran génjang iku wangun dhatar rong dhimènsi kang diwangun déning rong pasang rusuk kang saben rusuk padha dawané lan sajajar karo pasangané, lan duwé rong pasang pojok dudu pojok siku kang saben pojok mau padha gedhéné karo pojok ing sangarepé.
gestalt;['reca', 'patung'];Reca utawi patung inggih punika wewujudan tiron wujud manungsa lan kéwan ingkang cara damelipun kanthi dipunpahat,dicor lan dipunbobok.
gestalt;['segienem'];Lan geometri, segienam ya iku wangun segiakeh kanthi asma lan sisi cacahipun enam titik sudut.Wangun segienam katata nduwèni simbol Schläfli {6}.
gestalt;['relief'];Rèlièf yaiku seni tatah utawa ukir 3-dhimènsi kang digawé saka watu, kayu, lan waja.
gestalt;['relief'];Rèlièf yaiku seni tatah utawa ukir 3-dhimènsi kang digawé saka watu, kayu, lan waja.
information-encoding-system;['metafora'];Metafora minangka salah sawijining majas ing jurusan basa Indonesia, lan uga basa - basa liyanè.
information-encoding-system;['simile'];Simile iku leléwaning basa jroning Basa Jawa.
information-encoding-system;['ironi'];Ironi ya iku jinis majas ing Basa Indonésia.
information-encoding-system;['komedi'];Komedi, ya iku karya lucu kang racaké duwé ancas kanggo ngibur, mligi ing televisi, filem, lan lawakan.
information-encoding-system;['geguritan'];Geguritan yaiku wohing susastra kang basané cekak, mentes lan éndah.
information-encoding-system;['artikel'];Artikel ya iku karangan nyata kang jangkep kanthi dawa tartamtu kang digawé kanggo disebaraké lumantar koran, kalawarta, buletin, lsp.
information-encoding-system;['gancaran', 'prosa'];Gancaran utawa prosa ya iku jinising wujud tulisan tanpa tembang.
information-encoding-system;['drama'];Drama iku salah sawijiné karya sastra sing duwé pérangan kanggo diperanaké déning paraga aktor.
information-object;['tembung lingga'];Tembung lingga iku tembung sing durung owah saka asalé.
information-object;['radhio', 'radio'];Radhio ya iku piranti kanggo ngirim swara.
information-object;['logo'];Logo iku tandha gambar utawa èmblem sing lumrahé kanggo urusan komersial, organisasi, lan wong pribadhi kanggo biyantu lan promosi supaya wong-wong padha ngerti.
information-object;['konsonan untu', 'konsonan gigi', 'konsonan waja'];Konsonan gigi utawa Konsonan untu utawa konsonan dental iku konsonan sing dumadi amarga ilat nyentuh untu dhuwur, kaya /t/, /d/, /n/, lan /l/ ing sawatara basa.
information-object;['konsonan bibir'];Konsonan bibir utawa Konsonan lambé iku konsonan kang diartikulasi nganggo kaloro lambé utawa mung nganggo lambé ngisor lan untu dhuwur
information-object;['sirkumfleks', '^', 'ˆ', '◌̂'];Sirkumfleks uga sinebut "topi", iku tandha diakritik sing dipigunakaké sajeroning basa-basa Kroasia, Prancis, Frisia Barat, Esperanto, Nurwègen, Romania, Slowakia, Vietnam, Romaji, Welsh, Portugis, Italia, Afrikaans, Turki, basa Pèrsi sing diromansasi, lan sawatara basa liyané.
information-object;['tembung sesulih'];Tembung sesulih, iku tembung sing kanggo sesulih utawa pengganti siji wujud, supaya ora disebutaké bola-bali.
information-object;['ater-ater', 'afiks'];Ater-ater iku wuwuhan kang dumunung ing sangareping tembung lingga ing paclathon.
information-object;['ater-ater', 'afiks'];Afiks utawi saged dipunsebat inggih punika satunggaling wujud linguistik ingkang wonten sawijinipun kata dados unsur langsung, sanès kata saha sanès pokok kata.
information-object;['skala richter'];Skala Richter utawa SR didhèfinisikaké minangka logaritma saka amplitudo maksimum, kang diukur sajeroning ékan mikrometer, saka rekaman lindhu déning instrumèn pangukur lindhu Wood-Anderson, ing let 100 km saka pusat lindhuné.
information-object;['aksen akut', 'ˊ', '◌́'];Aksen akut iku sawijining tandha diakritik sing dipigunakaké sajeroning alfabet basa-basa basa Jawa, Latin, Sirilik, Yunani, lan saawetara basa liyané.
information-object;['diakritik'];Diakritik kus siji tandha tambahan marang aksara, utawi tandha dhasar.
information-object;['serif'];Serif iku ing tipografi ditèl-ditèl non-struktural ing pungkasaning sawatara garis sing mbangun sawijining huruf utawa aksara.
information-object;['vokal', 'vowel'];Vokal, iku ing basa Jawa yèn ditulis uga kasebut 'swara' utawa 'aksara swara'.
information-object;['wyanjana', 'konsonan'];Wyanjana utawa konsonan iku aksara kang dudu swara utawa kang direka kanthi pengkalan.
information-object;['prangko'];Prangko ing basa latin diarani franco.
information-object;['helvetica'];Helvetica utawa Neue Haas Grotesk yaiku huruf jinis sans-serif sing akeh digunakake.
information-object;['aksara latin'];Aksara Latin iku aksara sing sepisanan dianggo déning wong Romawi nulisakaké basa Latin kira-kira abad kaping-7 sadurungé Masèhi.
information-object;['lampu bang-jo'];Lampu Bang-jo, uga biyasa karan lampu setopan ya iku piranti kang kapasang ing simpangan dalan kanggo ngatur lakuné wong kang nyabrang lan kendharaan kang liwat ing dalan iku mau.
information-object;['tembung katrangan'];Tembung katrangan iku tembung kang nuduhaké katrangan panggon, wektu.
information-object;['apocope'];Apocope ya iku tembung kang wis ilang aksara/wandané kang buri.
information-object;['sarjana'];Sarjana ya iku sesebutan kang diwènèhaké marang wong kang pinter utawa ahli ing bidhangé, nanging iku mau dhéfinisi kang lawas.
information-object;['biografi'];Biografi punika cariyos utawi katrangan ngéngingi kagesangan satunggaling tiyang.
information-object;['meester in de rechten'];Meester in de Rechten iku siji sesebutan sing digayuh sawisé sadhengah wong ngrampungaké pasinaon sajeroning èlmu ukum ing siji universitas sing mganut sistem ing Walanda lan Bèlgi.
information-object;['seselan', 'sisipan'];Sisipan utawi Seselan wonten ing Basa Jawi punika namung wonten sekawan warni, inggih punika: "er", "el", "um", "in".
information-object;['medhali'];Medhali yakui barang saka logam kayadéné emas, perak utawa prunggu biasané ana canthelané saka pita kanggo bebungah marang sapa waé sing dianggep pemenang nang sapérangan lomba, utawa kanggo tandha jasa.
information-object;['kontèks', 'konteks'];== Kontèks == Miturut Leech njlèntrèhaken one cannot really understand the nature of language itself unless he understands pragmatics, i.e.
information-object;['tandha asu'];" Tag asu " iku istilah sing ora resmi nanging umum kanggo jinis tag identifikasi tartamtu sing digunakake dening personel militer.
information-object;['huruf'];Huruf ya iku grafem saka sistem tulisan, contoné alfabet Yunani lan aksara sing diturunaké.
information-object;['pratandha'];Pratandha ya iku
information-object;['homograf'];Homograf ya iku tembung kang padhaejaané déning tembung liyane, minangka bedha ana ing lafal pangucapan lan makna kandutan.
information-object;['dasanama', 'sinonim', 'sinonimi'];Dasanama iku tegesé manéka warna utawa sesebutan liyané kanggo siji paraga utawa manungsa.
information-object;['antonim'];Antonim inggih punika tembung ingkang kagungan teges walikan kaliyan tembung sanesipun.
information-realization;['sistem operasi komputer', 'sistem operasi'];Ing Ilmu komputer, Sistem operasi iku piranti lunak sistem kang ngontrol lan ngatur piranti agal sarta operasi-operasi dhasar sistem, kalebu nglakokaké aplikasi.
information-realization;['piranti alus'];Piranti alus utawi wonten basa Indonésia punika perangkat lunak utawi peranti lunak lan wonten basa Inggris software inggih punika kempalan data elektronik ingkang kasimpen lan dipunatur déning komputer.
information-realization;['mahabharata', 'kakawin mahabharata', 'mahabarata'];Mahabharata, iku karya sastra kuna sing ujaré ditulis déning bagawan Abyasa utawa Vyasa saka India.
information-realization;['bhagawad gita', 'bhagawadgita'];Bhagawadgita iku péranganing Mahabharata kang misuwur, sajeroning wangun dialog kang tinulis mawa wangun geguritan.
information-realization;['yunus', 'kitab yunus'];Kitab Yunus iku buku sing séjé dhéwé karo buku-buku nabi liyané ing jero Alkitab.
information-realization;['buku masak'];Buku masak utawa buku masak minangka referensi pawon sing ngemot resep.
information-realization;['para rasul'];Kitab Para Rasul iku, terusané kitab Injil Lukas.
information-realization;['ester', 'kitab ester'];Kitab Ester iku carita legèndha sekular, nanging tanpa réferènsi rohani lan settingé ing Susa, kutha krajan Pèrsi.
information-realization;['para hakim', 'kitab para hakim'];Kitab Para Hakim, sing asalé saka Alkitab, Prajanjian Lawas, ing basa Yunani sajeroning septuaginta diarani: “ì tôn kritôn bíblos" utawa "tôn kritôn".
information-realization;['kertu pos'];Kertu pos ya iku salembar dluwang kang ukurané kandel utawa digawé saka karton tipis kang dhapuré persegi panjang.
information-realization;['kodhe pos', 'kode pos'];Kodhe pos ya iku rerangkèn angka lan/utawa aksara kang ditambahaké ing alamat layang kanggo nggampangaké prosès pamilahan layang ing Kantor Pos.
information-realization;['atharwawéda', 'atharwaweda', 'atharvaveda'];Atharwaweda inggih punika sastra suci kanggé umat Hindhu, minangka pérangan saking Catur Weda.
information-realization;['samawéda', 'samaveda'];Samaweda inggih punika kempalan mantra-mantra ingkang dipunparingi tanda wirama.
information-realization;['yajurwéda', 'yajurveda'];Yayurweda saking urat tembung yajus "pangorbanan", Weda "kawruh", inggih punika salah satunggaling pérangan saking Kitab Suci Weda.
information-realization;['buku'];Buku ya iku bahan pustaka kang agawe saka kertas kang wujud lembaran wutuh lan kang paling utama ana ing koleksi pabukon.
information-realization;['cathetan padinan'];Cathetan padinan, ing basa Indonesia kasebut buku harian utawa ing basa Inggris diary, ya iku cathetan babagan kadadéyan utawa pengalaman kang kita lakoni saben dina.
information-realization;['tangga nada minor'];Sajeroning téyori musik, tangga nada minor utawa skala nada minor iku salah siji saka tangga nada diatonik.
information-realization;['tangga nada mayor'];Sajeroning téori musik, skala mayor utawa tangga nada mayor iku skala diatonik.
information-realization;['debat'];Debat yaiki kegiatan adu argumentasi wong siji marang liyane kang gabung dadi kelompok.
information-realization;['opera'];Opera ya iku jeneng Italia kanggo drama kang diwujudaké musik, asipat kadonyan.
information-realization;['novèl', 'novel'];Novèl ya iku salah sawijiné karya fiksi prosa kang ditulis.
information-realization;['mèsem', 'mesem'];Mèsem iku èksprèsi rai sing semu guyu.
information-realization;['sesanti', 'motto'];Sesanti iku tembung utawa rangkeyan tembung kang ngandung ajakan kanggo nyemangati, nambah motivasi, uga kadhang dadi ancas organisasi.
information-realization;['péntatonis', 'pentatonis'];Wonten ing jagad musik, tangga nada péntatonis utawi skala pentatonik inggih punika skala ingkang wonten gangsal not saben oktaf.
information-realization;['reca liberty'];Liberty Enlightening the World, kondhang minangka Statue of Liberty utawa Reca Liberty, iku sawijining reca ukuran raseksa sing dumunung ing Pulo Liberty, ing sungapan Kali Hudson ing New York Harbor, Amérikah Sarékat.
information-realization;['aksara', 'ortografi', 'abjad', 'karakter'];Aksara iku tegesé cara panyeratané basa.
information-realization;['èlegi', 'elegi'];Èlegi inggih punika antyabasa jamak ing kasusastran ingkang ngemu teges cakepan ingkang ngandhut tangisan lan béla sungkawa awit sampun kicalan tiyang kinasih.
information-realization;['notasi musik'];Notasi musik minangka sistem tulis kanggo karya musik.
information-realization;['mural'];Mural minangka cara kanggo nggambar utawa nglukis ing médhia témbok utawa palumahan amba liyané.
information-realization;['hèksadèsimal', 'heksadesimal', 'hexadesimal', 'hèksadésimal'];Hèksadèsimal utawa sistem wilangan basis 16 iku sawijining sistem wilangan sing migunakaké 16 simbul.
information-realization;['carita cekak', 'crita cekak', 'cerkak', 'cariyos cekak'];Crita cekak iku crita gancaran kang ngandhut kadadeyan kang ora dawa lan ora akèh alur critane.
information-realization;['bausastra', 'kamus'];Bausastra utawa kamus iku buku sing isiné daftar définisi tembung-tembung.
information-realization;['ensiklopedhi', 'ènsiklopédhi', 'bauwarna', 'ensiklopedhia', 'ensiklopedia'];ꦲꦏ꧀ꦱꦫꦗꦮ Ènsiklopédhi utawa bauwarna iku sawatara buku kang isiné pawedharaning saben cabang ngèlmu sains kang katata miturut abjad utawa miturut kategori lan carané nata cekak lan padhet.
information-realization;['sembah bekti'];Sembah Bekti, utawi ing basa Latin Ave Maria, inggih punika donga tradhisional Katulik dhumateng Maria, ibu saking Yesus kanggé nyenyuwun amrih dados pangantawisipun.
information-realization;['tangga nada diatonik'];Jroning téori musik, skala diatonik iku komponèn dhasar téori musik donya Kulon.
information-realization;['reca', 'patung'];Reca utawi patung inggih punika wewujudan tiron wujud manungsa lan kéwan ingkang cara damelipun kanthi dipunpahat,dicor lan dipunbobok.
information-realization;['tangga nada'];Tangga nada iku siji set not musik kang dadi péranganing utawa minangka siji karya musik.
information-realization;['fabel'];Fabel inggih punika salah satunggalipun cariyos ingkang ndadosaken kéwan dados tokoh mliginipun.
information-realization;['brosur'];Brosur ya iku buku informasi sing sawayah-wayah dipacak kanggo ménéhi informasi ringkes kanggo babagan tinentu.
information-realization;['bonékah', 'bonéka', 'boneka'];Bonékah ya iku modhel saka manungsa utawa kang madhani manungsa utawa kéwan.
information-realization;['lagu kabangsan'];Lagu kabangsan iku lagu sing didadèkaké simbul siji nagara utawa laladan.
information-realization;['globe'];Globe iku bal donya utawa pepethan jagat awujud bunderan kanthi ukuran cilik lan nduwèni wangun telu awujud telu dhimènsi kanthi kamiringan 66 1/2 drajat déning garis ekliptika uga kamiringan 23 1/2 saka srengéngé.
information-realization;['legenda'];Legenda iku asal tembunge saking basa Latin: "legere" kang tegesé "ngumpulaken utawa maca".
information-realization;['aksara déwanagari', 'aksara dewanagari', 'devanāgarī', 'dewanagari', 'déwanagari'];Aksara Devanāgarī utawa aksara Dewanagari iku aksara saka India sisih lor.
information-realization;['sandi morse'];Sandhi Morse ya iku kode kang ana ing Pramuka.
information-realization;['notasi fonetis'];Notasi fonètis utawa transkripsi fonètis iku sawijining sistem visual kanggo nggambaraké simbul swara sing kawetu jroning basa wicara.
information-realization;['rgwéda', 'regweda', 'rgveda', 'rgweda', 'rigweda'];Rgwéda utawa diucapaké Regwéda iku siji kolèksi tèks-tèks himne kuna ing basa Wéda Sangskreta lan ditujokaké marang para Jawata.
information-realization;['ilustrasi'];Ilustrasi ya iku kasiling karya seni kang digawé saka tulisan kanthi cara drawing utawi nggambar, lukisan, karikatur, fotografi, utawa tèhnik seni rupa liyané kang awujud gambar.
information-realization;['kriya'];Kriya iku kanthi umum artiné kerajinan utawa ing Basa Inggris mau craft.Seni kriya ya iku salah sijiné cabang saka seni rupa kanthi merlukake kepinteran kekriyaan kang dhuwur kaya ta ukir, keramik, lan nganyam.
information-realization;['prajanjèn internasional', 'perjanjen internasional'];Perjanjèn Internasional, pangertosan perjanjèn internasional iku manéka warna kaya hukum, poltik, lan ngèlmu ngèlmu sosial liyané.
information-realization;['seni abstrak', 'abstrak'];Seni Abstrak ya iku cabangé seni rupa kang ngandut arti ora awujud,mujarad,niskala.Seni abstrak ing arti asli ya iku cipta-ciptané kang kasusun saka garis,wujud, lan warna kang ora ana batesé saka ilusi ing wujud kang ana ing alam nyata.Semana uga sajeroning arti umum ya iku kaanan kang awujud ing alam ora bisa awujud amarga wis kasunyatan lan ora duwé wujud kanggo tuladha.Wong kang misuwur ing babagan seni abstrak ya iku Wasilly Kandinsky.
information-realization;['undhang-undhang', 'legislasi'];Fungsi Legislasi iku tegesé DPRD kudu gawé peraturan ning daeraeh.
information-realization;['ésai', 'esai'];Esai ya iku tulisan kang nggambaraké opini penulis ngenani subyek tartemtu.
information-realization;['lukisan'];Lukisan iku laku kang mulas cèt, pigmèn, warna utawa srana liyané ing lambaran.
information-realization;['musik'];Musik, saking Basa Griki Μούσες Muse, "Déwa Nyanyi" punika tegesé seni sadaya ingkang wonten gandhèng-cènèngé kaliyan sawara.
information-realization;['ms-dos'];MS-DOS ya iku sistem operasi sing akèh digunakaké ing komputer IBM PC utawa kompatibel karo IBM PC. Microsoft nggawé MS-DOS kanggo sistem operasi mainstream, sadurungé dimandhekaké sawisé nggawé sistem operasi berbasis antarmuka grafis kanggé pasar mainstream.
information-realization;['tipografi'];Tipografi yaiku kabèh ilmu babagan huruf.
information-realization;['kodé batang', 'kode batang'];Kode Batang utawi langkung kawéntar kanthi Basa Inggris barcode punika kempalaning data optik ingkang kawaos déning mesin.
information-realization;['gunem', 'wicara'];Gunem utawa wicara iku wujud komunikasi kang diucapaké, dhedhasar gabungan sintaktis saka lèksikon lan aran, kang ana ing kosa tembung.
information-realization;['sastra', 'literatur'];Sastra iku sawijing tembung silihan saka Basa Sansekerta. "śāstra", kang tegesé "tulisan" utawa "buku", saka tembung dhasar "śās-" kang tegesé "weruh".
information-realization;['ortografi'];Ortografi iku sakumpulan pasarujukan ngenani cara nulisaké siji basa.
information-realization;['injil'];Injil saka basa Arab sing njupuk saka basa Yunani εὐαγγέλιον iku bagéyan saka kitab suci Kristen Alkitab Prajanjian Anyar.
information-realization;['upanisad'];Upanisad kalebet wonten ing Śruti inggih punika péranganing Weda, kejawi sastra-sastra Brahmana.
information-realization;['konstitusi'];Konstitusi punika aslinipun saking basa Latin constutio, ingkang tegesipun hukum ingkang wigati.
