abstract-region;['सीमा'];गणित मे, सीमा एगो अईसन मान होखेला जेकर कोनो फलन ओह घड़ी पीछा करेला, जब होकर चर कोनो मान के पीछा करेला।
physical-object;['हवाईअड्डा'];हवाईअड्डा अइसन एरोड्रोम के कहल जाला जेकरा के प्रमुख रूप से वाणिज्यिक हिसाब से बनावल गइल होखे. जहाँ से यात्री लोग के भा माल ढोवे वाला हवाई जहाज आपन उड़ान भरें भा उतरें. उड़ान के अलावा अन्य सहजोगी सुबिधा भी मौजूद होखे। आमतौर पर एगो एयरपोर्ट में हवाईपट्टी, हैंगर, लाउंज, गोदाम, मरम्मत क्षेत्र आ कंट्रोल टावर प्रमुख हिस्सा होखे लें।
physical-object;['धरनी'];धरनी एगो जन्तर हऽ जे बिद्यूत उर्जा के बिद्युत क्षेत्र मे धरेला। ई एगो अईसन बेकाज बिद्यूतिय समान हऽ जेकरा मे दुगो छोर होखेला।
physical-object;['रबड़'];रबड़ एगो अईसन सामान होला जेकरा से कुछु लिखल चीझु चाहे दागि के मिटकावल जाला। ई बहुत आकर अउर रंग के होखेला। कोनो कोनो पेंसिल के पाछे एगो छोट रबड़ लागल रहेला।
physical-object;['टेलीफोन'];टेलीफोन, दूरसंचार के एगो उपकरण हऽ। दू गो या कबो-कबो अधिक लोगन के बीच बातचीत करे के काम आवेला, जब ऊ लोग अतना दूरी पर होखे कि सीधे बातचीत संभव न होखे। ई एगो अइसन यंत्र हवे जे मनुष्य के आवाज के इलेक्ट्रानिक सिग्नल में बदल देला आ ई सिग्नल केबिल के माध्यम से दुसरा जगह भेजल जाला, दुसरा माथ पर लागल टेलीफोन सिग्नल के वापस मनुष्य के आवाज में बदल के सुनावे ला।
physical-object;['दूरबीन'];दूरबीन एगो अइसन यंत्र होला जेवना से दूर क चीज देखल जा सकेला। मुख्य रूप से ई प्रकाश आधारित यंत्र होला जे देखलाई पड़े वाला इलेक्ट्रोमैग्नेटिक रेडिएशन के किरण के कुछ मोड़ के भा इकट्टा एक जगह केंद्रित क के बहुत लम्मा के चीज के भी साफ देखाई पड़े लायक स्थिति बना देला। प्रकाश आधारित दूरबीन सभ के ऑप्टिकल दूरबीन कहल जाला। इलेक्ट्रोमैग्नेटिक रेडिएशन के स्पेक्ट्रम के अन्य हिस्सा में भी काम करे वाला दूरबीन बाड़ें, जइसे कि रेडियो दूरबीन, एक्स-रे दूरबीन, गामा रे दूरबीन आ इन्फ्रारेड दूरबीन।
physical-object;['खुर्दबीन', 'माइक्रोस्कोप', 'सूक्ष्मदर्शी'];खुर्दबीन या सूक्ष्मदर्शी एगो प्रकाश यंत्र होला जेवना से बहुत सूछ्म चीज के बड़ा रूप में देखल जा सकेला।
physical-object;['क्रिकेट के गेना'];क्रिकेट के गेना एगो काड़ा गेना होला जेकरा से क्रिकेट खेलल जाला। एकर भित्तर के भाग कॉर्क के बनल होला आ होपे सुता लपेटल रहेला जेकरा ऊपर चाम से तोपल आ टाकल रहेला। टेस्ट क्रिकेट लाल गेना से होला आ एकदिवसीय भा वनडे उज्जर गेना से होला। क्रिकेट के गेना बेसबॉल के गेना से काड़ आ भारी होला।
physical-object;['टेलीविजन', 'टीवी'];टेलीविजन एगो अइसन सिस्टम हवे जेवना में एगो स्टेशन से आवाज आ चित्र दूनों तरह क चीज एक साथ प्रसारित कइल जा सकेला आ फिर ओके टीवी सेट से देखल जा सकेला।
physical-object;['पहिनावा', 'पहनावा', 'वस्त्र'];पहिनावा केहू आदमी भा औरत द्वारा पहिनल जाए वाला सगरी चीज के कहल जाला जेवन आम तौर पर सूत से बनल कपड़ा की रूप में होला। एकर मुख्य उद्देश्य शरीर के ढांकल आ मौसम से बचाव होला। पहिनावा में कपड़ा के परकार, मात्रा आ इस्टाइल कई बात पर निर्भर बाटे जइसे कि मौसम, फैशन आ देस-अस्थान।
physical-object;['लेजर'];आसान भाषा में, लेजर चाहे लेस़र एगो अइसन उपकरण हवे जेकरे द्वारा प्रकाश के किरन के एकदम सकेत आ निश्चित मार्ग पर भेजल जा सके ला जवना से कि ऊ प्रकाश के किरण सभ आम प्रकाश से कुछ अलग गुन हासिल क लेला आ कई किसिम के इस्तेमाल में आ सके ला। अइसन उपकरण द्वारा निकले वाली किरन के भी लेजर कहल जाला. लेजर लाइट, लेजर किरन इत्यादि भी कहल जाला। बैज्ञानिक भाषा में लेसर शब्द के छोट रूप हवे। मने कि अइसन उपकरण जेह में रेडियेशन एमिशन के स्टीमुलेट कइ के ओकरा के संबर्धित क दिहल जाला।
physical-object;['इंफ्रास्ट्रक्चर', 'इन्फ्रास्ट्रक्चर'];इंफ्रास्ट्रक्चर भा अवसंरचना कौनों देस, क्षेत्र इत्यादि के सेवा देवे वाला अइसन मूलभूत सुबिधा आ सिस्टम होला जवन ओह इलाका के आर्थिक कामकाज के सुचारू ढंग से चले खाती आ सामाजिक बिकास खाती जरूरी होखे। उदाहरण खाती सड़क, रेल, पुल, सुरंग, पानी सप्लाई के सिस्टम, सीवर सिस्टम, बिजली ग्रिड, आ अन्य अइसन सगरी सिस्टम आ सुबिधा जे इलाका के जीवन स्तर सुधारे में मूलभूत भूमिका अदा करें।
physical-object;['अंगारकाठी'];अंगारकाठी चाहे सलाई एगो अईसन जंतर हऽ जे आगि जरावे के कामे आवेला। अंगारकाठी काठ चाहे कागज के बनल रहेला। एह काठी के एक देने अईसन चीझ साटल रहेला जेकरा कुछु प रगड़ला पे ओमे आगि लागि जाला। अंगारकाठी सभ के एगो डिब्बा मे धइल जाला जेकरा अंगारपेटी कहल जाला।
physical-object;['गुलाबजल', 'गुलाब जल'];गुलाबजल चाहे गुलाब जल गुलाब के पंखुरी सभ के सुगंध से बसल पानी होला। एकर इस्तेमाल इतर के रूप में, पकवान सभ में सुगंध के रूप में, बिबिध सिंगार के सामान बनावे में आ पूजा-पाठ आ धार्मिक कामकाज में होखे ला।
physical-object;['इंटरनेट', 'इन्टरनेट'];इंटरनेट आपस में जुड़ल कंप्यूटर नेटवर्क सभ के बैस्विक सिस्टम हवे जे इंटरनेट प्रोटोकाल सूट के इस्तमाल से दुनिया भर के कंप्यूटर डिवाइस सभ के आपस में जोड़े ला। ई एक तरह से नेटवर्क सभ के नेटवर्क हवे जेह में लोकल से ले के बैस्विक बिस्तार क्षेत्र वाला प्राइवेट, पब्लिक, एकेडेमिक, ब्यावसायिक आ सरकारी नेटवर्क सभ आपस में इलेक्ट्रानिक, वायरलेस आ ऑप्टिकल टेक्नालॉजी के माध्यम से जुड़ल बाड़ें। इंटरनेट पर बिबिध प्रकार के जानकारी संसाधन मौजूद बाड़ें आ बिबिध तरह के सेवा सभ उपलब्ध करावल जालीं जिनहन में वल्ड वाइड वेब के आपस-में-जुड़ल हाइपरटेक्स्ट डाकुमेंट आ एप्लीकेशन, ई-मेल, टेलीफोनी, आ फाइल शेयर करे नियर चीज प्रमुख बाड़ी स। == इतिहास == इंटरनेट के सुरुआत पैकेट स्विचिंग की शुरुआत से भइल जौन 1960 की दशक में शुरू भइल रहे। इनहन में सभसे महत्व वाला अर्पानेट के सुरुआत रहल जेवन एगो रिसर्च की दौरान बनावल नेटवर्क रहे। अर्पानेट या एआरपीए नेट एगो प्रोजेक्ट की रूप में अमेरिका के कुछ विश्वविद्यालयन के नेटवर्क से जोड़े के काम कइलस आ ई प्रोटोकॉल बनावे के सुरुआत कइलस जेवना से कंप्यूटर नेटवर्कन के नेटवर्क बनावल जा सके। अर्पानेट के पहुँच बढ़ल 1981 में जब नेशनल साइंस फाउन्डेशन आपन कंप्यूटर साइंस नेटवर्क बनवलस। एकरी बाद 1982 में इंटरनेट प्रोटोकॉल सूट के मानक रूप बनावल गइल। ==== संक्षिप्त इतिहास ==== 1969 में टिम बर्नर्स ली इंटरनेट बनाये रहल। 1971 दुनिया केर पहिल ई-मेल अमेरिका के कैंब्रिज नामक स्थान पर रे टॉमलिंसन नामक इंजीनियर ने एक ही कमरे में रखल दो कंप्यूटरों के बीच भेजा रहल। 1979 में ब्रिटिश डाकघर पहिल अंतरराष्ट्रीय कंप्यूटर नेटवर्क बनाय केले नये प्रौद्योगिकी का उपयोग करल चालू किये। 1970 में दुनिया केर पहिल वायरस जेकरा नाम क्रीपर था जो अरपानेट पर खोजा गईल रहे। == इंटरनेट के सर्विस == इंटरनेट कई तरह के सर्विस या सेवा उपलब्ध करावे ला। इनहन में से मुख्य तीन गो नीचे दिहल जात बाड़ी स: === वर्ल्ड वाइड वेब === आम आदमी इंटरनेट आ वेब के एकही समझेला बाकी इन्हन में अंतर बाटे। वेब एगो सभसे ढेर इस्तेमाल में आवे वाली इंटरनेट सेवा हवे। वेबसाइट देखे खातिर अलग-अलग वेब ब्राउजर बनल बाटें जइसे की माइक्रोसॉफ्ट के इंटरनेट एक्सप्लोरर, गूगल के क्रोम, एपल के सफारी, ऑपेरा, मोजिला फ़ायरफ़ॉक्स नियर ढेर सारा ब्राउजर बाने। इन्हन की मदद से देखे वाला आदमी पन्ना-दर-पन्ना जानकारी देख सकत बाटे जेवन एक दुसरा से हाइपरटेक्स्ट प्रोटोकॉल द्वारा जुड़ल होखे लें। वर्ल्ड वाइड वेब ब्राउजर सॉफ्टवेयर, जइसे कि माइक्रोसॉफ्ट के इंटरनेट एक्स्प्लोरर/एज, मोजिला फायरफॉक्स, ऑपेरा, एप्पल के सफारी, आ गूगल के क्रोम इत्यादि प्रयोगकर्ता लोग के ई सुबिधा देवे लें कि ऊ लोग एक वेब पन्ना से दुसरे वेब पन्ना पर हाइपरलिंक के माध्यम से आवाजाही क सके। ई हाइपरलिंक वेब पन्ना डाकुमेंट के हिस्सा होखे लें आ एक पन्ना से दुसरे ले जाए के कड़ी केरूप में उपलब्ध होखे लें। अइसन डाकुमेंट सभ में डेटा के अउरी दूसर कौनों तरह के कंबिनेशन भी हो सके ला जइसे कि साउंड, पाठ, बीडियो, मल्टीमीडिया आ अउरी कौनों प्रकार के इंटरेक्टिव सामग्री जवन तब रन करे ले जब प्रयोगकर्ता एह कड़ी सभ के क्लिक करे लें या पन्ना के साथ इंटरेक्शन क रहल होखे लें। क्लायंट-साइड के सॉफ्टवेयर में एनीमेशन, गेम ऑफिस एप आ बैज्ञानिक डेमो इत्यादि शामिल हो सके लें। कीवर्ड द्वारा संचालित होखे वाला इंटरनेट रिसर्च भी कइल जा सके ला जेकरा बदे कई गो इंटरनेट सर्च इंजन बाड़ें जइसे कि याहू!, बिंग, गूगल, आ डक-डक-गो। एह तरीका से प्रयोगकर्ता लोग के लगे अपार ऑनलाइन जानकारी तक ले तुरंता चहुँप संभव होखे ला। छपल किताब, ज्ञानकोश भा मीडिया के तुलना में वर्ल्ड वाइड वेब के इस्तेमाल जानकारी के बिकेंद्रीकरण में बहुते गजब के काम कइले बा। === संचार === संचार या कम्यूनिकेशन एगो दुसरा प्रमुख सेवा बाटे जेवन इंटरनेट से मिलेला। ईमेल एगो संचार सेवा हवे। === डेटा साझा करना === इंटरनेट की मदद से ढेर सारा डेटा ट्रांसफर किया जा सकता है। == इंटरनेट प्रयोगकर्ता == इंटरनेट के इस्तमाल में गजब के बढ़ती देखल गइल बा। साल 2000 से 2009 के बीच दुनियां में इंटरनेट प्रयोग करे वाला लोग के संख्या 394 मिलियन से बढ़ के 1.858 बिलियन हो गइल। साल 2010 में दुनिया के कुल जनसंख्या के 22 फीसदी लोग के लगे इंटरनेट तक पहुँच हो चुकल रहे आ एह समय ले 1 बिलियन गूगल सर्च रोज होखे लागल, 300 मिलियन प्रयोगकर्ता लोग ब्लॉग पढ़े लागल, आ 2 बिलियन बीडियो रोज यूट्यूब पर देखल जाए लागल। साल 2014 में दुनिया में इंटरनेट इस्तेमाल करे वाला लोग के संख्या 3 बिलियन या 43.6 प्रतिशत पहुँच गइल, लेकिन एह प्रयोगकर्ता लोग के दू-तिहाई हिस्सा धनी देसन से रहल, जहाँ 78.0 प्रतिशत यूरोपीय लोग आ उत्तर आ दक्खिन अमेरिका के 57.4 लोग इंटरनेट प्रयोगकर्ता बन गइल रहल लोग। == सुरक्षा == इंटरनेट के संसाधन सभ, जइसे कि एकरा से संबंधित हार्डवेयर आ सॉफ्टवेयर वाल अंग सभ, कई तरह के अपराधी या दुरभावग्रस्त कोसिस के निसाना बने लें। अइसन कोसिस के मकसद होला कि अबैध तरीका से इंटरनेट के संसाधन सभ पर कंट्रोल क लिहल जाव, फ्राड, धोखाधड़ी, ब्लैकमेल नियर घटना के अंजाम दिहल जाव या निजी जानकारी के गलत तरीका से हासिल कइल जा सके। अइसन चीज से बचाव करे के उपाय इंटरनेट सुरक्षा भा इंटरनेट सिक्योरिटी हवे। === मैलवेयर === साइबर अपराध के सभसे चलनसार तरीका मैलवेयर के इस्तेमाल हवे। मैलवेयर एक तरह के दुरभाव वाला भा खतरनाक रूप से नोकसान पहुँचावे वाला सॉफ्टवेयर होला। एह में कंप्यूटर वायरस, कंप्यूटर वर्म, रैनसमवेयर, बॉटनेट आ स्पाईवेयर सभ के सामिल कइल जाला। एह में से कुछ अइसन प्रोग्राम होलें जे अपना के खुद से कापी क के एक कंप्यूटर से दूसरा में फइले लें आ फाइल अ डेटा के नोकसान चहुँपावे लें। कुछ कंप्यूटर के लॉक क देलें आ बदला में फिरौती के माँग करे लें, कुछ अइसन होलें जे प्रयोगकर्ता के कामकाज के जासूसी करे लें। === सर्विलांस === कंप्यूटर सर्विलांस के ज्यादातर हिस्सा इंटरनेट पर डेटा आ ट्रैफिक के मॉनिटरिंग के रूप में होला। अमेरिका में कानूनी रूप से ई प्राबिधान बा कि सगरी फोन काल आ ब्रॉडबैंड ट्रैफिक रियल-टाइम मॉनीटर कइल जा सके ला, ई काम फेडरल एजेंसी सभ के दायरा में आवे ला। कंप्यूटर नेटवर्क पर डेटा के ट्रैफिक के मॉनिटरिंग के पैकेट कैप्चर कहल जाला। आसान रूप में समझावल जाय त कंप्यूटर सभ आपस में संबाद करे खाती मैसेज सभ के कई छोट-छोट टुकड़ा में बाँट के साझा करे लें जिनहन के पैकेट कहल जाला आ ईहे पैकेट नेटवर्क के जरिये एक जगह से दूसरा जगह ट्रांसफर होलें आ अपना लक्ष्य के जगह पर पहुँच के दुबारा एकट्ठा हो के संदेस के रूप ले लेलें। पैकेट मॉनिटरिंग में इनहने के पकड़ल जाला जब ई नेटवर्क में जात्रा क रहल होलें। पैकेट कैप्चर अप्लायंस सभ द्वारा इनहन के पकड़ के अन्य प्रोग्राम सभ के मदद से इनहन के सामग्री के जाँच कइल जाला। पैकेट कैप्चर एक तरह से जानकारी के "एकट्ठा" करे के औजार होला न कि एकर "बिस्लेषण" करे वाला।पैकेट कैप्चर से एकट्ठा कइल भारी मात्रा में डेटा के अन्य सॉफ्टवेयर द्वारा बिस्लेषण कइल जाला, इनहन में कुछ खास शब्द भा वाक्य सभ के फिल्टर कइल जाला, कुछ खास संदेह वाली वेबसाइट इत्यादि के पहुँच के बिस्लेषण कइल जाला। == परफार्मेंस == As the Internet is a heterogeneous network, the physical characteristics, including for example the data transfer rates of connections, vary widely.
political-geographic-object;['रोमानिया', 'रूमानिया'];रोमानिया यूरोप क एगो देस हवे। एकर राजधानी बुखारेस्ट हवे।
political-geographic-object;['दिल्ली', 'नई दिल्ली', 'délhi'];आस-पास के कुछ जिलों के साथ भारत का राष्ट्रीय राजधानी क्षेत्र है। इसमें नई दिल्ली सम्मिलित है जो ऐतिहासिक पुरानी दिल्ली के बाद बसा था। यहाँ केन्द्र सरकार की कई प्रशासन संस्थाएँ हैं। औपचारिक रूप से नई दिल्ली भारत की राजधानी है। १४८३ वर्ग किलोमीटर में फैला दिल्ली भारत का तीसरा सबसे बड़ा महानगर है। यहाँ की जनसंख्या लगभग १ करोड ७० लाख है। यहाँ बोली जाने वाली मुख्य भाषायें है: हिन्दी, पंजाबी, उर्दू, और अंग्रेज़ी। दिल्ली का ऐतिहासिक महत्त्व उत्तर भारत में इसके स्थान पर है। इसके दक्षिण पश्चिम में अरावली पहाड़ियां और पूर्व में यमुना नदी है, जिसके किनारे यह बसा है। यह प्राचीन समय में गंगा के मैदान से होकर जानेवाले वाणिज्य पथों के रास्ते में पड़ने वाला मुख्य पड़ाव था।
political-geographic-object;['लॉस एंजिलिस', 'लोस एंजिलिस'];लॉस एंजिलिस चाहे एलए कैलिफोर्निया के सभ से बेसी परसिद्ध नगर बा आ अमेरिका के दोसरका सबसे परसिद्ध नगर बाटे।
political-geographic-object;['सेंट पीटर्सबर्ग'];सेंट पीटर्सबर्ग रूस में एगो शहर बाटे।
political-geographic-object;['पीसा', 'pisa'];पीसा भा पीज़ा इटली के बिचला हिस्सा के टस्कनी क्षेत्र में एगो शहर बा। इतिहासी रूप से अपना समुंदरी ताकत के रूप में जानल जाए वाला ई शहर पूरा दुनिया में जवना खास वजह खाती परसिद्ध बा, ऊ बा एहिजा मौजूद पीसा के ओरमल मीनार जे दुनियाँ भर में परसिद्ध बा काहें कि ई एगो तिरपट होखत मीनार हवे, ई एह शहर के मुख्य कैथड्रल के घंटा खातिर बनावल टावर हवे।
political-geographic-object;['मक्का'];मक्का सउदी अरब देस के हेजाज प्रांत में एगो शहर बा जे मुसलमान लोग के पबित्र अस्थान हवे आ हेइजे साल में एक बेर मुसलमान लोग के भारी जमावड़ा होला जब ऊ लोग पबित्र तीर्थजात्रा हज करे आवे ला। शहर जेद्दा से करीब 70 किलोमीटर भीतर के ओर एगो पातर घाटी में बा आ मदीना से ई लगभग 340 किलोमीटर दक्खिन में पड़े ला।
political-geographic-object;['अबू धाबी', 'abú dhabí', 'अबु धाबी'];अबू धाबी यूनाइटेड अरब अमीरात के राजधानी आ इहाँ के दुसरा सभसे बड़ शहर बा आ साथे-साथ ई यूएई के सात गो अमीरत सभ में से सभसे बड़हन, अबू धाबी अमीरत, के भी राजधानी बाटे। ई फारस के खाड़ी में "टी" आकार में निकलल शहर बा जे बिचला पच्छिमी समुंदरी किनारे पर बा। इहाँ के कुल जनसंख्या लगभग 30 लाख बा।
political-geographic-object;['तमिलनाडु', 'támil nadu', 'तमिल नाडु'];तमिलनाडु भारत के 28 राज्य सब में से एगो राज्य ह। भारत के सभसे दक्खिनी हिस्सा में मौजूद एह राज्य के राजधानी चेन्नई में स्थित बा।
political-geographic-object;['उत्तर कोरिया'];उत्तर कोरिया पूरब एशिया में एगो देश बाटे। एकर राजधानी आ सभसे बड़हन शहर प्योंगयांग हऽ। एह देस के जमीनी सीमा यालू आ त्युमेन नदिन के सहारे चीन के साथे बने ला आ सीमा के कुछ हिस्सा रूस के साथे सटल बा। 'कोरियाई गैर-सैन्य क्षेत्र' एकरा के दक्खिन कोरिया से अलग करे ला।
political-geographic-object;['नार्वे'];नार्वे यूरोप क एगो देस हवे। एकर राजधानी ओस्लो हवे। ई यूरोप महादीप के सभसे उत्तरी हिस्सा में, स्कैंडिनेविया प्रायदीप पर समुंद्र के किनारे के देस बा आ बहुत ठंढा इलाका हवे। उत्तरी ध्रुव से नगीचे होखे के कारन साल में कुछ दिन खाती चउबिसो घंटा रात रहे ला आ कुछ दिन खाती एकरे उत्तरी हिस्सा में रात में भी सुरुज चमके ला, एही कारन एह देस के आधी राति के सुरुज के देस कहल जाला।
political-geographic-object;['नीदरलैंड'];नीदरलैंड यूरोप के एगो देस हवे। एकर राजधानी एम्स्टर्डम हवे।
political-geographic-object;['लिसोथो'];लसूटू अफिरका महादीप में एगो देस बा। एकर राजधानी आ सभसे बड़ शहर मसेरू हवे। लसूटू चारो ओर से एकही देस के सीमा के भीतर घेराइल देस बा । एकर कुल रकबा 30,000 किमी2 बाटे आ इहाँ के जनसंख्या लगभग 20 लाख बा।
political-geographic-object;['जापान', 'जपान'];जापान एशिया महादीप की पूरबी छोर पर एगो देश बाटे। एके ऊगत सुरुज क देस भी कहल जाला।
political-geographic-object;['मोनाको'];मोनाको यूरोप क एगो देस हवे। एकर राजधानी मोनाको हवे।
political-geographic-object;['समोआ', 'सामोआ'];समोआ, जेकर पूरा नाँव इंडिपेंडेंट स्टेट ऑफ समोआ बा, प्रशांत महासागर में पॉलीनेशिया के हिस्सा के रूप में एगो दीपीय देस बा। पहिले ई पच्छिमी समोआ के नाँव से जानल जाय आ 1962 में न्यूजीलैंड से आजाद भइल। एकरा के आ अमेरिकी समोआ के मिला के एक साथे "नैविगेटर्स आइलैंड" के नाँव से जानल जाय। एह देस में दू गो मुख्य दीप बाने उपोलु आ सवाई। एकर राजधानी अपिया बाटे जे उपोलु दीप पर हवे।
political-geographic-object;['सेन्ट्रल अफ़्रीकी गणराज्य'];सेन्ट्रल अफ़्रीकी गणराज्य अफ़्रीका महादीप में एगो देस बा। एकर राजधानी हवे।
political-geographic-object;['जिबूती'];जिबूती अफ़्रीका महादीप में एगो देस बा। एकर राजधानी हवे।
political-geographic-object;['मलेशिया'];मलेशिया दक्खिन पूर्ब एशिया में एगो देश बाटे। एकर राजधानी कुआलालंपुर आ प्रशासनिक राजधानी पुत्रजय शहर बाड़ें। सिंगापूर पहिले एकर हिस्सा रहल जे बाद में अलग हो के आजाद देस बन गइल।
political-geographic-object;['नामीबिया'];नामीबिया अफ़्रीका महादीप में एगो देस बा। एकर राजधानी हवे।
political-geographic-object;['एंटीगुआ आ बारबूडा', 'एंटिगुआ अउरी बारबूडा'];एंटीगुआ आ बारबूडा अमेरिकी महादीप में एगो देस भा। इ संप्रभु राष्ट्र, कैरेबियन आ अतलांतिक महासागर के बीच में दीपीय देस बाटे जेह में एंटीगुआ आ बारबूडा दू गो सभसे बड़हन दीप बाड़ें।
political-geographic-object;['मॉरिटानिया'];मॉरीटानिया अफिरका महादीप में एगो देस बा। एकर राजधानी न्वाकशोट शहर हवे। ई पच्छिमी अफिरका के देस हवे आ अटलांटिक किनारा पर मौजूद बा। एकरे पूरबी हिस्सा में सहारा के रेगिस्तान सुरू हो जाला।
political-geographic-object;['भूमध्यरेखीय गिनी'];भूमध्यरेखीय गिनी अफिरका महादीप में एगो देस बा। एकर राजधानी मलाबो हवे।
political-geographic-object;['कोमोरोस'];कोमोरोस हिन्द महासागर में एगो दीप बाटे।
political-geographic-object;['इंग्लैण्ड', 'इंगलैंड', 'इंग्लैंड'];इंग्लैण्ड यूरोप महाद्वीप में एगो देश रहे। वर्तमान समय में इंग्लैण्ड, स्काटलैण्ड, वेल्स आ उत्तरी आयरलैण्ड के मिला के यूनाइटेड किंगडम नाँव क देश बनल बाटे। भोजपुरी में इंग्लैण्ड के इंग्लिस्तान आ अँगरेज़ देश भी कहल जाला।
political-geographic-object;['उत्तरी आयरलैंड'];उत्तरी आयरलैंड is a constituent unit of the United Kingdom of Great Britain and Northern Ireland in the northeast of the island of Ireland.
political-geographic-object;['स्विट्जरलैंड', 'स्विट्ज़रलैंड'];स्विट्जरलैंड यूरोप के बिचला हिस्सा में एगो देस बाटे। ई पूरा देस आल्प्स के परबती इलाका में बा आ एहीसे बहुत खुबसूरत बा आ दुनिया भर के लोग खातिर एगो पर्यटन के प्रिय जगह बाटे। == नोट == == संदर्भ == == बाहरी कड़ी == सरकार The Federal Authorities of the Swiss Confederation The Federal Council Switzerland's information portal Swiss Statistics at the Swiss Federal Statistical Office.
political-geographic-object;['यूनाइटेड अरब अमीरात'];यूनाइटेड अरब अमीरात पच्छिम एशिया में एगो देस बाटे।
political-geographic-object;['लक्समबर्ग'];लक्समबर्ग या लक्जमबर्ग यूरोप में एगो देस हवे।
political-geographic-object;['मोरक्को'];मोरक्को अफ़्रीका महादीप में एगो देस बा। एकर राजधानी हवे।
political-geographic-object;['यूनाइटेड किंगडम', 'united kingdom', 'संयुक्त राजशाही'];यूनाइटेड किंगडम ऑफ ग्रेट ब्रिटेन एंड नॉदर्न आयरलैंड, संछेप में यूनाइटेड किंगडम, जौना के आमतौर पर यूके या ब्रिटेन कहल जाला यूरोप के एगो संप्रभु राज्य बाटे। यूरोपीय मुख्य भूमि के उत्तर-पच्छिमी किनारे पर मौजूद यूनाइटेड किंगडम के अंतर्गत, ग्रेट ब्रिटेन आ आयरलैंड दीप के उत्तरी पूरबी भाग, अ अउरी बहुत सारा छोट-छोट दीप आवेलें। उत्तरी आयरलैंड एक मात्र अइसन हिस्सा बाटे जवन कौनों दूसर राष्ट्र के साथे जमीनी सीमा वाला बा। एह जमीनी सीमा के छोड़ दिहल जाव तब यूके चारों ओर से अटलांटिक महासागर से घेराइल बाटे, जहाँ एकरे पूरुब ओर नॉर्थ सागर, दक्खिन में इंग्लिश चैनल आ दक्खिन-दक्खिन पच्छिम में सेल्टिक सागर बाड़ें। ग्रेट ब्रिटेन आ आयरलैंड के बीच के समुंद्र के आयरिश सागर कहल जाला। क्षेत्रफल में 93,800 वर्ग मील बिस्तार वाला यूनाइटेड किंगडम दुनिया के 78वाँ संप्रभु राज्य आ यूरोप में 11वाँ अस्थान पर बाटे। जनसंख्या के हिसाब से ई देस 21वाँ नम्बर के सभसे ढेर जनसंख्या वाला देस बाटे आ एकर जनसंख्या लगभग 65.1 मिलियन बाटे। एही से ई यूरोपियन युनियन के चउथा सभसे घना आबादी वाला देस बाटे।युनाइटेड किंगडम एगो en:constitutional monarchy हवे जहाँ संसदीय ब्यवस्था वाला शासन बाटे। एकर राजधानी लंदन, एगो महत्वपूर्ण बैस्विक शहर आ फाइनेंस के केन्द्र बाटे जहाँ के शहरी आबादी 10,310,000 बा आ ई यूरोप के चउथा सभसे बड़ा शहर बाटे। वर्तमान में एकर इहाँ के राजशाही के प्रमुख 6 फरवरी 1952 से महारानी एलिजाबेथ II बाड़ी। यूनाइटेड किंगडम में चार गो देस आवे लें: इंग्लैंड, स्कॉटलैंड, वेल्स, आ उत्तरी आयरलैंड। बाद के तीनों के प्रशासनिक स्वायत्तता दिहल गइल बाटे, हालांकि, ई तीनों खातिर अलग-अलग किसिम के बाटे आ इनहन के राजधानी, क्रम से एडिनबर्ग, कार्डिफ, आ बेलफास्ट बा। नगिचे के आइल्स ऑफ मैन, बालिविक ऑफ गुएर्नसी आ बालिविक ऑफ जर्सी युनाइटेड किंगडम के हिस्सा ना हवे बलुक, en:Crown dependencies हवें ब्रिटिश सरकार इनहन के सुरक्षा आ अंतर्राष्ट्रीय प्रतिनिधित्व करे ला। == भूगोल == The total area of the United Kingdom is approximately 243,610 वर्ग किलोमीटर.
