abstract-region;['多項式'];多項式，零或單項式之和也。
physical-body;['天狼'];天狼，星也。
physical-body;['木衛一', 'io'];木衛一，亦稱伊歐（Io）者，木星之衛星也。
physical-body;['穀神星'];穀神星（序號：一），太陽系之矮行星也，屬小行星帶天體。
physical-body;['木衛四', 'callisto'];木衛四又試稱為卡利斯多（Callisto、英語發音：/kəˈlɪstoʊ/[8]、希臘文：Καλλιστώ）系圍繞木星運轉嘅一顆衛星，由伽利略·伽利萊喺161﻿﻿﻿﻿0年首次發現。
physical-body;['辰星', '水星'];水星者，古稱辰星，由地球觀之，去日總在一辰（十五度）之內，故稱。
physical-object;['自行車'];自行車，又稱單車、腳踏車，御者俗稱單車手。
physical-object;['巴別塔'];巴別塔者，宗教典故也，喻天德不容悖。
physical-object;['汽車', '自動車'];汽車者，自爲驅動，不乞援於軌道、電纜。
physical-object;['電單車'];電單車，機動車也。
physical-object;['魚鉤'];魚鉤，釣魚之器也。
physical-object;['弩'];弩，守營禦敵之器也。
physical-object;['電車'];電車，鐵路車輛之一，以電驅，趨諸定軌，短則一節，長則十多節。
physical-object;['電極'];電極者，乃電解質溶液生氧化還原之處。
physical-object;['水龍頭'];水龍頭者，舍水之所出也。
physical-object;['長城', '萬里長城'];長城，起臨洮至遼東，延袤萬餘里。
physical-object;['手機'];手機，電話之屬，便攜利器。
physical-object;['航空母艦'];航空母艦（英言Aircraft Carrier），在俄或為載機巡艦，俗呼海霸，一稱平頂，乃飛機之駁艦，水師軍器也。
physical-object;['槍', '槍枝'];槍亦為火器，請閱鎗。
physical-object;['和服', 'kimono'];和服，亦曰吳服，古稱着物，謂日人其所衣也。
physical-object;['眼鏡'];眼鏡者，助視之物也，置於目前。
physical-object;['箸', '筷', '筷子'];箸，亦曰筷，進食之器也。
physical-object;['氍毹'];氍毹或曰毾㲪，一織物也，常鋪置於地。
physical-object;['杠杆'];杠杆者，無形之硬棒也。
physical-object;['爨室'];爨室，或曰庖廚、廚，庖饌、烹食之室也。
physical-object;['電晶體', '晶體管'];電晶體，一名晶體管、三極管，乃固態半導元件。
physical-object;['側車'];側車，三輪車也。
physical-object;['軟盤', '磁片', '磁碟'];軟盤，器之儲偫軟媒體者也。
physical-object;['口琴'];口琴，洋樂器也。
physical-object;['咖啡廳'];咖啡廳者，食店也。
physical-object;['香囊'];香囊者，古飾物也，亦可驅邪避邪也。
physical-object;['墓碑'];墓碑，立于墓前之碑石也，以鑒乎墓中之故者。
physical-object;['便利店'];便利店者，年中無休之商店也。
physical-object;['吉他', '結他'];吉他者屬西樂也,弦有六,故號六弦琴
physical-object;['尺', '間尺'];尺 ，又名間尺，所以畫線、度長。
physical-object;['避孕套', '如意套', '安全套'];避孕套，又名安全套、如意套，英文稱Condom，源人名姓字。
physical-object;['鹽屋', 'saltbox', '鹽盒式住宅', '鹽盒式房屋'];蓋鹽屋者，乃木屋也，見於北美。
physical-object;['船舶', '船', '船舶總論'];船舶，船之泛稱也。
physical-object;['銃', '鎗'];銃，火器之小者也，大者為炮。
physical-object;['鳥銃'];凡鳥銃長約三尺，鐵管載藥，嵌盛木棍之中，以便手握。
physical-object;['坦克'];坦克者，甲砲車也，履帶車屬，今陸戰兵器之首。
physical-object;['電話'];電話者，縮地傳音，所以通訊。
physical-object;['電視'];以電波受映像，然後人得觀之，是器也者，電視也。
physical-object;['巢居', '栅居'];自本州之南，閱百越呂宋婆羅，以至馬達加斯加島，卑濕多水，患蟲蛇鼠兽。
physical-object;['自行車'];自行車，又稱單車、腳踏車，御者俗稱單車手。
physical-object;['氍毹'];氍毹或曰毾㲪，一織物也，常鋪置於地。
physical-object;['戰艦', '战舰'];戰艦，乃海軍之利器也，雖今置之不用，猶有餘威。
physical-object;['激光', '鐳射', '雷射'];激光者，亦音譯作鐳射，雷射。
physical-object;['動物園', '萬牲園'];動物園，又云萬牲園，廣羅禽獸，寘此飼育，以資科學研究，又有易地保護之功，兼娛眾目，而用科學導民。
physical-object;['無線電報'];麥克斯韋，物理家，法拉第後巨子。
physical-object;['火柴', 'huo-chai'];火柴者，火具也。
physical-object;['規'];規，圓規也，用以繪圓，常與矩並用。
physical-object;['文胸', '胸罩'];文胸，亦曰胸罩，婦人之褻衣也。
physical-quality;['線', '直線', '線段'];線者，二點之接也。
political-geographic-object;['羅馬尼亞', '羅馬尼亞社會主義共和國'];羅馬尼亞，居東歐，北接烏克蘭，西臨匈牙利、塞爾維亞，南面保加利亞，東眺黑海。
political-geographic-object;['南斯拉夫'];南斯拉夫，處巴爾幹之地，據者凡七國，曰斯洛文尼亞、曰克羅埃西亞、曰馬其頓、曰波士尼亞同赫塞哥維納、曰黑山、曰塞爾維亞共和國、曰科索沃。
political-geographic-object;['京都市'];京都市在日本，京都府治所也。
political-geographic-object;['南京市', '六朝古都', '南京', '建康', '建業', '應天府', '江寧', '秣陵', '金陵', '集慶', '順天'];南京，古號建業、建康、秣陵、金陵、集慶、應天、江寧等。
political-geographic-object;['瀋陽市', '瀋陽', '盛京'];瀋陽市，遼寧省會，古稱盛京、奉天；處渾河之陽，渾河者，古瀋水也，故稱瀋陽，現轄九區一市三縣，方萬三千平方公里，口七百一十九萬餘；市區方約三千五百平方公里，而常居者逾八百萬。
political-geographic-object;['哈爾科夫'];哈爾科夫者，烏克蘭東北之邑也。
political-geographic-object;['埃迪爾內'];埃迪爾內（土耳其言Edirne），在土耳其埃迪爾內省埃迪爾內中心區。
political-geographic-object;['萊比錫', 'leipzig', '來責府'];萊比錫（日語漢字作來責府；德語：Leipzig，索布語：Lipsk），德國薩克森自由邦雄邑。
political-geographic-object;['大邱廣域市', 'daegu', '大丘', '大邱', '達句伐'];大邱廣域市（韓國語︰대구광역시），簡曰大邱，大韓民國之市也，位其東南，古稱達句伐、大丘 。
political-geographic-object;['釜山廣域市', 'busán', '釜山', '釜山广域市'];釜山廣域市位韓國東南，當落東江口。
political-geographic-object;['福岡市', 'fukuoka'];福岡市，南日本九州福岡縣府。
political-geographic-object;['長崎市', 'nagasaki'];長崎市屬日本長崎縣。
political-geographic-object;['臺中市', 'taichung', '台中', '臺中'];臺中市，中華民國直轄市也，居臺灣中部，北接苗栗、新竹，南臨彰化、南投，東隔中央山脈界宜蘭、花蓮，西濱臺灣海峽。
political-geographic-object;['聖彼得堡', '列寧格勒'];聖彼得堡者，俗謂彼得堡，乃俄羅斯之聯邦直轄市也，亦西北聯邦管區及列寧格勒州府。
political-geographic-object;['麥加'];麥加（مكّة）。
political-geographic-object;['西安市', '長安', "xi'an", '常安', '西安'];西安市，故長安城也。
political-geographic-object;['西安市', '長安', "xi'an", '常安', '西安'];西安，古長安也，中國舊都，漢、隋、唐都之，城址歷朝有變，今西安咸陽間是焉。
political-geographic-object;['阿布扎比', 'abú dhabí'];阿布扎比，為阿聯酋都。
political-geographic-object;['杭州市', 'hangzhou', '杭州'];杭州市，浙江省治也。
political-geographic-object;['雷丁', 'reading'];雷丁在英國英格蘭英格蘭東南域伯克郡。
political-geographic-object;['廣島市', 'hiroshima'];廣島市，日本之市也，今為廣島縣之治所。
political-geographic-object;['朝鮮民主主義人民共和國', '北朝鮮', '北韓', '朝鮮', '朝鮮民主主義共和國'];朝鮮民主主義人民共和國在朝鮮半島北，都平壤，行社會主義。
political-geographic-object;['挪威', 'noreg', 'norge', '挪威王國'];挪威王國，居斯堪地那維亞之西緣，臨北海，方三十二萬公里，口四百六十萬餘，都奧斯陸。
political-geographic-object;['荷蘭', '尼德蘭'];荷蘭，又譯和蘭，實名尼德蘭，略稱荷。
political-geographic-object;['日本', '东瀛', '倭', '扶桑', '日本国', '日本國', '東洋', '東瀛', '葦原中國'];日本國在東海中，古所謂倭也，有口億二千萬。
political-geographic-object;['摩納哥'];摩納哥公國（法文：Principauté de Monaco），世界次小之國也，方二公里，西、北、東均鄰法蘭西，南濱地中海。
political-geographic-object;['中非', '中非共和國'];中非（法文：République Centrafricaine；桑戈語：Ködörösêse tî Bêafrîka），居非之中，北接查德，西臨喀麥隆，東近蘇丹，南面剛果民主共和國。
political-geographic-object;['吉布提', '吉布地'];吉布地（阿拉伯語： جمهوريه جيبوتي‎；法語：République de Djibouti），地在東非，即在阿非利加洲之角。
political-geographic-object;['馬來西亞', 'malaysia', '馬來西亞聯邦'];馬來西亞，東亞細亞之國也。
political-geographic-object;['納米比亞', '納米比亞共和國'];納米比亞，居非之南，北接安哥拉，東近波札那，南面南非，西望大西洋。
political-geographic-object;['伯利茲', 'belize'];伯利兹，在中美洲，都貝爾莫潘，西接危地馬拉、北臨墨西哥、東濱大西洋。
political-geographic-object;['赤道幾內亞'];赤道幾內亞者，中非國也。
political-geographic-object;['英格蘭'];英格蘭，聯合王國之一部也。
political-geographic-object;['瑞士', '瑞士聯邦'];瑞士联邦，處乎西歐，境多山，遠海。
political-geographic-object;['阿拉伯聯合酋長國'];阿拉伯聯合酋長國，為中東七國約盟，內外相協所成。
political-geographic-object;['蘇聯', '蘇維埃社會主義共和國聯盟'];蘇聯者，蘇維埃社會主義共和國聯盟 （俄文：Союз Советских Социалистических Республик）之略也，都莫斯科，行社會主義，國土遼闊，物產豐隆。
political-geographic-object;['盧森堡', '盧森堡大公國'];盧森堡大公國，在西歐，都盧森堡市。
political-geographic-object;['北九州市', 'kitakyūshū'];北九州市，日本九州島福岡縣一城，二十政令指定都市之一。
political-geographic-object;['札幌市', 'sapporo', '札幌'];札幌市，日本之市也，今爲北海道之治所。
political-geographic-object;['摩洛哥', '摩洛哥王國'];摩洛哥，在北非。
political-geographic-object;['英國', '不列顛', '大不列顛及北愛爾蘭聯合王國', '大不列颠及北爱尔兰联合王国', '大英', '聯合王國', '英倫', '英吉利', '英国'];大不列顛及北愛爾蘭聯合王國（United Kingdom of Great Britain and Northern Ireland），都倫敦。
political-geographic-object;['西班牙', '以西把尼亞', '士便', '大呂宋', '大呂宋國', '實班牙', '干絲臘', '斯扁亞', '是班牙', '義斯巴尼亞', '衣坡儒', '西班牙王國'];西班牙王國在歐洲西南隅，略稱西。
political-geographic-object;['沙特阿拉伯', '沙地阿拉伯', '沙烏地阿拉伯', '沙特', '沙特阿拉伯王國'];沙特阿拉伯，或譯沙烏地阿拉伯，地在阿拉伯半島，方二百四十萬公里，口三千七十七萬餘，都利雅德。
political-geographic-object;['烏干達', 'uganda'];烏干達共和國，非洲之國也。
political-geographic-object;['白羅斯', '白俄羅斯', '白俄羅斯共和國', '白羅斯共和國'];白羅斯共和國（白羅斯語：Рэспу́бліка Белару́сь，俄羅斯語：Респу́блика Белару́сь，俄羅斯人謂曰Белору́ссия），亦稱白俄羅斯，在東歐羅巴。
political-geographic-object;['津巴布韋', '津巴布韦', '辛巴威', '辛巴威共和國'];辛巴威，居非之南，北接尚比亞，西近波札那，東臨莫三比克，南面南非。
political-geographic-object;['阿塞拜疆', '亞塞拜然'];阿塞拜疆者，又曰亞塞拜然，外高加索東之國也，跨歐亞兩洲。
political-geographic-object;['吉爾吉斯', '吉爾吉斯斯坦', '黠戛斯', '黠戛斯斯坦'];吉爾吉斯者，古名黠戛斯，內陸國也，在中亞。
political-geographic-object;['哈薩克', '哈薩克斯坦', '香佐富斯坦'];哈薩克斯坦共和國（Қазақстан Республикасы），簡稱哈薩克斯坦、哈薩克，中亞大國也。
political-geographic-object;['蒙古國'];蒙古國居漠北，旧所謂外蒙古也，有口二百萬，北鄰俄羅斯，南與中國相接。
political-geographic-object;['利物浦', 'líverpool'];利物浦（英文：Liverpool），聯合王國英格蘭之城也，城內有凡四十六萬眾，計及郊則百餘萬焉。
political-geographic-object;['天津市', '天津'];天津市，略曰津，又稱沽。
political-geographic-object;['新澤西州', 'new jersey'];新澤西州，美國一州也。
political-geographic-object;['明尼蘇達州', 'minnesota'];明尼蘇達州者，美國之州也，瀕五大湖畔。
political-geographic-object;['內布拉斯加州', 'nebraska'];內布拉斯加州者，美國一州也。
political-geographic-object;['比利時', '比利時王國', '白耳義'];比利時王國，在北海之南端。
political-geographic-object;['史瓦帝尼', '史瓦濟蘭', '斯威士蘭'];史瓦帝尼，或譯斯威士蘭，舊名史瓦濟蘭，居阿非利加之南。
political-geographic-object;['巴基斯坦', '巴基斯坦伊斯蘭共和國'];巴基斯坦者，巴基斯坦伊斯蘭共和國（烏爾都文：ن اسلامی جمہوریت پاکستا‎、英文：Islamic Republic of Pakistan）也，乃南亞一主權之邦。
political-geographic-object;['孟加拉國', '孟加拉人民共和國', '磐啟國'];孟加拉國，在南亞。
political-geographic-object;['阿富汗'];阿富汗，居西亞。
political-geographic-object;['奧地利', '奧地利共和國'];奧地利，居西歐，北鄰捷克，西接德國，南臨義大利，東近斯洛伐克。
political-geographic-object;['老撾', 'laos', '寮國', '老撾人民民主共和國', '老撾民主人民共和國'];老撾，亦曰寮國，全稱老撾人民民主共和國（老撾文：ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ），東南亞之國也。
political-geographic-object;['緬甸'];緬甸，全稱緬甸聯邦共和國，乃東盟成員；「緬」乃遠，「甸」指郊外，意為「遙遠之郊外」。
political-geographic-object;['柬埔寨', 'cambodge', 'cambodia', 'กัมพูชา', '柬埔寨王國', '柬甫寨'];柬埔寨，全稱柬埔寨王國（高棉文：），東南亞中南半島之一國也，古名高棉。
political-geographic-object;['澳大利亞', 'australia', '澳大利亞國', '澳洲'];澳大利亞為大洋洲一國，西濱印度洋，東至太平洋，北望印度尼西亞，南眺南極洲。
political-geographic-object;['四川省', '四川'];四川，簡稱川、蜀，于中國西南，治成都。
political-geographic-object;['澳門', '澳門特別行政區'];澳門，簡稱澳，居珠江浦西畔，統三嶼，曰澳門半島、氹仔島、路環島。
political-geographic-object;['不丹'];不丹，南亞之山國也，據喜馬拉雅山南麓，北接中國，南臨印度。
political-geographic-object;['甘肅省', 'gansu', '甘', '甘肃', '甘肃省', '甘肅', '陇', '隴'];甘肅省在隴西，漢地之西極也。
political-geographic-object;['新不倫瑞克'];新不倫瑞克者，或曰紐賓士域，新布藍茲維及新伯倫瑞克，加拿大東之省也。
political-geographic-object;['不列顛哥倫比亞', '卑詩省'];不列顛哥倫比亞者（英語：British Columbia，略曰B.C.；法語：Colombie-Britannique，略曰C.B.），加拿大之省也。
political-geographic-object;['雲南省', 'yunnán', '雲南'];雲南省，簡書曰滇、雲。
political-geographic-object;['南非種族隔離', 'apartheid'];南非種族隔離（南非語：Apartheid，隔絕也），制度也，一九四八年至一九九〇年代初施行於南非、西南非洲（今納米比亞），以隔種界。
political-geographic-object;['尚比亞', '尚比亞共和國', '贊比亞'];尚比亞，居非之南，北接剛果民主共和國，南面辛巴威，西臨安哥拉，東近莫三比克、馬拉威。
political-geographic-object;['剛果民主共和國'];剛果民主共和國，居非之中，北接中非，西臨剛果，東接坦尚尼亞等，南面尚比亞、安哥拉。
political-geographic-object;['瓜地馬拉', 'guatémala'];瓜地馬拉國，在中美。
political-geographic-object;['哥斯大黎加', '哥斯達黎加'];哥斯大黎加，又名哥斯達黎加，在中美洲，北鄰尼加拉瓜，東接巴拿馬，位近赤道，都聖荷西。
political-geographic-object;['匈牙利'];匈牙利，又曰馬駕，其人自呼曰馬紮兒，或為古匈奴別種。
political-geographic-object;['波蘭', '波蘭共和國'];波蘭共和國（波蘭文：Rzeczpospolita Polska），簡稱波蘭（波蘭文：Polska），古稱孛烈兒，居東歐，西臨德國，南有捷克及斯洛伐克，東近烏克蘭、白俄羅斯，北接波羅的海。
political-geographic-object;['幾內亞'];幾內亞，西非一國也，都科納克里。
political-geographic-object;['索馬里', '索馬利亞'];索馬里，又名索馬利亞，位東非，地險要。
political-geographic-object;['越南', '安南', '越南社會主義共和國'];越南，古曰安南，介在粵東西及滇南之間，粵東滇南由海道入，而粵西由陸道入，蓋據中南半島之東，北鄰中國，西接寮國、柬埔寨，東臨大海。
political-geographic-object;['利比亞', '利比亞阿拉伯人民社會主義群眾國'];利比亞國，居北非，北鄰地中海，西近阿爾及利亞，南面查德、尼日，東臨埃及。
political-geographic-object;['東德', '德意志民主共和國'];東德者，德意志民主共和國也，亦簡曰民主德國、民德。
political-geographic-object;['德國', '德意志', '德意志聯邦', '德意志聯邦共和國', '獨逸'];德國，全稱德意志聯邦共和國，中歐羅巴洲之國也，定都柏林。
political-geographic-object;['蘇丹', 'sudan', '蘇丹共和國'];蘇丹共和國（阿拉伯語：جمهورية السودان‎），處非洲東北之撒哈拉沙漠東端，北接埃及、東瀕紅海、西接查德暨布吉納法索。
political-geographic-object;['密思兒', '勿斯里', '埃及', '密乞兒', '密徐籬', '密昔兒', '米西兒'];阿拉伯密思兒共和國，略稱密思兒，即埃及。
political-geographic-object;['蘇利南'];蘇里南，南美一國也，西接圭亞那、北瀕大西洋、東靠法屬圭亞那、南接巴西。
political-geographic-object;['委內瑞拉'];委內瑞拉，居南美洲，北接加勒比海，西臨哥倫比亞，東有蓋亞那，南面巴西。
political-geographic-object;['阿爾及利亞', '阿爾及利亞民主人民共和國'];阿爾及利亞，居北非，北眺地中海，西接摩洛哥，東近利比亞，南面尼日、馬利。
political-geographic-object;['印度', 'india'];印度者，南亞之國也。
political-geographic-object;['義大利', '意大利', '意大利共和國', '義大利共和國'];義大利共和國（又譯意大利），略稱義（又略稱意），在南歐羅巴洲。
political-geographic-object;['智利'];智利，居南美洲，西眺太平洋，東臨阿根廷及玻利維亞，北接祕魯，南望南極洲。
political-geographic-object;['巴拉圭'];巴拉圭，南美洲一國也，西接玻利維亞、北臨巴西、南靠阿根廷。
political-geographic-object;['波札那', '博茨瓦納', '波札那共和國'];波札那，又作博茨瓦納，居非之南，南面南非，北接尚比亞，東近辛巴威，西臨納米比亞。
political-geographic-object;['莫桑比克', '莫三比克'];莫三比克共和國（葡萄牙文：República de Moçambique），或作莫桑比克、莫三鼻給，南阿非利加洲之國也。
political-geographic-object;['印度尼西亞', '印尼', '印度尼西亞共和國'];印度尼西亞，簡稱印尼，國在南海之南。
political-geographic-object;['希臘共和國', '希臘'];本文述當世希臘，欲知古希臘，請閱其文。
political-geographic-object;['烏克蘭', '宇克蘭'];烏克蘭（烏克蘭文︰Україна），東歐羅巴洲之國也，都基輔。
political-geographic-object;['墨西哥', 'mexicanas', 'mexicanos', 'mexico', '墨西哥合眾國'];墨西哥合眾國在中美洲。
political-geographic-object;['伊拉克'];伊拉克，居西亞，北接土耳其，西鄰敘利亞，東近波斯，南面沙烏地阿拉伯。
political-geographic-object;['大韓民國', 'republic of korea', 'the republic of korea', '南韓', '大韓民国', '大韩民国'];大韓民國，在東亞，朝鮮半島之南境也。
political-geographic-object;['迦納'];迦納，北接布吉納法索，東臨多哥，西有象牙海岸，南濱大西洋。
political-geographic-object;['尼日利亞', '奈及利亞'];尼日利亞，或曰奈及利亞，非洲之國也，屬大英國協一員。
political-geographic-object;['科特迪瓦', '象牙海岸'];科特迪瓦，又譯象牙海岸。
political-geographic-object;['加蓬', 'gabon', '加彭'];加彭，居非之中，西眺大西洋，北接喀麥隆、聖多美普林西比，東臨剛果。
political-geographic-object;['法國', '法蘭西共和國'];法蘭西共和國（法文：République Française），日譯佛蘭西，中越簡稱法，日韓簡稱佛（法文：La France），立歐羅巴洲。
political-geographic-object;['愛爾蘭共和國', '愛爾蘭', '愛蘭土'];愛爾蘭共和國，略稱愛爾蘭，歐羅巴之國也。
political-geographic-object;['馬達加斯加', '馬達加斯加民主共和國'];馬達加斯加，居東非，島國也，西望莫三比克，北望印度洋，東觀模里西斯。
political-geographic-object;['馬爾地夫', '溜山', '馬爾代夫'];馬爾地夫者，南亞之島國也，居印度洋中，北望印度半島。
political-geographic-object;['菲律賓'];菲律賓共和國，舊名大呂宋也，久為西班牙（日斯巴尼亞）據。
political-geographic-object;['瑞典', '瑞典王國'];瑞典王國，處斯堪地那維亞之東，波羅的海之畔。
political-geographic-object;['海參崴', 'vladivostok', '永明城', '符拉迪沃斯托克'];海參崴，在外滿洲，處海濱。
political-geographic-object;['京', '京城', '都', '首都'];京者，帝、王、朝廷所居之邑也，亦曰都，各部、衙、院立焉。
political-geographic-object;['列支敦士登', '列支敦士登大公國', '列支敦斯登大公國'];列支敦士登公國（德文：Fürstentum Liechtenstein），中歐之國也。
political-geographic-object;['佛蒙特州', 'vermont'];佛蒙特州者，美國一州也，位美國東北，北靠加拿大。
political-geographic-object;['阿拉斯加州', 'alaska'];阿拉斯加州者，美國西北之州也，處太平洋濱，不與美國他州相連。
political-geographic-object;['北卡羅來納州'];北卡羅來納州者，美國東州也，瀕大西洋。
political-geographic-object;['亞利桑那州', 'arizona'];亞利桑那州者，美國西南之州也。
political-geographic-object;['維吉尼亞州', '弗吉尼亞州', '維珍尼亞', '維珍尼亞州'];維吉尼亞州，又號故國、總統之母、合眾之母、維吉尼亞聯邦。
political-geographic-object;['夏威夷州'];夏威夷州者，美國太平洋中一州也，置於夏威夷群島。
political-geographic-object;['加利福尼亞州', '加州'];加利福尼亞州者，美國西太平洋海岸之州也。
political-geographic-object;['科羅拉多州', 'colorado', '哥羅拉度州'];科羅拉多州者，在美國西部。
political-geographic-object;['北達科他州'];北達科他州者，美國一州也。
political-geographic-object;['阿曼'];阿曼，西亞之國也，據阿拉伯半島之南，居阿拉伯海之濱。
political-geographic-object;['古斯巴達'];斯巴達，古希臘之城邦也，位處拉哥尼亞。
political-geographic-object;['科威特', '科威特國'];科威特，居西亞，北接伊拉克，西有沙烏地阿拉伯，東臨波斯灣。
political-geographic-object;['約旦'];約旦者，西亞一國也。
political-geographic-object;['西藏', '西藏自治區'];西藏自治區，簡曰藏，處中華人民共和國西南陲，居青藏高原之上，治拉薩。
political-geographic-object;['西藏', '西藏自治區'];唐初，松贊干布并諸部，建吐蕃王國，尚唐文成公主。
political-geographic-object;['新南威爾士州', '新南威爾斯'];新南威爾斯州者，澳大利亞一州也，治雪梨市，口七百三十萬，地十二千萬畝有餘，為澳國之首。
political-geographic-object;['梵蒂岡', '梵蒂岡城國', '梵諦岡'];梵蒂岡者，義大利都羅馬西北之丘之邦。
political-geographic-object;['阿姆斯特丹', 'amsterdam'];阿姆斯特丹者，尼德蘭之都也，處乎阿姆斯特爾河畔。
political-geographic-object;['大阪市', 'ôsaka'];大阪市在日本，今為大阪府之治所。
political-geographic-object;['巴林'];巴林王國（阿拉伯文：مملكة البحرين），在西亞，處阿拉伯半島之東，波斯灣之上，據島立國。
political-geographic-object;['千里達及托巴哥', '特利尼達和多巴哥'];千里達及托巴哥共和國（英語：Republic of Trinidad and Tobago），亦作特利尼達和多巴哥。
political-geographic-object;['冰島', '冰島共和國'];冰島共和國（冰島文：Lýðveldið Ísland）在挪威海中，冰島之上，方十萬公里，口三十萬，都雷克雅維克。
political-geographic-object;['利馬', 'lima'];利馬，秘魯京也。
political-geographic-object;['索菲亞'];索菲亞者，保加利亞之京也。
political-geographic-object;['布拉格'];布拉格，中歐都會，捷克之都也。
political-geographic-object;['布達佩斯', 'budapest'];布達佩斯者，匈牙利京城，規模甲於匈牙利諸邑。
political-geographic-object;['雅加達'];雅加達，昔稱噶喇吧、巴達維亞，印尼之都也，處爪哇島。
political-geographic-object;['羅馬', '罗马', '羅馬市'];羅馬，義大利之都也，口凡二百七十萬。
political-geographic-object;['耶路撒冷', '烏梨師斂'];耶路撒冷，景教譯烏梨師斂，以色列、巴勒斯坦二國共都。
political-geographic-object;['貝爾格勒', '貝爾格萊德'];貝爾格勒者，塞爾維亞都也，亦其至大之邑。
political-geographic-object;['埃里溫'];埃里溫 （亞美尼亞語：Երևան）者，亞美尼亞之京也，位拉兹丹河畔。
political-geographic-object;['柏林', 'berlín'];柏林者，德國之都也，處乎德國之東，施普雷、哈韋爾兩河之間。
political-geographic-object;['平壤直轄市', '平壤'];平壤直轄市，雅稱柳京，簡曰平壤，朝鮮民主主義人民共和國之都也，原屬平安南道，今直轄。
political-geographic-object;['北京市', 'beijing', '京師', '京華', '北京', '北京城', '北平', '北平市', '燕京'];北京，中華人民共和國所都，亦為直轄市。
political-geographic-object;['泰國', 'thailand', '暹羅', '暹羅國', '暹邏', '泰国', '泰王国', '泰王國'];泰王國，簡稱泰國，舊名暹羅，南洋大國也。
political-geographic-object;['衣索比亞', '埃塞俄比亞', '衣索匹亞', '衣索比亞聯邦民主共和國'];衣索匹亞，居東非，北接厄利垂亞，東臨索馬利亞，西近蘇丹，南面肯亞。
political-geographic-object;['莫斯科'];莫斯科（俄羅斯文：Москва），俄羅斯之都也。
political-geographic-object;['以色列'];以色列，西亞之國也，居地中海之右。
political-geographic-object;['明尼阿波利斯', 'minneapolis', 'twin city', '雙子城'];明尼阿波利斯（Minneapolis），美國明尼蘇達州之州府也，暨隔河對望之聖保羅，共號雙子城（Twin City）。
political-geographic-object;['蘇格蘭'];蘇格蘭，屬聯合王國，在北海不列顛島之北，口五百餘萬。
political-geographic-object;['緬尼托巴', 'manitoba', '緬尼托巴省'];緬尼托巴省，英言謂：Manitoba，人或簡乎曰緬省，或有稱之曼尼托巴、馬尼托巴者，蓋克里、奧傑布瓦諸部土語也。
political-geographic-object;['芬蘭', '芬蘭共和國'];芬蘭共和國，在波羅的海之東。
political-geographic-object;['維也納'];維也納者，奧地利都也。
political-geographic-object;['慕尼黑'];慕尼黑，德國巴伐利亞之治也，有土三百單十平方公里，有眾百三十萬也。
political-geographic-object;['聖地亞哥'];聖地牙哥者，智利之都也。
political-geographic-object;['倫敦', '霧都'];倫敦者，英國之都也，處乎泰晤士河畔。
political-geographic-object;['赫爾辛基', 'helsinki'];赫爾辛基（芬蘭語：Helsinki [ˈhelsiŋki] 聆聽；瑞典語：Helsingfors [hɛlsɪŋˈfɔʂː] 聆聽），芬蘭首府也。
political-geographic-object;['巴黎', '花都'];巴黎者，法國之都也，夾塞納河而城。
political-geographic-object;['檀香山', 'honolulu'];檀香山，古稱檀島大埠、檀山大埠，夏威夷語讀火奴魯魯，意指「屏蔽之灣」或「屏蔽之地」。
political-geographic-object;['東京都', '江戶', '江戸'];江戶，假名「えど」。
political-geographic-object;['東京都', '江戶', '江戸'];東京都，實為日本之都。
political-geographic-object;['金邊', 'phnom penh', '金边', '金邊市'];金邊者，柬埔寨王國之都也。
political-geographic-object;['里加', 'rīga'];里加（拉脫維亞語：Rīga）者，拉脫維亞都也。
political-geographic-object;['吉隆坡', 'kuala lumpur'];吉隆坡（英文及馬來文：Kuala Lumpur），全稱吉隆坡聯邦直轄區，簡稱隆市，馬來西亞之都也，規模甲於其國。
political-geographic-object;['烏蘭巴托', '庫倫'];烏蘭巴托者，蒙古國之京也。
political-geographic-object;['華沙'];華沙乃波蘭京，亦其至城。
political-geographic-object;['首爾特別市', '汉城', '漢城', '漢陽', '首尔', '首爾', '首爾市', '首爾都'];首爾特別市（韓文︰서울특별시），略云首爾，舊稱漢城、京城，大韓民國之都也，位其西北，嘗舉世界盃。
political-geographic-object;['馬德里', 'madrid'];馬德里者，西班牙之京也，亦厥至大之邑。
political-geographic-object;['斯德哥爾摩'];斯德哥爾摩，瑞典之都也，華人或稱之「斯京」。
political-geographic-object;['曼谷', 'bangkok', 'thailand capital', '大曼谷', '天使之城', '天使之大城', '曼谷大京都', '泰國國都', '泰王國之都'];曼谷（泰文：กรุงเทพมหานคร，意「天使之城」）者，泰王國之都也。
political-geographic-object;['蘭州市', 'lanzhou', '蘭州'];蘭州市，中華人民共和國甘肅省治也。
political-geographic-object;['堪培拉', 'canberra'];堪培拉（英文︰Canberra），或曰坎培拉，坎京，澳洲之都也。
political-geographic-object;['明斯克', 'mińsk'];明斯克者，白羅斯之京也，亦明斯克州府。
political-geographic-object;['阿迪斯阿貝巴', 'addis abeba', '亞的斯亞貝巴'];阿迪斯阿貝巴（阿姆哈拉文：አዲስ አበባ，即Addis Abäba；奧羅莫文：Finfinne），衣索比亞都也，亦國至大之邑。
